osmid,highway,oneway,reversed,length,geometry,junction,lanes,ref,name,maxspeed
225607041,residential,False,True,72.983,"LINESTRING (23.1386861 37.9268921, 23.1386965 37.9269538, 23.1387151 37.9270022, 23.1387658 37.9270769, 23.1388571 37.927218, 23.1390041 37.9274951)",,,,,
294822848,residential,False,False,69.02799999999999,"LINESTRING (23.1386861 37.9268921, 23.1386613 37.9268423, 23.1386339 37.9268038, 23.138591 37.9267597, 23.1381639 37.9264355)",,,,,
1232962244,tertiary_link,True,False,30.715,"LINESTRING (23.1361028 37.931743, 23.1362051 37.9316885, 23.1362509 37.9316617, 23.1363914 37.9315866)",,,,,
1232962245,tertiary,True,False,16.291,"LINESTRING (23.1361028 37.931743, 23.1361485 37.9317366, 23.1361945 37.9317419, 23.1362361 37.9317582, 23.136269 37.931784)",roundabout,,,,
1097897080,primary,False,False,17.071,"LINESTRING (23.1391494 37.9263588, 23.1393315 37.926413)",,2,ΕΟ8,Αθηνών - Κορίνθου,50
1097897081,tertiary,False,True,13.902,"LINESTRING (23.1391494 37.9263588, 23.1391565 37.9264837)",,,,Πραθίου,
189734424,primary,False,True,110.506,"LINESTRING (23.1391494 37.9263588, 23.1390312 37.9263129, 23.13867 37.9261682, 23.1385309 37.9261155, 23.1383549 37.926055, 23.1381477 37.925995, 23.1379953 37.9259687)",,2,ΕΟ8,Αθηνών - Κορίνθου,50
189734424,primary,False,False,110.506,"LINESTRING (23.1379953 37.9259687, 23.1381477 37.925995, 23.1383549 37.926055, 23.1385309 37.9261155, 23.13867 37.9261682, 23.1390312 37.9263129, 23.1391494 37.9263588)",,2,ΕΟ8,Αθηνών - Κορίνθου,50
189734424,primary,False,True,39.413,"LINESTRING (23.1379953 37.9259687, 23.1378251 37.9259555, 23.1376922 37.9259564, 23.1375473 37.9259662)",,2,ΕΟ8,Αθηνών - Κορίνθου,50
893664942,residential,False,False,42.852000000000004,"LINESTRING (23.1379953 37.9259687, 23.1380023 37.9259547, 23.1380318 37.9258923, 23.138213 37.9256243)",,,,,
261408157,residential,False,True,88.139,"LINESTRING (23.1431529 37.9281321, 23.1422779 37.9285219)",,,,Αγ.Θεοδωρων,
415099372,primary,False,False,64.63,"LINESTRING (23.1431529 37.9281321, 23.1432608 37.9282216, 23.1433744 37.9283283, 23.1434819 37.9284624, 23.1435828 37.9286009)",,2,ΕΟ8,Αθηνών - Κορίνθου,50
415099372,primary,False,True,51.327,"LINESTRING (23.1431529 37.9281321, 23.1428551 37.9279308, 23.1427074 37.9278328)",,2,ΕΟ8,Αθηνών - Κορίνθου,50
683878047,primary,False,False,61.773,"LINESTRING (23.1455514 37.9311653, 23.1459257 37.9316359)",,2,ΕΟ8,Αθηνών - Κορίνθου,50
683878047,primary,False,True,69.857,"LINESTRING (23.1455514 37.9311653, 23.1451314 37.9306315)",,2,ΕΟ8,Αθηνών - Κορίνθου,50
132706900,residential,True,False,91.273,"LINESTRING (23.1446623 37.9315919, 23.1455514 37.9311653)",,,,Μαυροβουνίου,
132706901,residential,False,False,69.104,"LINESTRING (23.1446623 37.9315919, 23.1442655 37.931055)",,,,,
132706901,residential,False,False,70.251,"LINESTRING (23.1422779 37.9285219, 23.1418674 37.9279794)",,,,,
132706901,residential,False,True,65.577,"LINESTRING (23.1422779 37.9285219, 23.1426778 37.9290202)",,,,,
261408157,residential,False,False,88.139,"LINESTRING (23.1422779 37.9285219, 23.1431529 37.9281321)",,,,Αγ.Θεοδωρων,
261408157,residential,False,True,68.408,"LINESTRING (23.1422779 37.9285219, 23.1416004 37.9288267)",,,,Αγ.Θεοδωρων,
132706901,residential,False,True,70.251,"LINESTRING (23.1418674 37.9279794, 23.1422779 37.9285219)",,,,,
415099374,residential,False,False,75.47800000000001,"LINESTRING (23.1418674 37.9279794, 23.1424803 37.9278653, 23.1427074 37.9278328)",,,,Λάμπρου Σωτηρίου,
189734421,residential,False,False,19.14,"LINESTRING (23.1405148 37.9293439, 23.1404443 37.9295068)",,,,Αναπαύσεως,
261408157,residential,False,False,111.236,"LINESTRING (23.1405148 37.9293439, 23.1416004 37.9288267)",,,,Αγ.Θεοδωρων,
189734421,residential,False,True,147.098,"LINESTRING (23.1405148 37.9293439, 23.1405678 37.9291885, 23.1406208 37.92906, 23.1407222 37.9288429, 23.1408253 37.9286384, 23.1409192 37.9284459, 23.141102 37.9281061)",,,,Αναπαύσεως,
189732553,residential,False,False,91.276,"LINESTRING (23.1416004 37.9288267, 23.141102 37.9281061)",,,,,
189732553,residential,False,True,70.255,"LINESTRING (23.1416004 37.9288267, 23.1419917 37.929378)",,,,,
261408157,residential,False,False,68.408,"LINESTRING (23.1416004 37.9288267, 23.1422779 37.9285219)",,,,Αγ.Θεοδωρων,
261408157,residential,False,True,111.236,"LINESTRING (23.1416004 37.9288267, 23.1405148 37.9293439)",,,,Αγ.Θεοδωρων,
294842039,residential,False,False,58.158,"LINESTRING (23.1369581 37.9313748, 23.1373211 37.9318125)",,,,,
"[261938405, 294822853]",tertiary,False,False,147.01000000000002,"LINESTRING (23.1369581 37.9313748, 23.1374594 37.9311468, 23.1378483 37.9309931, 23.1381535 37.9308776, 23.1384528 37.9307797)",,2,,Κρομμυώνος,
294822853,tertiary,False,True,55.022000000000006,"LINESTRING (23.1369581 37.9313748, 23.1366094 37.9314976, 23.1363914 37.9315866)",,,,,
294822853,tertiary,False,False,55.022000000000006,"LINESTRING (23.1363914 37.9315866, 23.1366094 37.9314976, 23.1369581 37.9313748)",,,,,
1227567446,tertiary_link,True,False,24.459,"LINESTRING (23.1363914 37.9315866, 23.1363244 37.9316834, 23.136269 37.931784)",,,,,
261408143,residential,False,False,59.71600000000001,"LINESTRING (23.144052 37.9269484, 23.1436331 37.9271497, 23.1434886 37.9272474)",,,,Λάμπρου Σωτηρίου,
261938411,residential,True,False,19.744,"LINESTRING (23.1427074 37.9278328, 23.1428893 37.9277282)",,,,Λάμπρου Σωτηρίου,
415099372,primary,False,False,51.327,"LINESTRING (23.1427074 37.9278328, 23.1428551 37.9279308, 23.1431529 37.9281321)",,2,ΕΟ8,Αθηνών - Κορίνθου,50
415099374,residential,False,True,75.47800000000001,"LINESTRING (23.1427074 37.9278328, 23.1424803 37.9278653, 23.1418674 37.9279794)",,,,Λάμπρου Σωτηρίου,
1097897082,primary,False,True,85.42199999999998,"LINESTRING (23.1427074 37.9278328, 23.1425735 37.9277463, 23.1424176 37.9276473, 23.1422342 37.9275385, 23.1420116 37.9274142, 23.1419306 37.92737)",,2,ΕΟ8,Αθηνών - Κορίνθου,50
261408144,residential,True,False,88.474,"LINESTRING (23.1428893 37.9277282, 23.1425346 37.9273539, 23.1423961 37.9272177, 23.1422623 37.9271059)",,,,Αυγουστινου,
261938411,residential,True,False,75.30199999999999,"LINESTRING (23.1428893 37.9277282, 23.1430322 37.9276463, 23.1431206 37.9275792, 23.1432108 37.9274881, 23.1433173 37.9273984, 23.1433887 37.9273352, 23.1434886 37.9272474)",,,,Λάμπρου Σωτηρίου,
189700675,residential,False,False,49.116,"LINESTRING (23.140216 37.9254124, 23.1397635 37.9256726)",,,,Κυριακη,
