osmid,highway,oneway,reversed,length,lanes,name,geometry,ref
90909673,residential,False,False,62.59,,,"LINESTRING (20.6468806 38.2520958, 20.6471042 38.251561)",
294983390,tertiary,False,True,117.154,2,Μιαούλη,"LINESTRING (20.6468806 38.2520958, 20.6455918 38.251803)",
294983389,tertiary,False,False,147.89,2,Μιαούλη,"LINESTRING (20.6468806 38.2520958, 20.6475638 38.2522556, 20.6483611 38.2524412, 20.6484238 38.2524774, 20.6484748 38.2525166)",
90909683,residential,False,False,58.551,,,"LINESTRING (20.6457002 38.2480934, 20.6459223 38.247987, 20.646227 38.2479273, 20.6463215 38.2479128)",
90909683,residential,False,True,109.126,,,"LINESTRING (20.6457002 38.2480934, 20.6456143 38.248124, 20.6455281 38.2481442, 20.6444684 38.2482304)",
90909689,residential,False,True,53.202,,,"LINESTRING (20.6457002 38.2480934, 20.6457204 38.2481631, 20.6457453 38.2485696)",
1257648309,primary,False,False,56.632,2,Ιωάννη Μεταξά,"LINESTRING (20.6482016 38.2518615, 20.6486037 38.2522611)",ΕΟ50
90909714,residential,False,True,27.838,,Μεγάλου Αλεξάνδρου,"LINESTRING (20.6482016 38.2518615, 20.6479929 38.251806, 20.6479 38.2517804)",
1257648309,primary,False,True,23.014,2,Ιωάννη Μεταξά,"LINESTRING (20.6482016 38.2518615, 20.6481106 38.2517653, 20.6480504 38.2516921)",ΕΟ50
90909681,residential,False,False,50.074,,,"LINESTRING (20.6436028 38.2486638, 20.6436164 38.249114)",
90909693,secondary,False,False,71.188,2,Σάμη - Αγία Ευφημία,"LINESTRING (20.6436028 38.2486638, 20.6427883 38.2486904)",
90909693,secondary,False,True,76.907,2,Σάμη - Αγία Ευφημία,"LINESTRING (20.6436028 38.2486638, 20.6444814 38.2486161)",
90909681,residential,False,True,54.236999999999995,,,"LINESTRING (20.6436028 38.2486638, 20.6435765 38.2482926, 20.6437236 38.2482822)",
90909689,residential,False,False,74.205,,,"LINESTRING (20.6445303 38.2515592, 20.6448349 38.2509362)",
90909701,tertiary,False,False,96.575,2,Μιαούλη,"LINESTRING (20.6445303 38.2515592, 20.6455918 38.251803)",
90909701,tertiary,False,True,135.737,2,Μιαούλη,"LINESTRING (20.6445303 38.2515592, 20.6430307 38.2512378)",
90909671,residential,False,True,86.153,,Βύρωνος,"LINESTRING (20.6430307 38.2512378, 20.6432421 38.250481)",
90909701,tertiary,False,False,135.737,2,Μιαούλη,"LINESTRING (20.6430307 38.2512378, 20.6445303 38.2515592)",
"[90909698, 90909701]",tertiary,False,True,181.213,2,Μιαούλη,"LINESTRING (20.6430307 38.2512378, 20.6420711 38.2510318, 20.6420667 38.2509511, 20.6424952 38.2502611)",
90909693,secondary,False,False,61.269,2,Σάμη - Αγία Ευφημία,"LINESTRING (20.6457453 38.2485696, 20.6450442 38.2485909)",
90909693,secondary,False,True,50.95,2,Σάμη - Αγία Ευφημία,"LINESTRING (20.6457453 38.2485696, 20.6463282 38.2485497)",
90909689,residential,False,False,53.202,,,"LINESTRING (20.6457453 38.2485696, 20.6457204 38.2481631, 20.6457002 38.2480934)",
90909689,residential,False,True,54.219,,,"LINESTRING (20.6457453 38.2485696, 20.6457436 38.2486837, 20.6456692 38.2490526)",
