osmid,lanes,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge
236729665,1,Ισαάκ Λαυρεντίδη,tertiary,False,False,65.337,,,"LINESTRING (23.495176 41.0991118, 23.495523 41.099638)",
1268569343,1,Ισαάκ Λαυρεντίδη,tertiary,False,True,9.376,,,"LINESTRING (23.495176 41.0991118, 23.4951304 41.0990348)",
27398195,2,Κωνσταντίνου Καραμανλή,secondary,True,False,46.062999999999995,ΕΟ12,50,"LINESTRING (23.495176 41.0991118, 23.4950384 41.0991444, 23.4946516 41.0992361)",
27398195,2,Κωνσταντίνου Καραμανλή,secondary,True,False,188.844,ΕΟ12,50,"LINESTRING (23.4929042 41.0996241, 23.4907449 41.1001105)",
236729601,1,25ης Μαρτίου 1821,residential,False,True,10.697,,,"LINESTRING (23.4929042 41.0996241, 23.4928206 41.0995514)",
236729601,1,25ης Μαρτίου 1821,residential,False,False,86.853,,,"LINESTRING (23.4929042 41.0996241, 23.4933729 41.1001092, 23.4935105 41.1002576)",
182460812,,Παπαφλέσσα,unclassified,False,False,79.908,,,"LINESTRING (23.5008507 41.0940662, 23.5003227 41.0934678)",
244695493,,Τσιμισκή,residential,False,False,199.767,,,"LINESTRING (23.5008507 41.0940662, 23.5004717 41.0942539, 23.4998842 41.0945074, 23.4993583 41.0947513, 23.4988167 41.0950024)",
244695472,,Αγίου Ραφαήλ,residential,False,False,72.965,,,"LINESTRING (23.4990719 41.0936966, 23.4988559 41.0937774, 23.4985345 41.093893, 23.4982918 41.0939879)",
244695472,,Αγίου Ραφαήλ,residential,False,True,107.88799999999999,,,"LINESTRING (23.4990719 41.0936966, 23.4992114 41.0936651, 23.4995819 41.0936042, 23.5000225 41.0935239, 23.5003227 41.0934678)",
27398195,2,Κωνσταντίνου Καραμανλή,secondary,True,False,42.236,ΕΟ12,50,"LINESTRING (23.4907449 41.1001105, 23.4902622 41.1002199)",
