osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,access
165892580,2,Στρυμωνικού - Νιγρίτας,secondary,False,True,22.857,,"LINESTRING (23.4872893 40.9149954, 23.4870753 40.9151223)",
182048290,,Δημοτικού Σχολείου,residential,False,True,317.60699999999997,50,"LINESTRING (23.4872893 40.9149954, 23.4873061 40.9150685, 23.4866613 40.9162683, 23.4863576 40.9167159, 23.4861289 40.9169613, 23.4858951 40.9171978, 23.4855991 40.9175158)",
165892580,2,Στρυμωνικού - Νιγρίτας,secondary,False,True,81.483,,"LINESTRING (23.4814638 40.9183841, 23.4810533 40.919048)",
165892580,2,Στρυμωνικού - Νιγρίτας,secondary,False,False,50.083999999999996,,"LINESTRING (23.4814638 40.9183841, 23.4816744 40.9180821, 23.4817628 40.9179959)",
182048327,,,residential,False,True,68.535,,"LINESTRING (23.4814638 40.9183841, 23.4818609 40.91855, 23.4821895 40.9186646)",
165570305,2,,tertiary,False,True,105.206,,"LINESTRING (23.4779208 40.9133202, 23.4791726 40.913337)",
165570305,2,,tertiary,False,False,151.269,,"LINESTRING (23.4779208 40.9133202, 23.4762785 40.9133266, 23.4761212 40.9133365)",
431843620,,,residential,False,True,69.789,,"LINESTRING (23.4779208 40.9133202, 23.4778665 40.9134917, 23.477811 40.913664, 23.4777995 40.9138346, 23.4778313 40.9139349)",
182048331,,Μικράς Ασίας,residential,False,True,54.509,50,"LINESTRING (23.4860141 40.9132113, 23.4864571 40.9135694)",
182048320,,,residential,False,True,27.541,,"LINESTRING (23.4850177 40.9132477, 23.4847608 40.9134015)",
182048321,,Ανατολικής Θράκης,residential,False,True,62.302,50,"LINESTRING (23.4850177 40.9132477, 23.4855151 40.9136632)",
165570305,2,,tertiary,False,False,105.206,,"LINESTRING (23.4791726 40.913337, 23.4779208 40.9133202)",
182048304,,,residential,False,True,46.232,,"LINESTRING (23.4791726 40.913337, 23.4792676 40.9134535, 23.4795034 40.9136681)",
182048320,,,residential,False,False,27.541,,"LINESTRING (23.4847608 40.9134015, 23.4850177 40.9132477)",
182048331,,Μικράς Ασίας,residential,False,False,54.509,50,"LINESTRING (23.4864571 40.9135694, 23.4860141 40.9132113)",
182048331,,Μικράς Ασίας,residential,False,True,56.143,50,"LINESTRING (23.4864571 40.9135694, 23.4868808 40.9139598)",
182048305,,Δορυλαίου,residential,False,True,83.675,50,"LINESTRING (23.4864571 40.9135694, 23.4863099 40.9136727, 23.4855151 40.9136632)",
182048304,,,residential,False,True,59.122,,"LINESTRING (23.4795034 40.9136681, 23.4800165 40.9140319)",
182048304,,,residential,False,False,46.232,,"LINESTRING (23.4795034 40.9136681, 23.4792676 40.9134535, 23.4791726 40.913337)",
182048313,,,residential,False,True,132.60500000000002,,"LINESTRING (23.4795034 40.9136681, 23.4793434 40.9137517, 23.4790171 40.9138244, 23.4786101 40.913879, 23.4779836 40.9139291)",
182048321,,Ανατολικής Θράκης,residential,False,False,62.302,50,"LINESTRING (23.4855151 40.9136632, 23.4850177 40.9132477)",
182048321,,Ανατολικής Θράκης,residential,False,True,136.97,50,"LINESTRING (23.4855151 40.9136632, 23.4865543 40.9146122)",
182048305,,Δορυλαίου,residential,False,False,83.675,50,"LINESTRING (23.4855151 40.9136632, 23.4863099 40.9136727, 23.4864571 40.9135694)",
182048292,,Τερπνή - Νικόκλεια,tertiary,False,True,11.732,,"LINESTRING (23.4759731 40.9139472, 23.4760713 40.9140222)",
431843623,,Τερπνή - Νικόκλεια,tertiary,False,False,11.217,,"LINESTRING (23.4759731 40.9139472, 23.4758417 40.913965)",
182048313,,,residential,False,True,12.814,,"LINESTRING (23.4779836 40.9139291, 23.4778313 40.9139349)",
182048316,,,residential,False,False,47.587,,"LINESTRING (23.4779836 40.9139291, 23.4781921 40.914327)",
182048313,,,residential,False,False,132.605,,"LINESTRING (23.4779836 40.9139291, 23.4786101 40.913879, 23.4790171 40.9138244, 23.4793434 40.9137517, 23.4795034 40.9136681)",
182048331,,Μικράς Ασίας,residential,False,False,56.143,50,"LINESTRING (23.4868808 40.9139598, 23.4864571 40.9135694)",
182048331,,Μικράς Ασίας,residential,False,True,51.455,50,"LINESTRING (23.4868808 40.9139598, 23.4872712 40.9143163)",
182048312,,,residential,False,False,81.247,,"LINESTRING (23.4868808 40.9139598, 23.4866893 40.9140781, 23.4865543 40.9146122)",
182048292,,Τερπνή - Νικόκλεια,tertiary,False,False,15.7,,"LINESTRING (23.4762083 40.9141182, 23.4760713 40.9140222)",
182048292,,Τερπνή - Νικόκλεια,tertiary,False,True,77.845,,"LINESTRING (23.4762083 40.9141182, 23.4765624 40.9144111, 23.4768328 40.9146353)",
182048313,,,residential,False,False,138.214,,"LINESTRING (23.4762083 40.9141182, 23.4764735 40.9141196, 23.4778313 40.9139349)",
182048331,,Μικράς Ασίας,residential,False,False,51.455,50,"LINESTRING (23.4872712 40.9143163, 23.4868808 40.9139598)",
182048321,,Ανατολικής Θράκης,residential,False,False,136.97,50,"LINESTRING (23.4865543 40.9146122, 23.4855151 40.9136632)",
182048312,,,residential,False,True,81.247,,"LINESTRING (23.4865543 40.9146122, 23.4866893 40.9140781, 23.4868808 40.9139598)",
182048321,,Ανατολικής Θράκης,residential,False,True,71.747,50,"LINESTRING (23.4865543 40.9146122, 23.4870306 40.9150616, 23.4870753 40.9151223)",
182048332,,,residential,False,False,77.36,,"LINESTRING (23.481046 40.9147165, 23.4816719 40.9142063)",
182048332,,,residential,False,True,135.615,,"LINESTRING (23.481046 40.9147165, 23.4799228 40.9155923)",
182048304,,,residential,False,False,115.27,,"LINESTRING (23.481046 40.9147165, 23.4807385 40.9144991, 23.4805684 40.9143966, 23.4800165 40.9140319)",
