osmid,highway,oneway,reversed,length,name,geometry,lanes,ref,maxspeed,junction,access
27137489,tertiary,False,False,27.256,Αγίου Σπυρίδωνος,"LINESTRING (21.4423983 37.6695604, 21.4423763 37.6693159)",2,,,,
27137489,tertiary,False,True,96.359,Αγίου Σπυρίδωνος,"LINESTRING (21.4423983 37.6695604, 21.4428033 37.6703655)",2,,,,
233082474,residential,False,True,31.46,Χαριλάου Τρικούπη,"LINESTRING (21.4423983 37.6695604, 21.4423468 37.6696033, 21.4421126 37.6697286)",,,,,
27137489,tertiary,False,False,17.469,Αγίου Σπυρίδωνος,"LINESTRING (21.4429009 37.6705023, 21.4428033 37.6703655)",2,,,,
27137489,tertiary,False,True,33.747,Αγίου Σπυρίδωνος,"LINESTRING (21.4429009 37.6705023, 21.4430226 37.6707901)",2,,,,
95111400,residential,False,True,46.646,Σινοπούλου T.,"LINESTRING (21.4429009 37.6705023, 21.4434209 37.6704213)",,,,,
970563249,residential,False,False,86.399,Σινοπούλου,"LINESTRING (21.4429009 37.6705023, 21.4419427 37.6706711)",,,,,
233082391,primary,True,False,35.404,Ερμού,"LINESTRING (21.4431498 37.6711924, 21.4435324 37.6710941)",1,ΕΟ9,,,
27137489,tertiary,False,False,46.114000000000004,Αγίου Σπυρίδωνος,"LINESTRING (21.4431498 37.6711924, 21.4431364 37.6711499, 21.4430226 37.6707901)",2,,,,
232578353,primary,True,False,88.25099999999999,Ερμού,"LINESTRING (21.439419 37.6722189, 21.4395116 37.6721924, 21.440376 37.6719823)",1,ΕΟ9,,,
972886169,primary,True,False,4.964,Ερμού,"LINESTRING (21.439419 37.6722189, 21.4393945 37.6722375, 21.4393783 37.6722498)",1,ΕΟ9,,,
385736790,tertiary,True,False,64.565,Υψηλάντου,"LINESTRING (21.4354504 37.6759049, 21.4355944 37.6759506, 21.4361302 37.6761232)",,,,,
559663524,residential,True,False,61.967999999999996,Εθνικης Αντιστασεως,"LINESTRING (21.4354504 37.6759049, 21.4354969 37.6758152, 21.4357078 37.6753862)",,,,,
232578353,primary,True,False,56.323,Ερμού,"LINESTRING (21.440376 37.6719823, 21.440973 37.6717999)",1,ΕΟ9,,,
"[434849122, 95111412]",residential,True,False,102.926,"['Σισίνη', 'Κρεσταινίτη']","LINESTRING (21.440376 37.6719823, 21.4401922 37.6716797, 21.4400648 37.6717051, 21.4399937 37.6717158, 21.4399011 37.6717083, 21.4394687 37.6716143)",,,,,
326211593,primary,False,True,3.49,Πατρών,"LINESTRING (21.4377713 37.6731937, 21.4378066 37.6731794)",2,ΕΟ9,,,
"[1268611641, 232745763]",primary,True,False,52.161,Πατρών,"LINESTRING (21.4377713 37.6731937, 21.4377229 37.6732215, 21.4376248 37.6732541, 21.4372306 37.6733829)",1,ΕΟ9,,,
233053796,residential,True,False,32.759,Θεμιστοκλεους,"LINESTRING (21.4376003 37.6735217, 21.437446 37.6737898)",,,,,
95111352,residential,False,True,66.427,Ήρας,"LINESTRING (21.437446 37.6737898, 21.4381392 37.6740261)",,,,,
233053796,residential,True,False,36.09,Θεμιστοκλεους,"LINESTRING (21.437446 37.6737898, 21.4372574 37.674078)",,,,,
233053796,residential,True,False,5.481,Θεμιστοκλεους,"LINESTRING (21.4361302 37.6761232, 21.4361045 37.6761681)",,,,,
385736790,tertiary,True,False,53.746,Υψηλάντου,"LINESTRING (21.4361302 37.6761232, 21.4366936 37.6763097)",,,,,
233053796,residential,True,False,38.943,Θεμιστοκλεους,"LINESTRING (21.4372574 37.674078, 21.4370796 37.6743987)",,,,,
95034478,residential,True,False,70.976,Ζακύνθου,"LINESTRING (21.4372574 37.674078, 21.4365838 37.6738374, 21.4365223 37.6738155)",,,,,
970637786,residential,True,False,4.603,Τάκη Πετροπούλου,"LINESTRING (21.4365223 37.6738155, 21.436478 37.6737935)",,,,,
1268610390,primary,True,False,14.205,Πατρών,"LINESTRING (21.4365223 37.6738155, 21.4364075 37.6739053)",1,ΕΟ9,,,
27137489,tertiary,False,False,33.747,Αγίου Σπυρίδωνος,"LINESTRING (21.4430226 37.6707901, 21.4429009 37.6705023)",2,,,,
38004467,residential,False,False,64.882,Λιούρδη,"LINESTRING (21.4430226 37.6707901, 21.4437357 37.6706422)",,,,,
27137489,tertiary,False,True,46.114000000000004,Αγίου Σπυρίδωνος,"LINESTRING (21.4430226 37.6707901, 21.4431364 37.6711499, 21.4431498 37.6711924)",2,,,,
38004467,residential,False,True,87.376,Λιούρδη,"LINESTRING (21.4430226 37.6707901, 21.442802 37.6708183, 21.4425756 37.6708658, 21.4420721 37.6710091)",,,,,
38004467,residential,False,True,64.882,Λιούρδη,"LINESTRING (21.4437357 37.6706422, 21.4430226 37.6707901)",,,,,
95111348,residential,False,False,41.091,Φειδίου,"LINESTRING (21.4437357 37.6706422, 21.4438459 37.6710013)",,,,,
95111348,residential,False,True,28.599,Φειδίου,"LINESTRING (21.4437357 37.6706422, 21.4436626 37.6703916)",,,,,
38004467,residential,False,False,84.55700000000002,Λιούρδη,"LINESTRING (21.4437357 37.6706422, 21.4439517 37.670609, 21.444494 37.6705467, 21.4446847 37.6705248)",,,,,
95111348,residential,False,True,41.091,Φειδίου,"LINESTRING (21.4438459 37.6710013, 21.4437357 37.6706422)",,,,,
233082391,primary,True,False,79.956,Ερμού,"LINESTRING (21.4438459 37.6710013, 21.44423 37.6708827, 21.4443972 37.6708458, 21.444614 37.670804, 21.4447117 37.6707894)",1,ΕΟ9,,,
41852196,tertiary,True,False,70.108,Δ. Κοκκίνου,"LINESTRING (21.4340353 37.6728833, 21.4343506 37.6723043)",,,,,
158371668,residential,True,False,62.588,Δ. Κοκκίνου,"LINESTRING (21.4346463 37.6717924, 21.4343506 37.6723043)",,,,,
434981923,tertiary,True,False,21.692,28ης Οκτωβρίου,"LINESTRING (21.4346463 37.6717924, 21.4348728 37.6718693)",1,,,,
434981923,tertiary,True,False,22.507,28ης Οκτωβρίου,"LINESTRING (21.4344137 37.6717083, 21.4346463 37.6717924)",1,,,,
241766340,residential,True,False,70.981,Α. Καρκαβίτσα,"LINESTRING (21.4363619 37.6741075, 21.4370796 37.6743987)",,,,,
95034474,residential,True,False,4.613,Παπαφλέσσα,"LINESTRING (21.4351158 37.6747283, 21.435164 37.6747446)",,,,,
385736798,primary,True,False,66.619,Πατρών,"LINESTRING (21.4351158 37.6747283, 21.4352462 37.6746464, 21.4356962 37.6743438)",1,ΕΟ9,,,
95034452,residential,True,False,37.586,Πατρόκλου,"LINESTRING (21.4379086 37.6743106, 21.4381392 37.6740261)",,,,,
95034478,residential,True,False,62.878,Ζακύνθου,"LINESTRING (21.4379086 37.6743106, 21.4372574 37.674078)",,,,,
95034452,residential,True,False,39.376,Πατρόκλου,"LINESTRING (21.4376715 37.6746109, 21.4379086 37.6743106)",,,,,
241766340,residential,True,False,40.31,Α. Καρκαβίτσα,"LINESTRING (21.4376715 37.6746109, 21.438091 37.6747564)",,,,,
241766340,residential,True,False,57.188,Α. Καρκαβίτσα,"LINESTRING (21.4370796 37.6743987, 21.4376715 37.6746109)",,,,,
233053796,residential,True,False,45.42400000000001,Θεμιστοκλεους,"LINESTRING (21.4370796 37.6743987, 21.4370248 37.6745045, 21.4368839 37.6747767)",,,,,
95034452,residential,True,False,57.551,Πατρόκλου,"LINESTRING (21.4371565 37.6754494, 21.4374273 37.6749783)",,,,,
95034474,residential,True,False,43.9,Παπαφλέσσα,"LINESTRING (21.4371565 37.6754494, 21.437605 37.6756222)",,,,,
95034474,residential,True,False,52.781,Παπαφλέσσα,"LINESTRING (21.4366118 37.6752508, 21.4371565 37.6754494)",,,,,
233053796,residential,True,False,45.366,Θεμιστοκλεους,"LINESTRING (21.4366118 37.6752508, 21.436407 37.6756252)",,,,,
95034474,residential,True,False,69.488,Παπαφλέσσα,"LINESTRING (21.4358838 37.6750089, 21.4366118 37.6752508)",,,,,
233081305,residential,True,False,60.911,Εθνικης Αντιστασεως,"LINESTRING (21.4358838 37.6750089, 21.4361305 37.6744971)",,,,,
233081307,residential,False,True,44.722,Εθνικης Αντιστασεως,"LINESTRING (21.4358838 37.6750089, 21.4357078 37.6753862)",,,,,
95111408,residential,False,False,47.75,,"LINESTRING (21.4424968 37.674633, 21.4424001 37.6746448, 21.4419554 37.6746467)",,,,,
972370066,primary,True,False,8.554,,"LINESTRING (21.4424968 37.674633, 21.442493 37.6745946, 21.4425081 37.6745581)",1,ΕΟ9,50,circular,
326211592,primary,True,False,11.889,,"LINESTRING (21.4425081 37.6745581, 21.4425369 37.6745307, 21.4425762 37.6745134, 21.4426208 37.6745082)",1,ΕΟ9,50,circular,
"[232707389, 972371958]",primary,True,False,51.256,Γερμανού,"LINESTRING (21.4425081 37.6745581, 21.442304 37.6744101, 21.4420787 37.6742467)",1,ΕΟ9,,,
972370067,primary,True,False,19.465000000000003,,"LINESTRING (21.4426208 37.6745082, 21.4426742 37.6745196, 21.442716 37.6745482, 21.442738 37.6745884, 21.4427357 37.6746321)",1,ΕΟ9,50,circular,
95034444,tertiary,False,False,41.525,Καπετάν Γιώργη,"LINESTRING (21.4399482 37.6754488, 21.4401414 37.6751081)",,,,,
95034444,tertiary,False,True,46.815,Καπετάν Γιώργη,"LINESTRING (21.4399482 37.6754488, 21.4397301 37.6758328)",,,,,
241766340,residential,True,False,50.598,Α. Καρκαβίτσα,"LINESTRING (21.4399482 37.6754488, 21.4404799 37.6756219)",,,,,
95034440,residential,True,False,51.146,Δεληγιάννη,"LINESTRING (21.437933 37.6761707, 21.4374029 37.6759822)",,,,,
95034457,residential,True,False,42.444,Ξάνθου,"LINESTRING (21.437933 37.6761707, 21.4381331 37.6758234)",,,,,
95034478,residential,True,False,17.303,Ζακύνθου,"LINESTRING (21.4397061 37.6749526, 21.4395269 37.6748886)",,,,,
95034455,residential,True,False,51.265,Ομήρου,"LINESTRING (21.4399785 37.6741159, 21.4398869 37.6745712)",,,,,
233080086,residential,True,False,45.294,Μεγάλου Αλεξάνδρου,"LINESTRING (21.4399785 37.6741159, 21.439471 37.6740483)",,,50,,
158371480,tertiary,True,False,3.724,Μανωλοπούλου,"LINESTRING (21.4371987 37.6733609, 21.4372306 37.6733829)",2,,,,
"[233621858, 1268611642]",primary,True,False,53.974000000000004,Πατρών,"LINESTRING (21.4371987 37.6733609, 21.4372656 37.6733348, 21.4376188 37.6732203, 21.437713 37.6731975, 21.4377713 37.6731937)",1,ΕΟ9,,,
95034455,residential,True,False,54.992000000000004,Ομήρου,"LINESTRING (21.4401135 37.6732699, 21.4401276 37.6733378, 21.4400191 37.6737548)",,,,,
95111338,residential,True,False,65.021,Συλλαϊδοπούλου,"LINESTRING (21.4401135 37.6732699, 21.4400782 37.6732433, 21.4400345 37.6732253, 21.4396038 37.6731181, 21.4394282 37.6730622)",,,,,
95111385,residential,False,False,39.988,,"LINESTRING (21.4401135 37.6732699, 21.4401761 37.6731989, 21.4404061 37.6729954)",,,,,
95034462,residential,True,False,56.688,Ελευθερίου Βενιζέλου,"LINESTRING (21.4391074 37.6756017, 21.4388263 37.6760604)",,,,,
187973247,residential,True,False,68.371,Γυμνασιάρχου Δούκα,"LINESTRING (21.4391074 37.6756017, 21.438404 37.6753407)",,,,,
232707383,tertiary,True,False,74.907,Μανωλοπούλου,"LINESTRING (21.4343506 37.6723043, 21.4335732 37.6720301)",1,,,,
409047472,tertiary,True,False,92.409,Μανωλοπούλου,"LINESTRING (21.4343506 37.6723043, 21.4352938 37.6726694)",2,,,,
30452128,residential,True,False,89.399,Τάκη Πετροπούλου,"LINESTRING (21.4349429 37.6732443, 21.4340868 37.6729048, 21.4340353 37.6728833)",,,,,
95034444,tertiary,False,False,63.697,Καπετάν Γιώργη,"LINESTRING (21.4403639 37.6747159, 21.4406603 37.6741933)",,,,,
95034444,tertiary,False,True,47.805,Καπετάν Γιώργη,"LINESTRING (21.4403639 37.6747159, 21.4401414 37.6751081)",,,,,
53052917,residential,True,False,47.777,Α. Καρκαβίτσα,"LINESTRING (21.4411134 37.6758673, 21.4416027 37.6760534)",,,,,
1268377425,residential,False,True,48.227,Γεωργίου Κονδύλη,"LINESTRING (21.4411134 37.6758673, 21.4408974 37.6762659)",,,,,
241766345,residential,False,False,42.864999999999995,Τομπάζη,"LINESTRING (21.4411134 37.6758673, 21.4411698 37.6757248, 21.4411903 37.675607, 21.4412143 37.6754913)",,,,,
95034463,residential,True,False,57.808,Τσαλδάρη,"LINESTRING (21.4371362 37.6764573, 21.4374029 37.6759822)",,,,,
385736790,tertiary,True,False,51.009,Υψηλάντου,"LINESTRING (21.4371362 37.6764573, 21.4376716 37.676633)",,,,,
233080085,tertiary,False,False,52.985,Καπετάν Γιώργη,"LINESTRING (21.4408519 37.6739895, 21.441238 37.6736239)",,,,,
233080085,tertiary,False,True,28.247,Καπετάν Γιώργη,"LINESTRING (21.4408519 37.6739895, 21.4406603 37.6741933)",,,,,
95034441,residential,True,False,45.087,Πίνδου Δαβάκη,"LINESTRING (21.4398869 37.6745712, 21.4399914 37.6745896, 21.4403639 37.6747159)",,,,,
95034455,residential,True,False,45.364,Ομήρου,"LINESTRING (21.4398869 37.6745712, 21.4398485 37.6746806, 21.4397061 37.6749526)",,,,,
187973247,residential,True,False,62.898,Γυμνασιάρχου Δούκα,"LINESTRING (21.4408974 37.6762659, 21.4402503 37.6760258)",,,,,
1268377425,residential,False,False,48.227,Γεωργίου Κονδύλη,"LINESTRING (21.4408974 37.6762659, 21.4411134 37.6758673)",,,,,
95034482,residential,True,False,56.363,Δραγατσανίου,"LINESTRING (21.4339391 37.6700835, 21.4339128 37.6702629, 21.4338862 37.6704355, 21.4338611 37.6705866)",,,,,
232893355,tertiary,False,False,30.735999999999997,Ρηγα Φεραιου,"LINESTRING (21.4339391 37.6700835, 21.433861 37.6700865, 21.4335903 37.6700969)",2,,,,
232893355,tertiary,False,True,17.16,Ρηγα Φεραιου,"LINESTRING (21.4339391 37.6700835, 21.4340412 37.6700793, 21.4341339 37.6700779)",2,,,,
95034476,residential,True,False,23.445,Ξάνθου,"LINESTRING (21.4388025 37.6746299, 21.4388569 37.6744235)",,,,,
95034478,residential,True,False,51.507,Ζακύνθου,"LINESTRING (21.4388025 37.6746299, 21.4382691 37.6744393)",,,,,
95034477,residential,False,True,59.282,Μπιζανίου,"LINESTRING (21.4344856 37.673911, 21.4342138 37.6743988)",,,,,
158371968,residential,True,False,82.509,Ζαΐμη,"LINESTRING (21.4344856 37.673911, 21.4336687 37.6736208, 21.4336303 37.6736072)",,,,,
95034463,residential,True,False,47.142,Τσαλδάρη,"LINESTRING (21.4378734 37.6751438, 21.438091 37.6747564)",,,,,
187973247,residential,True,False,43.36,Γυμνασιάρχου Δούκα,"LINESTRING (21.4378734 37.6751438, 21.4374273 37.6749783)",,,,,
95034449,residential,False,False,48.171,Γούναρη,"LINESTRING (21.4406652 37.6752952, 21.4408894 37.6749)",,,,,
95034449,residential,False,True,39.82,Γούναρη,"LINESTRING (21.4406652 37.6752952, 21.4404799 37.6756219)",,,,,
95034478,residential,True,False,50.577,Ζακύνθου,"LINESTRING (21.4406652 37.6752952, 21.4401414 37.6751081)",,,,,
158371480,tertiary,True,False,49.78,Μανωλοπούλου,"LINESTRING (21.4352938 37.6726694, 21.435811 37.6728506)",2,,,,
385736778,tertiary,True,False,71.008,Μπιζανιου,"LINESTRING (21.4352938 37.6726694, 21.4349709 37.6731906, 21.4349429 37.6732443)",,,,,
95034477,residential,False,False,50.103,Μπιζανίου,"LINESTRING (21.4339888 37.6748127, 21.4342138 37.6743988)",,,,,
95034463,residential,True,False,69.022,Τσαλδάρη,"LINESTRING (21.4382691 37.6744393, 21.4385874 37.673872)",,,,,
95034478,residential,True,False,34.806,Ζακύνθου,"LINESTRING (21.4382691 37.6744393, 21.4379086 37.6743106)",,,,,
95034449,residential,False,False,49.248,Γούναρη,"LINESTRING (21.4402503 37.6760258, 21.4404799 37.6756219)",,,,,
95034449,residential,False,True,58.872,Γούναρη,"LINESTRING (21.4402503 37.6760258, 21.4399766 37.6765089)",,,,,
187973247,residential,True,False,50.562,Γυμνασιάρχου Δούκα,"LINESTRING (21.4402503 37.6760258, 21.4397301 37.6758328)",,,,,
95034444,tertiary,False,True,63.697,Καπετάν Γιώργη,"LINESTRING (21.4406603 37.6741933, 21.4403639 37.6747159)",,,,,
233080085,tertiary,False,False,28.247,Καπετάν Γιώργη,"LINESTRING (21.4406603 37.6741933, 21.4408519 37.6739895)",,,,,
233080086,residential,True,False,60.62,Μεγάλου Αλεξάνδρου,"LINESTRING (21.4406603 37.6741933, 21.4399785 37.6741159)",,,50,,
241766345,residential,False,True,11.641,Τομπάζη,"LINESTRING (21.4406603 37.6741933, 21.4407864 37.6742249)",,,,,
434981923,tertiary,True,False,54.235,28ης Οκτωβρίου,"LINESTRING (21.4338421 37.6715261, 21.4344137 37.6717083)",1,,,,
"[232707384, 434973972]",residential,True,False,62.24000000000001,Μυστρά,"LINESTRING (21.4338421 37.6715261, 21.4338747 37.6714812, 21.4340507 37.6711525, 21.4340789 37.6710814, 21.4341168 37.6710111)",,,,,
95111338,residential,True,False,32.36,Συλλαϊδοπούλου,"LINESTRING (21.4390058 37.6728228, 21.4387186 37.6726411)",,,,,
95034440,residential,True,False,52.418,Δεληγιάννη,"LINESTRING (21.4369455 37.6758266, 21.436407 37.6756252)",,,,,
95034452,residential,True,False,45.87,Πατρόκλου,"LINESTRING (21.4369455 37.6758266, 21.4371565 37.6754494)",,,,,
30452128,residential,True,False,50.757,Τάκη Πετροπούλου,"LINESTRING (21.4354682 37.6734327, 21.4349429 37.6732443)",,,,,
95034448,residential,True,False,71.413,Γρηγορίου Ε´,"LINESTRING (21.4354682 37.6734327, 21.4357847 37.6728952, 21.435811 37.6728506)",,,,,
95034466,residential,False,True,41.858,Λάμπρου Τζαβέλλα,"LINESTRING (21.4395638 37.6736791, 21.439471 37.6740483)",,,,,
232968572,residential,True,False,40.946,Αχιλλέως (Επιτ. Δημάρχου Τάση Καζάζη),"LINESTRING (21.4395638 37.6736791, 21.4400191 37.6737548)",,,50,,
95034457,residential,True,False,56.318,Ξάνθου,"LINESTRING (21.4376716 37.676633, 21.437933 37.6761707)",,,,,
95034449,residential,False,False,39.82,Γούναρη,"LINESTRING (21.4404799 37.6756219, 21.4406652 37.6752952)",,,,,
95034449,residential,False,True,49.248,Γούναρη,"LINESTRING (21.4404799 37.6756219, 21.4402503 37.6760258)",,,,,
241766340,residential,True,False,62.073,Α. Καρκαβίτσα,"LINESTRING (21.4404799 37.6756219, 21.4411134 37.6758673)",,,,,
95034474,residential,True,False,44.689,Παπαφλέσσα,"LINESTRING (21.4354216 37.6748425, 21.4358838 37.6750089)",,,,,
95034484,residential,True,False,46.774,Κουμπάτη Γεωργίου,"LINESTRING (21.4354216 37.6748425, 21.4352459 37.6752395)",,,,,
95034466,residential,False,False,35.684,Λάμπρου Τζαβέλλα,"LINESTRING (21.4393053 37.6748095, 21.4393767 37.6744936)",,,,,
95034478,residential,True,False,48.549,Ζακύνθου,"LINESTRING (21.4393053 37.6748095, 21.4388025 37.6746299)",,,,,
95034452,residential,True,False,58.113,Πατρόκλου,"LINESTRING (21.4366936 37.6763097, 21.4369455 37.6758266)",,,,,
385736790,tertiary,True,False,42.269,Υψηλάντου,"LINESTRING (21.4366936 37.6763097, 21.4371362 37.6764573)",,,,,
95111338,residential,True,False,21.082,Συλλαϊδοπούλου,"LINESTRING (21.4391883 37.6729456, 21.4390058 37.6728228)",,,,,
95034461,residential,False,True,62.961,,"LINESTRING (21.4335707 37.6706628, 21.4335725 37.6704175, 21.4335903 37.6700969)",,,,,
95034476,residential,True,False,73.561,Ξάνθου,"LINESTRING (21.439025 37.6735944, 21.4391883 37.6729456)",,,,,
232968572,residential,True,False,48.347,Αχιλλέως (Επιτ. Δημάρχου Τάση Καζάζη),"LINESTRING (21.439025 37.6735944, 21.4395638 37.6736791)",,,50,,
95034478,residential,True,False,53.018,Ζακύνθου,"LINESTRING (21.4412143 37.6754913, 21.4406652 37.6752952)",,,,,
241766345,residential,False,False,67.631,Τομπάζη,"LINESTRING (21.4412143 37.6754913, 21.4412061 37.6754171, 21.4412059 37.6752966, 21.4411923 37.6748835)",,,,,
241766345,residential,False,True,42.864999999999995,Τομπάζη,"LINESTRING (21.4412143 37.6754913, 21.4411903 37.675607, 21.4411698 37.6757248, 21.4411134 37.6758673)",,,,,
233081307,residential,False,False,44.722,Εθνικης Αντιστασεως,"LINESTRING (21.4357078 37.6753862, 21.4358838 37.6750089)",,,,,
559663521,residential,True,False,43.802,Δεληγιάννη,"LINESTRING (21.4357078 37.6753862, 21.4352459 37.6752395)",,,,,
559663526,residential,False,True,67.029,Δεληγιάννη,"LINESTRING (21.4357078 37.6753862, 21.436407 37.6756252)",,,,,
95034474,residential,True,False,66.456,Παπαφλέσσα,"LINESTRING (21.4381331 37.6758234, 21.4388263 37.6760604)",,,,,
95034440,residential,True,False,64.43,Δεληγιάννη,"LINESTRING (21.4392731 37.6766391, 21.4386033 37.6764052)",,,,,
95034444,tertiary,False,False,40.285,Καπετάν Γιώργη,"LINESTRING (21.4392731 37.6766391, 21.4394606 37.6763086)",,,,,
95034466,residential,False,False,41.858,Λάμπρου Τζαβέλλα,"LINESTRING (21.439471 37.6740483, 21.4395638 37.6736791)",,,,,
95034466,residential,False,True,50.206,Λάμπρου Τζαβέλλα,"LINESTRING (21.439471 37.6740483, 21.4393767 37.6744936)",,,,,
233080086,residential,True,False,45.626,Μεγάλου Αλεξάνδρου,"LINESTRING (21.439471 37.6740483, 21.4389612 37.6739738)",,,50,,
95034494,residential,False,False,63.997,Αγίου Χαραλάμπους,"LINESTRING (21.4341264 37.6708871, 21.4348483 37.6708183)",,,,,
434973972,residential,True,False,32.435,Μυστρά,"LINESTRING (21.4341264 37.6708871, 21.4341274 37.6707794, 21.4341122 37.6705958)",,,,,
95034441,residential,True,False,46.407,Πίνδου Δαβάκη,"LINESTRING (21.4388569 37.6744235, 21.4393767 37.6744936)",,,,,
95034476,residential,True,False,50.84,Ξάνθου,"LINESTRING (21.4388569 37.6744235, 21.4389612 37.6739738)",,,,,
559663521,residential,True,False,54.295,Δεληγιάννη,"LINESTRING (21.434558 37.675001, 21.4339888 37.6748127)",,,,,
385736798,primary,True,False,57.725,Πατρών,"LINESTRING (21.434558 37.675001, 21.4349698 37.6747923, 21.4351158 37.6747283)",1,ΕΟ9,,,
232707389,primary,True,False,8.869,Γερμανού,"LINESTRING (21.441238 37.6736239, 21.4411627 37.6735709)",1,ΕΟ9,,,
233080085,tertiary,False,True,52.985,Καπετάν Γιώργη,"LINESTRING (21.441238 37.6736239, 21.4408519 37.6739895)",,,,,
95034474,residential,True,False,87.432,Παπαφλέσσα,"LINESTRING (21.4342138 37.6743988, 21.4351158 37.6747283)",,,,,
95034477,residential,False,False,59.282,Μπιζανίου,"LINESTRING (21.4342138 37.6743988, 21.4344856 37.673911)",,,,,
95034477,residential,False,True,50.103,Μπιζανίου,"LINESTRING (21.4342138 37.6743988, 21.4339888 37.6748127)",,,,,
95034452,residential,True,False,46.161,Πατρόκλου,"LINESTRING (21.4374273 37.6749783, 21.4376715 37.6746109)",,,,,
187973247,residential,True,False,52.818,Γυμνασιάρχου Δούκα,"LINESTRING (21.4374273 37.6749783, 21.4368839 37.6747767)",,,,,
95034462,residential,True,False,39.334,Ελευθερίου Βενιζέλου,"LINESTRING (21.4395269 37.6748886, 21.4393487 37.675213)",,,,,
95034478,residential,True,False,21.395,Ζακύνθου,"LINESTRING (21.4395269 37.6748886, 21.4393053 37.6748095)",,,,,
30452128,residential,True,False,47.801,Τάκη Πετροπούλου,"LINESTRING (21.4359684 37.6736002, 21.4354682 37.6734327)",,,,,
95034440,residential,True,False,64.498,Δεληγιάννη,"LINESTRING (21.4386033 37.6764052, 21.437933 37.6761707)",,,,,
95034445,residential,True,False,70.381,Γκοτσίνα,"LINESTRING (21.4363192 37.6730314, 21.4359946 37.6735577, 21.4359684 37.6736002)",,,,,
158371480,tertiary,True,False,85.71,Μανωλοπούλου,"LINESTRING (21.4363192 37.6730314, 21.4370719 37.6733013, 21.4371723 37.6733496, 21.4371987 37.6733609)",2,,,,
385736790,tertiary,True,False,44.099,Υψηλάντου,"LINESTRING (21.4349877 37.6757527, 21.4353263 37.6758631, 21.4354504 37.6759049)",,,,,
95034452,residential,True,False,34.02,Πατρόκλου,"LINESTRING (21.4381392 37.6740261, 21.4383132 37.6737529)",,,,,
95111352,residential,False,False,66.427,Ήρας,"LINESTRING (21.4381392 37.6740261, 21.437446 37.6737898)",,,,,
95034441,residential,True,False,45.724,Πίνδου Δαβάκη,"LINESTRING (21.4393767 37.6744936, 21.4398869 37.6745712)",,,,,
95034466,residential,False,False,50.206,Λάμπρου Τζαβέλλα,"LINESTRING (21.4393767 37.6744936, 21.439471 37.6740483)",,,,,
95034466,residential,False,True,35.684,Λάμπρου Τζαβέλλα,"LINESTRING (21.4393767 37.6744936, 21.4393053 37.6748095)",,,,,
894157124,residential,True,False,26.721,Πίνδου Δαβάκη,"LINESTRING (21.4411923 37.6748835, 21.4408894 37.6749)",,,,,
