osmid,highway,oneway,reversed,length,lanes,name,maxspeed,geometry,bridge
397084399,residential,False,True,130.905,,,,"LINESTRING (26.4637524 41.5099732, 26.4629363 41.508967)",
115831578,secondary,False,False,78.619,2,Ορεστιάδας - Κυπρίνου,80,"LINESTRING (26.4637524 41.5099732, 26.4643854 41.5094931, 26.4644158 41.5094701)",
115831578,secondary,False,True,244.66799999999998,2,Ορεστιάδας - Κυπρίνου,80,"LINESTRING (26.4637524 41.5099732, 26.4635512 41.5101017, 26.4634117 41.51018, 26.4632508 41.5102644, 26.463055 41.5103427, 26.4628243 41.510409, 26.4626151 41.5104472, 26.4623302 41.5104892, 26.4617729 41.5105516, 26.4615476 41.5105858, 26.4613384 41.5106239, 26.4611453 41.5106822, 26.4610509 41.5107266)",
115831578,secondary,False,False,40.439,2,Ορεστιάδας - Κυπρίνου,80,"LINESTRING (26.4594635 41.5113169, 26.459721 41.5113189, 26.459949 41.5113128)",
115831578,secondary,False,True,94.068,2,Ορεστιάδας - Κυπρίνου,80,"LINESTRING (26.4594635 41.5113169, 26.4591122 41.5113209, 26.4589378 41.5113289, 26.4587769 41.5113349, 26.4585757 41.511355, 26.4583402 41.511388)",
397084378,residential,False,False,117.723,,,,"LINESTRING (26.4594635 41.5113169, 26.4594642 41.5115448, 26.4593282 41.5118505, 26.459152 41.5120797, 26.4589293 41.512258)",
397084540,residential,False,True,156.106,,,,"LINESTRING (26.4594635 41.5113169, 26.4595409 41.5109156, 26.4595842 41.5105683, 26.4595471 41.5102673, 26.4595533 41.50992)",
115831578,secondary,False,True,6.73,2,Ορεστιάδας - Κυπρίνου,80,"LINESTRING (26.4583402 41.511388, 26.4582642 41.5114086)",
115831578,secondary,False,False,94.068,2,Ορεστιάδας - Κυπρίνου,80,"LINESTRING (26.4583402 41.511388, 26.4585757 41.511355, 26.4587769 41.5113349, 26.4589378 41.5113289, 26.4591122 41.5113209, 26.4594635 41.5113169)",
397084545,residential,False,True,74.626,,,,"LINESTRING (26.4583402 41.511388, 26.4579555 41.5112295, 26.4575449 41.511079)",
397084488,residential,False,False,26.174,,,,"LINESTRING (26.459949 41.5113128, 26.4600177 41.5115425)",
115831578,secondary,False,False,114.46300000000001,2,Ορεστιάδας - Κυπρίνου,80,"LINESTRING (26.459949 41.5113128, 26.4600214 41.5113068, 26.4600829 41.5112986, 26.4601368 41.5112827, 26.4602007 41.5112585, 26.4602736 41.5112205, 26.4604264 41.5111341, 26.4607993 41.510877, 26.460979 41.5107605, 26.4610509 41.5107266)",
115831578,secondary,False,True,40.439,2,Ορεστιάδας - Κυπρίνου,80,"LINESTRING (26.459949 41.5113128, 26.459721 41.5113189, 26.4594635 41.5113169)",
397084519,residential,False,False,113.647,,,,"LINESTRING (26.463901 41.5082492, 26.4634372 41.5085966, 26.4632393 41.5087864, 26.4629363 41.508967)",
397084376,residential,False,False,237.67400000000004,,,,"LINESTRING (26.457952 41.5084602, 26.4586079 41.508375, 26.4594475 41.5085715, 26.459876 41.5087614, 26.4599771 41.509364)",
397084376,residential,False,True,296.198,,,,"LINESTRING (26.457952 41.5084602, 26.4570775 41.5085977, 26.4568413 41.5086763, 26.4562554 41.5093967, 26.4558183 41.5101464, 26.4557168 41.5102634)",
397084504,living_street,False,False,121.398,,,,"LINESTRING (26.457952 41.5084602, 26.4580011 41.5087762, 26.4579145 41.5091652, 26.4582051 41.5092439, 26.4583103 41.509369)",
397084400,residential,False,False,112.716,,,,"LINESTRING (26.4620767 41.5088096, 26.4609698 41.5093931)",
397084399,residential,False,False,130.905,,,,"LINESTRING (26.4629363 41.508967, 26.4637524 41.5099732)",
