osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,width,est_width
223634992,True,1,Καποδιστρίου,secondary,False,88.87899999999999,"LINESTRING (22.7280313 37.6334353, 22.7287332 37.6331368, 22.7289202 37.6330567)",,,
31529138,False,,Ήρας,tertiary,True,71.967,"LINESTRING (22.7308123 37.6392544, 22.7311125 37.6392829, 22.7316259 37.6393147)",,,
319767317,True,1,Ινάχου,primary,False,105.116,"LINESTRING (22.7308123 37.6392544, 22.7310071 37.6390381, 22.7314508 37.6384563)",,,
319767317,True,1,Ινάχου,primary,False,46.394,"LINESTRING (22.7321752 37.6370382, 22.7322375 37.6366239)",,,
320310934,False,,Αριστομένους,residential,False,116.996,"LINESTRING (22.7321752 37.6370382, 22.7314575 37.6369899, 22.7308507 37.6369552)",,,
31529138,False,,Ήρας,tertiary,False,65.541,"LINESTRING (22.7333891 37.6394425, 22.7330907 37.639405, 22.7326509 37.6393685)",,,
87806295,True,1,Αγγέλου Γεωργαντά,residential,False,85.877,"LINESTRING (22.7248519 37.6329381, 22.7246173 37.6330162, 22.7239375 37.6332058)",,,
831431467,True,1,Φείδωνος,secondary,False,72.331,"LINESTRING (22.7248519 37.6329381, 22.7245689 37.6324691, 22.7244977 37.6323512)",ΕΟ7,,
831431467,True,1,Φείδωνος,secondary,False,70.998,"LINESTRING (22.7252348 37.6335, 22.7248519 37.6329381)",ΕΟ7,,
223634992,True,1,Καποδιστρίου,secondary,False,46.998000000000005,"LINESTRING (22.7258209 37.6343834, 22.7258374 37.6343764, 22.7260548 37.6342833, 22.7262377 37.634205, 22.7262621 37.6341946, 22.7262904 37.6341824)",,,
831431469,True,1,Φείδωνος,secondary,False,111.112,"LINESTRING (22.7258209 37.6343834, 22.725699 37.6341927, 22.7255592 37.6340136, 22.7254158 37.6337905, 22.7253593 37.6337067, 22.7252703 37.6335774, 22.7252348 37.6335)",ΕΟ7,,
320307605,True,1,Φείδωνος,secondary,False,51.226,"LINESTRING (22.7261172 37.6347785, 22.7260658 37.6347317, 22.7258209 37.6343834)",ΕΟ7,,
296076462,True,1,Κοραή,tertiary,False,73.782,"LINESTRING (22.7296797 37.634976, 22.7297019 37.6343127)",,,
31529137,True,1,Βασιλίσσης Σοφίας,secondary,False,90.84299999999999,"LINESTRING (22.7296797 37.634976, 22.729215 37.6350513, 22.7289103 37.6351032, 22.7286704 37.635145)",,,
31529137,True,1,Βασιλίσσης Σοφίας,secondary,False,21.347,"LINESTRING (22.7299174 37.6349383, 22.7296797 37.634976)",,,
31529137,True,1,Βασιλίσσης Σοφίας,secondary,False,20.398,"LINESTRING (22.7321675 37.6345537, 22.7319414 37.6345936)",,,
845051654,True,1,Καραολή και Δημητρίου,secondary,False,87.155,"LINESTRING (22.7331367 37.6343948, 22.7321675 37.6345537)",,,
385009253,True,1,Ινάχου,primary,False,112.379,"LINESTRING (22.7331367 37.6343948, 22.7332454 37.6342014, 22.7338938 37.6335893)",ΕΟ70,,
875250271,True,1,Μακαρίου,tertiary,False,16.809,"LINESTRING (22.7324463 37.6327077, 22.732258 37.6327325)",,,
428877699,True,1,Μακαρίου,residential,False,110.737,"LINESTRING (22.7324463 37.6327077, 22.7327673 37.6326849, 22.7330102 37.6326344, 22.7331267 37.6325943, 22.7332748 37.6325305, 22.7333077 37.6325197, 22.7333981 37.6324901, 22.7336256 37.6323988)",,,
87806253,False,,Ελληνορώσων,residential,False,15.423,"LINESTRING (22.7313467 37.6324894, 22.731363 37.6323513)",,,
319767316,True,1,Σιμιτζοπούλου,secondary,False,37.455,"LINESTRING (22.7313467 37.6324894, 22.7317692 37.6324506)",,,
224919762,True,1,Τημένου,tertiary,False,99.26599999999999,"LINESTRING (22.7303992 37.6325675, 22.7304542 37.6320665, 22.7305193 37.6316801)",,,
319767316,True,1,Σιμιτζοπούλου,secondary,False,83.90499999999999,"LINESTRING (22.7303992 37.6325675, 22.7309631 37.6325279, 22.7311254 37.6325097, 22.7313467 37.6324894)",,,
319899329,True,1,Θεάτρου,secondary,False,12.917,"LINESTRING (22.7237423 37.6311651, 22.7238839 37.6311348)",,,
845789181,False,2,Θεάτρου,secondary,True,51.327999999999996,"LINESTRING (22.7237423 37.6311651, 22.7235797 37.6311542, 22.7231604 37.6311401)",ΕΟ7,,
