osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width,bridge
1145293679,True,2,Παλαιά Εθνική Οδός 9,secondary,50,False,56.384,"LINESTRING (21.5518535 38.1425482, 21.5517599 38.1420465)",,,
120109380,False,2,Αχαΐκής Συμπολιτείας,residential,50,True,43.679,"LINESTRING (21.5518535 38.1425482, 21.5518013 38.1425663, 21.5516542 38.1425844, 21.5515776 38.142579, 21.5513629 38.1426016)",,,
120108859,True,1,Παλαιά Εθνική Οδός 9,secondary,50,False,68.178,"LINESTRING (21.5521237 38.143674, 21.5519662 38.1430735)",,,
1089897594,True,,Αράτου,residential,50,False,47.235,"LINESTRING (21.5521237 38.143674, 21.5515906 38.1437423)",,,
120108859,True,1,Παλαιά Εθνική Οδός 9,secondary,50,False,63.747,"LINESTRING (21.5522871 38.1442327, 21.5521237 38.143674)",,,
270413062,True,2,Αγίου Ιωάννη Προδρόμου,tertiary,50,False,68.769,"LINESTRING (21.5522871 38.1442327, 21.5530666 38.1441511)",,,
226567165,True,2,Αθηνάς,secondary,50,False,63.982,"LINESTRING (21.5519662 38.1430735, 21.5526819 38.1429541)",,,
"[120109705, 1145293679]",True,2,Παλαιά Εθνική Οδός 9,secondary,50,False,59.251999999999995,"LINESTRING (21.5519662 38.1430735, 21.5518856 38.1427318, 21.5518535 38.1425482)",,,
1089825895,True,2,Αράξου,secondary,50,False,12.168,"LINESTRING (21.5525223 38.1451248, 21.5523836 38.1451335)",ΕΟ64,,
120108859,True,1,Παλαιά Εθνική Οδός 9,secondary,50,False,28.925,"LINESTRING (21.5525223 38.1451248, 21.5524961 38.1449916, 21.552454 38.1448707)",,,
1144973083,True,1,Παλαιά Εθνική Οδός 9,secondary,50,False,38.235,"LINESTRING (21.5526303 38.145458, 21.5525223 38.1451248)",ΕΟ64,,
120109386,False,,,residential,50,False,44.175,"LINESTRING (21.5526303 38.145458, 21.5527059 38.1457001, 21.5527459 38.1458447)",,,
120108848,False,2,Παλαιά Εθνική Οδός 9,secondary,50,False,392.46999999999997,"LINESTRING (21.5610782 38.1454314, 21.5607709 38.1454884, 21.5606554 38.1455159, 21.5605133 38.1455348, 21.5603872 38.1455559, 21.5596845 38.1455707, 21.5594082 38.1455792, 21.5592486 38.1456065, 21.5591589 38.1456399, 21.5589993 38.1457319, 21.5589175 38.1457733, 21.5588407 38.1458005, 21.5587578 38.1458175, 21.558684 38.1458281, 21.5586175 38.1458321, 21.5585405 38.1458279, 21.558449 38.1458128, 21.5583553 38.1457878, 21.5582325 38.145747, 21.5580967 38.1456973, 21.5578961 38.1456324, 21.5577297 38.1455929, 21.557607 38.1455801, 21.5574489 38.1455792, 21.5573389 38.1455802, 21.5572732 38.145575, 21.5571542 38.1455325, 21.5570711 38.1454882, 21.556957 38.1454291, 21.5568339 38.1453479)",ΕΟ64,,
120108858,False,2,,unclassified,50,True,412.899,"LINESTRING (21.5610782 38.1454314, 21.5611241 38.1454763, 21.56113 38.1455182, 21.5611179 38.1455414, 21.5610669 38.1455627, 21.5609885 38.1455782, 21.560914 38.1455994, 21.5607351 38.1456603, 21.5605722 38.1457285, 21.5603152 38.1458501, 21.559765 38.146137, 21.5594593 38.146291, 21.559364 38.1463469, 21.5592822 38.1463891, 21.5591119 38.1464555, 21.5588866 38.1465304, 21.5586694 38.1465705, 21.5584709 38.1466253, 21.558267 38.1466781, 21.5580297 38.1467276, 21.5576488 38.1468225, 21.5569822 38.146985)",,,
120109097,False,2,Κάτω Αχαΐα - Ελαιοχώρι,tertiary,50,True,201.31100000000004,"LINESTRING (21.5610782 38.1454314, 21.561056 38.1453801, 21.561029 38.1452622, 21.5610223 38.1451978, 21.5610046 38.1447628, 21.5609767 38.1442285, 21.560982 38.1440371, 21.5609935 38.1436268)",,,
1144973086,False,2,,residential,50,True,42.063,"LINESTRING (21.5581705 38.1426554, 21.558331 38.143012)",,,
120109080,True,,Αθηνάς,residential,,False,42.194,"LINESTRING (21.5581705 38.1426554, 21.5583739 38.142588, 21.5586208 38.1425196)",,,
120109074,True,2,Ωλένου,tertiary,50,False,68.52000000000001,"LINESTRING (21.5567656 38.1427153, 21.5567706 38.142826, 21.5567906 38.1433312)",,,
120109711,True,2,Αθηνάς,residential,50,False,63.713,"LINESTRING (21.5567656 38.1427153, 21.556825 38.1427138, 21.5574938 38.1426974)",,,
120109073,True,1,Φλέμινγκ,tertiary,50,False,55.428,"LINESTRING (21.5540078 38.1416644, 21.5541015 38.1421574)",,,
120109397,True,,Παυσανίου,tertiary,50,False,12.312,"LINESTRING (21.5540078 38.1416644, 21.5541462 38.1416441)",,,
120109397,True,,Παυσανίου,tertiary,50,False,43.11,"LINESTRING (21.5545883 38.1415791, 21.5550643 38.1414783)",,,
120109077,True,2,Ασημακοπούλου,residential,50,False,75.844,"LINESTRING (21.5545883 38.1415791, 21.5545988 38.1414499, 21.5545727 38.141237, 21.5545426 38.1408991)",,,
120109101,True,2,Κολοκοτρώνη,residential,50,False,32.006,"LINESTRING (21.5561149 38.142734, 21.5561001 38.1424464)",,,
1144973087,True,2,Αθηνάς,tertiary,50,False,56.943000000000005,"LINESTRING (21.5561149 38.142734, 21.5566984 38.1427177, 21.5567656 38.1427153)",,,
120109097,False,2,Κάτω Αχαΐα - Ελαιοχώρι,tertiary,50,False,201.311,"LINESTRING (21.5609935 38.1436268, 21.560982 38.1440371, 21.5609767 38.1442285, 21.5610046 38.1447628, 21.5610223 38.1451978, 21.561029 38.1452622, 21.561056 38.1453801, 21.5610782 38.1454314)",,,
120109097,False,2,Κάτω Αχαΐα - Ελαιοχώρι,tertiary,50,True,109.38099999999999,"LINESTRING (21.5609935 38.1436268, 21.5609907 38.1431495, 21.5609924 38.1430113, 21.560994 38.142852, 21.5610035 38.1427491, 21.5610072 38.1426896, 21.5610116 38.1426436)",,,
"[626712936, 120109082, 422157886]",False,"['1', '2']",Παπαδημητρίου,residential,50,"[False, True]",230.36899999999997,"LINESTRING (21.5609935 38.1436268, 21.5607369 38.1436511, 21.5605763 38.1436773, 21.5604764 38.1436657, 21.5604141 38.1436299, 21.5603431 38.1435667, 21.5602766 38.1434903, 21.560187 38.1433856, 21.5600665 38.1433073, 21.5598921 38.1432453, 21.5594059 38.1431029, 21.55921 38.1430998, 21.558886 38.1432132, 21.5588571 38.1432323, 21.5588424 38.1432545, 21.5588917 38.1433755)",,3,
120109089,False,2,,residential,50,False,83.981,"LINESTRING (21.5532057 38.144841, 21.5538794 38.1448319, 21.5541659 38.1448281)",,,
120109100,False,,,residential,,True,88.026,"LINESTRING (21.5582755 38.141776, 21.5586208 38.1425196)",,,
120109102,False,2,Τριών Ιεραρχών,residential,50,False,36.064,"LINESTRING (21.5575463 38.1443424, 21.5575579 38.1446666)",,,
120109102,False,2,Τριών Ιεραρχών,residential,50,True,50.294,"LINESTRING (21.5575463 38.1443424, 21.5575449 38.1441048, 21.5575331 38.1438903)",,,
1097970571,True,2,Δεξαμενού,residential,50,False,65.014,"LINESTRING (21.5575463 38.1443424, 21.5577021 38.1443191, 21.5578516 38.1442753, 21.5582497 38.1441576)",,,
120109093,True,2,Λοχαγού Λεάνδρου Δασκαλόπουλου,residential,50,False,62.573,"LINESTRING (21.5552371 38.1433836, 21.5552844 38.1439451)",,,
729842343,True,2,Αράτου,residential,50,False,50.416,"LINESTRING (21.5552371 38.1433836, 21.5546609 38.1433983)",,,
1097970570,True,2,Ωλένου,secondary,50,False,44.913,"LINESTRING (21.5568179 38.1443582, 21.5568461 38.1447615)",,,
1097970571,True,2,Δεξαμενού,residential,50,False,63.723,"LINESTRING (21.5568179 38.1443582, 21.556892 38.144357, 21.5575463 38.1443424)",,,
421441202,True,2,Αποστόλου Ανδρέα,secondary,50,False,38.079,"LINESTRING (21.554168 38.1453944, 21.5537328 38.1453829)",ΕΟ64,,
120109086,True,2,Αθηνάς,tertiary,50,False,47.359,"LINESTRING (21.5546314 38.1427817, 21.5551717 38.1427529)",,,
120109077,True,2,Ασημακοπούλου,residential,50,False,74.697,"LINESTRING (21.5546314 38.1427817, 21.5546301 38.1427345, 21.5546129 38.1421101)",,,
729842343,True,2,Αράτου,residential,50,False,78.898,"LINESTRING (21.5561383 38.1433503, 21.5552371 38.1433836)",,,
120109101,True,2,Κολοκοτρώνη,residential,50,False,68.56,"LINESTRING (21.5561383 38.1433503, 21.5561258 38.1430198, 21.5561149 38.142734)",,,
226567164,True,1,Φλέμινγκ,secondary,50,False,59.122,"LINESTRING (21.5541681 38.1434261, 21.554168 38.1434515, 21.554166 38.1439578)",,,
1089897594,True,,Αράτου,residential,50,False,43.687000000000005,"LINESTRING (21.5541681 38.1434261, 21.5541013 38.1434479, 21.5536772 38.1434885)",,,
120109093,True,2,Λοχαγού Λεάνδρου Δασκαλόπουλου,residential,50,False,49.477,"LINESTRING (21.5553746 38.1449444, 21.5554135 38.1453883)",,,
120109087,False,,Σώσου Ταυρομένεος,residential,50,True,70.351,"LINESTRING (21.5553746 38.1449444, 21.5558095 38.1449176, 21.5560977 38.1449128, 21.5561743 38.1448947)",,,
