osmid,oneway,lanes,highway,maxspeed,access,reversed,length,geometry,name
115652946,False,2,residential,50,yes,False,105.628,"LINESTRING (26.2914848 41.0237895, 26.2916753 41.0247285)",
115652986,False,2,residential,50,yes,False,89.489,"LINESTRING (26.2914848 41.0237895, 26.2924809 41.0238202, 26.2925507 41.0238214)",
115653015,False,2,residential,50,yes,True,39.376,"LINESTRING (26.2921366 41.0252748, 26.2917263 41.0251028)",Μεγάλου Αλεξάνδρου
115653015,False,2,residential,50,yes,False,56.759,"LINESTRING (26.2921366 41.0252748, 26.2924396 41.025396, 26.2927374 41.0255095)",Μεγάλου Αλεξάνδρου
115653001,False,2,residential,50,yes,True,116.497,"LINESTRING (26.2949524 41.0248543, 26.2935668 41.0249244)",
543474201,False,2,tertiary,50,yes,True,81.7,"LINESTRING (26.2949524 41.0248543, 26.2950629 41.0255843)",Νίκης
543474201,False,2,tertiary,50,yes,False,72.99600000000001,"LINESTRING (26.2949524 41.0248543, 26.2948977 41.0245658, 26.2947913 41.0242097)",Νίκης
343049040,False,2,tertiary,50,yes,False,26.873,"LINESTRING (26.2922023 41.0276395, 26.2923539 41.0274266)",
799419823,False,2,residential,50,yes,True,98.118,"LINESTRING (26.2922023 41.0276395, 26.2915936 41.028393)",
996070930,False,2,secondary,50,yes,False,100.36,"LINESTRING (26.2922023 41.0276395, 26.2922982 41.0276899, 26.2924021 41.0277596, 26.2924444 41.0277978, 26.2924826 41.0278486, 26.2925522 41.0279691, 26.2926358 41.0281579, 26.2927607 41.0284118)",Τυχερού - Προβατώνα
115653007,False,2,residential,50,yes,False,11.37,"LINESTRING (26.2977415 41.0275461, 26.2976125 41.0275775)",
115653007,False,2,residential,50,yes,True,43.808,"LINESTRING (26.2977415 41.0275461, 26.2978748 41.0275239, 26.2980789 41.0275022, 26.2982577 41.0274893)",
115653013,False,2,residential,50,yes,False,79.818,"LINESTRING (26.2977415 41.0275461, 26.2981044 41.0275793, 26.2983458 41.0276441, 26.2984981 41.0277376, 26.2985682 41.0278232)",
799419839,False,2,residential,50,yes,True,97.223,"LINESTRING (26.2927374 41.0255095, 26.2926543 41.0246374)",
115653015,False,2,residential,50,yes,False,51.230999999999995,"LINESTRING (26.2927374 41.0255095, 26.2929332 41.0255904, 26.2931317 41.0256532, 26.2933034 41.0256633)",Μεγάλου Αλεξάνδρου
115653015,False,2,residential,50,yes,True,56.759,"LINESTRING (26.2927374 41.0255095, 26.2924396 41.025396, 26.2921366 41.0252748)",Μεγάλου Αλεξάνδρου
799419823,False,2,residential,50,yes,False,98.118,"LINESTRING (26.2915936 41.028393, 26.2922023 41.0276395)",
799419823,False,2,residential,50,yes,True,36.148,"LINESTRING (26.2915936 41.028393, 26.2913885 41.0286789)",
115652988,False,2,residential,50,yes,False,51.785,"LINESTRING (26.2971017 41.0256344, 26.2970529 41.0258679, 26.2970304 41.0260966)",
115652988,False,2,residential,50,yes,True,81.23599999999999,"LINESTRING (26.2971017 41.0256344, 26.29735 41.025296, 26.2975804 41.0249994)",
115653022,False,2,residential,50,yes,False,56.272999999999996,"LINESTRING (26.2971017 41.0256344, 26.2970692 41.0256309, 26.2970059 41.0256316, 26.2969349 41.0256392, 26.2964618 41.025768)",
115653022,False,2,residential,50,yes,True,117.668,"LINESTRING (26.2971017 41.0256344, 26.2975139 41.0258215, 26.2983143 41.0261662)",
115652966,False,2,residential,50,yes,True,111.422,"LINESTRING (26.2926487 41.0270129, 26.2914889 41.0265245)",
343049040,False,2,tertiary,50,yes,False,34.599,"LINESTRING (26.2926487 41.0270129, 26.2928439 41.0267388)",
343049040,False,2,tertiary,50,yes,True,52.227,"LINESTRING (26.2926487 41.0270129, 26.2923539 41.0274266)",
115652982,False,2,residential,50,yes,False,34.111,"LINESTRING (26.2993788 41.0294236, 26.2991058 41.029332, 26.2990112 41.0292929)",
115653008,False,2,unclassified,50,yes,True,233.314,"LINESTRING (26.2993788 41.0294236, 26.2988173 41.0302065, 26.2982411 41.0308934, 26.2979962 41.0312428)",
796892826,False,,residential,,,True,70.58,"LINESTRING (26.2913962 41.0316524, 26.2911167 41.0310537)",
799419837,False,2,tertiary,50,yes,False,70.144,"LINESTRING (26.2913962 41.0316524, 26.2906139 41.0318753)",
799419837,False,2,tertiary,50,yes,True,113.003,"LINESTRING (26.2913962 41.0316524, 26.2926514 41.0312833)",
799419839,False,2,residential,50,yes,False,97.223,"LINESTRING (26.2926543 41.0246374, 26.2927374 41.0255095)",
799419839,False,2,residential,50,yes,True,91.15,"LINESTRING (26.2926543 41.0246374, 26.2925507 41.0238214)",
742410846,False,2,residential,50,yes,False,82.761,"LINESTRING (26.2926543 41.0246374, 26.2925924 41.0246462, 26.291805 41.0247176, 26.2916753 41.0247285)",
742410846,False,2,residential,50,yes,True,85.396,"LINESTRING (26.2926543 41.0246374, 26.2927242 41.0246233, 26.293166 41.0245202, 26.2933004 41.0244792, 26.2935184 41.0243594, 26.2935809 41.0243383)",
115653009,False,2,residential,50,yes,False,101.244,"LINESTRING (26.2935872 41.0242714, 26.2947913 41.0242097)",
115653035,False,2,tertiary,50,yes,False,7.458,"LINESTRING (26.2935872 41.0242714, 26.2935809 41.0243383)",
115653035,False,2,tertiary,50,yes,True,64.844,"LINESTRING (26.2935872 41.0242714, 26.2936521 41.0236903)",
115653024,False,2,residential,50,yes,False,33.787,"LINESTRING (26.2977357 41.0269661, 26.2973401 41.0270232)",
115653004,False,2,residential,50,yes,True,8.92,"LINESTRING (26.2959966 41.0289197, 26.2958906 41.0289261)",
799419837,False,2,tertiary,50,yes,False,13.205,"LINESTRING (26.2959966 41.0289197, 26.2959297 41.0290272)",
799419837,False,2,tertiary,50,yes,True,93.027,"LINESTRING (26.2959966 41.0289197, 26.2965048 41.0281761)",
799419830,False,2,residential,,,False,82.194,"LINESTRING (26.2972455 41.0291839, 26.2963929 41.0295482)",
799419826,False,2,residential,50,yes,False,130.327,"LINESTRING (26.2972455 41.0291839, 26.297073 41.0285405, 26.2970422 41.0283909, 26.2970202 41.0282198, 26.2970194 41.0281045, 26.2970301 41.0280279)",
799419826,False,2,residential,50,yes,True,163.06500000000003,"LINESTRING (26.2972455 41.0291839, 26.2973258 41.0294017, 26.2974439 41.0296765, 26.2975619 41.0299043, 26.2976489 41.0300557, 26.2977158 41.0301193, 26.2977855 41.0301534, 26.2978753 41.0301749, 26.2979627 41.030182, 26.2980778 41.0301765, 26.2981565 41.0301552, 26.2982464 41.0301341, 26.2982988 41.0301318)",
796892819,False,2,residential,50,yes,False,42.769999999999996,"LINESTRING (26.2906839 41.0312561, 26.2909385 41.0311256, 26.2911167 41.0310537)",
115653007,False,2,residential,50,yes,False,91.11999999999999,"LINESTRING (26.2993382 41.0275429, 26.2992041 41.0275146, 26.2982577 41.0274893)",
115652933,False,2,residential,50,yes,False,116.0,"LINESTRING (26.2930636 41.0290377, 26.2917621 41.0293903)",
996070930,False,2,secondary,50,yes,False,74.367,"LINESTRING (26.2930636 41.0290377, 26.2933634 41.0296671)",Τυχερού - Προβατώνα
996070930,False,2,secondary,50,yes,True,74.09,"LINESTRING (26.2930636 41.0290377, 26.2927607 41.0284118)",Τυχερού - Προβατώνα
115652933,False,2,residential,50,yes,True,105.33899999999998,"LINESTRING (26.2930636 41.0290377, 26.2934661 41.028919, 26.2937339 41.0288185, 26.2938953 41.0287261, 26.2941541 41.0285817)",
799419837,False,2,tertiary,50,yes,True,70.144,"LINESTRING (26.2906139 41.0318753, 26.2913962 41.0316524)",
115653015,False,2,residential,50,yes,False,87.81,"LINESTRING (26.2908196 41.0247082, 26.2917263 41.0251028)",Μεγάλου Αλεξάνδρου
115652946,False,2,residential,50,yes,True,41.84,"LINESTRING (26.2917263 41.0251028, 26.2916753 41.0247285)",
115653015,False,2,residential,50,yes,False,39.376,"LINESTRING (26.2917263 41.0251028, 26.2921366 41.0252748)",Μεγάλου Αλεξάνδρου
115653015,False,2,residential,50,yes,True,87.81,"LINESTRING (26.2917263 41.0251028, 26.2908196 41.0247082)",Μεγάλου Αλεξάνδρου
115653026,False,2,tertiary,50,yes,False,41.307,"LINESTRING (26.294819 41.0260761, 26.2953114 41.0260737)",
115652932,False,2,residential,50,yes,False,98.139,"LINESTRING (26.294819 41.0260761, 26.2949747 41.0267881, 26.2950229 41.0269449)",
115653026,False,2,tertiary,50,yes,True,96.93700000000001,"LINESTRING (26.294819 41.0260761, 26.2939037 41.0260472, 26.2936643 41.0260429)",
115653007,False,2,residential,50,yes,False,43.808,"LINESTRING (26.2982577 41.0274893, 26.2980789 41.0275022, 26.2978748 41.0275239, 26.2977415 41.0275461)",
115653007,False,2,residential,50,yes,True,91.11999999999999,"LINESTRING (26.2982577 41.0274893, 26.2992041 41.0275146, 26.2993382 41.0275429)",
115653019,False,2,residential,50,yes,True,127.149,"LINESTRING (26.2982577 41.0274893, 26.2982479 41.0271188, 26.2982569 41.0267141, 26.2982706 41.0263461)",
115653018,False,2,residential,50,yes,False,115.732,"LINESTRING (26.2927607 41.0284118, 26.2914692 41.0287779)",
115653018,False,2,residential,50,yes,True,116.765,"LINESTRING (26.2927607 41.0284118, 26.2940492 41.0280145)",
996070930,False,2,secondary,50,yes,False,74.09,"LINESTRING (26.2927607 41.0284118, 26.2930636 41.0290377)",Τυχερού - Προβατώνα
996070930,False,2,secondary,50,yes,True,100.36,"LINESTRING (26.2927607 41.0284118, 26.2926358 41.0281579, 26.2925522 41.0279691, 26.2924826 41.0278486, 26.2924444 41.0277978, 26.2924021 41.0277596, 26.2922982 41.0276899, 26.2922023 41.0276395)",Τυχερού - Προβατώνα
115652982,False,2,residential,50,yes,True,7.526,"LINESTRING (26.2989217 41.0292882, 26.2990112 41.0292929)",
115652982,False,2,residential,50,yes,False,177.52,"LINESTRING (26.2989217 41.0292882, 26.2987242 41.029283, 26.2985503 41.0292552, 26.2983596 41.0291648, 26.2982446 41.0290524, 26.2980966 41.0288575, 26.2979471 41.0286947, 26.2977426 41.0285001, 26.2974226 41.0282745)",
796892831,False,,residential,,,True,107.44999999999999,"LINESTRING (26.2989217 41.0292882, 26.2988361 41.0294307, 26.2985976 41.0297503, 26.2982988 41.0301318)",
115652988,False,2,residential,50,yes,True,65.735,"LINESTRING (26.2976125 41.0275775, 26.2973401 41.0270232)",
115653007,False,2,residential,50,yes,True,11.37,"LINESTRING (26.2976125 41.0275775, 26.2977415 41.0275461)",
115653007,False,2,residential,50,yes,False,77.09100000000001,"LINESTRING (26.2976125 41.0275775, 26.297017 41.0277824, 26.2969563 41.0278456, 26.2968841 41.0279542)",
115652944,False,2,tertiary,50,yes,True,31.221,"LINESTRING (26.2958912 41.0268619, 26.2957018 41.0266202)",Νίκης
115652960,False,2,residential,50,yes,False,107.042,"LINESTRING (26.2958912 41.0268619, 26.2971109 41.026579)",
543474232,True,1,tertiary,50,yes,False,74.61,"LINESTRING (26.2958912 41.0268619, 26.2962959 41.0274594)",Νίκης
115652961,False,2,residential,50,yes,False,91.797,"LINESTRING (26.2930969 41.0263836, 26.292131 41.0259956)",
343049040,False,2,tertiary,50,yes,True,44.837,"LINESTRING (26.2930969 41.0263836, 26.2928439 41.0267388)",
799415631,False,2,tertiary,50,yes,False,41.542,"LINESTRING (26.2930969 41.0263836, 26.2932316 41.0261901, 26.2932886 41.0260967, 26.2932932 41.0260446)",
543474240,False,2,tertiary,50,yes,True,108.944,"LINESTRING (26.2937852 41.0275284, 26.2950839 41.0275219)",
115653000,False,2,residential,50,yes,False,58.443,"LINESTRING (26.2937852 41.0275284, 26.2938162 41.0275871, 26.2940142 41.027934, 26.2940492 41.0280145)",Παπάγου
115653000,False,2,residential,50,yes,True,81.77499999999999,"LINESTRING (26.2937852 41.0275284, 26.2937672 41.0274779, 26.2937176 41.0267958)",Παπάγου
543474240,False,2,tertiary,50,yes,False,120.89,"LINESTRING (26.2937852 41.0275284, 26.292937 41.0274907, 26.2924977 41.0274593, 26.2923539 41.0274266)",
115652932,False,2,residential,50,yes,False,61.797,"LINESTRING (26.2950839 41.0275219, 26.2951135 41.0280772)",
115652932,False,2,residential,50,yes,True,43.967,"LINESTRING (26.2950839 41.0275219, 26.2950382 41.027128)",
543474240,False,2,tertiary,50,yes,False,108.944,"LINESTRING (26.2950839 41.0275219, 26.2937852 41.0275284)",
543474240,False,2,tertiary,50,yes,True,86.904,"LINESTRING (26.2950839 41.0275219, 26.2961191 41.0274913)",
796892830,False,2,residential,50,yes,False,74.756,"LINESTRING (26.2926514 41.0312833, 26.2923564 41.0306489)",
799419837,False,2,tertiary,50,yes,False,113.003,"LINESTRING (26.2926514 41.0312833, 26.2913962 41.0316524)",
799419837,False,2,tertiary,50,yes,True,115.403,"LINESTRING (26.2926514 41.0312833, 26.2939324 41.0309047)",
796892830,False,2,residential,50,yes,True,72.315,"LINESTRING (26.2926514 41.0312833, 26.2928285 41.0316403, 26.2929637 41.0318894)",
115652988,False,2,residential,50,yes,False,81.23599999999999,"LINESTRING (26.2975804 41.0249994, 26.29735 41.025296, 26.2971017 41.0256344)",
863171964,False,,residential,,,True,250.012,"LINESTRING (26.2975804 41.0249994, 26.2966072 41.0245854, 26.2964645 41.0245468, 26.2964156 41.0245372, 26.29639 41.0245404, 26.296373 41.0245629, 26.2963672 41.0245978, 26.2964111 41.0251026, 26.2964348 41.0254289, 26.2964618 41.025768)",
543474224,True,2,tertiary,50,yes,False,26.082,"LINESTRING (26.2962446 41.0277059, 26.2961191 41.0274913)",Νίκης
115652998,False,2,residential,50,yes,True,104.804,"LINESTRING (26.2962446 41.0277059, 26.2961155 41.0277883, 26.2960211 41.0278676, 26.2959214 41.0279511, 26.2957563 41.0280998, 26.2956279 41.0281861, 26.2953374 41.0283477)",
115652973,False,2,tertiary,50,yes,False,122.625,"LINESTRING (26.2936038 41.0256511, 26.2950629 41.0255843)",Μεγάλου Αλεξάνδρου
115652973,False,2,tertiary,50,yes,True,25.236,"LINESTRING (26.2936038 41.0256511, 26.2933034 41.0256633)",Μεγάλου Αλεξάνδρου
115653035,False,2,tertiary,50,yes,True,80.865,"LINESTRING (26.2936038 41.0256511, 26.2935668 41.0249244)",
115653018,False,2,residential,50,yes,False,116.765,"LINESTRING (26.2940492 41.0280145, 26.2927607 41.0284118)",
115653000,False,2,residential,50,yes,False,63.682,"LINESTRING (26.2940492 41.0280145, 26.2940738 41.0281411, 26.29411 41.0283322, 26.2941541 41.0285817)",Παπάγου
115653000,False,2,residential,50,yes,True,58.443,"LINESTRING (26.2940492 41.0280145, 26.2940142 41.027934, 26.2938162 41.0275871, 26.2937852 41.0275284)",Παπάγου
115652944,False,2,tertiary,50,yes,False,31.221,"LINESTRING (26.2957018 41.0266202, 26.2958912 41.0268619)",Νίκης
115652944,False,2,tertiary,50,yes,True,63.725,"LINESTRING (26.2957018 41.0266202, 26.2953484 41.0261129)",Νίκης
