osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,ref
184617166,True,1,secondary,50,False,77.575,"LINESTRING (20.9830703 39.1589508, 20.9831248 39.1589901, 20.9832907 39.1590998, 20.9836258 39.1593339, 20.983743 39.159414)",,
184617164,True,1,secondary,,False,25.056,"LINESTRING (20.9822775 39.1577886, 20.9823392 39.1580088)",,
162304298,False,,residential,,False,84.44200000000001,"LINESTRING (20.982335 39.1571032, 20.9828353 39.1571532, 20.9829002 39.1571574, 20.9829465 39.157153, 20.9829729 39.1571342, 20.9829824 39.1571136, 20.982995 39.1568819)",Ειρήνης Σταλημέρου,
240013018,True,1,secondary,50,False,76.626,"LINESTRING (20.982335 39.1571032, 20.9823047 39.1572375, 20.9822637 39.157608, 20.9822775 39.1577886)",Κομμένου,
162304172,False,,residential,,False,43.6,"LINESTRING (20.9844365 39.1598649, 20.9847677 39.1595686)",Λεοντάρη,
30409353,True,1,secondary,50,False,35.352000000000004,"LINESTRING (20.9844365 39.1598649, 20.9845147 39.1599077, 20.984754 39.1600657)",Βασιλέως Κωνσταντίνου,
208582139,False,2,primary,50,False,78.0,"LINESTRING (20.9815513 39.1638637, 20.9813808 39.1631748)",Αντίρριο - Ιωάννινα,ΕΟ5
208582133,True,,primary,50,False,143.098,"LINESTRING (20.9815513 39.1638637, 20.9816231 39.164008, 20.9817026 39.1642218, 20.9818079 39.1643838, 20.9819049 39.1645205, 20.9820245 39.1646438, 20.9822113 39.1648424, 20.9822573 39.1648893, 20.98236 39.1649699)",Αντίρριο - Ιωάννινα,ΕΟ5
222311253,False,,residential,,False,9.426,"LINESTRING (20.9807742 39.161122, 20.9806697 39.1611469)",Ελευθερίου Βενιζέλου,
222311253,False,,residential,,True,7.087,"LINESTRING (20.9807742 39.161122, 20.9808493 39.1610961)",Ελευθερίου Βενιζέλου,
328990717,True,,primary,50,False,99.05399999999999,"LINESTRING (20.9807742 39.161122, 20.9808067 39.1612171, 20.9809028 39.1614562, 20.9810182 39.1617505, 20.9810532 39.1619833)",Αντίρριο - Ιωάννινα,ΕΟ5
30409353,True,1,secondary,50,False,45.798,"LINESTRING (20.9870856 39.1612241, 20.987564 39.1614031)",Βασιλέως Κωνσταντίνου,
30409353,True,1,secondary,50,False,29.467,"LINESTRING (20.9886778 39.1617874, 20.9889084 39.161983)",Βασιλέως Κωνσταντίνου,
163330576,False,,residential,,True,43.21,"LINESTRING (20.9886778 39.1617874, 20.9887666 39.1616548, 20.9888969 39.161438)",Θ. Τσουσίνου,
30409353,True,1,secondary,50,False,139.78300000000002,"LINESTRING (20.9889084 39.161983, 20.9890188 39.1620803, 20.9894067 39.162416, 20.9896065 39.1625688, 20.9898038 39.162696, 20.9900886 39.1628337)",Βασιλέως Κωνσταντίνου,
162304344,False,,residential,,True,87.74100000000001,"LINESTRING (20.9889084 39.161983, 20.9891468 39.1618372, 20.9891836 39.1618173, 20.9892133 39.1617816, 20.9892211 39.1617364, 20.989201 39.1616774, 20.9891829 39.1616136, 20.9891682 39.1615552, 20.9891396 39.1615259, 20.9891056 39.161508, 20.9888969 39.161438)",Βαμβακά,
220545958,True,,residential,,False,40.352,"LINESTRING (20.9900886 39.1628337, 20.9898362 39.1631393)",Γ. Κοτζιούλα,
162304243,False,,residential,,True,52.867999999999995,"LINESTRING (20.9900886 39.1628337, 20.9901564 39.1627313, 20.9902053 39.1626306, 20.9903102 39.1623913)",Γ. Κοτζιούλα,
220545957,True,1,secondary,,False,101.98100000000001,"LINESTRING (20.9900886 39.1628337, 20.9903221 39.1629227, 20.9904568 39.1629616, 20.9905671 39.1629824, 20.9906896 39.1629947, 20.9910638 39.1630164, 20.9912304 39.1630192)",Βασιλέως Κωνσταντίνου,
162304399,False,,tertiary,50,False,32.163,"LINESTRING (20.9897341 39.1581044, 20.9898729 39.1582713, 20.9898967 39.1583029, 20.9899229 39.158353)",Δαβάκη,
207894344,False,2,tertiary,50,False,70.263,"LINESTRING (20.9897341 39.1581044, 20.9899022 39.1579946, 20.9900428 39.1578792, 20.9901154 39.1578008, 20.9901523 39.1577278, 20.9901651 39.1576004)",,
207894344,False,2,tertiary,50,True,31.451,"LINESTRING (20.9897341 39.1581044, 20.9896208 39.1581585, 20.9894067 39.1582272)",,
207894344,False,2,tertiary,50,False,31.451,"LINESTRING (20.9894067 39.1582272, 20.9896208 39.1581585, 20.9897341 39.1581044)",,
207894344,False,2,tertiary,50,True,185.63,"LINESTRING (20.9894067 39.1582272, 20.9891176 39.1581273, 20.9887991 39.1579961, 20.9885518 39.1578922, 20.988387 39.1578114, 20.9882758 39.1577336, 20.9881972 39.1576614, 20.9880796 39.1575039, 20.9878847 39.1571526)",,
220667856,True,,tertiary,50,False,186.12799999999996,"LINESTRING (20.9894067 39.1582272, 20.98929 39.158297, 20.9892277 39.1583298, 20.989138 39.1583659, 20.9890536 39.1583899, 20.9889687 39.1584056, 20.9887036 39.1584274, 20.9882762 39.1584687, 20.9881581 39.1584782, 20.9880575 39.1584706, 20.9879464 39.1584445, 20.987856 39.1584296, 20.987347 39.1583091)",Θεοδωριανών,
162304262,False,,residential,,True,80.62299999999999,"LINESTRING (20.9901651 39.1576004, 20.9904607 39.1578595, 20.9905566 39.1579278, 20.990663 39.1580054, 20.9908274 39.15811)",,
207894344,False,2,tertiary,50,False,79.525,"LINESTRING (20.9901651 39.1576004, 20.9901918 39.1572853, 20.9902334 39.1571587, 20.9902859 39.1570414, 20.9903724 39.1569133)",,
207894344,False,2,tertiary,50,True,70.263,"LINESTRING (20.9901651 39.1576004, 20.9901523 39.1577278, 20.9901154 39.1578008, 20.9900428 39.1578792, 20.9899022 39.1579946, 20.9897341 39.1581044)",,
162304298,False,,residential,,True,84.44200000000001,"LINESTRING (20.982995 39.1568819, 20.9829824 39.1571136, 20.9829729 39.1571342, 20.9829465 39.157153, 20.9829002 39.1571574, 20.9828353 39.1571532, 20.982335 39.1571032)",Ειρήνης Σταλημέρου,
162304384,False,,residential,,False,26.777,"LINESTRING (20.9903724 39.1569133, 20.990648 39.1570243)",Αθαμανών,
207894344,False,2,tertiary,50,True,79.525,"LINESTRING (20.9903724 39.1569133, 20.9902859 39.1570414, 20.9902334 39.1571587, 20.9901918 39.1572853, 20.9901651 39.1576004)",,
232968598,True,,residential,,False,133.649,"LINESTRING (20.9836477 39.1570233, 20.9836441 39.1570806, 20.9836131 39.1571823, 20.9836023 39.1572939, 20.9835594 39.1574376, 20.9835069 39.1575491, 20.9833986 39.1577085, 20.9833266 39.1578445, 20.9832913 39.1580059, 20.9832656 39.1581758)",Παρηγορήτριας,
162304384,False,,residential,,False,63.652,"LINESTRING (20.990648 39.1570243, 20.9913031 39.1572882)",Αθαμανών,
162304384,False,,residential,,True,26.777,"LINESTRING (20.990648 39.1570243, 20.9903724 39.1569133)",Αθαμανών,
162310987,False,,residential,,True,107.23299999999999,"LINESTRING (20.990648 39.1570243, 20.9907722 39.1569136, 20.9910044 39.1567793, 20.9910427 39.1567673, 20.9910733 39.1567683, 20.9911121 39.1567839, 20.9912117 39.1568796, 20.9912759 39.1569451, 20.9913215 39.1569831, 20.9913751 39.1570166, 20.9914651 39.1570604, 20.9915932 39.1571086)",Αριστοτέλους,
162304155,False,,residential,,True,29.517,"LINESTRING (20.9915932 39.1571086, 20.9914774 39.1573584)",Αριστοτέλους,
162310987,False,,residential,,False,107.233,"LINESTRING (20.9915932 39.1571086, 20.9914651 39.1570604, 20.9913751 39.1570166, 20.9913215 39.1569831, 20.9912759 39.1569451, 20.9912117 39.1568796, 20.9911121 39.1567839, 20.9910733 39.1567683, 20.9910427 39.1567673, 20.9910044 39.1567793, 20.9907722 39.1569136, 20.990648 39.1570243)",Αριστοτέλους,
207894344,False,2,tertiary,50,False,185.63,"LINESTRING (20.9878847 39.1571526, 20.9880796 39.1575039, 20.9881972 39.1576614, 20.9882758 39.1577336, 20.988387 39.1578114, 20.9885518 39.1578922, 20.9887991 39.1579961, 20.9891176 39.1581273, 20.9894067 39.1582272)",,
162304369,False,,residential,,True,31.489,"LINESTRING (20.9839342 39.1572422, 20.9840918 39.1572722, 20.9842721 39.1573444)",Μελισσουργών,
162304294,False,,residential,,False,17.598,"LINESTRING (20.9913031 39.1572882, 20.9912089 39.1574286)",,
162304384,False,,residential,,False,16.935,"LINESTRING (20.9913031 39.1572882, 20.9914774 39.1573584)",Αθαμανών,
