osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes
65515879,True,East Bay Street,trunk,25 mph,False,70.807,"LINESTRING (-77.3362706 25.0778471, -77.335597 25.0776647)",
408359730,False,Victoria Avenue,residential,,False,73.142,"LINESTRING (-77.3362706 25.0778471, -77.3360763 25.0784809)",
25500784,False,Victoria Avenue,unclassified,,True,106.587,"LINESTRING (-77.3362706 25.0778471, -77.3364531 25.0772408, -77.3364773 25.0771604, -77.336549 25.0769223)",
593998209,True,Shirley Street,trunk,25 mph,False,54.647000000000006,"LINESTRING (-77.3335702 25.0754309, -77.3339524 25.0754993, -77.3341025 25.0755262)",2
65515845,False,Bank Lane,residential,,False,198.44699999999997,"LINESTRING (-77.3401908 25.0762699, -77.3401933 25.07685, -77.3403282 25.0769806, -77.3402966 25.0775333, -77.3402155 25.0775741, -77.3402034 25.0779622)",
476224308,True,Shirley Street,trunk,25 mph,False,70.07900000000001,"LINESTRING (-77.3401908 25.0762699, -77.3408089 25.0763051, -77.3408848 25.0763138)",2
"[65515875, 65515876]",True,"['Woodes Rodgers Walk', 'East Street']",secondary,,False,165.636,"LINESTRING (-77.3397436 25.0779681, -77.3397619 25.0784313, -77.339767 25.0785618, -77.339781 25.0786086, -77.3398031 25.0786478, -77.3398353 25.0786742, -77.3398719 25.0786913, -77.3399325 25.0787131, -77.3399916 25.0787265, -77.3401146 25.0787445, -77.3401724 25.0787544, -77.3405915 25.0788028, -77.3406612 25.0788081)",
1158013535,True,East Bay Street,trunk,25 mph,False,197.527,"LINESTRING (-77.3397436 25.0779681, -77.3387651 25.0780123, -77.3385586 25.0780139, -77.3381589 25.0780171, -77.3377837 25.0780076)",
476224308,True,Shirley Street,trunk,25 mph,False,41.209,"LINESTRING (-77.3397832 25.0762375, -77.3401908 25.0762699)",2
378373146,True,East Street,secondary,,False,192.51500000000001,"LINESTRING (-77.3397832 25.0762375, -77.3397769 25.0764076, -77.3397511 25.0771068, -77.3397446 25.0772822, -77.339741 25.0774124, -77.3397388 25.0774425, -77.3397396 25.0777098, -77.3397436 25.0779681)",
476225850,False,East Street,secondary,,True,140.691,"LINESTRING (-77.3397832 25.0762375, -77.3397874 25.0761577, -77.3398456 25.0749735)",2
74622481,True,Collins Avenue,tertiary,,False,43.539,"LINESTRING (-77.3334511 25.0750545, -77.3335702 25.0754309)",
405168568,False,Collins Avenue,tertiary,,True,125.264,"LINESTRING (-77.3334511 25.0750545, -77.3335086 25.0748002, -77.3336016 25.0743895, -77.3336282 25.0742731, -77.3336691 25.074091, -77.3337008 25.0739509)",
