osmid,highway,oneway,reversed,length,geometry,lanes,name,width,ref,maxspeed
39713615,residential,False,False,90.627,"LINESTRING (21.404699 52.8847679, 21.4045187 52.8847665, 21.4035359 52.8850077, 21.4034802 52.8850645)",,,,,
39721237,residential,False,False,370.94800000000004,"LINESTRING (21.404699 52.8847679, 21.4046204 52.884905, 21.40444 52.88522, 21.4043191 52.8853878, 21.4040626 52.8857436, 21.4035829 52.8862076, 21.4031421 52.8865532, 21.4028323 52.8867786, 21.4025997 52.8869469, 21.4021591 52.8872609, 21.401928 52.8874235, 21.4017488 52.8875496)",2,Mostowa,7,,
39721720,residential,False,False,26.082,"LINESTRING (21.3966291 52.8901716, 21.3967439 52.8901589, 21.3968436 52.8901581, 21.3969529 52.890161, 21.3970121 52.8901739)",2,Wileńska,,,
"[444555692, 444555693]",primary,False,True,46.537,"LINESTRING (21.3966291 52.8901716, 21.3965876 52.8904281, 21.3965271 52.8905847)",3,Tadeusza Kościuszki,,53,50
444555694,primary,False,False,86.211,"LINESTRING (21.3966291 52.8901716, 21.396633 52.8900361, 21.3966218 52.8899436, 21.3965983 52.8898358, 21.3965633 52.8897321, 21.3964177 52.889491, 21.3963599 52.8894236)",3,Tadeusza Kościuszki,,53,50
39722079,residential,False,True,325.53299999999996,"LINESTRING (21.3973016 52.8882985, 21.3971833 52.888203, 21.3970646 52.8880808, 21.3966847 52.8875392, 21.3963225 52.8870145, 21.3962308 52.8869016, 21.396163 52.8868231, 21.396051 52.8867114, 21.3958962 52.8865718, 21.395414 52.8861907, 21.3951458 52.8859827, 21.3949913 52.8858589, 21.3949242 52.8858051, 21.3948921 52.8857795)",2,Gdańska,,,
39722398,residential,True,False,105.21,"LINESTRING (21.3973016 52.8882985, 21.397371 52.8882972, 21.3974265 52.888312, 21.3975159 52.8883415, 21.3976475 52.8883827, 21.3986995 52.8887156)",1,Gdańska,7,,
"[444485569, 444485567]",living_street,False,True,290.14599999999996,"LINESTRING (21.3973016 52.8882985, 21.3972306 52.8882655, 21.3971648 52.8882291, 21.3970906 52.8882168, 21.3969831 52.8882218, 21.3967877 52.8882035, 21.3961719 52.8881382, 21.3959638 52.8881112, 21.395866 52.8880952, 21.395774 52.8880724, 21.3956174 52.8880243, 21.3955094 52.8879888, 21.3954632 52.8879742, 21.3949719 52.8878188, 21.3948936 52.8877942, 21.3948494 52.8877804, 21.3946187 52.8877081, 21.394543 52.8876893, 21.3944782 52.8876829, 21.394422 52.887686, 21.3943795 52.8876936, 21.3942862 52.8877331, 21.3941911 52.8877898, 21.3939758 52.8879491, 21.3939169 52.8879929, 21.3937629 52.8881626, 21.3936849 52.8882537)",2,,,,
39717821,residential,False,False,200.365,"LINESTRING (21.3991878 52.8888727, 21.3992547 52.8887918, 21.40052 52.88726)",2,Henryka Sienkiewicza,,,
39722390,residential,True,False,71.88000000000001,"LINESTRING (21.3991878 52.8888727, 21.3993366 52.8889154, 21.3996079 52.8889928, 21.3999571 52.8890925, 21.4000326 52.8891194, 21.4000542 52.889161, 21.4000471 52.8891971)",1,Plac Obrońców Różana,,,
