osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,junction,maxspeed,access,bridge
106330208,True,Ogrodowa,residential,False,178.514,"LINESTRING (18.1830551 52.3680133, 18.1830659 52.368076, 18.1829256 52.3682635, 18.1816186 52.3692616, 18.1816526 52.3693161)",,,,,,
106330386,False,aleja 600-lecia,tertiary,False,105.18799999999999,"LINESTRING (18.1830551 52.3680133, 18.1832841 52.3679219, 18.1834131 52.3678634, 18.1835281 52.3678121, 18.1837805 52.3676775, 18.1840253 52.3675243, 18.1842182 52.3673946)",,,,,,
106330386,False,aleja 600-lecia,tertiary,True,205.95999999999998,"LINESTRING (18.1830551 52.3680133, 18.1825326 52.3681741, 18.1819732 52.3683114, 18.1812527 52.3684726, 18.1804741 52.3686427, 18.1802385 52.368696)",,,,,,
403526927,False,Poznańska,residential,True,65.403,"LINESTRING (18.1767257 52.3694616, 18.1758215 52.3696645)",,,,,,
106330439,False,Stefana Okrzei,residential,False,25.817999999999998,"LINESTRING (18.1767257 52.3694616, 18.1767079 52.3694209, 18.1766965 52.3693949, 18.1766274 52.3692373)",,,,,,
403526926,False,Stefana Okrzei,tertiary,True,47.655,"LINESTRING (18.1767257 52.3694616, 18.1767468 52.3695151, 18.1768163 52.3696908, 18.1768904 52.3698782)",,,,,,
615782519,False,aleja 600-lecia,tertiary,False,96.934,"LINESTRING (18.1767257 52.3694616, 18.1770177 52.3693972, 18.1780715 52.3691705)",2,,,,,
106330363,False,Kościelna,tertiary,False,77.095,"LINESTRING (18.1777472 52.3717735, 18.1777038 52.3717537, 18.1776731 52.3717239, 18.1776405 52.3716709, 18.1775897 52.371578, 18.1774414 52.371219, 18.1774006 52.3711219)",,,,,,
"[106330392, 403859513, 220559726]",False,Wjazdowa,residential,False,271.478,"LINESTRING (18.1777472 52.3717735, 18.1776466 52.3718096, 18.177588 52.371829, 18.1767989 52.3721018, 18.1767359 52.3721211, 18.1766297 52.3720966, 18.1762985 52.3717617, 18.1761214 52.3714113, 18.176089 52.3713404, 18.1763189 52.3713044, 18.1771492 52.3711747, 18.1772756 52.3711566, 18.1773275 52.3711481, 18.1774006 52.3711219)",,,,,,
106330363,False,Kościelna,tertiary,True,50.211999999999996,"LINESTRING (18.1777472 52.3717735, 18.1778122 52.3717912, 18.1779134 52.3718078, 18.1780165 52.3718221, 18.1780857 52.3718421, 18.1781466 52.3718706, 18.1782098 52.371906, 18.1782646 52.3719458, 18.1783347 52.3720153)",,,,,,
