osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,access,bridge
"[721655010, 34393134, 291757775, 721655003, 721655004, 721655005, 721655006]",1,Na Górze,unclassified,"['50', '30']",True,False,112.634,"LINESTRING (18.5447945 50.0985337, 18.5448484 50.0985303, 18.5449381 50.0985219, 18.5450964 50.0985086, 18.5451663 50.0985028, 18.5455153 50.0984736, 18.545651 50.0984622, 18.5456773 50.09846, 18.5457394 50.0984549, 18.5460779 50.0984271, 18.5462694 50.0984112, 18.5463609 50.0984061)",,,,
"[291757786, 245298234, 291757771, 291757791]",2,"['Łony', 'Gliwicka']",tertiary,50,False,True,140.033,"LINESTRING (18.5447945 50.0985337, 18.5447886 50.0984592, 18.5447874 50.0984419, 18.5447771 50.0982135, 18.5447691 50.0981108, 18.5447531 50.0980203, 18.5447474 50.0979945, 18.5447398 50.0979629, 18.5447231 50.0978971, 18.5447053 50.0978271, 18.5446871 50.0977588, 18.5446688 50.0976866, 18.5446588 50.0976485, 18.5446431 50.0975813, 18.5446405 50.0975699, 18.5446363 50.0975436, 18.5446355 50.0975376, 18.5446332 50.0975149, 18.5446326 50.0974955, 18.5446326 50.0974723, 18.5446326 50.0974524, 18.5446341 50.0973904, 18.544636 50.0972813)",,,,
"[291757770, 523690373, 1031927623]",2,Gliwicka,tertiary,50,False,False,148.27999999999997,"LINESTRING (18.5447945 50.0985337, 18.5448002 50.0985877, 18.5448041 50.0986166, 18.5448098 50.0986476, 18.5448183 50.0986843, 18.5448279 50.0987183, 18.5448404 50.0987547, 18.5448558 50.0987953, 18.5448882 50.0988652, 18.5449274 50.0989402, 18.5449424 50.098968, 18.5449576 50.0989899, 18.5449714 50.0990099, 18.545029 50.0990846, 18.5450839 50.0991537, 18.5451955 50.0992968, 18.5452596 50.099378, 18.5452783 50.0994044, 18.5452949 50.0994289, 18.5453033 50.0994441, 18.5453128 50.0994625, 18.5453226 50.0994836, 18.5453303 50.0995065, 18.5453481 50.0995702, 18.5453678 50.099638, 18.545406 50.0997795, 18.5454106 50.0997945)",,,,
35277863,2,Dworek,tertiary,50,False,False,33.875,"LINESTRING (18.5352077 50.0989817, 18.5352774 50.098821, 18.5353284 50.0986871)",,,,
35326869,1,Dworek,residential,,False,False,68.769,"LINESTRING (18.5352077 50.0989817, 18.5352653 50.0989945, 18.5360643 50.0991714, 18.5361137 50.0991908)",,,,
35277863,2,Dworek,tertiary,50,False,False,31.291,"LINESTRING (18.5355181 50.098196, 18.535622 50.0979226)",,,,
35277863,2,Dworek,tertiary,50,False,True,56.259,"LINESTRING (18.5355181 50.098196, 18.5353284 50.0986871)",,,,
42929477,,,residential,,False,False,18.081,"LINESTRING (18.5355181 50.098196, 18.5354409 50.0981807, 18.5352682 50.0981808)",,,,
"[361747088, 35277423]",2,Miejska,tertiary,50,True,False,79.63499999999999,"LINESTRING (18.5418937 50.0937706, 18.5419024 50.0937083, 18.5419272 50.0935606, 18.5419507 50.093399, 18.5419664 50.0932957, 18.5419715 50.0932664, 18.5419775 50.0932319, 18.5419806 50.093214, 18.5419854 50.0931846, 18.5420031 50.0930579)",,,,
241169988,2,3 Maja,tertiary,50,False,False,94.00200000000001,"LINESTRING (18.5443061 50.0937407, 18.5442994 50.0937896, 18.5442821 50.093916, 18.5442606 50.0940402, 18.5442544 50.0940987, 18.5442512 50.0941525, 18.5442501 50.0942018, 18.5442497 50.0942816, 18.544254 50.0943915, 18.5442656 50.0945843)",,,,
366825716,1,,tertiary_link,50,True,False,35.419,"LINESTRING (18.5443061 50.0937407, 18.5442198 50.0937144, 18.5441941 50.0937104, 18.5441725 50.0937101, 18.5441459 50.0937123, 18.5440964 50.0937181, 18.5440276 50.0937289, 18.5438228 50.0937336)",,,,
"[236992123, 678278814]",1,3 Maja,tertiary,50,True,False,14.936,"LINESTRING (18.5443061 50.0937407, 18.5442935 50.093647, 18.5442956 50.0936245, 18.5442973 50.0936068)",,,,
"[533831460, 34715838]",1,3 Maja,tertiary,50,True,False,26.678,"LINESTRING (18.5442973 50.0936068, 18.544324 50.0934595, 18.5443674 50.0933722)",,,,
140415647,1,Bolesława Chrobrego,tertiary,50,True,False,36.721000000000004,"LINESTRING (18.5442973 50.0936068, 18.5441303 50.0936557, 18.5440103 50.0936928, 18.5438228 50.0937336)",,,,
34667691,1,Krótka,residential,50,False,True,88.95199999999998,"LINESTRING (18.5411425 50.0989476, 18.5411184 50.0989416, 18.5411046 50.0989382, 18.5407863 50.0988596, 18.5405018 50.0988055, 18.5404401 50.0987819, 18.5403863 50.0987229, 18.540354 50.0987042, 18.5402466 50.0986925, 18.5401209 50.0986705, 18.5400842 50.0986641, 18.5400708 50.0986604, 18.540021 50.0986456)",,,,
324563987,1,Cmentarna,unclassified,50,False,False,104.549,"LINESTRING (18.5411425 50.0989476, 18.541099 50.0990661, 18.5409842 50.0993361, 18.5409292 50.0994564, 18.540845 50.0996404, 18.5408169 50.0996972, 18.5407911 50.0997529, 18.5407661 50.0998087, 18.5407445 50.0998523)",,,,
"[34566920, 324563987]","['1', '2']",Cmentarna,unclassified,50,False,True,134.05200000000002,"LINESTRING (18.5411425 50.0989476, 18.5412284 50.0987675, 18.5412396 50.0987418, 18.5412921 50.0986245, 18.5413643 50.0984621, 18.5413973 50.0984256, 18.5414424 50.0983892, 18.5414757 50.0983683, 18.5415046 50.0983506, 18.5415482 50.0983259, 18.5416681 50.0982611, 18.5418712 50.0981525, 18.5420328 50.0980639, 18.5420598 50.0980495, 18.5420765 50.0980406, 18.5421077 50.0980272, 18.5421336 50.0980192, 18.5421815 50.0980084)",,,,
"[288070313, 34672957]",,Marii Skłodowskiej-Curie,living_street,,False,False,142.24200000000002,"LINESTRING (18.5399833 50.0959196, 18.54005 50.0959183, 18.5401693 50.0959158, 18.5403386 50.0959051, 18.5405633 50.095891, 18.5405787 50.095965, 18.5406562 50.0963382, 18.5406536 50.0964141, 18.5405365 50.0963974, 18.5404359 50.0963936, 18.5402648 50.0964046, 18.5402388 50.0964074, 18.5401452 50.0964173, 18.5400694 50.0964242)",,,destination,
34929642,2,Marii Skłodowskiej-Curie,tertiary,50,False,True,56.505,"LINESTRING (18.5399833 50.0959196, 18.5399965 50.0960026, 18.5400236 50.096235, 18.5400334 50.0962991, 18.5400376 50.0963165, 18.5400488 50.0963631, 18.5400694 50.0964242)",,,,
"[447688613, 34577355, 676221424, 676221425, 676221426, 676221429, 237110582]",3,"['Raciborska', 'Marii Skłodowskiej-Curie']",tertiary,50,False,False,74.744,"LINESTRING (18.5399833 50.0959196, 18.5399554 50.0958182, 18.5399428 50.0957661, 18.5399374 50.0957065, 18.5399319 50.0956817, 18.5399236 50.0956597, 18.5399112 50.0956378, 18.5398952 50.0956209, 18.5398769 50.0956064, 18.5398452 50.0955903, 18.5398237 50.0955833, 18.5397982 50.0955767, 18.5397679 50.0955708, 18.5397333 50.0955674, 18.5397 50.0955659, 18.539661 50.0955662, 18.5396195 50.0955664, 18.5395832 50.0955679, 18.5394818 50.0955696, 18.5393509 50.0955743)",,,,yes
324563987,1,Cmentarna,unclassified,50,False,True,104.549,"LINESTRING (18.5407445 50.0998523, 18.5407661 50.0998087, 18.5407911 50.0997529, 18.5408169 50.0996972, 18.540845 50.0996404, 18.5409292 50.0994564, 18.5409842 50.0993361, 18.541099 50.0990661, 18.5411425 50.0989476)",,,,
358423083,,Cegielniana,unclassified,50,False,True,125.67999999999999,"LINESTRING (18.5407445 50.0998523, 18.5407869 50.0998592, 18.5408239 50.0998637, 18.5408636 50.0998654, 18.5409128 50.099866, 18.5409593 50.0998659, 18.5410726 50.0998658, 18.5414319 50.0998673, 18.5415392 50.0998676, 18.5415926 50.0998677, 18.5416543 50.0998679, 18.5418722 50.0998683, 18.5419571 50.0998688, 18.5423175 50.0998704, 18.5423473 50.0998707, 18.5425044 50.0998721)",,,,
36270273,1,Jadwigi i Feliksa Białych,residential,30,False,False,77.969,"LINESTRING (18.5469764 50.0954193, 18.5469472 50.0953356, 18.5467913 50.094903, 18.5467311 50.094736)",,,,
36270274,1,Saint Vallier,residential,30,False,False,109.73000000000002,"LINESTRING (18.5469764 50.0954193, 18.54689 50.0954539, 18.5468106 50.0954888, 18.5467042 50.0955378, 18.5463636 50.0956947, 18.5460143 50.0958543, 18.54584 50.0959327, 18.5457197 50.0959882)",,5.2,,
36270274,1,Saint Vallier,residential,30,False,True,127.83099999999999,"LINESTRING (18.5469764 50.0954193, 18.5470076 50.0954096, 18.5470451 50.0954005, 18.5471141 50.0953879, 18.5472941 50.0953626, 18.5482106 50.0952336, 18.5483996 50.0952053, 18.5484586 50.0951971, 18.5486382 50.0951679, 18.5487088 50.0951396)",,5.2,,
334845946,,Jadwigi i Feliksa Białych,residential,30,False,True,69.983,"LINESTRING (18.5469764 50.0954193, 18.5469944 50.0954656, 18.5470227 50.0955449, 18.5472007 50.096032)",,,,
36270274,1,Saint Vallier,residential,30,False,True,109.73,"LINESTRING (18.5457197 50.0959882, 18.54584 50.0959327, 18.5460143 50.0958543, 18.5463636 50.0956947, 18.5467042 50.0955378, 18.5468106 50.0954888, 18.54689 50.0954539, 18.5469764 50.0954193)",,5.2,,
"[308397120, 183584076]",,Stroma,residential,30,False,False,96.81299999999999,"LINESTRING (18.5457197 50.0959882, 18.5456614 50.0960099, 18.5456271 50.0960181, 18.5455875 50.096025, 18.5455407 50.0960316, 18.5454901 50.0960377, 18.5454662 50.0960407, 18.5449398 50.0961056, 18.5448605 50.0961197, 18.5447418 50.0961408, 18.5445127 50.0961779, 18.5444893 50.0961817, 18.5444054 50.0961952)",,,,
"[1216238426, 34928173]",1,Wysoka,residential,30,True,False,93.846,"LINESTRING (18.5457197 50.0959882, 18.5457395 50.0960114, 18.5457672 50.0960472, 18.5457904 50.0960779, 18.5458579 50.096171, 18.5458836 50.0962044, 18.5459357 50.0962721, 18.5460016 50.0963289, 18.5460781 50.0963949, 18.5461013 50.0964124, 18.5462111 50.0964947, 18.5464578 50.09668)",,,,
219262553,1,Piasta,unclassified,30,True,False,77.154,"LINESTRING (18.5488294 50.0996791, 18.5486235 50.0997023, 18.5484407 50.0997239, 18.5477614 50.0997887)",,,,
"[256186753, 630737860]",1,Świętego Antoniego,residential,30,True,False,60.928,"LINESTRING (18.5488294 50.0996791, 18.5488185 50.099663, 18.5488004 50.0996363, 18.5487907 50.0996153, 18.54878 50.0995838, 18.5487712 50.0995367, 18.5487613 50.0994834, 18.5487376 50.0993719, 18.5486927 50.0991402)",,7.5,,
35277420,2,Miejska,tertiary,50,False,True,172.711,"LINESTRING (18.5422747 50.0912831, 18.5422656 50.0913784, 18.5422528 50.0914627, 18.5422063 50.0917684, 18.5422059 50.091771, 18.5421701 50.0920057, 18.5421074 50.0924121, 18.5421021 50.092445, 18.5420964 50.0924805, 18.5420699 50.0926381, 18.5420558 50.0927395, 18.5420527 50.0927583, 18.5420489 50.0927732, 18.5420451 50.0927828, 18.5420393 50.0927936, 18.5420318 50.0928054, 18.5420182 50.0928255)",,,,
"[237123752, 237081868, 233947359]","['1', '2']",Klasztorna,residential,50,False,False,147.601,"LINESTRING (18.5422747 50.0912831, 18.542219 50.0912946, 18.5421751 50.0913015, 18.5421351 50.0913044, 18.5420886 50.091304, 18.541902 50.0912947, 18.5414771 50.0912706, 18.5412102 50.0912532, 18.5411204 50.0912474, 18.5410723 50.0912513, 18.5410244 50.0912672, 18.5409276 50.0913154, 18.5406936 50.0914451, 18.5406294 50.0914859, 18.5405617 50.091531, 18.5405268 50.0915425, 18.5405087 50.0915485, 18.5404643 50.0915625, 18.5404063 50.0915931)",,,,
36270273,1,Jadwigi i Feliksa Białych,residential,30,False,True,77.96900000000001,"LINESTRING (18.5467311 50.094736, 18.5467913 50.094903, 18.5469472 50.0953356, 18.5469764 50.0954193)",,,,
36270274,1,Saint Vallier,residential,30,False,False,127.831,"LINESTRING (18.5487088 50.0951396, 18.5486382 50.0951679, 18.5484586 50.0951971, 18.5483996 50.0952053, 18.5482106 50.0952336, 18.5472941 50.0953626, 18.5471141 50.0953879, 18.5470451 50.0954005, 18.5470076 50.0954096, 18.5469764 50.0954193)",,5.2,,
"[358698081, 740992097, 375214213]","['2', '3']",Tadeusza Kościuszki,tertiary,50,False,True,144.89200000000002,"LINESTRING (18.5487088 50.0951396, 18.5486668 50.095, 18.5486559 50.0949629, 18.5486294 50.0948749, 18.5486035 50.0947866, 18.5485758 50.0946924, 18.5485176 50.0944773, 18.5485106 50.094453, 18.5485029 50.0944262, 18.5485002 50.0944169, 18.5484496 50.0942404, 18.5484371 50.0941977, 18.5484235 50.0941511, 18.5483386 50.0938584)",,,,
"[590829232, 375214212, 740992096]","['2', '3']",Tadeusza Kościuszki,tertiary,50,False,False,72.931,"LINESTRING (18.5487088 50.0951396, 18.5487465 50.0952627, 18.5487549 50.0952939, 18.5487655 50.0953319, 18.5488162 50.0954975, 18.5488874 50.0957371, 18.5488998 50.0957839)",,,,
36270279,1,Księdza Józefa Szafranka,residential,50,False,False,113.92100000000002,"LINESTRING (18.5442656 50.0945843, 18.544334 50.0945813, 18.5446815 50.0945583, 18.5450748 50.0945378, 18.545433 50.0945192, 18.5457282 50.0945044, 18.5457625 50.0945041, 18.5457946 50.0945065, 18.5458232 50.094513, 18.5458509 50.0945234)",,,,
"[236882051, 241169988, 996680460, 511137658, 511137660, 308397118]","['2', '3']","['3 Maja', 'Plac Wolności']",tertiary,50,False,"[False, True]",179.654,"LINESTRING (18.5442656 50.0945843, 18.5442671 50.0946118, 18.5442712 50.0947306, 18.5442729 50.0948021, 18.5442717 50.0948295, 18.5442696 50.0948776, 18.5442675 50.0949182, 18.5442652 50.0949613, 18.544264 50.095028, 18.5442608 50.0951422, 18.5442742 50.0953497, 18.5442859 50.0954929, 18.5442972 50.0955875, 18.5443171 50.0957114, 18.5443484 50.0958854, 18.5444054 50.0961952)",,,,
241169988,2,3 Maja,tertiary,50,False,True,94.00199999999998,"LINESTRING (18.5442656 50.0945843, 18.544254 50.0943915, 18.5442497 50.0942816, 18.5442501 50.0942018, 18.5442512 50.0941525, 18.5442544 50.0940987, 18.5442606 50.0940402, 18.5442821 50.093916, 18.5442994 50.0937896, 18.5443061 50.0937407)",,,,
36270279,1,Księdza Józefa Szafranka,residential,50,False,True,113.921,"LINESTRING (18.5458509 50.0945234, 18.5458232 50.094513, 18.5457946 50.0945065, 18.5457625 50.0945041, 18.5457282 50.0945044, 18.545433 50.0945192, 18.5450748 50.0945378, 18.5446815 50.0945583, 18.544334 50.0945813, 18.5442656 50.0945843)",,,,
"[36270280, 1102293358]",1,,"['residential', 'living_street']","['20', '50']",False,False,25.642,"LINESTRING (18.5458509 50.0945234, 18.5458764 50.0945034, 18.5458906 50.094483, 18.5459055 50.0944419, 18.5459663 50.0943072)",,,,
"[1102293360, 1102293359]",1,Księdza Józefa Szafranka,residential,50,False,False,70.614,"LINESTRING (18.5458509 50.0945234, 18.5459082 50.0945557, 18.5460431 50.0946257, 18.5461227 50.0946764, 18.5461732 50.0947357, 18.5461983 50.0947862, 18.5462498 50.0950166, 18.5462608 50.0950656)",,,,
"[1102293360, 1102293359]",1,Księdza Józefa Szafranka,residential,50,False,True,70.614,"LINESTRING (18.5462608 50.0950656, 18.5462498 50.0950166, 18.5461983 50.0947862, 18.5461732 50.0947357, 18.5461227 50.0946764, 18.5460431 50.0946257, 18.5459082 50.0945557, 18.5458509 50.0945234)",,,,
36743210,,Wiejska,residential,50,False,False,187.511,"LINESTRING (18.5373401 50.0928899, 18.5373261 50.0927182, 18.537287 50.0925297, 18.5372362 50.0923786, 18.5371806 50.0922575, 18.5370977 50.0921308, 18.5369966 50.0920013, 18.5368457 50.0918234, 18.5366694 50.0916176, 18.5365751 50.0914563, 18.5365086 50.0913109)",,,,
"[36743210, 237107724]",2,Wiejska,residential,50,False,True,123.15800000000002,"LINESTRING (18.5373401 50.0928899, 18.5373595 50.0930534, 18.5374095 50.0932561, 18.5374427 50.093386, 18.5375397 50.0935759, 18.5376021 50.0937033, 18.5376134 50.0937262, 18.5376495 50.0937994, 18.5377059 50.0939158, 18.5377339 50.0939632)",,,,
36743210,,Wiejska,residential,50,False,True,187.511,"LINESTRING (18.5365086 50.0913109, 18.5365751 50.0914563, 18.5366694 50.0916176, 18.5368457 50.0918234, 18.5369966 50.0920013, 18.5370977 50.0921308, 18.5371806 50.0922575, 18.5372362 50.0923786, 18.537287 50.0925297, 18.5373261 50.0927182, 18.5373401 50.0928899)",,,,
42929477,,,residential,,False,False,46.619,"LINESTRING (18.5352682 50.0981808, 18.5353732 50.0979305, 18.535509 50.0979217, 18.5355617 50.0979221, 18.535622 50.0979226)",,,,
42929477,,,residential,,False,True,18.081,"LINESTRING (18.5352682 50.0981808, 18.5354409 50.0981807, 18.5355181 50.098196)",,,,
42929478,,,residential,,False,False,36.199,"LINESTRING (18.5352682 50.0981808, 18.5351957 50.0982712, 18.5351591 50.0983637, 18.5351098 50.0984882)",,,,
35277863,2,Dworek,tertiary,50,False,False,2.775,"LINESTRING (18.535622 50.0979226, 18.5356315 50.0978984)",,,,
35277863,2,Dworek,tertiary,50,False,True,31.291,"LINESTRING (18.535622 50.0979226, 18.5355181 50.098196)",,,,
42929477,,,residential,,False,True,46.619,"LINESTRING (18.535622 50.0979226, 18.5355617 50.0979221, 18.535509 50.0979217, 18.5353732 50.0979305, 18.5352682 50.0981808)",,,,
42929478,,,residential,,False,True,36.199,"LINESTRING (18.5351098 50.0984882, 18.5351591 50.0983637, 18.5351957 50.0982712, 18.5352682 50.0981808)",,,,
34667691,1,Krótka,residential,50,False,False,88.952,"LINESTRING (18.540021 50.0986456, 18.5400708 50.0986604, 18.5400842 50.0986641, 18.5401209 50.0986705, 18.5402466 50.0986925, 18.540354 50.0987042, 18.5403863 50.0987229, 18.5404401 50.0987819, 18.5405018 50.0988055, 18.5407863 50.0988596, 18.5411046 50.0989382, 18.5411184 50.0989416, 18.5411425 50.0989476)",,,,
"[1155710846, 297268478, 1155710847]",2,Rudzka,tertiary,50,False,True,176.77200000000002,"LINESTRING (18.540021 50.0986456, 18.5400481 50.0985982, 18.5400827 50.0985396, 18.5401586 50.0984125, 18.5402009 50.0983453, 18.5402544 50.0982694, 18.5403023 50.0982095, 18.5403446 50.0981635, 18.5403895 50.0981191, 18.5404575 50.0980579, 18.5406248 50.097911, 18.5407105 50.0978365, 18.5407916 50.0977682, 18.5408794 50.0977003, 18.5411613 50.0974923, 18.5412078 50.0974583, 18.5412266 50.0974448, 18.5413074 50.0973849, 18.5413222 50.0973721, 18.5413314 50.09736, 18.5413333 50.0973487, 18.5413327 50.0973375, 18.5413295 50.0973292, 18.5413248 50.0973211)",,8,,
"[219262553, 356079774]","['1', '2']",Piasta,unclassified,30,True,False,54.85,"LINESTRING (18.546643 50.0998942, 18.5465769 50.0998934, 18.5459268 50.0999577, 18.5458822 50.099962)",,,,
"[1116333517, 86236069, 1116333518]",1,Ogródki,residential,30,True,False,166.69199999999998,"LINESTRING (18.546643 50.0998942, 18.5466391 50.0998733, 18.5466331 50.0998445, 18.546612 50.0997435, 18.5463783 50.0985097, 18.5463667 50.0984465, 18.5463655 50.0984386, 18.5463609 50.0984061)",,6,,
"[721655008, 721655009, 721655010, 291757774, 721655007]",1,Na Górze,unclassified,30,True,False,81.194,"LINESTRING (18.5463609 50.0984061, 18.5465214 50.0983975, 18.5468807 50.0983863, 18.5470357 50.0983844, 18.547239 50.0983843, 18.5473769 50.0983848, 18.5474982 50.0983852)",,,,
375214212,2,Tadeusza Kościuszki,tertiary,50,False,True,24.995,"LINESTRING (18.5489647 50.0960048, 18.5488998 50.0957839)",,,,
99785818,,Jeana Chalotta,residential,,False,True,26.752,"LINESTRING (18.5470438 50.0939426, 18.5469912 50.0937569, 18.5469767 50.0937059)",,,,
260500461,,Jeana Chalotta,residential,,False,True,19.271,"LINESTRING (18.5456297 50.093712, 18.5457335 50.093872)",,,,
260500461,,Jeana Chalotta,residential,,False,False,19.271,"LINESTRING (18.5457335 50.093872, 18.5456297 50.093712)",,,,
239878688,,Jeana Chalotta,residential,,False,False,37.17,"LINESTRING (18.5457335 50.093872, 18.5457411 50.0939182, 18.5457902 50.0940924, 18.5458801 50.094187)",,,,
239878688,,Jeana Chalotta,residential,,False,True,90.58699999999999,"LINESTRING (18.5457335 50.093872, 18.5469133 50.0937143, 18.5469513 50.0937093, 18.5469767 50.0937059)",,,,
99785818,,Jeana Chalotta,residential,,False,False,26.752,"LINESTRING (18.5469767 50.0937059, 18.5469912 50.0937569, 18.5470438 50.0939426)",,,,
239878688,,Jeana Chalotta,residential,,False,False,90.58699999999999,"LINESTRING (18.5469767 50.0937059, 18.5469513 50.0937093, 18.5469133 50.0937143, 18.5457335 50.093872)",,,,
239878688,,Jeana Chalotta,residential,,False,True,92.388,"LINESTRING (18.5469767 50.0937059, 18.5474394 50.0936564, 18.548152 50.0935825, 18.5481815 50.09358, 18.5482556 50.0935757)",,,,
