osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge,access,junction
476408199,2,Adama Mickiewicza,tertiary,50,False,False,25.448,,"LINESTRING (17.7253023 51.3115921, 17.7251212 51.3113932)",,,
679611395,2,Kępińska,secondary,,False,True,27.102,449,"LINESTRING (17.7253023 51.3115921, 17.7256199 51.3114507)",,,
"[295482809, 398236583]",,Adama Mickiewicza,residential,,False,False,149.93200000000002,,"LINESTRING (17.7253023 51.3115921, 17.7251948 51.311676, 17.7244103 51.3119644, 17.7241188 51.3120643, 17.7240068 51.3121083, 17.7239816 51.3120859, 17.7239457 51.3120524, 17.7237166 51.3117732)",,,
42337678,,Adama Mickiewicza,living_street,,False,False,36.298,,"LINESTRING (17.7248208 51.311094, 17.7243676 51.3112562)",,,
"[476408187, 236659437]","['2', '3']",Adama Mickiewicza,tertiary,50,False,False,150.816,,"LINESTRING (17.7248208 51.311094, 17.7245982 51.310878, 17.724343 51.3106303, 17.723993 51.3102984, 17.7237828 51.3101114, 17.7237055 51.3100554, 17.7235857 51.3099822)",,,
476408187,3,Adama Mickiewicza,tertiary,50,False,True,39.288,,"LINESTRING (17.7248208 51.311094, 17.7250844 51.3113612, 17.7251212 51.3113932)",,,
"[42337618, 42337615]",,"['Okrężna', 'Środkowa']",residential,,True,False,200.529,,"LINESTRING (17.722076 51.3090573, 17.7221371 51.3090213, 17.7221709 51.3090004, 17.7221869 51.308983, 17.7221983 51.3089607, 17.7221302 51.3084472, 17.7221021 51.3083701, 17.7220344 51.3082532, 17.7219989 51.308206, 17.7219534 51.3081616, 17.7216822 51.3079564, 17.7210017 51.3083623)",,,
236659438,1,Jana Pawła II,tertiary,50,False,True,33.465,,"LINESTRING (17.722076 51.3090573, 17.721923 51.3089644, 17.7217431 51.3088401)",,,
"[962137513, 962137514, 236659437]",2,Adama Mickiewicza,tertiary,50,False,True,147.059,,"LINESTRING (17.722076 51.3090573, 17.7222328 51.3091393, 17.7225359 51.3093212, 17.7228572 51.3095041, 17.723401 51.3098518, 17.7235857 51.3099822)",,,
42337614,,,tertiary_link,,False,False,16.673,,"LINESTRING (17.7217431 51.3088401, 17.7217278 51.3088794, 17.7217148 51.3089002, 17.721702 51.3089173, 17.7216755 51.3089375, 17.7216241 51.3089648)",,,
236659438,1,Jana Pawła II,tertiary,50,False,False,33.465,,"LINESTRING (17.7217431 51.3088401, 17.721923 51.3089644, 17.722076 51.3090573)",,,
236659438,1,Jana Pawła II,tertiary,50,False,True,74.01700000000001,,"LINESTRING (17.7217431 51.3088401, 17.7217008 51.3088129, 17.7210017 51.3083623)",,,
42337614,,,tertiary_link,,False,True,16.673000000000002,,"LINESTRING (17.7216241 51.3089648, 17.7216755 51.3089375, 17.721702 51.3089173, 17.7217148 51.3089002, 17.7217278 51.3088794, 17.7217431 51.3088401)",,,
236659438,1,Jana Pawła II,tertiary,50,False,True,79.205,,"LINESTRING (17.7210017 51.3083623, 17.7202041 51.3078536)",,,
42337620,,Środkowa,residential,,False,True,38.897999999999996,,"LINESTRING (17.7210017 51.3083623, 17.7209625 51.3083858, 17.720693 51.3085641, 17.7206608 51.3085858, 17.7206155 51.3086154)",,,
236659438,1,Jana Pawła II,tertiary,50,False,False,74.01700000000001,,"LINESTRING (17.7210017 51.3083623, 17.7217008 51.3088129, 17.7217431 51.3088401)",,,
236659438,1,Jana Pawła II,tertiary,50,False,False,4.693,,"LINESTRING (17.7201563 51.3078238, 17.7202041 51.3078536)",,,
42337660,,Plac Wolności,residential,,False,False,45.344,,"LINESTRING (17.7201563 51.3078238, 17.7200472 51.307894, 17.7198077 51.3080481, 17.7197267 51.3080991, 17.7197018 51.3081163)",,,
288065102,1,Księdza Jana Gorczycy,tertiary,50,False,True,50.666,,"LINESTRING (17.7201563 51.3078238, 17.7199149 51.3076695, 17.7196448 51.3074992)",,,
42337620,,Środkowa,residential,,False,False,38.898,,"LINESTRING (17.7206155 51.3086154, 17.7206608 51.3085858, 17.720693 51.3085641, 17.7209625 51.3083858, 17.7210017 51.3083623)",,,
42337621,,Środkowa,residential,,True,False,43.269,,"LINESTRING (17.7202001 51.3089051, 17.7205501 51.3086568, 17.7206155 51.3086154)",,,
42337622,,Wałowa,residential,,True,False,137.794,,"LINESTRING (17.7202001 51.3089051, 17.7201839 51.3089305, 17.720183 51.3089551, 17.7201954 51.3089831, 17.7206874 51.3093273, 17.72075 51.309348, 17.7208186 51.3093583, 17.7208747 51.3093587, 17.7209263 51.3093454, 17.7210847 51.3092078, 17.7213421 51.3089427, 17.7213921 51.3088931)",,,
42337622,,Wałowa,residential,,True,False,73.285,,"LINESTRING (17.7193611 51.3085096, 17.7194589 51.3085582, 17.7199987 51.3087823, 17.7201135 51.3088537, 17.7202001 51.3089051)",,,
42337626,,Wałowa,residential,,True,False,71.386,,"LINESTRING (17.7193611 51.3085096, 17.7190461 51.3083046, 17.7186836 51.3080278)",,,
