osmid,oneway,ref,name,highway,reversed,length,lanes,maxspeed,geometry,junction
290392509,True,193,Rynek,secondary,False,26.636,,,"LINESTRING (17.0979357 52.9717499, 17.0983156 52.9718209)",
1138677910,False,190;193,Kościelna,secondary,False,6.113,2,40,"LINESTRING (17.0979357 52.9717499, 17.097894 52.9717988)",
"[306282848, 224456911]",False,190,"['Boczna', 'Rynek']",secondary,True,176.76499999999996,2,40,"LINESTRING (17.0979357 52.9717499, 17.0980064 52.9716757, 17.0980891 52.9716118, 17.0981864 52.971564, 17.0982884 52.9715265, 17.0984141 52.9714946, 17.0985294 52.971477, 17.0986513 52.9714684, 17.0987237 52.9714721, 17.0988412 52.9714838, 17.0989659 52.9715071, 17.0991539 52.9715464, 17.0993212 52.9715788, 17.0994525 52.971597, 17.0995489 52.9716039, 17.0996425 52.9716042, 17.0997605 52.9715993, 17.099889 52.9715845, 17.0999948 52.9715595, 17.1000855 52.9715253, 17.1001838 52.9714662, 17.1002469 52.9714128)",
229526116,False,190;193,Kościelna,secondary,True,17.666,2,50,"LINESTRING (17.0956626 52.9730597, 17.0958817 52.9729712)",
173596194,True,190;193,Kościelna,secondary,False,59.313,1,,"LINESTRING (17.0956626 52.9730597, 17.0954662 52.9731629, 17.0953371 52.9732167, 17.0952097 52.9732462, 17.0950665 52.9732696, 17.0949724 52.9732879, 17.0949225 52.9733094, 17.0949059 52.973319)",
1060144638,False,,Wodna,residential,False,105.447,,,"LINESTRING (17.0896286 52.9713355, 17.0900804 52.9708976, 17.0903409 52.9706538, 17.0904452 52.9705255)",
1072338825,False,193,Powstańców Wielkopolskich,secondary,False,55.748000000000005,2,,"LINESTRING (17.0896286 52.9713355, 17.0892719 52.9712338, 17.088868 52.971132)",
1072338825,False,193,Powstańców Wielkopolskich,secondary,True,194.143,2,,"LINESTRING (17.0896286 52.9713355, 17.0898315 52.9714003, 17.090341 52.9715799, 17.0921343 52.9722136)",
229526116,False,190;193,Kościelna,secondary,False,17.666,2,50,"LINESTRING (17.0958817 52.9729712, 17.0956626 52.9730597)",
174094671,True,,Plac Suwalskiego,residential,False,110.172,,,"LINESTRING (17.0958817 52.9729712, 17.0959751 52.9730492, 17.0962083 52.9732429, 17.0962081 52.9733584, 17.0960661 52.9735583, 17.0959789 52.9736811, 17.0957603 52.9738166)",
