osmid,name,highway,oneway,reversed,length,geometry,junction,lanes,bridge,access
35762177,Powstańców 1863 Roku,residential,False,True,43.864000000000004,"LINESTRING (20.0290567 50.3529164, 20.0291145 50.3531511, 20.0291526 50.3533061)",,,,
35716597,,residential,False,True,90.097,"LINESTRING (20.0346718 50.3536766, 20.0340135 50.3536537, 20.0337618 50.3536705, 20.0336014 50.3537075, 20.0334255 50.353748)",,,,
146480260,Tadeusza Kościuszki,residential,False,False,40.373999999999995,"LINESTRING (20.0263604 50.357029, 20.0262019 50.3570384, 20.0261673 50.3567778)",,,,
35716210,Osiedle Generała Władysława Sikorskiego,residential,False,False,42.358,"LINESTRING (20.02197 50.35331, 20.0220414 50.3529318)",,,,
35762522,Jana Sobieskiego,residential,False,False,30.475,"LINESTRING (20.02197 50.35331, 20.0215445 50.3532725)",,,,
35716210,Osiedle Generała Władysława Sikorskiego,residential,False,True,89.033,"LINESTRING (20.02197 50.35331, 20.021948 50.3533886, 20.021951 50.3535668, 20.0217588 50.3540954)",,,,
35762522,Jana Sobieskiego,residential,False,True,162.51999999999998,"LINESTRING (20.02197 50.35331, 20.02217 50.35338, 20.023367 50.3536565, 20.0236401 50.353743, 20.0238155 50.3538307, 20.0239918 50.3539542)",,,,
35762177,Powstańców 1863 Roku,residential,False,True,84.942,"LINESTRING (20.0291526 50.3533061, 20.02915 50.35407)",,,,
35762177,Powstańców 1863 Roku,residential,False,False,43.864000000000004,"LINESTRING (20.0291526 50.3533061, 20.0291145 50.3531511, 20.0290567 50.3529164)",,,,
35716210,Osiedle Generała Władysława Sikorskiego,residential,False,True,42.358,"LINESTRING (20.0220414 50.3529318, 20.02197 50.35331)",,,,
35716791,Osiedle Generała Władysława Sikorskiego,residential,False,True,150.447,"LINESTRING (20.0220414 50.3529318, 20.0239738 50.3523747)",,,,
35716791,Osiedle Generała Władysława Sikorskiego,residential,False,False,74.982,"LINESTRING (20.0220414 50.3529318, 20.0215126 50.3528836, 20.0213266 50.3528436, 20.0211846 50.3527906, 20.0210496 50.3527336)",,,,
35716791,Osiedle Generała Władysława Sikorskiego,residential,False,True,74.982,"LINESTRING (20.0210496 50.3527336, 20.0211846 50.3527906, 20.0213266 50.3528436, 20.0215126 50.3528836, 20.0220414 50.3529318)",,,,
1198112792,,residential,False,False,50.999,"LINESTRING (20.0317421 50.3548811, 20.0317377 50.3548961, 20.0317368 50.3549145, 20.0317445 50.3549329, 20.0319877 50.355308)",,,,
"[1198112792, 1198112791]",,residential,False,"[False, True]",40.489,"LINESTRING (20.0317421 50.3548811, 20.0317507 50.3548693, 20.0317576 50.3548553, 20.0317609 50.3548318, 20.031759 50.3548101, 20.0316475 50.3545897, 20.0316282 50.3545541, 20.0316173 50.3545334)",,,,
144761512,Plac Tadeusza Kościuszki,residential,True,False,112.855,"LINESTRING (20.0261673 50.3567778, 20.026052 50.3567849, 20.0260305 50.3567845, 20.0259813 50.3567803, 20.0258374 50.3567444, 20.0255913 50.3566837, 20.0253115 50.3566247, 20.0252648 50.356613, 20.0252368 50.3565984, 20.0252187 50.3565798, 20.025211 50.3565641, 20.0252065 50.3565507, 20.0252066 50.3565401, 20.0252069 50.3565198, 20.0252218 50.3562851, 20.025212 50.3562564, 20.0252258 50.356219)",,,,
146480260,Tadeusza Kościuszki,residential,False,True,40.373999999999995,"LINESTRING (20.0261673 50.3567778, 20.0262019 50.3570384, 20.0263604 50.357029)",,,,
925271188,Rynek,tertiary,True,False,33.291,"LINESTRING (20.0273593 50.3567026, 20.027292 50.3564063)",roundabout,,,
925271187,Henryka Sienkiewicza,tertiary,False,False,6.776,"LINESTRING (20.0252258 50.356219, 20.025131 50.3562116)",,,,
925271187,Henryka Sienkiewicza,tertiary,False,True,59.552,"LINESTRING (20.0252258 50.356219, 20.02547 50.35623, 20.0256266 50.3562307, 20.0260646 50.3562316)",,,,
35713431,Mikołaja Kopernika,residential,False,True,229.757,"LINESTRING (20.0249716 50.3602624, 20.0250836 50.3602224, 20.0252668 50.3602046, 20.0259612 50.3601522, 20.0271048 50.3600556, 20.0279239 50.3600495, 20.0281768 50.3600573)",,,,
35715211,,residential,False,False,237.39,"LINESTRING (20.0249716 50.3602624, 20.02523 50.36032, 20.0256007 50.3603849, 20.0263916 50.3604423, 20.0269339 50.3604125, 20.0273536 50.3603648, 20.0276843 50.360277, 20.028197 50.3601278)",,,,
35711990,Henryka Sienkiewicza,tertiary,False,True,155.483,"LINESTRING (20.0229152 50.3565092, 20.0237356 50.3562644, 20.0240965 50.3562046, 20.0244542 50.3561738, 20.0247828 50.3561737, 20.0250027 50.3561993)",,,,
