osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,tunnel,bridge
674060618,True,3,92,Poznańska,primary,70,False,24.048,"LINESTRING (17.0764157 52.4076878, 17.0760667 52.4077258)",,,
40491006,True,2,92,Poznańska,primary,70,False,35.841,"LINESTRING (17.0841409 52.4067699, 17.0836219 52.4068303)",,,
674059657,False,3,,Polna,tertiary,50,False,11.647,"LINESTRING (17.0841409 52.4067699, 17.0841106 52.4066668)",,,
289185973,False,3,,Polna,tertiary,50,True,38.464,"LINESTRING (17.0841409 52.4067699, 17.084151 52.4068049, 17.0841678 52.4068636, 17.084178 52.4068996, 17.084238 52.4071107)",,,
26556121,False,4,,Polna,tertiary,50,False,16.362,"LINESTRING (17.0844321 52.4094048, 17.0843984 52.4092591)",,,
33615445,False,2,,Wrzesińska,residential,,False,43.376000000000005,"LINESTRING (17.0844321 52.4094048, 17.0841518 52.4094133, 17.0840722 52.4094157, 17.0837934 52.4094241)",,,
"[323165189, 225867525]",False,,,Świętego Marcina,residential,50,False,144.58,"LINESTRING (17.0712911 52.4101393, 17.0713252 52.4102052, 17.0713404 52.4102344, 17.0714431 52.4104454, 17.0716256 52.4108206, 17.0716984 52.4109691, 17.0717572 52.4110812, 17.071819 52.4111902, 17.0718586 52.4112536, 17.0718822 52.4112915, 17.0719417 52.4113767)",,,
225867525,False,,,Świętego Marcina,residential,,True,60.268,"LINESTRING (17.0712911 52.4101393, 17.0712536 52.4100815, 17.0711955 52.4100097, 17.071108 52.4099164, 17.0710235 52.4098325, 17.0709639 52.4097814, 17.0708999 52.4097361, 17.0708139 52.4096878)",,,
186525119,False,,,Strzelecka,residential,50,False,202.584,"LINESTRING (17.0753819 52.4094055, 17.0753108 52.4094096, 17.0752251 52.409416, 17.0751128 52.4094266, 17.0749641 52.4094422, 17.0744786 52.4094933, 17.0742262 52.4095153, 17.0739719 52.4095358, 17.0738885 52.4095414, 17.073781 52.4095463, 17.0736527 52.409551, 17.0733589 52.4095616, 17.0732273 52.4095679, 17.0731738 52.4095714, 17.0731292 52.409575, 17.073055 52.4095831, 17.0729767 52.4095929, 17.0724308 52.4096679)",,,
562463565,True,,,Jana Kilińskiego,residential,,False,224.863,"LINESTRING (17.0753819 52.4094055, 17.0755151 52.4093995, 17.0758596 52.4093797, 17.0764483 52.4093482, 17.0775537 52.4092957, 17.0786856 52.4092386)",,,
579973168,False,2,,Piaski,residential,50,False,93.71400000000001,"LINESTRING (17.0753819 52.4094055, 17.0754074 52.4094454, 17.0754312 52.4094853, 17.0754485 52.4095183, 17.0754762 52.4095783, 17.0755191 52.4096782, 17.0756933 52.4101097, 17.075709 52.4101564, 17.075711 52.4101628, 17.0757121 52.41017, 17.075712 52.4101769, 17.0757109 52.4101864, 17.0757091 52.4101987, 17.0757044 52.4102212)",,,
604993385,False,2,,Piaski,residential,50,True,86.227,"LINESTRING (17.0753819 52.4094055, 17.075292 52.4092664, 17.0750221 52.4088327, 17.0749283 52.4086811)",,,
172616202,False,,,Kórnicka,residential,,False,77.76999999999998,"LINESTRING (17.0786856 52.4092386, 17.0786684 52.409266, 17.0786511 52.4092899, 17.0786342 52.4093199, 17.0785958 52.4094101, 17.0785454 52.409538, 17.0785342 52.40957, 17.0785282 52.4095927, 17.0785264 52.4096177, 17.0785283 52.4096373, 17.078532 52.4096668, 17.0785394 52.409706, 17.0785474 52.4097443, 17.0785547 52.4097827, 17.0785609 52.4098183, 17.0785615 52.4098305, 17.0785604 52.4098427, 17.0785584 52.409854, 17.0785447 52.4099227)",,,
172616202,False,,,Kórnicka,residential,,True,156.505,"LINESTRING (17.0786856 52.4092386, 17.0786985 52.4092041, 17.0787055 52.4091672, 17.0787124 52.4091012, 17.0787045 52.4090382, 17.0786882 52.4089735, 17.0785624 52.4085658, 17.0783425 52.407853)",,,
187281069,False,,,Jana Kilińskiego,residential,,True,77.834,"LINESTRING (17.0786856 52.4092386, 17.0794464 52.4091993, 17.079642 52.4091893, 17.0797206 52.4091852, 17.0797618 52.4091834, 17.0797984 52.409183, 17.0798138 52.4091842, 17.0798281 52.4091876)",,,
298329799,False,,,Plac Niezłomnych,residential,,True,6.323,"LINESTRING (17.0749128 52.4109984, 17.0748681 52.4110483)",,,
186526264,True,,,Plac Niezłomnych,residential,,False,69.882,"LINESTRING (17.0749128 52.4109984, 17.0748876 52.4109249, 17.0747495 52.4105225, 17.0747377 52.4104876, 17.0747007 52.4103834)",,,
