osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,width,junction
27668744,2,Szkolna,residential,50,False,False,111.682,"LINESTRING (14.5688358 53.5496726, 14.56929 53.5497644, 14.5698466 53.5498766, 14.5703332 53.5499761, 14.5704337 53.5500002)",,,,
27668744,2,Szkolna,residential,50,False,True,84.58,"LINESTRING (14.5688358 53.5496726, 14.5681217 53.5495283, 14.5676233 53.5494284)",,,,
173574460,1,Bartłomieja,residential,50,True,False,143.48399999999998,"LINESTRING (14.5688358 53.5496726, 14.5688636 53.5496156, 14.5694274 53.5484718, 14.569446 53.5484342)",,,,
181309337,2,Hugona Kołłątaja,residential,50,False,False,43.944,"LINESTRING (14.5706199 53.5518514, 14.5705614 53.5519383, 14.570519 53.5520055, 14.5704393 53.5521474, 14.5703996 53.5522241)",,,,
386823750,2,Grunwaldzka,secondary,50,False,True,51.817,"LINESTRING (14.5706199 53.5518514, 14.5710161 53.5519178, 14.5710861 53.5519292, 14.5711619 53.5519407, 14.5712385 53.5519509, 14.5713143 53.5519599, 14.5713796 53.551966)",114,,,
706332066,2,Grunwaldzka,secondary,50,False,True,35.821,"LINESTRING (14.5706199 53.5518514, 14.570452 53.5518259, 14.5700922 53.5517774)",114,,,
"[706332068, 446301383]",2,Hugona Kołłątaja,residential,50,False,False,190.786,"LINESTRING (14.5706199 53.5518514, 14.5707276 53.5516699, 14.5707773 53.551586, 14.5709259 53.5513494, 14.5710015 53.5512279, 14.5710492 53.5511509, 14.5711504 53.5509874, 14.5713494 53.5506574, 14.5713964 53.5505798, 14.5714636 53.5504738, 14.571563 53.5503203, 14.5716096 53.5502396)",,,,
173574524,2,Słoneczna,residential,50,False,True,87.547,"LINESTRING (14.572894 53.5504025, 14.5726786 53.5503992, 14.5726135 53.5503969, 14.5725278 53.5503939, 14.5723672 53.550383, 14.5722282 53.5503659, 14.5720414 53.5503377, 14.5717619 53.5502726, 14.5716096 53.5502396)",,,,
"[173574504, 306386885]","['1', '2']",Emilii Plater,residential,50,False,True,136.19,"LINESTRING (14.572894 53.5504025, 14.5728635 53.5503059, 14.5728273 53.5501851, 14.5728043 53.5501085, 14.5727901 53.5500627, 14.5727666 53.5499722, 14.5727381 53.5498547, 14.5726802 53.5496375, 14.5726424 53.5495559, 14.5725776 53.5495076, 14.572509 53.5494694, 14.5724045 53.5494394, 14.5723036 53.5494163, 14.5721833 53.5493977, 14.5721183 53.5493876)",,,,
706332062,2,Grunwaldzka,secondary,50,False,False,36.858,"LINESTRING (14.5695468 53.5517075, 14.5700922 53.5517774)",114,,,
150094062,2,Grunwaldzka,secondary,50,False,True,152.946,"LINESTRING (14.5695468 53.5517075, 14.5694323 53.5516933, 14.5693334 53.5516803, 14.5689094 53.5516262, 14.5685999 53.5515869, 14.5684944 53.5515733, 14.5681531 53.5515293, 14.5680152 53.5515115, 14.567897 53.5514968, 14.5677125 53.5514732, 14.5672828 53.5514198)",114,,,
173574391,2,Generała Władysława Sikorskiego,residential,50,False,False,198.69199999999998,"LINESTRING (14.5695468 53.5517075, 14.5695837 53.5516231, 14.5698118 53.5511786, 14.5699559 53.5508979, 14.5703879 53.5500828, 14.5704337 53.5500002)",,,,
27668744,2,Szkolna,residential,50,False,True,111.68199999999999,"LINESTRING (14.5704337 53.5500002, 14.5703332 53.5499761, 14.5698466 53.5498766, 14.56929 53.5497644, 14.5688358 53.5496726)",,,,
173574391,2,Generała Władysława Sikorskiego,residential,50,False,True,198.692,"LINESTRING (14.5704337 53.5500002, 14.5703879 53.5500828, 14.5699559 53.5508979, 14.5698118 53.5511786, 14.5695837 53.5516231, 14.5695468 53.5517075)",,,,
306296631,1,Generała Władysława Sikorskiego,residential,50,True,False,150.18400000000003,"LINESTRING (14.5704337 53.5500002, 14.5704662 53.5499412, 14.570484 53.5499065, 14.5707824 53.5491153, 14.570905 53.5487375, 14.570906 53.5486808)",,,,
706332063,2,Szkolna,residential,50,False,False,82.145,"LINESTRING (14.5704337 53.5500002, 14.5705259 53.5500242, 14.5707323 53.5500672, 14.5709714 53.5501142, 14.5714158 53.5502019, 14.5716096 53.5502396)",,,,
150094062,2,Grunwaldzka,secondary,50,False,False,152.94600000000003,"LINESTRING (14.5672828 53.5514198, 14.5677125 53.5514732, 14.567897 53.5514968, 14.5680152 53.5515115, 14.5681531 53.5515293, 14.5684944 53.5515733, 14.5685999 53.5515869, 14.5689094 53.5516262, 14.5693334 53.5516803, 14.5694323 53.5516933, 14.5695468 53.5517075)",114,,,
