osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,bridge,junction
210233738,Antoniego Abrahama,residential,False,True,130.118,"LINESTRING (18.3903576 54.5685307, 18.3905156 54.5684519, 18.3918853 54.5677659)",,,,,
258617676,Antoniego Abrahama,residential,False,True,119.38300000000001,"LINESTRING (18.3903576 54.5685307, 18.3902817 54.5685693, 18.3902321 54.5685948, 18.3901747 54.5686243, 18.389781 54.5688264, 18.3889648 54.5692383)",,,,,
"[634973739, 634973742, 664699377, 227667476, 258602516]",Starowiejska,secondary,False,False,359.87,"LINESTRING (18.3903576 54.5685307, 18.3902409 54.5684488, 18.3900006 54.5682803, 18.3898184 54.5681604, 18.3897366 54.5681093, 18.3896667 54.5680765, 18.3895011 54.5680395, 18.3893702 54.5680289, 18.3892128 54.5680274, 18.3890981 54.5680391, 18.3890728 54.5680417, 18.3889608 54.5680735, 18.3888245 54.5681345, 18.3887616 54.5681686, 18.3887125 54.5681952, 18.3886025 54.5682613, 18.3885095 54.5683352, 18.388414 54.5684319, 18.3883541 54.5685109, 18.3883144 54.5685905, 18.3882768 54.5687155, 18.3881765 54.5690374, 18.3880825 54.5692107, 18.3880514 54.5692461, 18.3879795 54.5693278, 18.3878448 54.56943, 18.3876529 54.5695416, 18.3870182 54.5698779)",2,40,,,
664699377,Starowiejska,secondary,False,True,148.05100000000002,"LINESTRING (18.3903576 54.5685307, 18.3905298 54.5686475, 18.3909953 54.5689631, 18.3910092 54.5689734, 18.3912007 54.5691156, 18.3912855 54.5691977, 18.391352 54.5692621, 18.3914068 54.5693236, 18.3914983 54.5694429, 18.3915231 54.5694826, 18.3916148 54.5696296)",,,,,
258602223,Grunwaldzka,secondary,True,False,38.724000000000004,"LINESTRING (18.3874232 54.5710966, 18.3871912 54.5709021, 18.3870766 54.5708122)",2,50,,,
1091707020,Grunwaldzka,primary,True,False,21.386000000000003,"LINESTRING (18.3874232 54.5710966, 18.3873326 54.5711647, 18.3872045 54.5712408)",2,50,468,,
40924199,Franciszka Żwirki i Stanisława Wigury,secondary_link,True,False,29.685000000000002,"LINESTRING (18.3876567 54.5712904, 18.3873895 54.5712562, 18.3872045 54.5712408)",1,50,,,
529148989,Franciszka Żwirki i Stanisława Wigury,secondary,True,False,26.3,"LINESTRING (18.3876567 54.5712904, 18.387486 54.571155, 18.3874232 54.5710966)",2,50,,,
27099310,Franciszka Żwirki i Stanisława Wigury,secondary,True,False,25.677999999999997,"LINESTRING (18.3880469 54.5712777, 18.3878028 54.5713073, 18.3876567 54.5712904)",3,50,,,
42831071,Franciszka Żwirki i Stanisława Wigury,tertiary,True,False,40.53,"LINESTRING (18.3880469 54.5712777, 18.3878481 54.5714815, 18.3877266 54.5715912)",1,50,,,
27099284,Starowiejska,secondary,True,False,44.425,"LINESTRING (18.3870766 54.5708122, 18.386909 54.5706696, 18.386673 54.5704885)",1,40,,,
227663264,Grunwaldzka,primary,True,False,36.856,"LINESTRING (18.3870766 54.5708122, 18.3873696 54.5706263, 18.3874554 54.5705641)",3,50,468,,
27099312,Henryka Dąbrowskiego,secondary,True,False,25.899,"LINESTRING (18.3884344 54.570911, 18.3882308 54.5711118)",1,50,,,
"[1239819662, 529148996, 27099230]",Henryka Dąbrowskiego,secondary,False,True,138.379,"LINESTRING (18.3884344 54.570911, 18.3884695 54.5708829, 18.3887195 54.5706824, 18.3889584 54.57052, 18.3890577 54.5704651, 18.3891795 54.5704096, 18.3893185 54.5703587, 18.3897448 54.5702137, 18.3900418 54.5701164)","['4', '3']",50,,,
27099315,Henryka Dąbrowskiego,secondary,True,False,23.888,"LINESTRING (18.3878086 54.5707878, 18.3880822 54.5709327)",2,50,,,
27099252,Grunwaldzka,primary,True,False,42.408,"LINESTRING (18.3878086 54.5707878, 18.3875177 54.5710304, 18.3874232 54.5710966)",2,50,468,,
27099320,Grunwaldzka,secondary,True,False,33.721,"LINESTRING (18.3874554 54.5705641, 18.3878086 54.5707878)",2,50,,,
"[27099388, 29438429, 29438430]","['Grunwaldzka', 'Jana III Sobieskiego']",primary,True,False,528.996,"LINESTRING (18.3874554 54.5705641, 18.3876375 54.5704385, 18.3878151 54.5703081, 18.3879819 54.5701456, 18.3881297 54.5699515, 18.3882252 54.5698227, 18.3883034 54.5696721, 18.3883693 54.5695447, 18.3885783 54.5689535, 18.3888098 54.5683189, 18.3891478 54.5673308, 18.3893346 54.5667833, 18.3894778 54.566422, 18.3895505 54.5662806, 18.3895842 54.5662229, 18.3896939 54.5660347)",2,50,468,yes,
624042434,Rondo dh. Harcmistrza Alojzego Voigt,secondary,True,False,10.504,"LINESTRING (18.3867741 54.5701114, 18.3868021 54.5701384, 18.386816 54.5701688, 18.3868146 54.5702003)",,,,,roundabout
624042434,Rondo dh. Harcmistrza Alojzego Voigt,secondary,True,False,9.375,"LINESTRING (18.3866497 54.5700713, 18.3866966 54.5700784, 18.386739 54.570092, 18.3867741 54.5701114)",,,,,roundabout
1253419055,Starowiejska,secondary,True,False,32.193,"LINESTRING (18.3866497 54.5700713, 18.3867448 54.5700041, 18.3870182 54.5698779)",,,,,
"[624042433, 624092323]",Rondo dh. Harcmistrza Alojzego Voigt,secondary,True,False,24.737000000000002,"LINESTRING (18.3864417 54.5702152, 18.3864329 54.5701848, 18.3864389 54.5701542, 18.3864602 54.5701246, 18.3864951 54.5700997, 18.3865408 54.5700817, 18.3865935 54.5700719, 18.3866497 54.5700713)",,,,,roundabout
27099430,Starowiejska,secondary,True,False,57.822,"LINESTRING (18.3868146 54.5702003, 18.3869115 54.5702534, 18.3872052 54.5704169, 18.3872621 54.5704503, 18.3874554 54.5705641)",2,50,,,
573590799,Rondo dh. Harcmistrza Alojzego Voigt,secondary,True,False,28.292,"LINESTRING (18.3868146 54.5702003, 18.3867943 54.5702347, 18.386756 54.5702634, 18.3867037 54.5702835, 18.3866431 54.5702928, 18.3865805 54.5702902, 18.3865227 54.5702761, 18.3864758 54.570252)",,,,,roundabout
228176821,Franciszka Żwirki i Stanisława Wigury,tertiary,False,False,120.061,"LINESTRING (18.3873835 54.573508, 18.3874072 54.5733746, 18.3874741 54.572955, 18.3875576 54.572433)",,40,,,
228176821,Franciszka Żwirki i Stanisława Wigury,tertiary,False,True,116.297,"LINESTRING (18.3873835 54.573508, 18.3873577 54.5736532, 18.3872396 54.574393, 18.387215 54.5745493)",,40,,,
29438430,Jana III Sobieskiego,primary,True,False,24.993,"LINESTRING (18.3896939 54.5660347, 18.3897116 54.5660072, 18.3898298 54.5658242)",2,50,468,,
145084052,Towarowa,tertiary,True,False,17.266000000000002,"LINESTRING (18.3896939 54.5660347, 18.3896642 54.5659962, 18.3896377 54.5659737, 18.389603 54.5659559, 18.3895592 54.5659416, 18.3895093 54.5659343)",,30,,,
42831075,Potokowa,residential,True,False,53.687,"LINESTRING (18.3858477 54.570547, 18.3859259 54.570476, 18.3860467 54.5704159, 18.3860624 54.5704058, 18.3862223 54.5703439, 18.3863657 54.5702669, 18.3864417 54.5702152)",,,,,
95388148,Potokowa,residential,False,True,294.055,"LINESTRING (18.3858477 54.570547, 18.3854432 54.570459, 18.3854167 54.5704553, 18.3852745 54.5704357, 18.3851353 54.5704477, 18.3850423 54.5704707, 18.384951 54.5705074, 18.3847328 54.5706178, 18.3842742 54.570846, 18.3826479 54.5716604, 18.3825794 54.5717276, 18.3825366 54.5717868, 18.3825353 54.5718498, 18.3825833 54.5718988, 18.3826605 54.5719435)",,,,,
"[43226709, 53395454]","['Piaskowa', 'Przemysłowa']",residential,False,True,389.423,"LINESTRING (18.3826605 54.5719435, 18.3797931 54.5735836, 18.3806159 54.5737777, 18.3812079 54.5739194, 18.3813608 54.5739748, 18.3815243 54.574065, 18.3815812 54.5740964)",,,,,
95388148,Potokowa,residential,False,False,294.05500000000006,"LINESTRING (18.3826605 54.5719435, 18.3825833 54.5718988, 18.3825353 54.5718498, 18.3825366 54.5717868, 18.3825794 54.5717276, 18.3826479 54.5716604, 18.3842742 54.570846, 18.3847328 54.5706178, 18.384951 54.5705074, 18.3850423 54.5704707, 18.3851353 54.5704477, 18.3852745 54.5704357, 18.3854167 54.5704553, 18.3854432 54.570459, 18.3858477 54.570547)",,,,,
"[1053452784, 95388141]",Potokowa,residential,True,False,146.35299999999998,"LINESTRING (18.3826605 54.5719435, 18.3828575 54.5720252, 18.3834603 54.5723086, 18.3835913 54.5723681, 18.3836696 54.5724058, 18.3838505 54.5724957, 18.3840085 54.5725409, 18.3841174 54.5725318, 18.3845068 54.5723904)",,50,,,
38247095,Franciszka Żwirki i Stanisława Wigury,tertiary,True,False,33.779,"LINESTRING (18.3877266 54.5715912, 18.387693 54.5714005, 18.3876567 54.5712904)",1,50,,,
529148986,Franciszka Żwirki i Stanisława Wigury,tertiary,False,True,94.265,"LINESTRING (18.3877266 54.5715912, 18.3876546 54.5718648, 18.3875753 54.5723191, 18.3875576 54.572433)",,50,,,
57852080,Henryka Sienkiewicza,residential,False,False,75.976,"LINESTRING (18.387215 54.5745493, 18.3873462 54.5745009, 18.3874252 54.5744747, 18.3874849 54.5744549, 18.3876147 54.5744057, 18.387681 54.5743806, 18.3882077 54.5741811)",,40,,,
