osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access
32224926,2,Poznańska,tertiary,40,False,True,164.36,"LINESTRING (17.0089983 52.5735588, 17.009088 52.5737265, 17.0091572 52.5738554, 17.0092974 52.5741164, 17.0093412 52.5741981, 17.0095696 52.5745923, 17.0097958 52.5749549)",,
551341658,2,Poznańska,tertiary,40,False,False,44.744,"LINESTRING (17.0089983 52.5735588, 17.0089363 52.5734373, 17.0089226 52.5734159, 17.008796 52.5731757)",,
220215865,2,Poznańska,tertiary,40,False,True,63.56,"LINESTRING (17.0085032 52.5726325, 17.0085604 52.5727387, 17.0086122 52.5728348, 17.008796 52.5731757)",,
230438228,2,Mściszewska,tertiary,50,False,True,201.594,"LINESTRING (17.0085032 52.5726325, 17.0082925 52.5726824, 17.0068879 52.573026, 17.0060793 52.5732238, 17.0059395 52.573258, 17.0057349 52.573308)",,
163577819,2,Plac Powstańców Wielkopolskich,tertiary,40,False,False,64.33999999999999,"LINESTRING (17.0096772 52.5763141, 17.0097087 52.5762627, 17.0097673 52.5761861, 17.0098202 52.5761184, 17.0098776 52.5760328, 17.009917 52.5759624, 17.0099396 52.5759062, 17.0099598 52.5758433, 17.0099711 52.575768)",,
172795509,1,Plac Powstańców Wielkopolskich,residential,50,True,False,73.359,"LINESTRING (17.0096772 52.5763141, 17.0099661 52.5762347, 17.0104806 52.5760924, 17.0105644 52.5760717, 17.0106675 52.5760439)",,
230438227,2,Plac Powstańców Wielkopolskich,residential,50,False,True,23.526000000000003,"LINESTRING (17.0096772 52.5763141, 17.0095168 52.576323, 17.0094093 52.5763167, 17.0093405 52.576293)",,
378793517,2,Rogozińska,tertiary,40,False,True,105.546,"LINESTRING (17.0096772 52.5763141, 17.0096637 52.5763517, 17.0096637 52.5763907, 17.0096848 52.5764337, 17.0102399 52.5771886)",,
32224926,2,Poznańska,tertiary,40,False,False,164.35999999999999,"LINESTRING (17.0097958 52.5749549, 17.0095696 52.5745923, 17.0093412 52.5741981, 17.0092974 52.5741164, 17.0091572 52.5738554, 17.009088 52.5737265, 17.0089983 52.5735588)",,
172795512,1,Plac Powstańców Wielkopolskich,residential,50,True,False,92.126,"LINESTRING (17.0097958 52.5749549, 17.0099653 52.5751113, 17.0100652 52.5752191, 17.0104096 52.5756924)",,
245204763,2,Plac Powstańców Wielkopolskich,tertiary,40,False,True,41.434,"LINESTRING (17.0097958 52.5749549, 17.0099213 52.5751963, 17.0099509 52.5753144)",,
"[172795506, 358546762]","['1', '2']",Mostowa,unclassified,40,True,False,322.95899999999995,"LINESTRING (17.008796 52.5731757, 17.0090226 52.573137, 17.0094297 52.5730689, 17.0098274 52.5730023, 17.0100405 52.5729666, 17.0103621 52.5729128, 17.0108738 52.5728271, 17.0110668 52.5728016, 17.0112248 52.5727931, 17.0113778 52.572795, 17.0115759 52.5728049, 17.0117241 52.5728088, 17.011852 52.5728122, 17.0119549 52.5728072, 17.0120246 52.5728012, 17.0121341 52.5727793, 17.0123907 52.5727237, 17.0125168 52.5727027, 17.0126308 52.5727, 17.0131304 52.5727103, 17.0133033 52.5727034, 17.0134523 52.5726682)",,
220215865,2,Poznańska,tertiary,40,False,False,63.56,"LINESTRING (17.008796 52.5731757, 17.0086122 52.5728348, 17.0085604 52.5727387, 17.0085032 52.5726325)",,
551341658,2,Poznańska,tertiary,40,False,True,44.744,"LINESTRING (17.008796 52.5731757, 17.0089226 52.5734159, 17.0089363 52.5734373, 17.0089983 52.5735588)",,
32224935,2,Rogozińska,tertiary,40,False,False,200.43499999999997,"LINESTRING (17.0141331 52.5803008, 17.0140582 52.5802487, 17.0139489 52.5801828, 17.0129258 52.5796489, 17.0127316 52.5795462, 17.0121475 52.5792411, 17.0119126 52.579107)",,
230438228,2,Mściszewska,tertiary,50,False,False,201.59400000000002,"LINESTRING (17.0057349 52.573308, 17.0059395 52.573258, 17.0060793 52.5732238, 17.0068879 52.573026, 17.0082925 52.5726824, 17.0085032 52.5726325)",,
230438228,2,Mściszewska,tertiary,50,False,True,54.503,"LINESTRING (17.0057349 52.573308, 17.0056735 52.5733338, 17.0055934 52.5733803, 17.0055422 52.5734224, 17.0054524 52.5735138, 17.0052678 52.5737015)",,
270990028,,Starczanowska,residential,50,False,True,33.008,"LINESTRING (17.0035747 52.5750099, 17.0036532 52.5751884, 17.0036788 52.5752994)",,
"[1169724565, 45074487]",2,Mściszewska,tertiary,50,False,False,186.20399999999998,"LINESTRING (17.0035747 52.5750099, 17.0037836 52.5749298, 17.0039746 52.5747758, 17.0045594 52.5742593, 17.004846 52.5740336, 17.0049429 52.5739579, 17.0049691 52.5739358, 17.0052678 52.5737015)",,
220219026,,Jodłowa,residential,50,False,False,11.536,"LINESTRING (17.0119126 52.579107, 17.0117943 52.5791818)",,
32224935,2,Rogozińska,tertiary,40,False,False,162.224,"LINESTRING (17.0119126 52.579107, 17.0116832 52.5789652, 17.0115972 52.5789064, 17.0114939 52.5788346, 17.0114 52.5787595, 17.0113418 52.5786981, 17.0112539 52.5786013, 17.0111683 52.5784973, 17.0110827 52.5783803, 17.010709 52.5778619)",,
32224935,2,Rogozińska,tertiary,40,False,True,200.435,"LINESTRING (17.0119126 52.579107, 17.0121475 52.5792411, 17.0127316 52.5795462, 17.0129258 52.5796489, 17.0139489 52.5801828, 17.0140582 52.5802487, 17.0141331 52.5803008)",,
521941714,,Tartaczna,residential,,False,True,415.88300000000004,"LINESTRING (17.0119126 52.579107, 17.0119925 52.5790659, 17.0124989 52.578772, 17.0130118 52.5786766, 17.0133367 52.5785755, 17.0138503 52.5783569, 17.0140335 52.5782372, 17.014448 52.5780616, 17.0145394 52.5780248, 17.01495 52.5778594, 17.0154076 52.5776764, 17.0158652 52.5774934, 17.0163714 52.5773043, 17.0169528 52.5770939, 17.0170225 52.5770722)",,
"[403506864, 172795494]",2,Gnieźnieńska,unclassified,"['40', '50']",False,False,145.03,"LINESTRING (17.0143572 52.5720189, 17.0145307 52.5721301, 17.0151509 52.5725, 17.015395 52.5726213, 17.0155701 52.5726974, 17.0156953 52.5727348, 17.0158152 52.5727561, 17.0159202 52.5727632, 17.0160444 52.5727599)",,
"[172795494, 172795502, 172795503, 403506865, 599043547]",2,"['Gnieźnieńska', 'Kolejowa']",unclassified,"['40', '30', '50']",False,True,176.72400000000005,"LINESTRING (17.0143572 52.5720189, 17.0141168 52.5718865, 17.0140383 52.5718549, 17.0139513 52.571833, 17.0138408 52.5718207, 17.0137362 52.5718234, 17.013624 52.571835, 17.0132506 52.5719374, 17.0131746 52.5719732, 17.0131266 52.5720079, 17.0130921 52.5720453, 17.0130726 52.5720881, 17.0130576 52.5721383, 17.0130666 52.5721793, 17.0130846 52.5722304, 17.0131291 52.5722936, 17.01326 52.572432, 17.0133148 52.5724979, 17.0133724 52.5725663, 17.0134523 52.5726682)",viaduct,
