osmid,highway,oneway,reversed,length,geometry,name,ref,maxspeed,lanes,width,bridge
899990791,residential,False,False,54.869,"LINESTRING (20.8948293 49.3551135, 20.895006 49.3552219, 20.8951374 49.3553094, 20.8953028 49.3554159, 20.8953657 49.3554617)",Antoniego Kity,,,,,
"[101082047, 931221471]",residential,True,False,87.279,"LINESTRING (20.8948293 49.3551135, 20.894886 49.355083, 20.8952397 49.3548966, 20.8956706 49.3546353, 20.8957358 49.354597)",Krótka,,,,,
101082065,residential,True,False,57.995999999999995,"LINESTRING (20.8958476 49.3557258, 20.8958995 49.3556928, 20.8961333 49.3555437, 20.8963663 49.3554373, 20.8964764 49.3554126)",Rynek,,,,,
899990791,residential,False,True,31.023,"LINESTRING (20.8958476 49.3557258, 20.8957713 49.3556884, 20.8955169 49.3555486)",Antoniego Kity,,,,,
931221483,residential,False,False,136.23400000000004,"LINESTRING (20.8958476 49.3557258, 20.8959545 49.3557863, 20.896115 49.3558699, 20.8966578 49.3562189, 20.8968553 49.3563515, 20.8970066 49.3564691, 20.8970645 49.3565142, 20.8971524 49.3566026)",Rynek,,,,,
838517872,residential,False,False,194.02700000000002,"LINESTRING (20.8971524 49.3566026, 20.8972464 49.3567157, 20.8972893 49.3567583, 20.8977638 49.3572299, 20.8978968 49.3573205, 20.8980573 49.3574119, 20.8983222 49.3575462, 20.898949 49.3578661)",Kościelna,,,,,
838517874,residential,False,False,113.055,"LINESTRING (20.8971524 49.3566026, 20.8970885 49.3566451, 20.8967735 49.3568529, 20.8960661 49.3573327)",Romana Dmowskiego,,,,,
931221483,residential,False,True,136.23399999999998,"LINESTRING (20.8971524 49.3566026, 20.8970645 49.3565142, 20.8970066 49.3564691, 20.8968553 49.3563515, 20.8966578 49.3562189, 20.896115 49.3558699, 20.8959545 49.3557863, 20.8958476 49.3557258)",Rynek,,,,,
349351119,residential,False,True,45.022,"LINESTRING (20.8969171 49.3540495, 20.8971545 49.3536753)",Ogrodowa,,,,,
101082038,residential,True,False,262.894,"LINESTRING (20.8969171 49.3540495, 20.8946356 49.3530054, 20.8945019 49.3529833, 20.8943548 49.3530028, 20.8941514 49.3530991, 20.8940261 49.3531634, 20.8939178 49.3532235)",Zefirka,,,,,
101081966,residential,False,True,133.625,"LINESTRING (20.9014813 49.3576257, 20.9006447 49.357241, 20.9 49.35691)",Rolanda,,,,,
571437760,residential,False,False,45.232,"LINESTRING (20.8943653 49.3548432, 20.8945178 49.3549127, 20.8946071 49.354966, 20.8948293 49.3551135)",Antoniego Kity,,,,,
571437760,residential,False,True,87.79299999999999,"LINESTRING (20.8943653 49.3548432, 20.89403 49.3547393, 20.8938176 49.3546821, 20.8935629 49.3546146, 20.893384 49.3545407, 20.8932634 49.3545215)",Antoniego Kity,,,,,
101081987,residential,False,False,130.755,"LINESTRING (20.898949 49.3578661, 20.8989955 49.3578238, 20.9 49.35691)",,,,,,
838517872,residential,False,False,239.943,"LINESTRING (20.898949 49.3578661, 20.9010405 49.3590606, 20.9013327 49.3592579, 20.9013995 49.3593152)",Kościelna,,,,,
838517872,residential,False,True,194.027,"LINESTRING (20.898949 49.3578661, 20.8983222 49.3575462, 20.8980573 49.3574119, 20.8978968 49.3573205, 20.8977638 49.3572299, 20.8972893 49.3567583, 20.8972464 49.3567157, 20.8971524 49.3566026)",Kościelna,,,,,
174163316,residential,False,True,185.459,"LINESTRING (20.8932707 49.3521642, 20.8932165 49.3521472, 20.8926252 49.3519024, 20.8924888 49.3518721, 20.8923945 49.3519122, 20.8921545 49.3521077, 20.8919633 49.3522162, 20.8916462 49.3523963, 20.8916041 49.3524202, 20.8915843 49.3524516, 20.8916256 49.3525899, 20.8916816 49.3526876)",,,,,,
463324649,tertiary,False,False,55.599000000000004,"LINESTRING (20.8932707 49.3521642, 20.8934649 49.3518653, 20.8935672 49.351703)",Józefa Piłsudskiego,,,,7,
463324649,tertiary,False,True,126.61,"LINESTRING (20.8932707 49.3521642, 20.8932162 49.3522957, 20.8931973 49.3523676, 20.8931949 49.3524481, 20.8932324 49.3525644, 20.8932737 49.3526534, 20.8933624 49.3527678, 20.8934048 49.3528099, 20.893604 49.3529889, 20.8938448 49.3531673)",Józefa Piłsudskiego,,,,7,
101081966,residential,False,False,133.625,"LINESTRING (20.9 49.35691, 20.9006447 49.357241, 20.9014813 49.3576257)",Rolanda,,,,,
"[27161778, 101082045, 101081966]",residential,False,"[False, True]",355.877,"LINESTRING (20.9 49.35691, 20.8982899 49.3560298, 20.8981893 49.3559849, 20.89809 49.3559833, 20.8979943 49.3560025, 20.8975575 49.3562415, 20.897433 49.3563062, 20.8973689 49.3562609, 20.8972707 49.3561915, 20.8971402 49.3560914, 20.8970796 49.356045, 20.8970241 49.3559982, 20.89672 49.3557313, 20.8967 49.3557138, 20.8964764 49.3554126)","['Rynek', 'Rolanda']",,,,,
101081987,residential,False,True,130.755,"LINESTRING (20.9 49.35691, 20.8989955 49.3578238, 20.898949 49.3578661)",,,,,,
232678954,residential,False,True,216.96500000000003,"LINESTRING (20.9 49.35691, 20.9000473 49.35687, 20.9002123 49.3567142, 20.9003324 49.3565549, 20.900368 49.3564471, 20.900361 49.3563681, 20.9000667 49.3560351, 20.8998903 49.3559076, 20.899712 49.3558113, 20.8996101 49.3557599, 20.8996375 49.3556922, 20.8998182 49.3555424, 20.9000809 49.3553041)",,,,,,
"[104229684, 791161062]",secondary,False,False,416.172,"LINESTRING (20.9006335 49.3595207, 20.9000441 49.3594056, 20.8997082 49.3593308, 20.8994169 49.3592391, 20.8991645 49.3591422, 20.8989312 49.3590308, 20.8986134 49.3588415, 20.8977723 49.3583415, 20.8973941 49.3581317, 20.897052 49.3579722, 20.8968755 49.3578904, 20.8965045 49.3577361, 20.8958802 49.3574941)",Świętego Jana Pawła II,971,"['70', '50']",3,,
899990790,secondary,True,False,61.266999999999996,"LINESTRING (20.9006335 49.3595207, 20.9009468 49.3595479, 20.9014699 49.359603)",Świętego Jana Pawła II,971,50,,,
"[816098139, 104231375]",secondary,False,True,21.841,"LINESTRING (20.8920503 49.3533977, 20.8919352 49.3533424, 20.8917987 49.3532899)",,971,,2,,yes
104231382,secondary,True,False,76.167,"LINESTRING (20.8920503 49.3533977, 20.89246 49.353581, 20.8928296 49.3537606, 20.8929047 49.3537968)",,971,,2,,
252896810,secondary,True,False,5.046,"LINESTRING (20.8931415 49.3539171, 20.8931935 49.3539473)",Obwodnica Muszyny,971,,,,
482291230,tertiary,True,False,35.272999999999996,"LINESTRING (20.8931415 49.3539171, 20.8931724 49.3538564, 20.8932252 49.3537587, 20.8933045 49.3536182)",Świętego Jana Pawła II,,,,,
899990789,residential,False,True,7.55,"LINESTRING (20.9014619 49.3596707, 20.9014699 49.359603)",Kościelna,,,,,
704218877,secondary,True,False,62.431000000000004,"LINESTRING (20.9014619 49.3596707, 20.9012296 49.3596431, 20.9009322 49.3595934, 20.9006335 49.3595207)",Świętego Jana Pawła II,971,50,,,
422594405,tertiary,True,False,17.191,"LINESTRING (20.8930507 49.3540923, 20.8930977 49.3539795, 20.8931218 49.3539452)",Świętego Jana Pawła II,,,1,,
571437753,secondary,True,False,20.956,"LINESTRING (20.8930507 49.3540923, 20.8930349 49.3540031, 20.8930167 49.3539713, 20.8929612 49.3539176)",,971,,1,,
571437751,tertiary,True,False,5.199,"LINESTRING (20.8931935 49.3539473, 20.8931218 49.3539452)",,,,,,
571437752,secondary,True,False,93.084,"LINESTRING (20.8931935 49.3539473, 20.8931806 49.3540157, 20.8931611 49.3541125, 20.8931129 49.3542716, 20.8930796 49.3544399, 20.8930748 49.3546002, 20.8930863 49.3546835, 20.8930637 49.3547771)",Świętego Jana Pawła II,971,70,1,,
101082034,residential,False,False,34.932,"LINESTRING (20.8917987 49.3532899, 20.8918224 49.3532202, 20.8918265 49.3532048, 20.8918405 49.3531518, 20.8918387 49.3530291, 20.8918858 49.3529888)",,,,,,
"[816098139, 104231375]",secondary,False,False,21.841,"LINESTRING (20.8917987 49.3532899, 20.8919352 49.3533424, 20.8920503 49.3533977)",,971,,2,,yes
349351119,residential,False,False,116.96000000000001,"LINESTRING (20.8983592 49.3519347, 20.8984015 49.3519885, 20.8983707 49.3521632, 20.8981457 49.3524474, 20.8977333 49.3528641)",Ogrodowa,,,,,
232678992,living_street,False,False,22.851,"LINESTRING (20.8961184 49.3525725, 20.8962056 49.352375)",,,,,,
349351119,residential,False,False,5.605,"LINESTRING (20.8977333 49.3528641, 20.8976905 49.3529061)",Ogrodowa,,,,,
232678992,living_street,False,True,158.001,"LINESTRING (20.8977333 49.3528641, 20.8975904 49.3527575, 20.8973864 49.3526064, 20.8967984 49.3523276, 20.8964144 49.352153, 20.8963344 49.3521452, 20.8962864 49.3521921, 20.8962056 49.352375)",,,,,,
349351119,residential,False,True,116.96000000000001,"LINESTRING (20.8977333 49.3528641, 20.8981457 49.3524474, 20.8983707 49.3521632, 20.8984015 49.3519885, 20.8983592 49.3519347)",Ogrodowa,,,,,
349351119,residential,False,True,5.605,"LINESTRING (20.8976905 49.3529061, 20.8977333 49.3528641)",Ogrodowa,,,,,
232678949,living_street,False,True,137.055,"LINESTRING (20.8976905 49.3529061, 20.8977944 49.3529113, 20.8980824 49.3528956, 20.8982944 49.3529347, 20.8985304 49.3529894, 20.8987184 49.3529946, 20.8988865 49.3529556, 20.8990825 49.3529113, 20.8992385 49.3529113, 20.8995305 49.3529503)",,,,,,
349351119,residential,False,False,94.005,"LINESTRING (20.8976905 49.3529061, 20.8976475 49.3529485, 20.8971545 49.3536753)",Ogrodowa,,,,,
232678949,living_street,False,False,137.05499999999998,"LINESTRING (20.8995305 49.3529503, 20.8992385 49.3529113, 20.8990825 49.3529113, 20.8988865 49.3529556, 20.8987184 49.3529946, 20.8985304 49.3529894, 20.8982944 49.3529347, 20.8980824 49.3528956, 20.8977944 49.3529113, 20.8976905 49.3529061)",,,,,,
349351119,residential,False,False,45.022,"LINESTRING (20.8971545 49.3536753, 20.8969171 49.3540495)",Ogrodowa,,,,,
232678962,residential,False,False,90.48,"LINESTRING (20.8971545 49.3536753, 20.8974129 49.353636, 20.8976064 49.3536637, 20.8978813 49.3537444, 20.8981483 49.3537595, 20.8983643 49.3537538)",,,,,,
349351119,residential,False,True,94.005,"LINESTRING (20.8971545 49.3536753, 20.8976475 49.3529485, 20.8976905 49.3529061)",Ogrodowa,,,,,
"[232678962, 232678954]",residential,False,False,145.31099999999998,"LINESTRING (20.9002878 49.354294, 20.9004804 49.3544565, 20.9006264 49.3545635, 20.9008201 49.3547096, 20.9005163 49.3549699, 20.9002749 49.3551592, 20.9000809 49.3553041)",,,,,,
232678962,residential,False,True,40.361000000000004,"LINESTRING (20.9002878 49.354294, 20.9001767 49.3541453, 20.9000838 49.3541075, 20.8999715 49.3540999, 20.8998964 49.3540803)",,,,,,
232678976,residential,False,False,104.60000000000001,"LINESTRING (20.9002878 49.354294, 20.9001797 49.3543825, 20.8995476 49.3549401, 20.8996236 49.3550651)",,,,,,
423497229,residential,False,True,21.507,"LINESTRING (20.8996236 49.3550651, 20.8994014 49.3549368)",,,,,,
232678976,residential,False,False,42.509,"LINESTRING (20.8996236 49.3550651, 20.8997677 49.3551303, 20.9000809 49.3553041)",,,,,,
232678976,residential,False,True,104.6,"LINESTRING (20.8996236 49.3550651, 20.8995476 49.3549401, 20.9001797 49.3543825, 20.9002878 49.354294)",,,,,,
101081998,residential,False,False,42.757000000000005,"LINESTRING (20.8962697 49.3551267, 20.8960832 49.3548975, 20.8959792 49.3547923)",Józefa Piłsudskiego,,,,,
101081998,residential,False,True,35.159,"LINESTRING (20.8962697 49.3551267, 20.8964281 49.355335, 20.8964764 49.3554126)",Józefa Piłsudskiego,,,,,
268606804,residential,False,False,72.501,"LINESTRING (20.8962697 49.3551267, 20.8962139 49.3551493, 20.8958989 49.3552851, 20.895703 49.3554033, 20.8955169 49.3555486)",Wąska,,,,,
899990791,residential,False,True,14.605,"LINESTRING (20.8955169 49.3555486, 20.8953657 49.3554617)",Antoniego Kity,,,,,
268606804,residential,False,True,72.501,"LINESTRING (20.8955169 49.3555486, 20.895703 49.3554033, 20.8958989 49.3552851, 20.8962139 49.3551493, 20.8962697 49.3551267)",Wąska,,,,,
899990791,residential,False,False,31.023,"LINESTRING (20.8955169 49.3555486, 20.8957713 49.3556884, 20.8958476 49.3557258)",Antoniego Kity,,,,,
"[104229684, 791161062]",secondary,False,True,416.172,"LINESTRING (20.8958802 49.3574941, 20.8965045 49.3577361, 20.8968755 49.3578904, 20.897052 49.3579722, 20.8973941 49.3581317, 20.8977723 49.3583415, 20.8986134 49.3588415, 20.8989312 49.3590308, 20.8991645 49.3591422, 20.8994169 49.3592391, 20.8997082 49.3593308, 20.9000441 49.3594056, 20.9006335 49.3595207)",Świętego Jana Pawła II,971,"['70', '50']",3,,
"[838517874, 931221484]",residential,False,True,22.475,"LINESTRING (20.8958802 49.3574941, 20.895929 49.3574482, 20.8959759 49.3574013, 20.8960661 49.3573327)",Romana Dmowskiego,,,,,
"[791332985, 422594402, 1242003870]",secondary,False,True,379.41999999999996,"LINESTRING (20.8958802 49.3574941, 20.8957585 49.3574442, 20.8950066 49.3571536, 20.8948355 49.3570793, 20.8946328 49.3569616, 20.8943634 49.3567837, 20.8941041 49.3565451, 20.8939611 49.3563408, 20.893843 49.3561801, 20.8936897 49.3559277, 20.8935126 49.355625, 20.8933296 49.3553201, 20.8931692 49.3550344, 20.8930824 49.3548339, 20.8930731 49.3548055, 20.8930637 49.3547771)",Świętego Jana Pawła II,971,"['70', '50']",3,,
232678992,living_street,False,True,22.851,"LINESTRING (20.8962056 49.352375, 20.8961184 49.3525725)",,,,,,
353008867,living_street,False,False,51.942,"LINESTRING (20.8962056 49.352375, 20.8955133 49.3522532)",,,,,,
232678992,living_street,False,False,158.001,"LINESTRING (20.8962056 49.352375, 20.8962864 49.3521921, 20.8963344 49.3521452, 20.8964144 49.352153, 20.8967984 49.3523276, 20.8973864 49.3526064, 20.8975904 49.3527575, 20.8977333 49.3528641)",,,,,,
353008867,living_street,False,True,51.942,"LINESTRING (20.8955133 49.3522532, 20.8962056 49.352375)",,,,,,
"[422594400, 388561501]","['residential', 'living_street']",False,"[False, True]",228.61299999999997,"LINESTRING (20.8960661 49.3573327, 20.8959647 49.357287, 20.8958807 49.3572469, 20.8957411 49.3572858, 20.8956581 49.3572953, 20.8955816 49.3572851, 20.89543 49.3572362, 20.8951397 49.3571213, 20.8948959 49.3570145, 20.8947639 49.3569397, 20.894344 49.3566353, 20.8940836 49.3563465, 20.8939106 49.3560446)",,,,,,
617166593,living_street,False,True,472.6189999999999,"LINESTRING (20.8960661 49.3573327, 20.896153 49.3573748, 20.8963782 49.3574923, 20.8967857 49.3577041, 20.8969469 49.3578155, 20.8970203 49.3578541, 20.8971783 49.3579251, 20.8974218 49.3580454, 20.8975987 49.3581404, 20.897819 49.3582718, 20.8990223 49.3589756, 20.8992964 49.3591105, 20.8996451 49.3592349, 20.8998767 49.359291, 20.9007404 49.3594673, 20.9008723 49.3594826, 20.9009589 49.3594823, 20.9011059 49.3594573, 20.9012098 49.3594264, 20.9013174 49.3593609, 20.9013995 49.3593152)",,,,,,
"[838517874, 931221484]",residential,False,False,22.475,"LINESTRING (20.8960661 49.3573327, 20.8959759 49.3574013, 20.895929 49.3574482, 20.8958802 49.3574941)",Romana Dmowskiego,,,,,
838517874,residential,False,True,113.05499999999999,"LINESTRING (20.8960661 49.3573327, 20.8967735 49.3568529, 20.8970885 49.3566451, 20.8971524 49.3566026)",Romana Dmowskiego,,,,,
899990791,residential,False,False,14.605,"LINESTRING (20.8953657 49.3554617, 20.8955169 49.3555486)",Antoniego Kity,,,,,
422594399,residential,False,False,129.702,"LINESTRING (20.8953657 49.3554617, 20.8953136 49.3554907, 20.895205 49.355551, 20.8950529 49.3556395, 20.8948952 49.3557218, 20.894368 49.3560051, 20.8942927 49.3560171, 20.8941507 49.3559885, 20.8940294 49.3559936, 20.893965 49.35602, 20.8939307 49.356036, 20.8939106 49.3560446)",,,,,,
899990791,residential,False,True,54.869,"LINESTRING (20.8953657 49.3554617, 20.8953028 49.3554159, 20.8951374 49.3553094, 20.895006 49.3552219, 20.8948293 49.3551135)",Antoniego Kity,,,,,
422594399,residential,False,True,129.702,"LINESTRING (20.8939106 49.3560446, 20.8939307 49.356036, 20.893965 49.35602, 20.8940294 49.3559936, 20.8941507 49.3559885, 20.8942927 49.3560171, 20.894368 49.3560051, 20.8948952 49.3557218, 20.8950529 49.3556395, 20.895205 49.355551, 20.8953136 49.3554907, 20.8953657 49.3554617)",,,,,,
"[422594400, 388561501]","['living_street', 'residential']",False,"[False, True]",228.61300000000003,"LINESTRING (20.8939106 49.3560446, 20.8940836 49.3563465, 20.894344 49.3566353, 20.8947639 49.3569397, 20.8948959 49.3570145, 20.8951397 49.3571213, 20.89543 49.3572362, 20.8955816 49.3572851, 20.8956581 49.3572953, 20.8957411 49.3572858, 20.8958807 49.3572469, 20.8959647 49.357287, 20.8960661 49.3573327)",,,,,,
"[422594400, 930820410]",living_street,False,True,130.10000000000002,"LINESTRING (20.8939106 49.3560446, 20.8938117 49.3559026, 20.893507 49.3553881, 20.8934841 49.3553249, 20.8934888 49.3552318, 20.8935282 49.3551501, 20.8936197 49.3550685, 20.8937585 49.3549929)",,,,,,
617166591,tertiary,True,False,38.519999999999996,"LINESTRING (20.8929047 49.3537968, 20.8929876 49.3537975, 20.8930723 49.3537906, 20.8931349 49.3537736, 20.8931705 49.3537567, 20.8932124 49.3537206, 20.8933045 49.3536182)",,,,,,
677256825,secondary,True,False,21.750999999999998,"LINESTRING (20.8929047 49.3537968, 20.8930272 49.3538591, 20.8931415 49.3539171)",,971,,,,
704218881,residential,False,False,8.186,"LINESTRING (20.8939178 49.3532235, 20.8938448 49.3531673)",Józefa Piłsudskiego,,,,,
704218881,residential,False,True,10.155,"LINESTRING (20.8939178 49.3532235, 20.8940073 49.3532938)",Józefa Piłsudskiego,,,,,
704218881,residential,False,False,10.155,"LINESTRING (20.8940073 49.3532938, 20.8939178 49.3532235)",Józefa Piłsudskiego,,,,,
422594407,residential,True,False,16.252,"LINESTRING (20.8940073 49.3532938, 20.8939012 49.3532718, 20.8938533 49.353273, 20.8937918 49.3532869)",,,,,,
"[704218880, 421965881]",residential,False,True,145.69199999999998,"LINESTRING (20.8940073 49.3532938, 20.8944693 49.3536967, 20.8948199 49.3539859, 20.8952062 49.354241, 20.8952971 49.3542956)",Józefa Piłsudskiego,,,3,,
"[571437758, 104229799]",tertiary,True,False,86.014,"LINESTRING (20.8937918 49.3532869, 20.8937328 49.3533354, 20.8936982 49.3533592, 20.8936363 49.3534118, 20.8935128 49.3535129, 20.8933834 49.3536472, 20.8932981 49.3537664, 20.89324 49.353868, 20.8932125 49.3539129, 20.8931935 49.3539473)",Świętego Jana Pawła II,,,2,,
704218881,residential,False,True,8.186,"LINESTRING (20.8938448 49.3531673, 20.8939178 49.3532235)",Józefa Piłsudskiego,,,,,
104229799,tertiary,True,False,13.908999999999999,"LINESTRING (20.8938448 49.3531673, 20.8938241 49.353236, 20.8937918 49.3532869)",Świętego Jana Pawła II,,,,,
463324649,tertiary,False,False,126.61000000000001,"LINESTRING (20.8938448 49.3531673, 20.893604 49.3529889, 20.8934048 49.3528099, 20.8933624 49.3527678, 20.8932737 49.3526534, 20.8932324 49.3525644, 20.8931949 49.3524481, 20.8931973 49.3523676, 20.8932162 49.3522957, 20.8932707 49.3521642)",Józefa Piłsudskiego,,,,7,
232678954,residential,False,False,216.965,"LINESTRING (20.9000809 49.3553041, 20.8998182 49.3555424, 20.8996375 49.3556922, 20.8996101 49.3557599, 20.899712 49.3558113, 20.8998903 49.3559076, 20.9000667 49.3560351, 20.900361 49.3563681, 20.900368 49.3564471, 20.9003324 49.3565549, 20.9002123 49.3567142, 20.9000473 49.35687, 20.9 49.35691)",,,,,,
"[232678954, 232678962]",residential,False,True,145.311,"LINESTRING (20.9000809 49.3553041, 20.9002749 49.3551592, 20.9005163 49.3549699, 20.9008201 49.3547096, 20.9006264 49.3545635, 20.9004804 49.3544565, 20.9002878 49.354294)",,,,,,
232678976,residential,False,True,42.509,"LINESTRING (20.9000809 49.3553041, 20.8997677 49.3551303, 20.8996236 49.3550651)",,,,,,
232678962,residential,False,False,40.361000000000004,"LINESTRING (20.8998964 49.3540803, 20.8999715 49.3540999, 20.9000838 49.3541075, 20.9001767 49.3541453, 20.9002878 49.354294)",,,,,,
232678962,residential,False,True,122.155,"LINESTRING (20.8998964 49.3540803, 20.899836 49.3540646, 20.8996541 49.3539839, 20.8992554 49.3537848, 20.8989728 49.3537419, 20.8987174 49.3537444, 20.8983643 49.3537538)",,,,,,
423497229,residential,False,False,107.423,"LINESTRING (20.8998964 49.3540803, 20.8993933 49.3545157, 20.8994014 49.3549368)",,,,,,
423497229,residential,False,False,21.507,"LINESTRING (20.8994014 49.3549368, 20.8996236 49.3550651)",,,,,,
423497230,residential,False,False,48.015,"LINESTRING (20.8994014 49.3549368, 20.898881 49.3546693)",,,,,,
423497229,residential,False,True,107.423,"LINESTRING (20.8994014 49.3549368, 20.8993933 49.3545157, 20.8998964 49.3540803)",,,,,,
423497230,residential,False,True,48.015,"LINESTRING (20.898881 49.3546693, 20.8994014 49.3549368)",,,,,,
232678962,residential,False,False,122.15499999999999,"LINESTRING (20.8983643 49.3537538, 20.8987174 49.3537444, 20.8989728 49.3537419, 20.8992554 49.3537848, 20.8996541 49.3539839, 20.899836 49.3540646, 20.8998964 49.3540803)",,,,,,
232678962,residential,False,True,90.47999999999999,"LINESTRING (20.8983643 49.3537538, 20.8981483 49.3537595, 20.8978813 49.3537444, 20.8976064 49.3536637, 20.8974129 49.353636, 20.8971545 49.3536753)",,,,,,
423497231,residential,False,False,84.28299999999999,"LINESTRING (20.8983643 49.3537538, 20.8983363 49.3538457, 20.8976899 49.3543595)",,,,,,
423497231,residential,False,True,84.28299999999999,"LINESTRING (20.8976899 49.3543595, 20.8983363 49.3538457, 20.8983643 49.3537538)",,,,,,
571437754,secondary,True,False,87.824,"LINESTRING (20.8929612 49.3539176, 20.8929298 49.3538952, 20.8927909 49.3538251, 20.8923784 49.3536043, 20.8920503 49.3533977)",,971,,1,,
571437755,tertiary,True,False,3.435,"LINESTRING (20.8931218 49.3539452, 20.8931415 49.3539171)",Świętego Jana Pawła II,,,,,
571437756,tertiary,True,False,12.114,"LINESTRING (20.8931218 49.3539452, 20.8930617 49.3539388, 20.8930281 49.3539356, 20.8929612 49.3539176)",,,,,,
571437760,residential,False,False,87.79299999999999,"LINESTRING (20.8932634 49.3545215, 20.893384 49.3545407, 20.8935629 49.3546146, 20.8938176 49.3546821, 20.89403 49.3547393, 20.8943653 49.3548432)",Antoniego Kity,,,,,
252896815,tertiary,True,False,64.24600000000001,"LINESTRING (20.8933045 49.3536182, 20.8934493 49.3534496, 20.8935938 49.3533167, 20.8936322 49.3532885, 20.8938448 49.3531673)",Świętego Jana Pawła II,,,2,,
704218873,residential,False,True,6.346,"LINESTRING (20.9029181 49.3596895, 20.9029167 49.3597085, 20.9029138 49.3597465)",,,,,,
704218874,secondary,True,False,50.441,"LINESTRING (20.9029181 49.3596895, 20.9032324 49.3597034, 20.9033889 49.3597106, 20.9036095 49.359738)",Grunwaldzka,971,50,,,
899990789,residential,False,False,7.55,"LINESTRING (20.9014699 49.359603, 20.9014619 49.3596707)",Kościelna,,,,,
"[704218875, 704218869]",secondary,True,False,105.405,"LINESTRING (20.9014699 49.359603, 20.9017763 49.3596354, 20.902172 49.3596601, 20.9025345 49.3596749, 20.9026741 49.3596794, 20.9029181 49.3596895)",Grunwaldzka,971,50,,,
838517872,residential,False,True,32.972,"LINESTRING (20.9014699 49.359603, 20.9014785 49.3595301, 20.9014732 49.3594666, 20.9014504 49.3594037, 20.9014235 49.3593417, 20.9013995 49.3593152)",Kościelna,,,,,
