osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,junction
220028295,2,793,Kazimierza Pułaskiego,secondary,False,True,177.46899999999997,"LINESTRING (19.3182012 50.572696, 19.3179803 50.5726642, 19.3177702 50.572628, 19.3174443 50.5725648, 19.3170668 50.5724874, 19.3168804 50.5724421, 19.3166802 50.5723888, 19.3164925 50.5723275, 19.3163046 50.5722556, 19.3160064 50.5721285, 19.3159063 50.5720808)",,,
"[1079290352, 299044793, 299044794]",2,793,Kazimierza Pułaskiego,secondary,False,False,108.64500000000001,"LINESTRING (19.3182012 50.572696, 19.3186336 50.5727734, 19.3188438 50.57285, 19.3189337 50.5728933, 19.3192323 50.5730247, 19.3195198 50.5731415, 19.3195448 50.5731514)",50,yes,
1079290354,,,Stefana Okrzei,residential,True,False,162.034,"LINESTRING (19.3182012 50.572696, 19.3180941 50.5727184, 19.3178087 50.5727341, 19.3173256 50.5727518, 19.3168941 50.5727653, 19.3159167 50.5728042)",,,
"[980161265, 980161266, 407267510]",1,793,Rondo im. Jana Jerzego Kułakowskiego,secondary,True,False,36.714,"LINESTRING (19.3203547 50.5734337, 19.3203072 50.5734509, 19.3202548 50.573461, 19.3202003 50.5734636, 19.3201418 50.5734577, 19.3200872 50.573443, 19.3200396 50.5734205, 19.3200019 50.5733915, 19.3199761 50.5733576, 19.3199637 50.5733207)",50,,roundabout
"[57919683, 301985179, 301947588, 301947587]",2,793,Kazimierza Pułaskiego,secondary,False,False,118.012,"LINESTRING (19.320761 50.5735091, 19.3210243 50.5735596, 19.3214087 50.5736359, 19.321481 50.5736519, 19.3217805 50.5737182, 19.3221529 50.5738007, 19.322346 50.5738448)",50,yes,
57919685,1,793,Kazimierza Pułaskiego,secondary,True,False,30.109,"LINESTRING (19.320761 50.5735091, 19.3206269 50.5734999, 19.3204801 50.5734642, 19.3203547 50.5734337)",,,
"[39267973, 39267974, 302345039, 302345040, 298448019, 238572697]","['2', '4']",793,Kazimierza Pułaskiego,secondary,False,True,486.835,"LINESTRING (19.3279098 50.5762903, 19.3277269 50.5762494, 19.3274773 50.5761757, 19.3273187 50.5761289, 19.3269951 50.5760139, 19.3268576 50.575954, 19.3266618 50.5758567, 19.3264758 50.5757483, 19.3263877 50.5756908, 19.3262397 50.5755943, 19.3247262 50.5745962, 19.3245782 50.5745039, 19.3244332 50.5744215, 19.3242495 50.5743311, 19.3241021 50.5742737, 19.3239546 50.5742238, 19.3238 50.5741776, 19.3236379 50.5741357, 19.3230065 50.5739964, 19.322346 50.5738448)",,yes,
"[71493952, 301985181, 301947589, 301947590]",2,,Tadeusza Kościuszki,residential,False,False,124.695,"LINESTRING (19.3224468 50.5735294, 19.3219216 50.5734931, 19.3218382 50.5734873, 19.3215551 50.5734678, 19.3214685 50.5734606, 19.3213176 50.5734419, 19.3212203 50.5734204, 19.3211498 50.573392, 19.321082 50.5733569, 19.3210195 50.5733144, 19.3209775 50.5732838, 19.320932 50.5732554, 19.3209108 50.5732428, 19.3208844 50.5732303, 19.3208514 50.5732182, 19.3208191 50.5732107)",,yes,
71493952,2,,Tadeusza Kościuszki,residential,False,True,14.517,"LINESTRING (19.3224468 50.5735294, 19.3225326 50.5735366, 19.3226506 50.5735465)",,,
172174676,2,,Tadeusza Kościuszki,unclassified,False,True,45.201,"LINESTRING (19.3224468 50.5735294, 19.3223462 50.5735561, 19.3222971 50.5735777, 19.3222534 50.5736128, 19.3222284 50.5736576, 19.3222266 50.5737063, 19.3222534 50.5737483, 19.322346 50.5738448)",,,
