osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,ref,lanes
32725570,Handlowa,residential,False,True,8.922,"LINESTRING (19.5864279 49.7406532, 19.5864408 49.7405734)",,,,
101239940,Osiedle Beskidzkie,residential,True,False,155.846,"LINESTRING (19.5864279 49.7406532, 19.5862762 49.7406471, 19.5861939 49.7406345, 19.5853928 49.7405289, 19.5850198 49.7404752, 19.5843042 49.7403743)",,,,
101240062,Andrzeja Szczepkowskiego,residential,False,False,455.76000000000005,"LINESTRING (19.5864279 49.7406532, 19.5865462 49.7406577, 19.5870795 49.7406908, 19.587204 49.740701, 19.5873031 49.7407113, 19.5874123 49.7407266, 19.5875159 49.7407459, 19.5879502 49.7408545, 19.5880125 49.7408687, 19.5880767 49.7408791, 19.5884284 49.7409101, 19.5904706 49.7410781, 19.592371 49.7412196, 19.5925838 49.7412378, 19.5926868 49.7412446)",,,,
176649157,Handlowa,residential,False,True,66.87299999999999,"LINESTRING (19.5864279 49.7406532, 19.5864119 49.740795, 19.5863928 49.7411306, 19.5863849 49.7412539)",,,,
32725570,Handlowa,residential,False,False,47.37,"LINESTRING (19.586564 49.7401549, 19.5864408 49.7405734)",,,,
32725570,Handlowa,residential,False,True,31.54,"LINESTRING (19.586564 49.7401549, 19.586611 49.7399786, 19.5866387 49.7398754)",,,,
101239751,Osiedle Na Stawach,residential,False,False,77.312,"LINESTRING (19.5882453 49.7384703, 19.5882361 49.7385724, 19.5881825 49.7391644)",,,,
176649163,Nad Stawami,residential,False,False,97.937,"LINESTRING (19.5882453 49.7384703, 19.5880427 49.7384649, 19.5868879 49.7383936)",,,,
176649189,29 Stycznia,residential,False,False,633.105,"LINESTRING (19.5882453 49.7384703, 19.5882815 49.7383332, 19.5883244 49.7381706, 19.5883724 49.7381254, 19.5884437 49.7380932, 19.5885437 49.7380652, 19.5887384 49.7380225, 19.5888881 49.7379972, 19.5890265 49.7379824, 19.5894825 49.7379746, 19.5925288 49.7381152, 19.592716 49.7381285, 19.5928978 49.738155, 19.593059 49.7381854, 19.5931557 49.7382036, 19.593312 49.7382326, 19.593442 49.7382465, 19.5936251 49.7382476, 19.5942419 49.7382103, 19.5944035 49.7382076, 19.5947789 49.7382199, 19.596255 49.7382622, 19.5965427 49.7382959)",,,,
101239648,,residential,False,False,30.237,"LINESTRING (19.58694 49.7406, 19.58699 49.74033)",,,,
101240009,Handlowa,residential,False,False,113.81299999999999,"LINESTRING (19.58694 49.7406, 19.58746 49.7406309, 19.5874926 49.7405763, 19.5874953 49.7404881, 19.5875033 49.7404433, 19.5875105 49.740403, 19.5875825 49.7399998, 19.5875906 49.7399523)",,,,
101240009,Handlowa,residential,False,True,35.995000000000005,"LINESTRING (19.58694 49.7406, 19.5865547 49.74058, 19.5864408 49.7405734)",,,,
326074044,Wiosenna,residential,False,False,36.385,"LINESTRING (19.5946163 49.7365216, 19.5950849 49.7366455)",,,,
101239751,Osiedle Na Stawach,residential,False,True,77.312,"LINESTRING (19.5881825 49.7391644, 19.5882361 49.7385724, 19.5882453 49.7384703)",,,,
101239839,Walerego Goetla,residential,False,False,344.92099999999994,"LINESTRING (19.5881825 49.7391644, 19.5883515 49.7391669, 19.5891933 49.7391872, 19.5894292 49.7391761, 19.5896979 49.7391393, 19.5900712 49.7391502, 19.5908497 49.7391877, 19.5913404 49.7392126, 19.59212 49.7392522, 19.5922506 49.7392592, 19.5923769 49.7392846, 19.5925123 49.7393279, 19.5927104 49.7394234, 19.5928586 49.7394972)",,,,
101239839,Walerego Goetla,residential,False,True,101.922,"LINESTRING (19.5881825 49.7391644, 19.586945 49.7391146, 19.586767 49.7391068)",,,,
326074044,Wiosenna,residential,False,True,36.385,"LINESTRING (19.5950849 49.7366455, 19.5946163 49.7365216)",,,,
101239709,Źródlana,residential,False,True,186.604,"LINESTRING (19.5950849 49.7366455, 19.5949775 49.736723, 19.594552 49.7368528, 19.5940945 49.7369565, 19.5935859 49.7370563, 19.5929186 49.7372281, 19.5927045 49.7372832)",,,,
