osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,junction,bridge
24361853,2,Tadeusza Kościuszki,tertiary,False,True,45.309,"LINESTRING (21.4106486 50.0533655, 21.4105957 50.0534576, 21.4104337 50.0537489)",,,
"[29341577, 300265962, 559237966, 559237967]","['2', '3']",Księdza Jerzego Popiełuszki,residential,False,True,216.78300000000002,"LINESTRING (21.4106486 50.0533655, 21.4108058 50.0533977, 21.4115294 50.0535509, 21.4116743 50.0535801, 21.4120066 50.0536485, 21.4122582 50.053689, 21.4123823 50.0536751, 21.4125508 50.0536412, 21.4126582 50.0535763, 21.4127656 50.0534674, 21.4128387 50.0533883, 21.4131309 50.0530852)",20,,
559237968,2,Tadeusza Kościuszki,tertiary,False,False,117.13,"LINESTRING (21.4106486 50.0533655, 21.4111357 50.0525244, 21.4111779 50.0524515, 21.4112209 50.0523783)",50,,
"[259363016, 29972993]","['2', '3']",Piekarska,residential,False,True,64.129,"LINESTRING (21.4112209 50.0523783, 21.4110984 50.0523201, 21.4107681 50.0521632, 21.4105634 50.0520661, 21.4104976 50.0520364)",,,
"[559237968, 259363042, 259363040]","['2', '3']",Tadeusza Kościuszki,tertiary,False,False,91.18,"LINESTRING (21.4112209 50.0523783, 21.4114021 50.0520713, 21.4114395 50.0520213, 21.4115476 50.0518945, 21.4116533 50.0517614, 21.411666 50.0517425, 21.4117256 50.051627)",50,,
559237968,2,Tadeusza Kościuszki,tertiary,False,True,117.13,"LINESTRING (21.4112209 50.0523783, 21.4111779 50.0524515, 21.4111357 50.0525244, 21.4106486 50.0533655)",50,,
29268665,2,Wielopolska,tertiary,False,False,177.88400000000001,"LINESTRING (21.4145307 50.0522696, 21.4145751 50.052178, 21.4147401 50.0518579, 21.4148395 50.0516593, 21.415089 50.0513764, 21.4155648 50.0508221)",,,
259100816,2,Rzeszowska,tertiary,False,True,59.224000000000004,"LINESTRING (21.4145307 50.0522696, 21.4143288 50.0522247, 21.4140434 50.0521594, 21.4137477 50.0520938)",50,,
24361862,1,Bartosza Głowackiego,tertiary,True,False,21.084,"LINESTRING (21.4053033 50.0534434, 21.405595 50.053473)",,,
1192965292,1,Rondo Sybiraków,tertiary,True,False,2.948,"LINESTRING (21.4058703 50.0535376, 21.4058798 50.0535634)",,roundabout,
24361861,1,Bartosza Głowackiego,tertiary,True,False,15.353,"LINESTRING (21.406043 50.0536662, 21.405828 50.0536634)",,,
24361859,2,Bartosza Głowackiego,tertiary,False,True,102.925,"LINESTRING (21.406043 50.0536662, 21.4062478 50.0537225, 21.4065185 50.0537978, 21.4067719 50.0538683, 21.407106 50.0539622, 21.4072003 50.0539847, 21.4073712 50.0540256)",,,
24361853,2,Tadeusza Kościuszki,tertiary,False,False,104.03699999999998,"LINESTRING (21.4100742 50.0546551, 21.4101219 50.0545148, 21.4101951 50.0543155, 21.4102534 50.0541589, 21.4103082 50.0540118, 21.4103502 50.0539185, 21.4104337 50.0537489)",,,
24361859,2,Bartosza Głowackiego,tertiary,False,False,205.318,"LINESTRING (21.4100742 50.0546551, 21.4098293 50.0546048, 21.4095397 50.0545429, 21.4080725 50.0541854, 21.4075623 50.0540715, 21.4073712 50.0540256)",,,
"[29325685, 229970878]","['1', '2']",Bartosza Głowackiego,residential,False,False,140.026,"LINESTRING (21.4100742 50.0546551, 21.4102705 50.0547043, 21.4108506 50.0547889, 21.4112368 50.0548431, 21.4113637 50.0548841, 21.4118952 50.055087)",,,
