osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,junction
177905251,True,2,19;66,Adama Mickiewicza,primary,50,False,68.352,"LINESTRING (23.186281 52.7644682, 23.1863112 52.7645075, 23.1863544 52.764581, 23.1864623 52.7647529, 23.1866027 52.7649106, 23.1866716 52.7649695, 23.1867283 52.7650165)",,
"[730324033, 177905247]",False,,684,Adama Mickiewicza,secondary,,False,103.32000000000001,"LINESTRING (23.193445 52.7725133, 23.1934301 52.7723367, 23.1933896 52.7721849, 23.1933665 52.7721056, 23.1933349 52.77203, 23.193177 52.7717012, 23.193132 52.7716074)",,
177905247,False,,684,Adama Mickiewicza,secondary,,True,57.88499999999999,"LINESTRING (23.193445 52.7725133, 23.1934159 52.7726874, 23.1933861 52.7728326, 23.193351 52.7729348, 23.1933095 52.7730263)",,
177905257,True,,684,Adama Mickiewicza,secondary,,False,66.196,"LINESTRING (23.193445 52.7725133, 23.1935283 52.772832, 23.1935849 52.7731025)",,
226175855,False,,,Stefana Batorego,tertiary,,False,95.313,"LINESTRING (23.1992214 52.7648416, 23.1991551 52.7648733, 23.1980779 52.7653475)",,
176821179,False,,,Tadeusza Kościuszki,residential,,False,163.754,"LINESTRING (23.1861013 52.7665123, 23.1857758 52.7665737, 23.1856567 52.7665958, 23.1858463 52.7669097, 23.1861074 52.7673422, 23.1862759 52.7676164, 23.1863114 52.7676719, 23.1863407 52.7677125)",,
176508424,False,,,Józefa Poniatowskiego,tertiary,,False,162.723,"LINESTRING (23.1909025 52.7666966, 23.191023 52.7666745, 23.1911302 52.7666615, 23.1912412 52.7666536, 23.191647 52.766645, 23.1921292 52.7666341, 23.1923418 52.766614, 23.1929143 52.7665282, 23.1932049 52.7664881, 23.1932836 52.7664796)",,
176508424,False,,,Józefa Poniatowskiego,tertiary,,True,90.027,"LINESTRING (23.1909025 52.7666966, 23.190811 52.7667244, 23.1900046 52.7670124, 23.1899104 52.7670409, 23.1898311 52.7670584, 23.1897256 52.7670763)",,
"[173270396, 285326535]",False,,659,11 Listopada,secondary,30,False,238.61299999999997,"LINESTRING (23.1897256 52.7670763, 23.1896071 52.7670982, 23.1893849 52.7671417, 23.1890653 52.7672034, 23.1885762 52.7673053, 23.1885648 52.7673077, 23.1885112 52.7673178, 23.187841 52.7674443, 23.1878124 52.7674497, 23.1874205 52.7675247, 23.1865838 52.7676849, 23.1864488 52.7677037, 23.1863407 52.7677125)",,
176508424,False,,,Józefa Poniatowskiego,tertiary,,False,90.027,"LINESTRING (23.1897256 52.7670763, 23.1898311 52.7670584, 23.1899104 52.7670409, 23.1900046 52.7670124, 23.190811 52.7667244, 23.1909025 52.7666966)",,
