osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,junction,tunnel,access
699712241,1,Rondo 750-lecia Oleśnicy,tertiary,True,False,10.517,"LINESTRING (17.3822554 51.2122662, 17.3822826 51.2122397, 17.382322 51.21222, 17.3823693 51.2122093)",50,roundabout,,
699712239,1,Rondo 750-lecia Oleśnicy,tertiary,True,False,5.324,"LINESTRING (17.3823693 51.2122093, 17.3823946 51.2122077, 17.3824201 51.2122087, 17.3824449 51.2122123)",50,roundabout,,
"[77466179, 814893479, 814893480, 814893481, 814893482]",1,Bociania,residential,True,False,167.46400000000003,"LINESTRING (17.3768698 51.2107683, 17.3767916 51.2107415, 17.3767512 51.2107227, 17.3767391 51.2107158, 17.376699 51.2106879, 17.3766645 51.2106538, 17.3766466 51.2106313, 17.376606 51.2105755, 17.3765768 51.2105283, 17.3765606 51.2104851, 17.3765453 51.2104053, 17.3765548 51.2103141, 17.3765615 51.2102818, 17.3765719 51.2102563, 17.3766146 51.2101904, 17.3768071 51.2099774, 17.3768487 51.20994, 17.3768719 51.2099124, 17.3769332 51.2098601, 17.3770087 51.2098156, 17.3771361 51.2097589, 17.3774314 51.2096395, 17.3775208 51.2095855)",30,,,
"[427802738, 427802739, 40819046]",,Wrocławska,residential,True,False,40.06099999999999,"LINESTRING (17.3768698 51.2107683, 17.3767813 51.2108195, 17.3767306 51.2108489, 17.3766549 51.210885, 17.3765729 51.2109394, 17.3765371 51.2109673, 17.3764997 51.2110053, 17.3764796 51.2110288)",,,sally_port,
816269218,1,Łużycka,residential,True,False,48.604,"LINESTRING (17.3786673 51.2104045, 17.3783067 51.2100303)",30,,,
"[815045164, 815045165, 815045167]",1,Rycerska,residential,True,False,142.20000000000002,"LINESTRING (17.3786673 51.2104045, 17.3785647 51.2104374, 17.3783889 51.2104968, 17.3782234 51.2105527, 17.3778702 51.2106743, 17.3773645 51.2108636, 17.3773186 51.2108774, 17.3772782 51.2108848, 17.3772151 51.2108811, 17.3771648 51.2108686, 17.3769613 51.2108021, 17.3768698 51.2107683)",30,,,
32754291,2,Marii Skłodowskiej-Curie,tertiary,False,False,239.071,"LINESTRING (17.3870574 51.2130316, 17.3870685 51.2129899, 17.3870239 51.2128622, 17.3869082 51.2125449, 17.386619 51.211744, 17.3864167 51.2111763, 17.3863269 51.210934)",50,,,
"[987900123, 232096372]","['2', '3']",Wojska Polskiego,secondary,False,False,70.957,"LINESTRING (17.3870574 51.2130316, 17.3873758 51.2130825, 17.3878798 51.2131619, 17.3880451 51.2131878)",50,,,
"[232096372, 582953509]",2,Wojska Polskiego,secondary,False,True,217.34400000000005,"LINESTRING (17.3870574 51.2130316, 17.3864967 51.2129481, 17.3863831 51.2129312, 17.3857458 51.2128247, 17.3856584 51.2128128, 17.3855633 51.2128003, 17.3854539 51.2127926, 17.3853546 51.2127915, 17.3851777 51.2127983, 17.3849639 51.2128158, 17.3844054 51.2128583, 17.3839931 51.2128935)",50,,,
154785989,1,Rondo Miast Partnerskich,tertiary,True,False,12.589,"LINESTRING (17.3763295 51.2111655, 17.3762899 51.2111518, 17.3762596 51.2111308, 17.3762418 51.2111048, 17.3762385 51.2110766)",,roundabout,,
455164414,1,Wrocławska,tertiary,True,False,25.693,"LINESTRING (17.3763295 51.2111655, 17.376251 51.2111923, 17.3761771 51.2112251, 17.37611 51.2112549, 17.3760124 51.2112818)",,,,
40819048,1,Wałowa,tertiary,True,False,64.57900000000001,"LINESTRING (17.376259 51.2110387, 17.3762404 51.2109962, 17.3761936 51.2109261, 17.3759935 51.2106878, 17.3758805 51.2105099)",,,,
699713014,1,Rondo Miast Partnerskich,tertiary,True,False,11.338000000000001,"LINESTRING (17.376259 51.2110387, 17.3762794 51.2110229, 17.3763053 51.2110105, 17.3763351 51.2110023, 17.3763672 51.2109987, 17.3763997 51.2109999)",,roundabout,,
32974610,1,Rondo 750-lecia Oleśnicy,tertiary,True,False,9.806000000000001,"LINESTRING (17.3824449 51.2122123, 17.3824869 51.2122254, 17.3825207 51.2122458, 17.3825432 51.2122716)",50,roundabout,,
32974625,,Jana Sinapiusa,tertiary,True,False,33.581,"LINESTRING (17.3824449 51.2122123, 17.3825174 51.2121917, 17.3825795 51.2121611, 17.3828467 51.2120469)",40,,,
699712240,1,Rondo 750-lecia Oleśnicy,tertiary,True,False,7.826,"LINESTRING (17.3825432 51.2122716, 17.3825516 51.2122945, 17.382551 51.2123179, 17.3825462 51.2123292, 17.3825414 51.2123406)",50,roundabout,,
32974612,1,Rzemieślnicza,tertiary,True,False,39.07,"LINESTRING (17.3823232 51.2123898, 17.3821676 51.212409, 17.381963 51.2124245, 17.3817668 51.2124258)",,,,
699712237,1,Rondo 750-lecia Oleśnicy,tertiary,True,False,11.806,"LINESTRING (17.3823232 51.2123898, 17.3822892 51.212374, 17.3822632 51.212353, 17.3822474 51.2123284, 17.3822428 51.212302)",50,roundabout,,
32974618,,Jana Sinapiusa,tertiary,True,False,32.783,"LINESTRING (17.3828467 51.2120469, 17.3826492 51.2122042, 17.3825837 51.2122486, 17.3825432 51.2122716)",40,,,
158934453,2,Jana Sinapiusa,tertiary,False,True,124.63,"LINESTRING (17.3828467 51.2120469, 17.3831191 51.2118955, 17.3833996 51.2117266, 17.3834564 51.2116843, 17.3835286 51.2116288, 17.3835935 51.2115646, 17.3836222 51.2115362, 17.3836882 51.2114531, 17.3838762 51.2111559)",50,,,
32754290,3,Wojska Polskiego,secondary,False,True,55.370999999999995,"LINESTRING (17.3839931 51.2128935, 17.3834043 51.2129372, 17.3832037 51.2129521)",,,,
"[232096372, 582953509]",2,Wojska Polskiego,secondary,False,False,217.34400000000005,"LINESTRING (17.3839931 51.2128935, 17.3844054 51.2128583, 17.3849639 51.2128158, 17.3851777 51.2127983, 17.3853546 51.2127915, 17.3854539 51.2127926, 17.3855633 51.2128003, 17.3856584 51.2128128, 17.3857458 51.2128247, 17.3863831 51.2129312, 17.3864967 51.2129481, 17.3870574 51.2130316)",50,,,
77466199,,Plac Zwycięstwa,residential,True,False,174.635,"LINESTRING (17.3838762 51.2111559, 17.3839653 51.2111732, 17.3840134 51.2111787, 17.3843417 51.211208, 17.3844067 51.2112026, 17.3845964 51.211178, 17.3848407 51.211145, 17.3852829 51.2110839, 17.3856695 51.2110284, 17.3861485 51.2109634, 17.3863269 51.210934)",,,,
158934453,2,Jana Sinapiusa,tertiary,False,False,124.63,"LINESTRING (17.3838762 51.2111559, 17.3836882 51.2114531, 17.3836222 51.2115362, 17.3835935 51.2115646, 17.3835286 51.2116288, 17.3834564 51.2116843, 17.3833996 51.2117266, 17.3831191 51.2118955, 17.3828467 51.2120469)",50,,,
"[32974623, 158934453, 560025773]","['2', '3']",Jana Sinapiusa,tertiary,False,True,231.80700000000002,"LINESTRING (17.3838762 51.2111559, 17.3840047 51.2109622, 17.3840193 51.2109372, 17.3841214 51.2107908, 17.3841904 51.2106779, 17.384268 51.2105569, 17.3843062 51.2104953, 17.3843704 51.2103863, 17.384389 51.2103417, 17.3844072 51.2102873, 17.3844136 51.2102349, 17.3844072 51.2101935, 17.3843603 51.2100283, 17.3843229 51.2099077, 17.3842616 51.2097347, 17.3842136 51.209599, 17.3841981 51.2095536, 17.3841064 51.2092815, 17.3840937 51.2092436, 17.3840523 51.2091584)",50,,,
32974912,,Jana Kilińskiego,tertiary,False,False,161.508,"LINESTRING (17.3804282 51.206639, 17.3804818 51.2066697, 17.3807561 51.2068412, 17.3813841 51.2072144, 17.3819034 51.2075119, 17.3821144 51.2076356)",,,,
32974912,,Jana Kilińskiego,tertiary,False,True,94.30100000000002,"LINESTRING (17.3804282 51.206639, 17.3803306 51.2065944, 17.3802573 51.2065723, 17.3802095 51.2065623, 17.3801268 51.2065582, 17.3800414 51.2065583, 17.3799492 51.2065661, 17.3792609 51.2066338, 17.3791181 51.2066382)",,,,
"[125541449, 815825845, 815825846]",,Pocztowa,residential,False,True,68.618,"LINESTRING (17.3804282 51.206639, 17.3804675 51.2066037, 17.3804674 51.2065719, 17.3804443 51.2064748, 17.3804326 51.2064323, 17.3803505 51.2061233, 17.380341 51.2060877, 17.3803274 51.2060368)",30,,,
"[32974912, 560025772]",3,Jana Kilińskiego,tertiary,False,True,197.331,"LINESTRING (17.3839293 51.2089844, 17.3838948 51.2089451, 17.3838418 51.2088848, 17.3837638 51.2088043, 17.3836739 51.208709, 17.383552 51.2085946, 17.3834053 51.2084688, 17.3832527 51.2083473, 17.3830172 51.20818, 17.3829045 51.2081124, 17.3824318 51.207823, 17.3822255 51.2076993, 17.3821144 51.2076356)",,,,
1165977999,3,Jana Kilińskiego,tertiary,False,False,21.195,"LINESTRING (17.3839293 51.2089844, 17.3840067 51.2090806, 17.3840523 51.2091584)",,,,
162915412,,Wałowa,tertiary,False,False,586.675,"LINESTRING (17.3758805 51.2105099, 17.3755655 51.2101212, 17.3754887 51.2100343, 17.375394 51.2099526, 17.3753732 51.2099346, 17.3752865 51.2098786, 17.3752094 51.2098383, 17.375105 51.2097888, 17.3749896 51.2097435, 17.3748518 51.2097003, 17.3746099 51.209633, 17.3744652 51.2095834, 17.3743595 51.209537, 17.3742608 51.2094819, 17.3741682 51.2094187, 17.3741087 51.2093715, 17.3740345 51.2093024, 17.3739532 51.2092158, 17.3738998 51.2091355, 17.3738557 51.209053, 17.3738362 51.2089999, 17.3738244 51.2089658, 17.3738109 51.2088994, 17.3738074 51.2088104, 17.3738062 51.2087086, 17.3738297 51.2085115, 17.3738677 51.2083037, 17.373872 51.2082214, 17.3738803 51.2081272, 17.3739237 51.2077478, 17.3739527 51.2076369, 17.3739913 51.2075358, 17.3741051 51.2073392, 17.3742395 51.2071831, 17.374432 51.2070346, 17.3745722 51.2069517, 17.3747356 51.2068766, 17.3750255 51.2067823, 17.3755083 51.2066575, 17.3756518 51.2066228, 17.3757319 51.2066066, 17.3761053 51.2065428)",,,,
162915413,1,Wałowa,tertiary,True,False,66.10199999999999,"LINESTRING (17.3758805 51.2105099, 17.3760452 51.2106131, 17.3762835 51.2109003, 17.3763106 51.2109375, 17.3763486 51.2109688, 17.3763997 51.2109999)",,,,
162915412,,Wałowa,tertiary,False,False,29.163,"LINESTRING (17.3763766 51.2064989, 17.3766805 51.2064451, 17.3767798 51.2064284)",,,,
162915412,,Wałowa,tertiary,False,True,19.521,"LINESTRING (17.3763766 51.2064989, 17.3762015 51.206528, 17.3761053 51.2065428)",,,,
239399541,2,3 Maja,tertiary,False,False,7.961,"LINESTRING (17.3790045 51.2060818, 17.3790244 51.2061523)",40,,,
162915412,,Wałowa,tertiary,False,True,159.776,"LINESTRING (17.3790045 51.2060818, 17.378737 51.2061095, 17.3786222 51.2061274, 17.3780496 51.2062207, 17.3774021 51.2063242, 17.3768858 51.2064113, 17.3767798 51.2064284)",,,,
497396982,,,residential,False,False,12.74,"LINESTRING (17.3810285 51.2092338, 17.3810738 51.2093448)",,,,
"[40819050, 497387854]",,Świętej Jadwigi,residential,True,False,135.345,"LINESTRING (17.3810285 51.2092338, 17.3811001 51.2092411, 17.3811343 51.209241, 17.3813913 51.2091995, 17.3814344 51.2091925, 17.3819127 51.2091225, 17.3820102 51.2091076, 17.3820262 51.2091047, 17.3823288 51.2090756, 17.3824646 51.2090699, 17.3826004 51.2090672, 17.3826876 51.2090679, 17.3827653 51.2090776, 17.3828165 51.2090925, 17.3828488 51.2091169, 17.3828752 51.2091551)",30,,,
32974912,,Jana Kilińskiego,tertiary,False,False,94.30099999999999,"LINESTRING (17.3791181 51.2066382, 17.3792609 51.2066338, 17.3799492 51.2065661, 17.3800414 51.2065583, 17.3801268 51.2065582, 17.3802095 51.2065623, 17.3802573 51.2065723, 17.3803306 51.2065944, 17.3804282 51.206639)",,,,
"[40819049, 816544836, 816544837]",2,3 Maja,residential,False,False,83.961,"LINESTRING (17.3791181 51.2066382, 17.3791188 51.2066438, 17.3791198 51.2066627, 17.3791214 51.206733, 17.3791197 51.2067813, 17.3791258 51.2072663, 17.3791261 51.2073037, 17.3791333 51.2073931)",,,,
239399541,2,3 Maja,tertiary,False,True,54.449000000000005,"LINESTRING (17.3791181 51.2066382, 17.3790922 51.2064666, 17.3790478 51.2062296, 17.3790244 51.2061523)",40,,,
169463829,,Ignacego Daszyńskiego,residential,False,True,41.478,"LINESTRING (17.3885837 51.2074453, 17.3885559 51.2074068, 17.3885679 51.2073756, 17.3885925 51.207326, 17.3886519 51.2072286, 17.3887019 51.2071467, 17.3887263 51.2070941)",,,,
497257418,,Bolesława Krzywoustego,tertiary,False,False,164.30200000000002,"LINESTRING (17.3885837 51.2074453, 17.3884493 51.2074914, 17.3883741 51.2075258, 17.3882649 51.2075892, 17.3881956 51.2076283, 17.3880747 51.2077229, 17.3880169 51.2077747, 17.3879388 51.2078567, 17.3877915 51.2080572, 17.387703 51.2081902, 17.3876682 51.2082466, 17.387651 51.2082917, 17.387604 51.2084764, 17.3875519 51.2087071)",,,,
77466202,,Jana Matejki,residential,True,False,81.38600000000001,"LINESTRING (17.3807331 51.2103905, 17.3809814 51.2107331, 17.3812171 51.2110171, 17.3812272 51.2110521)",30,,,
402779083,,Okrężna,residential,True,False,61.010999999999996,"LINESTRING (17.3791629 51.2109514, 17.3793522 51.2108696, 17.3795703 51.2107766, 17.3797773 51.2106918, 17.3798947 51.2106504)",30,,,
816269218,1,Łużycka,residential,True,False,69.931,"LINESTRING (17.3791629 51.2109514, 17.3788275 51.2105757, 17.3787041 51.2104439, 17.3786673 51.2104045)",30,,,
77466196,,Bratnia,residential,True,False,106.486,"LINESTRING (17.3770117 51.2073743, 17.3769665 51.207176, 17.3768115 51.2064968, 17.3767798 51.2064284)",20,,,
158017598,,Młynarska,residential,False,False,17.405,"LINESTRING (17.3770117 51.2073743, 17.377046 51.207504, 17.3770715 51.2075233)",20,,,
77466175,,Spacerowa,residential,False,True,3.727,"LINESTRING (17.3827525 51.2142854, 17.3827635 51.2142526)",30,,,
157925828,,Spacerowa,residential,False,True,76.37800000000001,"LINESTRING (17.3827525 51.2142854, 17.3828358 51.2142926, 17.3834082 51.2142885, 17.3835101 51.2144849, 17.3836146 51.2144627)",,,,
"[32754291, 560021484]","['2', '3']",Marii Skłodowskiej-Curie,tertiary,False,False,223.12699999999998,"LINESTRING (17.3863269 51.210934, 17.3862333 51.2106674, 17.3862163 51.2106231, 17.386171 51.2105081, 17.3858512 51.2096195, 17.3858121 51.2095048, 17.385766 51.2093924, 17.3856716 51.2091285, 17.3856632 51.2091051, 17.3856108 51.2089783)",50,,,
32754291,2,Marii Skłodowskiej-Curie,tertiary,False,True,239.071,"LINESTRING (17.3863269 51.210934, 17.3864167 51.2111763, 17.386619 51.211744, 17.3869082 51.2125449, 17.3870239 51.2128622, 17.3870685 51.2129899, 17.3870574 51.2130316)",50,,,
162915128,,Plac Książąt Śląskich,residential,False,True,24.199,"LINESTRING (17.3783414 51.2097562, 17.3783691 51.2097724, 17.3784571 51.2098656, 17.3785266 51.2099393)",30,,,
816271097,,Plac Książąt Śląskich,residential,True,False,68.19,"LINESTRING (17.3783414 51.2097562, 17.3782955 51.2097507, 17.378239 51.2097559, 17.378026 51.2097889, 17.3779387 51.2097966, 17.3778674 51.2097962, 17.3778014 51.2097841, 17.3777504 51.2097643, 17.377706 51.2097402, 17.3775208 51.2095855)",30,,,
77466186,,Szkolna,living_street,True,False,123.367,"LINESTRING (17.3816543 51.2101657, 17.3816726 51.2101952, 17.3817549 51.210328, 17.3818474 51.2106337, 17.3818544 51.2107088, 17.3818376 51.2107493, 17.3818228 51.2107849, 17.3817538 51.210854, 17.3817004 51.210893, 17.3816281 51.2109279, 17.3815238 51.2109629, 17.3813052 51.2110309, 17.3812272 51.2110521)",,,,
"[1199730255, 177322343]",,Okrężna,residential,True,False,68.867,"LINESTRING (17.3816543 51.2101657, 17.3811207 51.2102961, 17.3807331 51.2103905)",30,,,
"[815853557, 77466181, 815853558]",,Wały Jagiellońskie,"['residential', 'living_street']",True,False,161.927,"LINESTRING (17.3761053 51.2065428, 17.376127 51.2065915, 17.3761759 51.2067346, 17.376309 51.2070803, 17.3764043 51.2074885, 17.376418 51.2075252, 17.3764318 51.20754, 17.3764639 51.2075529, 17.3767502 51.2075991, 17.3768085 51.2076026, 17.3768647 51.2076029, 17.3769427 51.2075874, 17.3770067 51.2075647, 17.3770715 51.2075233)",20,,,
162915412,,Wałowa,tertiary,False,False,19.521,"LINESTRING (17.3761053 51.2065428, 17.3762015 51.206528, 17.3763766 51.2064989)",,,,
162915412,,Wałowa,tertiary,False,True,586.6749999999998,"LINESTRING (17.3761053 51.2065428, 17.3757319 51.2066066, 17.3756518 51.2066228, 17.3755083 51.2066575, 17.3750255 51.2067823, 17.3747356 51.2068766, 17.3745722 51.2069517, 17.374432 51.2070346, 17.3742395 51.2071831, 17.3741051 51.2073392, 17.3739913 51.2075358, 17.3739527 51.2076369, 17.3739237 51.2077478, 17.3738803 51.2081272, 17.373872 51.2082214, 17.3738677 51.2083037, 17.3738297 51.2085115, 17.3738062 51.2087086, 17.3738074 51.2088104, 17.3738109 51.2088994, 17.3738244 51.2089658, 17.3738362 51.2089999, 17.3738557 51.209053, 17.3738998 51.2091355, 17.3739532 51.2092158, 17.3740345 51.2093024, 17.3741087 51.2093715, 17.3741682 51.2094187, 17.3742608 51.2094819, 17.3743595 51.209537, 17.3744652 51.2095834, 17.3746099 51.209633, 17.3748518 51.2097003, 17.3749896 51.2097435, 17.375105 51.2097888, 17.3752094 51.2098383, 17.3752865 51.2098786, 17.3753732 51.2099346, 17.375394 51.2099526, 17.3754887 51.2100343, 17.3755655 51.2101212, 17.3758805 51.2105099)",,,,
77466202,,Jana Matejki,residential,True,False,53.769,"LINESTRING (17.3812272 51.2110521, 17.3812503 51.2111384, 17.3813315 51.2113378, 17.3813968 51.2114673, 17.3814309 51.2115174)",30,,,
402779083,,Okrężna,residential,True,False,65.186,"LINESTRING (17.3798947 51.2106504, 17.379935 51.2106369, 17.3803567 51.2104983, 17.3807331 51.2103905)",30,,,
815021600,1,Kościelna,residential,True,False,62.132999999999996,"LINESTRING (17.3798947 51.2106504, 17.3794819 51.2102097, 17.3794484 51.2101912, 17.3794196 51.210183)",30,,,
158017598,,Młynarska,residential,False,True,144.663,"LINESTRING (17.3791333 51.2073931, 17.3789608 51.207403, 17.3782466 51.2074538, 17.3779727 51.2074698, 17.3778125 51.2074791, 17.3776764 51.2074897, 17.37716 51.2075301, 17.3771045 51.2075315, 17.3770715 51.2075233)",20,,,
"[814902964, 239776741, 814902965]",2,3 Maja,residential,False,False,58.562,"LINESTRING (17.3791333 51.2073931, 17.379157 51.2074878, 17.3792498 51.2077499, 17.3792893 51.2078447, 17.3793052 51.2078831, 17.3793172 51.2079066)",30,,,
"[40819049, 816544836, 816544837]",2,3 Maja,residential,False,True,83.96099999999998,"LINESTRING (17.3791333 51.2073931, 17.3791261 51.2073037, 17.3791258 51.2072663, 17.3791197 51.2067813, 17.3791214 51.206733, 17.3791198 51.2066627, 17.3791188 51.2066438, 17.3791181 51.2066382)",,,,
77466189,1,Jana Matejki,residential,True,False,33.498000000000005,"LINESTRING (17.3820051 51.2120133, 17.3822505 51.2121416, 17.3823123 51.2121829, 17.3823693 51.2122093)",50,,,
"[126412424, 699628671]",2,Jana Matejki,residential,False,False,46.367999999999995,"LINESTRING (17.3820051 51.2120133, 17.3818593 51.2119004, 17.3815778 51.2116936)",50,,,
162915412,,Wałowa,tertiary,False,False,159.776,"LINESTRING (17.3767798 51.2064284, 17.3768858 51.2064113, 17.3774021 51.2063242, 17.3780496 51.2062207, 17.3786222 51.2061274, 17.378737 51.2061095, 17.3790045 51.2060818)",,,,
162915412,,Wałowa,tertiary,False,True,29.163,"LINESTRING (17.3767798 51.2064284, 17.3766805 51.2064451, 17.3763766 51.2064989)",,,,
"[441838377, 814902954, 814893482, 814902955, 441838378]",1,Bociania,residential,True,False,129.70600000000002,"LINESTRING (17.3775208 51.2095855, 17.3776586 51.2094716, 17.3776865 51.2094503, 17.3778416 51.2093284, 17.3778696 51.2092948, 17.377886 51.2092659, 17.3779303 51.2090787, 17.3779401 51.2090531, 17.3779555 51.2090311, 17.3779809 51.2089947, 17.3780763 51.2089682, 17.3784342 51.2088738, 17.3785272 51.2088498, 17.3786175 51.2088265, 17.3786791 51.2087814)",30,,,
700918783,2,Wojska Polskiego,secondary,False,False,20.118,"LINESTRING (17.3829171 51.2129745, 17.3832037 51.2129521)",,,,
77466175,,Spacerowa,residential,False,False,143.223,"LINESTRING (17.3829171 51.2129745, 17.3829401 51.2130441, 17.382919 51.213112, 17.3828328 51.2133894, 17.3828073 51.2134936, 17.382797 51.2136892, 17.3827924 51.2139011, 17.3827872 51.2139767, 17.3827732 51.2142075, 17.3827635 51.2142526)",30,,,
103605037,1,Plac Stanisława Staszica,tertiary,True,False,25.910000000000004,"LINESTRING (17.3829171 51.2129745, 17.3829472 51.2129066, 17.3829873 51.2128343, 17.3829586 51.2127502)",50,,,
"[599334337, 700918782]","['2', '3']",Wojska Polskiego,secondary,False,True,177.733,"LINESTRING (17.3829171 51.2129745, 17.3827709 51.2129857, 17.3827109 51.2129927, 17.3826612 51.2129985, 17.3825124 51.2130221, 17.3823013 51.2130628, 17.3820197 51.2131339, 17.3815821 51.2132462, 17.3810996 51.213393, 17.3805642 51.2135701)",50,,,
697557172,,Kazimierza Wielkiego,living_street,False,True,118.76499999999999,"LINESTRING (17.3878036 51.2077572, 17.387786 51.2077716, 17.3874793 51.2079773, 17.3873995 51.2080356, 17.3870245 51.2083094, 17.3868643 51.2084264, 17.3866806 51.2085605)",,,,
169462791,,Rondo Sybiraków,residential,True,False,11.785,"LINESTRING (17.3895602 51.2060212, 17.3895173 51.2060471, 17.3894628 51.2060623, 17.3894132 51.2060659)",,roundabout,,
162241759,2,Generała Józefa Hallera,residential,False,True,174.987,"LINESTRING (17.3888072 51.2060163, 17.3887871 51.2060172, 17.3877722 51.2060966, 17.3876589 51.2061186, 17.3874915 51.2061659, 17.3866387 51.2064487, 17.3864604 51.2065078)",50,,,yes
414023749,2,Generała Józefa Hallera,residential,True,False,32.012,"LINESTRING (17.3888072 51.2060163, 17.3891037 51.2059625, 17.3892514 51.2059434)",50,,,yes
124925091,,Małopolna,residential,False,False,19.287,"LINESTRING (17.385861 51.205927, 17.3857433 51.20577)",,,,
81739103,,Małopolna,residential,True,False,76.331,"LINESTRING (17.385861 51.205927, 17.3860631 51.2061951, 17.3861915 51.2063767, 17.3863206 51.2065501)",,,,
124925091,,Małopolna,residential,False,True,19.287,"LINESTRING (17.3857433 51.20577, 17.385861 51.205927)",,,,
1239905918,,Jana Kochanowskiego,residential,True,False,135.10500000000002,"LINESTRING (17.3885163 51.2121396, 17.3889251 51.2124741, 17.3891077 51.212639, 17.3891479 51.2126836, 17.3891997 51.2127374, 17.3892272 51.2127824, 17.3892225 51.2128232, 17.3891719 51.2128895, 17.3891525 51.2129047, 17.3891331 51.2129147, 17.3891108 51.2129223, 17.3889733 51.2129642, 17.38873 51.2130385)",30,,,
239399541,2,3 Maja,tertiary,False,True,7.961,"LINESTRING (17.3790244 51.2061523, 17.3790045 51.2060818)",40,,,
125362179,,Henryka Sienkiewicza,residential,False,True,91.685,"LINESTRING (17.3790244 51.2061523, 17.3791457 51.2061389, 17.3803274 51.2060368)",,,,
239399541,2,3 Maja,tertiary,False,False,54.449,"LINESTRING (17.3790244 51.2061523, 17.3790478 51.2062296, 17.3790922 51.2064666, 17.3791181 51.2066382)",40,,,
699713012,1,Rondo Miast Partnerskich,tertiary,True,False,6.395,"LINESTRING (17.37642 51.2111656, 17.3763747 51.2111704, 17.3763295 51.2111655)",,roundabout,,
162915709,1,Rzemieślnicza,tertiary,True,False,45.482,"LINESTRING (17.3765118 51.2110776, 17.3765624 51.2111187, 17.3766597 51.2111717, 17.3767896 51.2112483, 17.3769782 51.2113629)",,,,
699713013,1,Rondo Miast Partnerskich,tertiary,True,False,12.527,"LINESTRING (17.3765118 51.2110776, 17.376508 51.2111057, 17.3764899 51.2111315, 17.3764595 51.2111522, 17.37642 51.2111656)",,roundabout,,
157925833,,Łowiecka,residential,False,False,48.254000000000005,"LINESTRING (17.3817251 51.2136848, 17.3812441 51.2138562, 17.3812015 51.2138748, 17.3811703 51.2138967, 17.3811465 51.2139173)",,,,
157925832,,Spacerowa,residential,False,False,35.549,"LINESTRING (17.3822599 51.2142008, 17.3826917 51.2142444, 17.3827635 51.2142526)",,,,
157925833,,Łowiecka,residential,False,True,159.84400000000002,"LINESTRING (17.3822599 51.2142008, 17.382108 51.2141845, 17.3820785 51.2141821, 17.3820436 51.2141848, 17.3820085 51.2141947, 17.3813173 51.2145277, 17.3812922 51.2145365, 17.3812531 51.214541, 17.3812007 51.2145372, 17.3811529 51.2145198, 17.3811291 51.2144987, 17.3811091 51.2144712, 17.3810617 51.2143065, 17.3810533 51.2142294, 17.3810547 51.2141896, 17.3810624 51.2141403, 17.3811303 51.213946, 17.3811465 51.2139173)",,,,
162237653,,3 Maja,residential,False,True,10.463,"LINESTRING (17.3798306 51.2086938, 17.3797955 51.2086249, 17.3797807 51.2086052)",,,,
