osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,access
384158134,1,214,Rondo Kaszubskie,secondary,50,roundabout,True,False,15.671999999999999,"LINESTRING (17.9814824 54.1222156, 17.9814375 54.122239, 17.9813832 54.1222542, 17.9813239 54.1222598, 17.9812642 54.1222554)",
4343933,1,,Świętojańska,residential,30,,True,False,40.198,"LINESTRING (17.9774608 54.1231601, 17.9773193 54.1233103, 17.9771925 54.1234851)",
173485447,,,Kowalska,residential,30,,False,True,110.451,"LINESTRING (17.9774608 54.1231601, 17.9774988 54.123173, 17.9781759 54.1234022, 17.9789689 54.1236106)",
"[384158131, 237506468]",1,214,Lubomira Szopińskiego,secondary,50,,True,False,206.911,"LINESTRING (17.9812642 54.1222554, 17.9811513 54.1223507, 17.9809893 54.1224715, 17.9804205 54.1229577, 17.9802457 54.1231071, 17.9798218 54.1234676, 17.9796145 54.1236455, 17.9794545 54.123784)",
384172845,1,214,Rondo Kaszubskie,secondary,50,roundabout,True,False,9.547,"LINESTRING (17.9812642 54.1222554, 17.981198 54.1222372, 17.9811461 54.1222068)",
384229043,1,214,Rondo Kaszubskie,secondary,50,roundabout,True,False,20.845,"LINESTRING (17.9811461 54.1222068, 17.9811211 54.1221792, 17.9811086 54.1221489, 17.9811093 54.1221176, 17.9811231 54.1220874, 17.9811493 54.1220602, 17.9811861 54.1220376)",
384327274,1,214,Rondo Kaszubskie,secondary,50,roundabout,True,False,7.641,"LINESTRING (17.9811861 54.1220376, 17.9812364 54.1220199, 17.9812929 54.1220108)",
"[1029368745, 1029368746]","['1', '2']",214,Wojska Polskiego,secondary,50,,True,False,86.648,"LINESTRING (17.9811861 54.1220376, 17.9811316 54.1219465, 17.9810643 54.1218534, 17.9809852 54.1217801, 17.9808728 54.1216757, 17.9805003 54.1213752)",
"[341467180, 358612607]","['1', '2']",221,Wojska Polskiego,secondary,50,,True,False,286.399,"LINESTRING (17.9815318 54.1221471, 17.9816985 54.1222155, 17.9818029 54.1222591, 17.9820989 54.1223914, 17.9824276 54.1225167, 17.9827345 54.1226101, 17.9830705 54.122704, 17.9836707 54.1228387, 17.9842215 54.1229282, 17.9852472 54.1230973, 17.9855368 54.1231454)",
384172842,1,214,Rondo Kaszubskie,secondary,50,roundabout,True,False,8.363,"LINESTRING (17.9815318 54.1221471, 17.981516 54.1221835, 17.9814824 54.1222156)",
180786481,,,Miodowa,residential,30,,False,False,38.049,"LINESTRING (17.9750095 54.1209312, 17.97498 54.1209547, 17.9749627 54.1209751, 17.9749497 54.1210022, 17.974915 54.1211055, 17.9748834 54.1212612)",
237223681,,,Długa,residential,30,,False,True,69.59599999999999,"LINESTRING (17.9750095 54.1209312, 17.9749539 54.1208914, 17.9749034 54.1208484, 17.9747364 54.1206957, 17.9746989 54.1206618, 17.9744981 54.1204658, 17.9744782 54.1203949)",
"[363095080, 515088006]",,,Długa,residential,30,,False,True,13.679000000000002,"LINESTRING (17.9750095 54.1209312, 17.9750532 54.1209566, 17.9751082 54.1209832, 17.9751727 54.1210079)",
223234839,,,Targowa,living_street,20,,True,False,181.78999999999996,"LINESTRING (17.9751727 54.1210079, 17.9751946 54.1209872, 17.9755297 54.1206666, 17.9757315 54.1204606, 17.9758135 54.1203807, 17.9758819 54.1203232, 17.9759728 54.1202635, 17.976074 54.1202133, 17.9762031 54.1201589, 17.97668 54.1199957, 17.976997 54.1198767, 17.977054 54.1198576)",
"[363095080, 515088006]",,,Długa,residential,30,,False,False,13.678999999999998,"LINESTRING (17.9751727 54.1210079, 17.9751082 54.1209832, 17.9750532 54.1209566, 17.9750095 54.1209312)",
384327267,1,214,Rondo im. Józefa Wybickiego,secondary,50,roundabout,True,False,9.099,"LINESTRING (17.9758893 54.1187575, 17.9758291 54.1187782, 17.9757604 54.1187855)",
