osmid,lanes,name,highway,oneway,reversed,length,bridge,geometry,ref,maxspeed,access
"[35424634, 281159270, 35424631]",2,Czarnkowska,tertiary,False,"[False, True]",140.89699999999996,yes,"LINESTRING (16.8066022 52.6460837, 16.8063955 52.6461227, 16.8057013 52.6462605, 16.8054756 52.646303, 16.8051186 52.6463747, 16.8050139 52.6463971, 16.8048903 52.6464235, 16.804729 52.646464, 16.8046294 52.6464958)",,,
152139110,2,Czarnkowska,tertiary,False,False,45.345,,"LINESTRING (16.8066022 52.6460837, 16.8068268 52.6460519, 16.8072561 52.6459894)",,,
24048318,2,Szamotulska,secondary,False,True,325.78799999999995,,"LINESTRING (16.8084999 52.6427424, 16.808797 52.6426789, 16.8088764 52.6426657, 16.8129381 52.6419912, 16.8131504 52.6419559)",187,50,
"[25877707, 585760246]",,Armii Poznań,tertiary,False,True,61.387,,"LINESTRING (16.8084999 52.6427424, 16.8085211 52.6428216, 16.8085506 52.6428809, 16.8085765 52.6429198, 16.8087088 52.6431182, 16.8087996 52.6432619)",,50,
"[27312760, 350676287]",2,Szamotulska,secondary,False,False,248.71299999999997,,"LINESTRING (16.8084999 52.6427424, 16.8083316 52.6427723, 16.8081714 52.6427953, 16.8080284 52.6427979, 16.8079542 52.6427969, 16.8074721 52.6427902, 16.8069244 52.642768, 16.8064014 52.6427423, 16.8058714 52.6427085, 16.8048357 52.6426501)",187,50,
"[25877699, 585760244]",2,Armii Poznań,tertiary,False,"[False, True]",106.35,,"LINESTRING (16.8084999 52.6427424, 16.808494 52.6426988, 16.8084783 52.6426134, 16.808469 52.6425591, 16.808436 52.6423653, 16.8083981 52.6421426, 16.8083905 52.6419824, 16.8084078 52.6417895)",,50,
24048318,2,Szamotulska,secondary,False,False,325.78799999999995,,"LINESTRING (16.8131504 52.6419559, 16.8129381 52.6419912, 16.8088764 52.6426657, 16.808797 52.6426789, 16.8084999 52.6427424)",187,50,
"[24048335, 24048336, 278849679, 278849680, 694489972, 694489973, 743631416, 229950041]","['2', '3', '4']","['11 Listopada', 'Mostowa']",primary,False,True,494.527,"['viaduct', 'yes']","LINESTRING (16.8131504 52.6419559, 16.8132582 52.6422294, 16.8132947 52.6423221, 16.8133954 52.6426086, 16.8139154 52.6441746, 16.814128 52.6448168, 16.8141682 52.6449394, 16.8142362 52.6451396, 16.8143269 52.645343, 16.8144187 52.645479, 16.8145137 52.645613, 16.8146244 52.6457524, 16.814848 52.6459929, 16.8150731 52.646216)",11;187,50,
"[176644632, 176644634]",,"['Władysława Siwka', 'Nadbrzeżna']",residential,True,False,160.647,,"LINESTRING (16.8093414 52.6445894, 16.8106574 52.644321, 16.8109411 52.6448258, 16.8109631 52.644865, 16.8109778 52.6448911)",,,
"[25877706, 176658573, 585760246]",,Armii Poznań,tertiary,False,False,152.078,yes,"LINESTRING (16.8093414 52.6445894, 16.8092869 52.6444618, 16.8088301 52.6433507, 16.8087996 52.6432619)",,"['20', '50']",
176658573,,Armii Poznań,tertiary,False,True,48.441,,"LINESTRING (16.8093414 52.6445894, 16.8093863 52.644697, 16.8094957 52.6449587, 16.8095184 52.6450116)",,50,
176877456,2,Lipowa,tertiary,True,False,39.217,,"LINESTRING (16.8153495 52.6464695, 16.8151551 52.6465316, 16.8148347 52.6466333)",,50,
181641241,3,11 Listopada,primary,False,False,33.8,,"LINESTRING (16.8153495 52.6464695, 16.8151796 52.6463166, 16.8150731 52.646216)",11;187,50,
229950040,3,11 Listopada,primary,False,True,36.569,,"LINESTRING (16.8153495 52.6464695, 16.8154844 52.6465763, 16.8155193 52.6466037, 16.8156895 52.6467255)",11,50,
"[278849676, 674376926]",3,Lipowa,secondary,False,True,36.019000000000005,,"LINESTRING (16.8153495 52.6464695, 16.8155622 52.6463949, 16.8156309 52.6463723, 16.8158157 52.6463117)",187,50,
"[176877456, 439353942]",2,Lipowa,tertiary,True,False,100.465,,"LINESTRING (16.8148347 52.6466333, 16.8135934 52.6470216, 16.8135091 52.6470448)",,50,
172106823,,Lipowa,residential,True,False,13.591,,"LINESTRING (16.8118891 52.6472564, 16.8120889 52.647272)",,,
355519791,,Lipowa,residential,True,False,14.67,,"LINESTRING (16.8118891 52.6472564, 16.811978 52.647136)",,,
172106819,,Lipowa,residential,False,True,16.418,,"LINESTRING (16.8123103 52.6473333, 16.8120889 52.647272)",,,
172107988,2,Adama Mickiewicza,tertiary,True,False,136.706,,"LINESTRING (16.8123103 52.6473333, 16.812349 52.6473746, 16.8124559 52.647537, 16.8124846 52.6475814, 16.8127981 52.6480675, 16.8128871 52.6482086, 16.8129095 52.6482452, 16.812918 52.6482591, 16.8129226 52.6483022, 16.8129132 52.6483322, 16.8128974 52.648365, 16.8128599 52.6483897, 16.8128098 52.6484168, 16.8127389 52.6484427)",,50,
"[172106821, 1263198319]","['1', '2']",Marszałka Józefa Piłsudskiego,tertiary,True,False,93.857,,"LINESTRING (16.8105483 52.6473672, 16.8108032 52.6478753, 16.8109534 52.6481747)",,50,
172106823,,Lipowa,residential,True,False,91.36299999999999,,"LINESTRING (16.8105483 52.6473672, 16.8106018 52.6473578, 16.8108753 52.64733, 16.8109989 52.6473175, 16.8112892 52.6472986, 16.8114693 52.6472868, 16.8118006 52.6472619, 16.8118891 52.6472564)",,,
35421081,1,Księdza Stefana Szymańskiego,tertiary,True,False,23.002,,"LINESTRING (16.8114858 52.6488252, 16.8114019 52.6488174, 16.8113367 52.6487983, 16.8111854 52.6487351)",,50,
69341058,,Marszałka Józefa Piłsudskiego,tertiary,False,False,15.858,,"LINESTRING (16.8114858 52.6488252, 16.8115184 52.6488709, 16.8116241 52.648938)",,,
176658569,,3 Maja,residential,True,False,96.174,,"LINESTRING (16.813134 52.6462116, 16.813161 52.6462777, 16.8134693 52.6469975, 16.8135091 52.6470448)",,,
367016977,,3 Maja,residential,False,False,92.755,,"LINESTRING (16.813134 52.6462116, 16.8141702 52.646127, 16.814395 52.6461086, 16.8144968 52.6461015)",,,
"[735237875, 176658564]",,Garażowa,"['residential', 'living_street']",False,False,304.997,,"LINESTRING (16.816813 52.64749, 16.8162586 52.6477748, 16.8159348 52.6479538, 16.8158108 52.6480236, 16.8153737 52.6482911, 16.8151077 52.6484501, 16.8150019 52.6485159, 16.8149778 52.6485309, 16.8148791 52.6485923, 16.8139433 52.6491744, 16.8137764 52.6492245, 16.8136529 52.649286, 16.8135163 52.6493566)",,"['20', '30']",
"[278849681, 230030398]","['2', '4']",11 Listopada,primary,False,False,113.90700000000001,,"LINESTRING (16.816813 52.64749, 16.8162873 52.647121, 16.8161452 52.6470301, 16.8156895 52.6467255)",11,50,
364747577,2,Obrzycka,tertiary,False,True,66.889,,"LINESTRING (16.80291 52.6470981, 16.8031773 52.6469589, 16.8033754 52.6468674, 16.8036999 52.6467359)",,,
152139095,,Obrzycka,tertiary,True,False,28.139000000000003,,"LINESTRING (16.8038866 52.6466675, 16.8040268 52.6466361, 16.8041649 52.6466092, 16.8042815 52.6465862)",,,
281159338,,Obrzycka,tertiary,True,False,16.311999999999998,,"LINESTRING (16.8038866 52.6466675, 16.8039808 52.6466727, 16.8040306 52.6466902, 16.8040787 52.6467361)",,,
281159273,1,Czarnkowska,tertiary,True,False,44.891999999999996,,"LINESTRING (16.8039896 52.6471297, 16.803977 52.646996, 16.8039824 52.6469434, 16.8039945 52.6468833, 16.8040242 52.646808, 16.8040787 52.6467361)",,40,
"[668127825, 1267950715]",2,Czarnkowska,tertiary,False,True,86.092,,"LINESTRING (16.8039896 52.6471297, 16.8040019 52.6473744, 16.8040113 52.6474729, 16.8040181 52.6475344, 16.8040286 52.6476089, 16.8040734 52.647902)",,50,
281159266,1,Czarnkowska,tertiary,True,False,26.637999999999998,,"LINESTRING (16.8046294 52.6464958, 16.8044237 52.6466185, 16.8043585 52.6466695)",,40,
"[35424634, 281159270, 35424631]",2,Czarnkowska,tertiary,False,"[False, True]",140.897,yes,"LINESTRING (16.8046294 52.6464958, 16.804729 52.646464, 16.8048903 52.6464235, 16.8050139 52.6463971, 16.8051186 52.6463747, 16.8054756 52.646303, 16.8057013 52.6462605, 16.8063955 52.6461227, 16.8066022 52.6460837)",,,
289516574,,Szkolna,living_street,True,False,127.594,,"LINESTRING (16.8117041 52.6498369, 16.8114468 52.6493319, 16.8113727 52.6491748, 16.8112025 52.6488137, 16.8111867 52.6487795, 16.8111854 52.6487351)",,,
281159264,1,Czarnkowska,tertiary,True,False,21.636000000000003,,"LINESTRING (16.8040787 52.6467361, 16.8041593 52.6466641, 16.8042815 52.6465862)",,40,
281159348,,Obrzycka,tertiary,True,False,25.921,,"LINESTRING (16.8040787 52.6467361, 16.8039675 52.646734, 16.8038833 52.6467212, 16.8038024 52.6467214, 16.8036999 52.6467359)",,,
367017063,,Obrzycka,tertiary,True,False,15.823,,"LINESTRING (16.8040787 52.6467361, 16.8041202 52.6467726, 16.8041379 52.6467984, 16.8041503 52.6468263, 16.8041483 52.6468674)",,,
