osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,bridge,tunnel,geometry,ref
"[1226589088, 560821618, 79274803, 79274802]",3,Wolności,residential,40,"['7', '7 m']",False,"[False, True]",202.20999999999998,yes,yes,"LINESTRING (14.7727365 51.7840442, 14.7727656 51.7840935, 14.7729699 51.7843355, 14.7730236 51.7843982, 14.773048 51.7844292, 14.7732369 51.784663, 14.7738242 51.7853896, 14.7740511 51.7856703)",
635405347,,,secondary,,6,False,False,519.7440000000001,,,"LINESTRING (14.7727365 51.7840442, 14.7728064 51.7840449, 14.7728735 51.7840474, 14.7730087 51.7840507, 14.7730968 51.7840558, 14.7731498 51.7840588, 14.7732842 51.7840661, 14.7734172 51.7840757, 14.7735515 51.7840868, 14.7736828 51.7840982, 14.7738123 51.7841095, 14.7740269 51.7841342, 14.7742407 51.784163, 14.7743656 51.7841816, 14.7744853 51.7841999, 14.7745724 51.7842147, 14.7746514 51.7842294, 14.7747965 51.784257, 14.77498 51.7842945, 14.7751629 51.7843371, 14.7752557 51.7843599, 14.7753519 51.7843845, 14.7755451 51.7844353, 14.7756324 51.7844602, 14.7757251 51.7844885, 14.775903 51.7845435, 14.7760852 51.7846036, 14.7762656 51.7846661, 14.7763888 51.7847117, 14.7765094 51.7847594, 14.7767431 51.7848585, 14.7769723 51.7849653, 14.7772108 51.7850796, 14.7772974 51.7851252, 14.7774124 51.7851856, 14.7775083 51.7852406, 14.7776307 51.7853112, 14.7776889 51.7853461, 14.7777424 51.7853781, 14.7778464 51.7854409, 14.7780573 51.7855703, 14.7781667 51.7856369, 14.778279 51.7857052, 14.7785006 51.7858416, 14.7789402 51.7861107, 14.7790419 51.7861728, 14.7791443 51.7862338)",289
635405347,,,secondary,,6,False,True,18.793,,,"LINESTRING (14.7727365 51.7840442, 14.7725978 51.7840445, 14.7724633 51.7840444)",289
635405347,,,secondary,,6,False,True,35.93,,,"LINESTRING (14.7795189 51.786459, 14.7791443 51.7862338)",289
79273142,,Tadeusza Kościuszki,tertiary,,6,False,True,307.664,,,"LINESTRING (14.7795189 51.786459, 14.7794383 51.7865031, 14.7793497 51.7865538, 14.7792625 51.7865809, 14.7791949 51.7865987, 14.7791512 51.7866082, 14.7785568 51.7866833, 14.7775219 51.7867814, 14.7763517 51.7868876, 14.7761524 51.7869009, 14.7760169 51.7869057, 14.7758377 51.7869096, 14.7757563 51.7869113, 14.7756714 51.7869162, 14.7755865 51.7869311, 14.7754868 51.7869543, 14.7753872 51.7869842, 14.7753031 51.7870102, 14.7752097 51.7870451)",
110468210,2,,tertiary,50,5,False,False,37.297,,,"LINESTRING (14.7795189 51.786459, 14.7795582 51.7863854, 14.7796045 51.7863514, 14.7796416 51.786306, 14.7797382 51.7861548)",
79269156,,Polna,residential,,5,False,True,145.18200000000002,,,"LINESTRING (14.7738678 51.7903763, 14.7739928 51.7904742, 14.7743807 51.7909354, 14.7744295 51.7909857, 14.774504 51.7910245, 14.7746885 51.7910309, 14.7750574 51.7909623, 14.7753619 51.7909837)",
79274413,,Marii Konopnickiej,residential,,5,False,False,241.18599999999998,,,"LINESTRING (14.7738678 51.7903763, 14.7739564 51.7903541, 14.7761318 51.7896783, 14.7769998 51.7894013)",
"[83535596, 79365809, 83535601, 79273144, 83536186, 83536190]",2,"['1 Maja', 'Rynek', 'Romualda Traugutta']",tertiary,40,6,False,False,451.349,yes,,"LINESTRING (14.7738678 51.7903763, 14.7738481 51.790323, 14.7738068 51.7902682, 14.7735511 51.78996, 14.7734876 51.7898535, 14.7734724 51.78979, 14.7734731 51.7897347, 14.7734845 51.7896852, 14.7735387 51.789586, 14.7736345 51.7894686, 14.773666 51.789415, 14.7736827 51.7893789, 14.7736914 51.7893523, 14.7736961 51.7893307, 14.7736696 51.7892104, 14.7736038 51.7890252, 14.7735057 51.7887603, 14.7733754 51.7882684, 14.7733182 51.7879718, 14.7733254 51.7878974, 14.7733404 51.7878267, 14.7733476 51.7878058, 14.7733837 51.787769, 14.7734396 51.787733, 14.7736867 51.7876109, 14.7738961 51.7875373, 14.7740337 51.787489, 14.7741711 51.7874375, 14.7746766 51.7872478, 14.7749714 51.7871357, 14.7752097 51.7870451)",
79262504,,Plac Zamkowy,living_street,,7,False,False,62.397,,,"LINESTRING (14.7741052 51.7857388, 14.7732914 51.7859867)",
