osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,junction,access
173521937,False,449,Ignacego Daszyńskiego,secondary,50,False,26.057,,"LINESTRING (17.9281825 51.4223183, 17.928493 51.4224503)",,
35135306,False,449,Tadeusza Kościuszki,secondary,50,False,101.961,2,"LINESTRING (17.9281825 51.4223183, 17.9276191 51.4220927, 17.9269338 51.4218342)",,
32523280,True,449,Armii Krajowej,secondary,50,False,68.996,1,"LINESTRING (17.9386904 51.4278621, 17.9386668 51.4277148, 17.9386474 51.4275736, 17.9386615 51.4273605, 17.9386581 51.4273052, 17.9386474 51.4272835, 17.9386256 51.4272465)",,
279580321,False,449,Armii Krajowej,secondary,50,False,113.62299999999999,2,"LINESTRING (17.9386904 51.4278621, 17.9386724 51.4281086, 17.9386608 51.4282186, 17.9386378 51.4283052, 17.9386108 51.4283622, 17.9385774 51.4284247, 17.9385177 51.4285089, 17.9384359 51.4285924, 17.9383282 51.4286808, 17.9382369 51.4287381, 17.9381552 51.4287862)",,
42337909,True,449,rondo im. Żołnierzy Wyklętych,secondary,50,False,4.884,,"LINESTRING (17.9350562 51.4294362, 17.9350367 51.4294574, 17.9350153 51.4294716)",roundabout,
279580321,False,449,Armii Krajowej,secondary,50,False,25.27,2,"LINESTRING (17.9381552 51.4287862, 17.938004 51.4288615, 17.9379293 51.428892, 17.9378554 51.4289137)",,
279580321,False,449,Armii Krajowej,secondary,50,True,113.623,2,"LINESTRING (17.9381552 51.4287862, 17.9382369 51.4287381, 17.9383282 51.4286808, 17.9384359 51.4285924, 17.9385177 51.4285089, 17.9385774 51.4284247, 17.9386108 51.4283622, 17.9386378 51.4283052, 17.9386608 51.4282186, 17.9386724 51.4281086, 17.9386904 51.4278621)",,
299687183,False,,Pocztowa,residential,,True,29.216,,"LINESTRING (17.9381552 51.4287862, 17.9381246 51.4287185, 17.938116 51.4286969, 17.9380877 51.4286261, 17.93805 51.4285318)",,
320857007,False,,Zamkowa,tertiary,40,True,2.945,,"LINESTRING (17.9260145 51.4280564, 17.9259751 51.4280663)",,
42337482,False,,Duńska,residential,,False,63.227,,"LINESTRING (17.9260145 51.4280564, 17.9260614 51.4281294, 17.9263534 51.4285843)",,
320857007,False,,Zamkowa,tertiary,40,False,132.70999999999998,,"LINESTRING (17.9260145 51.4280564, 17.9261591 51.4280236, 17.9273462 51.4277637, 17.9276003 51.4277081, 17.92782 51.42766)",,
42337489,False,,Wiosny Ludów,residential,,True,103.839,,"LINESTRING (17.92782 51.42766, 17.9278573 51.4277268, 17.9283121 51.428542)",,
320857007,False,,Zamkowa,tertiary,40,False,173.04100000000003,,"LINESTRING (17.92782 51.42766, 17.9300023 51.427162, 17.9300864 51.4271426, 17.9301635 51.4271246)",,
320857007,False,,Zamkowa,tertiary,40,True,132.71,,"LINESTRING (17.92782 51.42766, 17.9276003 51.4277081, 17.9273462 51.4277637, 17.9261591 51.4280236, 17.9260145 51.4280564)",,
"[236833114, 347257156]",True,449,Armii Krajowej,secondary,50,False,48.407,1,"LINESTRING (17.9301635 51.4271246, 17.9302443 51.4271557, 17.930343 51.4272493, 17.9304955 51.4274957)",,
259208441,False,449,Walerego Gorgolewskiego,secondary,50,True,91.52700000000002,,"LINESTRING (17.9301635 51.4271246, 17.930147 51.4270741, 17.9301455 51.4270558, 17.9301423 51.4270174, 17.9301759 51.4266345, 17.9301886 51.426489, 17.9301918 51.4264526, 17.9302141 51.4263041)",,
320857007,False,,Zamkowa,tertiary,40,True,173.04100000000003,,"LINESTRING (17.9301635 51.4271246, 17.9300864 51.4271426, 17.9300023 51.427162, 17.92782 51.42766)",,
42337482,False,,Duńska,residential,,False,81.443,,"LINESTRING (17.9263534 51.4285843, 17.9270513 51.4291011, 17.92711 51.4291446)",,
42337482,False,,Duńska,residential,,True,63.227,,"LINESTRING (17.9263534 51.4285843, 17.9260614 51.4281294, 17.9260145 51.4280564)",,
42337486,False,,Norweska,residential,,False,106.936,,"LINESTRING (17.92711 51.4291446, 17.9283121 51.428542)",,
42337486,False,,Norweska,residential,,True,39.48,,"LINESTRING (17.92711 51.4291446, 17.92667 51.42937)",,
42337482,False,,Duńska,residential,,True,81.443,,"LINESTRING (17.92711 51.4291446, 17.9270513 51.4291011, 17.9263534 51.4285843)",,
42337486,False,,Norweska,residential,,False,39.48,,"LINESTRING (17.92667 51.42937, 17.92711 51.4291446)",,
