osmid,oneway,highway,reversed,length,name,geometry,lanes,ref,junction,maxspeed
38215930,False,residential,True,31.87,,"LINESTRING (17.7723262 52.4404672, 17.7720517 52.4402345)",,,,
188685137,False,residential,True,30.883,,"LINESTRING (17.7723262 52.4404672, 17.771897 52.4405604)",,,,
272716112,True,residential,False,65.923,Stary Rynek,"LINESTRING (17.7723262 52.4404672, 17.773246 52.4402746)",,,,
50083280,False,residential,False,117.627,Kosynierów Miłosławskich,"LINESTRING (17.7723262 52.4404672, 17.7723617 52.4405204, 17.7721336 52.4415111)",,,,
38215930,False,residential,False,31.87,,"LINESTRING (17.7720517 52.4402345, 17.7723262 52.4404672)",,,,
40263783,False,residential,False,15.911,Stary Rynek,"LINESTRING (17.7720517 52.4402345, 17.7720981 52.4401256, 17.7721113 52.4400961)",2,,,
791555349,False,residential,True,37.738,Gnieźnieńska,"LINESTRING (17.7720517 52.4402345, 17.7719512 52.440461, 17.771897 52.4405604)",2,,,
38215929,False,tertiary,False,57.572,Warszawska,"LINESTRING (17.7725497 52.4396415, 17.7726298 52.4396568, 17.7728016 52.4396848, 17.7732043 52.4397525, 17.7733697 52.439776)",2,,,
40263783,False,residential,True,59.065999999999995,Stary Rynek,"LINESTRING (17.7725497 52.4396415, 17.7724767 52.4396974, 17.7724374 52.4397273, 17.7723949 52.4397592, 17.7723201 52.4398316, 17.7722214 52.4399285, 17.7721712 52.4399946, 17.7721416 52.4400428, 17.7721113 52.4400961)",2,,,
202349332,False,tertiary,False,144.56,Poznańska,"LINESTRING (17.7725497 52.4396415, 17.7725996 52.4395962, 17.7726349 52.439539, 17.7730875 52.4386518, 17.7732147 52.4384086)",2,,,
107995040,False,residential,True,330.625,Słoneczna,"LINESTRING (17.7772362 52.4400646, 17.7772507 52.4400419, 17.777403 52.439804, 17.777617 52.4394623, 17.7776966 52.4392998, 17.777714 52.4392335, 17.7777089 52.4392027, 17.7776858 52.4391724, 17.7776449 52.4391443, 17.777576 52.4391198, 17.7766258 52.4390093, 17.7759326 52.438849, 17.7748731 52.4384181, 17.7747777 52.4383773, 17.7747085 52.4383478)",,,,
791555345,False,tertiary,True,252.77700000000002,Warszawska,"LINESTRING (17.7772362 52.4400646, 17.7765633 52.4400224, 17.7754465 52.4399417, 17.7744063 52.4398678, 17.7736951 52.43982, 17.7735331 52.4397998)",2,,,
