osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,bridge,junction
15270657,True,4,5,primary,60,False,32.83,"LINESTRING (16.9796097 51.1270727, 16.9795523 51.1270093, 16.9794732 51.1269244, 16.9793734 51.1268174)",,,
17922919,True,3,5;94,primary,60,False,32.46,"LINESTRING (16.9796883 51.1267021, 16.979782 51.1267993, 16.9798586 51.1268843, 16.9799241 51.1269537)",,,
186999752,True,3,,secondary,50,False,42.641,"LINESTRING (16.9796883 51.1267021, 16.9799502 51.1266074, 16.9802186 51.1265116)",Legnicka,,
"[31586000, 306996762, 940672491]",True,"['2', '5']",5,primary,60,False,383.46500000000003,"LINESTRING (16.9799241 51.1269537, 16.9800145 51.1270466, 16.9800887 51.1271249, 16.9801132 51.1271537, 16.9804916 51.1275661, 16.9805689 51.1276506, 16.9806701 51.1277628, 16.9811594 51.1283013, 16.9812849 51.1284499, 16.9814649 51.1286494, 16.9821047 51.1293583, 16.982477 51.12977, 16.9825006 51.1297951, 16.9825529 51.1298503, 16.9825682 51.1298665, 16.9826467 51.129949)",Milenijna,,
31586001,True,4,94,primary,50,False,25.622999999999998,"LINESTRING (16.9799241 51.1269537, 16.9798466 51.126984, 16.979719 51.1270325, 16.9796097 51.1270727)",,,
16140506,True,3,,secondary,50,False,25.442,"LINESTRING (16.9793734 51.1268174, 16.9794438 51.1267918, 16.979606 51.1267331, 16.9796883 51.1267021)",,,
31586002,True,2,5,primary,60,False,48.106,"LINESTRING (16.9793734 51.1268174, 16.9792568 51.1266959, 16.9792271 51.1266655, 16.9792194 51.1266576, 16.9792098 51.1266452, 16.9790148 51.126448)",Na Ostatnim Groszu,,
22617218,True,3,,tertiary,50,False,27.389,"LINESTRING (16.9822602 51.1299919, 16.9826467 51.129949)",Popowicka,,
31258968,True,2,5,primary,60,False,33.289,"LINESTRING (16.9822602 51.1299919, 16.9822016 51.1299271, 16.9821859 51.1299094, 16.9821696 51.1298905, 16.9821487 51.1298685, 16.9820249 51.1297315)",Milenijna,,
187409100,True,4,5,primary,60,False,16.266,"LINESTRING (16.9826467 51.129949, 16.9827662 51.1300746)",Milenijna,,
31258972,True,3,,tertiary,50,False,12.312,"LINESTRING (16.9827662 51.1300746, 16.9825919 51.1300918)",Popowicka,,
31258967,True,2,5,primary,60,False,23.889000000000003,"LINESTRING (16.9827662 51.1300746, 16.9828654 51.130179, 16.9828873 51.130202, 16.9829416 51.1302591)",Milenijna,,
187405571,True,2,5,primary,60,False,15.581,"LINESTRING (16.9823703 51.1301138, 16.9822602 51.1299919)",Milenijna,,
55468171,True,1,,tertiary,40,False,43.558,"LINESTRING (16.9817552 51.1300488, 16.9819338 51.1299638, 16.9819586 51.1299486, 16.9819929 51.1299148, 16.9820078 51.1299003, 16.9820188 51.1298849, 16.9820293 51.1298673, 16.9820358 51.1298373, 16.9820249 51.1297315)",Popowicka,,
186999754,True,3,,tertiary,40,False,35.804,"LINESTRING (16.9817552 51.1300488, 16.9819872 51.1300225, 16.9819937 51.1300218, 16.9820748 51.1300125, 16.98209 51.1300106, 16.9821241 51.1300066, 16.9822602 51.1299919)",Popowicka,,
28460410,False,,,tertiary,,True,23.455,"LINESTRING (16.9755438 51.1230033, 16.9758248 51.1228876)",Na Ostatnim Groszu,,
22943576,False,4,,tertiary,50,True,100.18900000000001,"LINESTRING (16.9755438 51.1230033, 16.975341 51.1230383, 16.9753062 51.1230443, 16.9752894 51.1230468, 16.9752689 51.1230503, 16.9752338 51.1230564, 16.9749289 51.1231092, 16.9743618 51.1232073, 16.9741597 51.1232423)",Pułkownika Bolesława Orlińskiego,,
"[185978073, 353537461, 31281583]",True,"['2', '3', '5']",,secondary,50,False,344.205,"LINESTRING (16.9840363 51.1252471, 16.9838966 51.1252951, 16.9838762 51.1253033, 16.9838551 51.1253126, 16.9838385 51.1253185, 16.9837907 51.1253357, 16.9837536 51.1253506, 16.9832631 51.1255476, 16.9823671 51.1259332, 16.9822609 51.1259795, 16.9822446 51.125986, 16.981738 51.1262118, 16.9812579 51.1264281, 16.9806547 51.1266715, 16.9802849 51.1268143, 16.9799241 51.1269537)",Legnicka,,
"[1025044473, 234553890]",False,"['2', '3']",,tertiary,30,False,160.721,"LINESTRING (16.9840363 51.1252471, 16.9841278 51.1253565, 16.9841367 51.1253671, 16.9841461 51.1253778, 16.984161 51.1253949, 16.9841949 51.1254356, 16.9845543 51.1258618, 16.9846724 51.1260162, 16.9847765 51.1261997, 16.9849221 51.1264723, 16.9849688 51.1265642)",Wejherowska,,
26988216,False,2,,residential,30,True,185.398,"LINESTRING (16.9838394 51.1250122, 16.9837565 51.1249118, 16.9837446 51.1248963, 16.9837044 51.1248577, 16.9833236 51.1244982, 16.9832093 51.1243877, 16.9831539 51.1243342, 16.9830907 51.1242715, 16.9826547 51.1238429, 16.9824294 51.1236001)",Kwiska,,
"[23072074, 372128547]",True,2,,tertiary,50,False,29.517000000000003,"LINESTRING (16.9838394 51.1250122, 16.9839366 51.1251327, 16.9840363 51.1252471)",,,
23321699,False,,,residential,30,False,150.923,"LINESTRING (16.9820935 51.1231428, 16.9822539 51.1231036, 16.9829435 51.1229338, 16.9830972 51.1228959, 16.9841071 51.1226479)",Kłodnicka,,
26988216,False,2,,residential,30,False,56.012,"LINESTRING (16.9820935 51.1231428, 16.9821805 51.1232756, 16.9824294 51.1236001)",Kwiska,,
26988216,False,2,,residential,30,True,88.726,"LINESTRING (16.9820935 51.1231428, 16.9820356 51.1230636, 16.9818771 51.122841, 16.9815821 51.1224123)",Kwiska,,
"[55468320, 670814892, 22964732]",False,,,residential,,"[False, True]",592.806,"LINESTRING (16.9764396 51.1226345, 16.9764942 51.1226883, 16.9765884 51.1227813, 16.976892 51.1230787, 16.9772214 51.1234013, 16.9772777 51.1234564, 16.9772918 51.1234694, 16.9774176 51.1235856, 16.9776855 51.1238587, 16.9778071 51.1239885, 16.9779836 51.1241641, 16.9781045 51.1242869, 16.9781943 51.1243775, 16.97853 51.1246986, 16.9785632 51.1247303, 16.9786674 51.1248299, 16.9787132 51.1248826, 16.9788464 51.124828, 16.9792793 51.1246446, 16.979664 51.1245227, 16.9799068 51.1244497, 16.9811595 51.1240868, 16.9814575 51.1239939, 16.9817876 51.1238662, 16.9821571 51.1237129, 16.9823094 51.1236498, 16.9824294 51.1236001)",,,
507714515,False,5,,residential,,False,51.313,"LINESTRING (16.9764396 51.1226345, 16.9760998 51.1227744, 16.9760468 51.1227962, 16.9760009 51.1228151, 16.9758248 51.1228876)",Na Ostatnim Groszu,,
28460410,False,,,tertiary,,False,23.455,"LINESTRING (16.9758248 51.1228876, 16.9755438 51.1230033)",Na Ostatnim Groszu,,
"[28460408, 306971836]",True,"['3', '5']",5;94,primary,60,False,449.991,"LINESTRING (16.9758248 51.1228876, 16.9759949 51.1230431, 16.9760224 51.1230683, 16.9760522 51.1230934, 16.9760646 51.1231038, 16.976076 51.1231128, 16.9764463 51.1234506, 16.9768849 51.1238507, 16.9773851 51.1243452, 16.9785331 51.1255131, 16.9791803 51.1261857, 16.9792735 51.1262786, 16.979292 51.1262981)",Na Ostatnim Groszu,,
507714515,False,5,,residential,,True,51.313,"LINESTRING (16.9758248 51.1228876, 16.9760009 51.1228151, 16.9760468 51.1227962, 16.9760998 51.1227744, 16.9764396 51.1226345)",Na Ostatnim Groszu,,
473160273,False,,,tertiary,30,False,148.24,"LINESTRING (16.9852105 51.1270133, 16.9852848 51.1271566, 16.9853107 51.1272312, 16.9853433 51.1273349, 16.9853593 51.1274716, 16.9853555 51.1275788, 16.9853043 51.1279319, 16.9852864 51.1283333)",Wejherowska,,
473160273,False,,,tertiary,30,True,52.71,"LINESTRING (16.9852105 51.1270133, 16.9851397 51.1268847, 16.9849688 51.1265642)",Wejherowska,,
"[550226963, 55468283]",False,2,,residential,,False,295.237,"LINESTRING (16.9852105 51.1270133, 16.9850378 51.1270598, 16.9849673 51.1270797, 16.9841534 51.1273363, 16.9838087 51.1274462, 16.9827801 51.127774, 16.9825606 51.1278422, 16.9821631 51.1279652, 16.9821033 51.1279841, 16.9817199 51.1281023, 16.9815682 51.1281499, 16.9814211 51.1281933)",Księdza Marcina Lutra,,
26988216,False,2,,residential,30,False,185.39800000000002,"LINESTRING (16.9824294 51.1236001, 16.9826547 51.1238429, 16.9830907 51.1242715, 16.9831539 51.1243342, 16.9832093 51.1243877, 16.9833236 51.1244982, 16.9837044 51.1248577, 16.9837446 51.1248963, 16.9837565 51.1249118, 16.9838394 51.1250122)",Kwiska,,
26988216,False,2,,residential,30,True,56.012,"LINESTRING (16.9824294 51.1236001, 16.9821805 51.1232756, 16.9820935 51.1231428)",Kwiska,,
"[55468320, 670814892, 22964732]",False,,,residential,,"[False, True]",592.806,"LINESTRING (16.9824294 51.1236001, 16.9823094 51.1236498, 16.9821571 51.1237129, 16.9817876 51.1238662, 16.9814575 51.1239939, 16.9811595 51.1240868, 16.9799068 51.1244497, 16.979664 51.1245227, 16.9792793 51.1246446, 16.9788464 51.124828, 16.9787132 51.1248826, 16.9786674 51.1248299, 16.9785632 51.1247303, 16.97853 51.1246986, 16.9781943 51.1243775, 16.9781045 51.1242869, 16.9779836 51.1241641, 16.9778071 51.1239885, 16.9776855 51.1238587, 16.9774176 51.1235856, 16.9772918 51.1234694, 16.9772777 51.1234564, 16.9772214 51.1234013, 16.976892 51.1230787, 16.9765884 51.1227813, 16.9764942 51.1226883, 16.9764396 51.1226345)",,,
239014975,False,2,,residential,50,False,50.239000000000004,"LINESTRING (16.9763901 51.1270847, 16.9759592 51.1272181, 16.9758261 51.1272589, 16.9757441 51.1272841)",Szybowcowa,,
