osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,width,access,tunnel
"[216255784, 201790778, 228337765, 216255783]",False,2,,Emilii Gierczak,tertiary,,False,106.372,"LINESTRING (17.3306308 50.4720181, 17.330702 50.471994, 17.3307596 50.4719741, 17.3309414 50.4719094, 17.3313739 50.4717576, 17.3315013 50.4717123, 17.3316558 50.4716578, 17.3319458 50.4715548)",,yes,,,
232274280,True,1,,Emilii Gierczak,tertiary,,False,39.452,"LINESTRING (17.3306308 50.4720181, 17.330369 50.4721854, 17.3302832 50.4722363, 17.3302427 50.472272)",,,,,
240543136,True,1,,rondo Legii Polsko-Włoskiej,tertiary,50,False,4.15,"LINESTRING (17.3302997 50.474559, 17.3302979 50.4745217)",roundabout,,,,
"[261471867, 292957341, 201790798]",False,2,,Mostowa,tertiary,50,False,129.169,"LINESTRING (17.3273631 50.4758449, 17.3272208 50.4759353, 17.3271996 50.475952, 17.3268288 50.4762102, 17.3261181 50.4766942)",,yes,,,
"[201790803, 1023705127]",False,"['2', '3']",,Mostowa,tertiary,50,True,83.33300000000001,"LINESTRING (17.3273631 50.4758449, 17.327489 50.4757589, 17.3277849 50.4755591, 17.3279172 50.4754768, 17.3279407 50.4754611, 17.3280195 50.4754086, 17.3282097 50.4753282)",,,,,
216857459,False,,,Kolejowa,residential,,True,42.726,"LINESTRING (17.3361236 50.4771524, 17.3364333 50.4773046, 17.3365973 50.4773906)",,,,,
220077592,False,,,Kolejowa,residential,,False,58.015,"LINESTRING (17.3361236 50.4771524, 17.3359512 50.4770535, 17.3356159 50.4768681, 17.3355067 50.4768088)",,,,,
220077614,False,,,Wolności,residential,,True,101.01099999999998,"LINESTRING (17.3361236 50.4771524, 17.3360166 50.4772423, 17.3359624 50.4772894, 17.3357093 50.4774913, 17.3353852 50.4777591, 17.3353186 50.4778159, 17.3352947 50.4778363, 17.3352536 50.4778725)",,,,,
228337780,False,,,Piastowska,tertiary,,False,116.464,"LINESTRING (17.3339795 50.4772097, 17.3340816 50.4772682, 17.3341571 50.4773054, 17.3347062 50.477591, 17.3351272 50.4778085, 17.3352536 50.4778725)",,,,,
228337782,False,,,Piastowska,tertiary,,True,125.89699999999999,"LINESTRING (17.3339795 50.4772097, 17.3338742 50.4771418, 17.3335254 50.4769079, 17.3328439 50.4764619, 17.3327431 50.4763956)",,,,,
228338288,False,,,Parkowa,residential,,False,97.04499999999999,"LINESTRING (17.3339795 50.4772097, 17.3338643 50.4772799, 17.3337046 50.4773825, 17.3332673 50.4776737, 17.3332396 50.4776919, 17.3330542 50.4778021, 17.3330126 50.4778283)",,,,,
236063604,False,,,Parkowa,residential,,True,60.476,"LINESTRING (17.3339795 50.4772097, 17.3340346 50.4771834, 17.3340873 50.4771564, 17.3345902 50.4768993, 17.3346488 50.4768716)",,,,,
1000025470,False,,,Kolejowa,residential,,True,14.214,"LINESTRING (17.3375237 50.4778948, 17.337681 50.4779743)",,,,,
309654754,False,,,Michała Drzymały,residential,,True,94.67000000000002,"LINESTRING (17.3375237 50.4778948, 17.3376111 50.4778182, 17.3376825 50.4777556, 17.3382373 50.4772695, 17.3383185 50.4772103)",,,,,
"[216857459, 1000025470]",False,,,Kolejowa,residential,,False,86.259,"LINESTRING (17.3375237 50.4778948, 17.3373849 50.4778194, 17.3365973 50.4773906)",,,,,
219721751,True,,,Mariacka,residential,,False,89.59,"LINESTRING (17.3375691 50.4694085, 17.3376738 50.4694667, 17.3377161 50.4694835, 17.3378733 50.4695402, 17.3382724 50.4696772, 17.3386574 50.4698165)",,,,,
249040817,False,2,,Prudnicka,tertiary,50,True,162.54399999999998,"LINESTRING (17.3375691 50.4694085, 17.337461 50.4695341, 17.3370745 50.4699772, 17.3367961 50.4702978, 17.336593 50.4705458, 17.3364631 50.4706895)",,,,,
204587169,False,,,Cypriana Kamila Norwida,residential,,False,173.45,"LINESTRING (17.3272027 50.4727281, 17.3272918 50.4727263, 17.3274398 50.4727297, 17.3278877 50.4727449, 17.3283056 50.4727807, 17.3288112 50.4728241, 17.3294835 50.4728881, 17.329637 50.4728881)",,,,,
235753987,False,,,Bohaterów Warszawy,residential,,False,82.55599999999998,"LINESTRING (17.3272027 50.4727281, 17.3271982 50.4726901, 17.3271894 50.4726157, 17.3271971 50.4725036, 17.327351 50.4723165, 17.3275452 50.472148, 17.3276357 50.4720695)",,,,,
235753987,False,,,Bohaterów Warszawy,residential,,True,30.442000000000004,"LINESTRING (17.3272027 50.4727281, 17.3272215 50.4728864, 17.327237 50.4729604, 17.3272501 50.4729999)",,,,,
201790829,True,,,Rynek,living_street,20,False,35.728,"LINESTRING (17.3339521 50.4739557, 17.333899 50.4739778, 17.3338058 50.4740164, 17.3337001 50.4740555, 17.3335245 50.4741264)",,,,,
"[236063600, 219721752, 1097367666, 217363775]",False,,,Rynek,"['living_street', 'residential']",20,True,73.428,"LINESTRING (17.3339521 50.4739557, 17.3340073 50.4739853, 17.33404 50.4740132, 17.3341031 50.4740725, 17.3341892 50.4741533, 17.3342571 50.4742004, 17.3342847 50.4742196, 17.3344467 50.474279, 17.3345212 50.4742997, 17.3346021 50.4743052, 17.3346314 50.4743047, 17.3347559 50.4743031)",,,,,
204578720,False,,,Sukiennicza,living_street,20,False,114.20599999999999,"LINESTRING (17.3335245 50.4741264, 17.3334967 50.4740973, 17.3333723 50.4739664, 17.3333249 50.473918, 17.3331059 50.4737106, 17.3329607 50.4735645, 17.3328907 50.4734941, 17.332658 50.4732601)",,,,,
"[309654740, 228337774]",True,,,Rynek,living_street,20,False,38.010999999999996,"LINESTRING (17.3335245 50.4741264, 17.3333069 50.4742115, 17.333245 50.4742391, 17.3331951 50.4742613, 17.333151 50.4742993, 17.3331369 50.4743436)",,,,,
"[219468360, 204583440]",False,,,"['Plac Staromiejski', 'Bohaterów Warszawy']",residential,,False,127.08699999999999,"LINESTRING (17.3309217 50.4699061, 17.3311491 50.4698244, 17.331331 50.4697602, 17.3316822 50.4696386, 17.3319377 50.4695611, 17.3321197 50.469537, 17.3323265 50.4695277, 17.3324253 50.4695257, 17.3324731 50.4695246, 17.3325742 50.4695096)",,,,,
219468360,False,,,Bohaterów Warszawy,residential,,True,53.937,"LINESTRING (17.3309217 50.4699061, 17.3306495 50.4700207, 17.330505 50.4700892, 17.3303146 50.4701977)",,,,,
220750831,False,,,Bohaterów Warszawy,residential,,False,114.703,"LINESTRING (17.3309217 50.4699061, 17.3308716 50.4698439, 17.3308095 50.4697667, 17.3305147 50.4693937, 17.3304522 50.4693276, 17.3299419 50.4695253)",,,,,
235753987,False,,,Bohaterów Warszawy,residential,,False,30.442,"LINESTRING (17.3272501 50.4729999, 17.327237 50.4729604, 17.3272215 50.4728864, 17.3272027 50.4727281)",,,,,
235753987,False,,,Bohaterów Warszawy,residential,,True,97.448,"LINESTRING (17.3272501 50.4729999, 17.3273046 50.4730801, 17.3278883 50.4737364, 17.3279159 50.4737665)",,,,,
"[1097367668, 201790831]",True,,,Świętego Piotra,"['residential', 'living_street']",20,False,101.19800000000001,"LINESTRING (17.3310383 50.4726599, 17.3314647 50.4727969, 17.3316874 50.4728748, 17.3318333 50.4729258, 17.3319708 50.472981, 17.3320502 50.4730165, 17.3322005 50.4730845, 17.332274 50.473115)",,,,,
201790837,False,,,Jana Matejki,residential,,True,179.01800000000003,"LINESTRING (17.3310383 50.4726599, 17.3310221 50.4727619, 17.3310038 50.4728766, 17.3309999 50.472939, 17.3309835 50.4731674, 17.3309823 50.4732879, 17.3309864 50.4734304, 17.3309914 50.4735983, 17.3309923 50.4736308, 17.3310167 50.4737286, 17.3310495 50.4738175, 17.3310817 50.4738759, 17.3311156 50.4739303, 17.3311501 50.4739834, 17.3312088 50.4740506, 17.3313542 50.4742194)",,,,,
659363224,False,,,Świętego Piotra,residential,,True,41.283,"LINESTRING (17.3310383 50.4726599, 17.3306711 50.4725689, 17.330486 50.4725437)",,,,,
"[204583440, 219468360]",False,,,"['Plac Staromiejski', 'Bohaterów Warszawy']",residential,,True,127.08699999999999,"LINESTRING (17.3325742 50.4695096, 17.3324731 50.4695246, 17.3324253 50.4695257, 17.3323265 50.4695277, 17.3321197 50.469537, 17.3319377 50.4695611, 17.3316822 50.4696386, 17.331331 50.4697602, 17.3311491 50.4698244, 17.3309217 50.4699061)",,,,,
173598989,False,,,Stanisława Moniuszki,tertiary,,False,34.211,"LINESTRING (17.3351545 50.4704541, 17.3352614 50.4704563, 17.3354663 50.4704976, 17.3356163 50.4705357)",,,,,
"[232274276, 279916685]",False,"['2', '3']",,Emilii Gierczak,tertiary,,True,110.515,"LINESTRING (17.3351545 50.4704541, 17.335108 50.470459, 17.3349916 50.4704981, 17.3346915 50.4706394, 17.3344628 50.470727, 17.333797 50.4709363)",,,,,
204583451,True,,,Wita Stwosza,residential,,False,180.76,"LINESTRING (17.333797 50.4709363, 17.3337052 50.4708386, 17.3336605 50.4707886, 17.3334275 50.4705323, 17.3333617 50.4704583, 17.3331695 50.4702417, 17.3329205 50.4699346, 17.3327233 50.4696955, 17.3326455 50.4695996, 17.3326247 50.4695734, 17.3325742 50.4695096)",,,,,
"[232274276, 279916685]",False,"['2', '3']",,Emilii Gierczak,tertiary,,False,110.51499999999999,"LINESTRING (17.333797 50.4709363, 17.3344628 50.470727, 17.3346915 50.4706394, 17.3349916 50.4704981, 17.335108 50.470459, 17.3351545 50.4704541)",,,,,
232274276,False,2,,Emilii Gierczak,tertiary,,True,148.001,"LINESTRING (17.333797 50.4709363, 17.3336593 50.4709796, 17.3334601 50.4710422, 17.3334329 50.4710508, 17.3329901 50.47119, 17.3321829 50.4714723, 17.3319458 50.4715548)",,,,,
190547013,False,,,Forteczna,residential,,False,95.463,"LINESTRING (17.3317439 50.4769724, 17.3324562 50.4765607, 17.3326346 50.476457, 17.3327431 50.4763956)",,,,,
222151232,False,,,Armii Krajowej,residential,,False,138.677,"LINESTRING (17.3317439 50.4769724, 17.3316218 50.4768885, 17.3312358 50.4766223, 17.3311711 50.4765773, 17.3310617 50.4765031, 17.3308822 50.4763804, 17.3306425 50.4761936, 17.3305432 50.4761273, 17.3304268 50.4760495)",,,,,
222151232,False,,,Armii Krajowej,residential,,True,130.84499999999997,"LINESTRING (17.3317439 50.4769724, 17.3320168 50.4771499, 17.3323869 50.4774065, 17.3325904 50.4775468, 17.3330126 50.4778283)",,,,,
222151232,False,,,Armii Krajowej,residential,,False,130.845,"LINESTRING (17.3330126 50.4778283, 17.3325904 50.4775468, 17.3323869 50.4774065, 17.3320168 50.4771499, 17.3317439 50.4769724)",,,,,
228338288,False,,,Parkowa,residential,,True,97.04500000000002,"LINESTRING (17.3330126 50.4778283, 17.3330542 50.4778021, 17.3332396 50.4776919, 17.3332673 50.4776737, 17.3337046 50.4773825, 17.3338643 50.4772799, 17.3339795 50.4772097)",,,,,
220077614,False,,,Wolności,residential,,False,101.011,"LINESTRING (17.3352536 50.4778725, 17.3352947 50.4778363, 17.3353186 50.4778159, 17.3353852 50.4777591, 17.3357093 50.4774913, 17.3359624 50.4772894, 17.3360166 50.4772423, 17.3361236 50.4771524)",,,,,
228337780,False,,,Piastowska,tertiary,,True,116.464,"LINESTRING (17.3352536 50.4778725, 17.3351272 50.4778085, 17.3347062 50.477591, 17.3341571 50.4773054, 17.3340816 50.4772682, 17.3339795 50.4772097)",,,,,
279916687,True,1,,rondo imienia Premiera Jana Olszewskiego,tertiary,,False,21.887,"LINESTRING (17.3302427 50.472272, 17.3302085 50.4724164, 17.3301985 50.4724668)",roundabout,,,,
279916687,True,1,,rondo imienia Premiera Jana Olszewskiego,tertiary,,False,32.794,"LINESTRING (17.3297965 50.4724908, 17.3297854 50.4724681, 17.3297865 50.4724389, 17.3298114 50.4723856, 17.3298365 50.4723456, 17.3299276 50.4722146)",roundabout,,,,
217360272,False,,,Rynek,living_street,20,True,34.038,"LINESTRING (17.3327871 50.4727458, 17.3327682 50.4726999, 17.3327576 50.472653, 17.3327555 50.4726055, 17.3327618 50.4725583, 17.3327766 50.4725118, 17.3327995 50.4724667, 17.3328125 50.4724468)",,,,,
"[309654738, 201798182]",True,,,Rynek,living_street,20,False,160.092,"LINESTRING (17.3327871 50.4727458, 17.3328369 50.4727506, 17.3328896 50.4727664, 17.3329414 50.4728036, 17.33299 50.472861, 17.333041 50.4729216, 17.33305 50.4729327, 17.3331172 50.4730155, 17.3331804 50.4730933, 17.3332408 50.4731659, 17.3333003 50.4732411, 17.3333603 50.473315, 17.3334023 50.4733637, 17.3334175 50.4733813, 17.3334596 50.4734302, 17.3335503 50.4735354, 17.3336578 50.4736602, 17.3337269 50.4737403, 17.3337712 50.4737917, 17.3338273 50.4738419, 17.3338732 50.4738821, 17.3338782 50.4738876, 17.3339521 50.4739557)",,,,,
"[544477614, 1016833119]",False,,,Rynek,living_street,20,True,54.816,"LINESTRING (17.3327871 50.4727458, 17.3325054 50.4729512, 17.332358 50.4730592, 17.332274 50.473115)",,,,,
"[544477614, 1016833119]",False,,,Rynek,living_street,20,False,54.816,"LINESTRING (17.332274 50.473115, 17.332358 50.4730592, 17.3325054 50.4729512, 17.3327871 50.4727458)",,,,,
"[1016833120, 201790833, 1023705132]",False,,,Rynek,living_street,20,True,161.755,"LINESTRING (17.332274 50.473115, 17.332195 50.4732426, 17.3321716 50.4732963, 17.3321568 50.4733674, 17.3321644 50.4734566, 17.3321883 50.4735209, 17.3322378 50.473595, 17.3324262 50.4737872, 17.3324647 50.4738216, 17.3326964 50.4740512, 17.3327792 50.4741297, 17.3328293 50.4741782, 17.3328781 50.4742208, 17.3329167 50.474248, 17.3329568 50.474272, 17.3329997 50.4742936, 17.333054 50.4743163, 17.3331369 50.4743436)",,,,,
658880856,True,,,Fryderyka Szopena,tertiary,,False,148.701,"LINESTRING (17.3301982 50.4731597, 17.3302127 50.4732607, 17.3302298 50.4733635, 17.3302599 50.4734979, 17.3302999 50.4736543, 17.3303161 50.4737024, 17.3303617 50.4738631, 17.3303972 50.4739608, 17.3304164 50.4740196, 17.330443 50.4740754, 17.3304697 50.4741189, 17.330521 50.4741692, 17.3305553 50.4742438, 17.3305426 50.4743605, 17.3305396 50.4744021, 17.3305423 50.4744662)",,,,,
201790837,False,,,Jana Matejki,residential,,False,179.01799999999997,"LINESTRING (17.3313542 50.4742194, 17.3312088 50.4740506, 17.3311501 50.4739834, 17.3311156 50.4739303, 17.3310817 50.4738759, 17.3310495 50.4738175, 17.3310167 50.4737286, 17.3309923 50.4736308, 17.3309914 50.4735983, 17.3309864 50.4734304, 17.3309823 50.4732879, 17.3309835 50.4731674, 17.3309999 50.472939, 17.3310038 50.4728766, 17.3310221 50.4727619, 17.3310383 50.4726599)",,,,,
240543136,True,1,,rondo Legii Polsko-Włoskiej,tertiary,50,False,6.2379999999999995,"LINESTRING (17.3305423 50.4744662, 17.3305699 50.4744907, 17.3305858 50.4745146)",roundabout,,,,
"[1016833120, 201790833, 1023705132]",False,,,Rynek,living_street,20,False,161.755,"LINESTRING (17.3331369 50.4743436, 17.333054 50.4743163, 17.3329997 50.4742936, 17.3329568 50.474272, 17.3329167 50.474248, 17.3328781 50.4742208, 17.3328293 50.4741782, 17.3327792 50.4741297, 17.3326964 50.4740512, 17.3324647 50.4738216, 17.3324262 50.4737872, 17.3322378 50.473595, 17.3321883 50.4735209, 17.3321644 50.4734566, 17.3321568 50.4733674, 17.3321716 50.4732963, 17.332195 50.4732426, 17.332274 50.473115)",,,,,
"[236063593, 228337777]",False,,,Wrocławska,"['living_street', 'residential']",20,True,94.44,"LINESTRING (17.3331369 50.4743436, 17.333199 50.4743643, 17.3332563 50.47439, 17.3333137 50.4744171, 17.3333358 50.4744347, 17.3334205 50.4745427, 17.3337765 50.4750196, 17.3338057 50.4750588)",,,,,
"[204587171, 1097367669]",True,1,,Henryka Siemiradzkiego,"['living_street', 'residential']","['20', '30']",False,101.532,"LINESTRING (17.3331369 50.4743436, 17.3331127 50.4743816, 17.333083 50.4744059, 17.3330411 50.4744287, 17.3329187 50.4744788, 17.3326257 50.4746019, 17.3325966 50.4746146, 17.3323151 50.4747368, 17.3322585 50.4747613, 17.3319894 50.4748781)",,,,,
"[279916689, 279916686, 232274278]",True,"['1', '2']",,Fryderyka Szopena,tertiary,,False,191.77399999999997,"LINESTRING (17.3302979 50.4745217, 17.3302163 50.4744348, 17.3301935 50.4744083, 17.3299536 50.4741677, 17.3299187 50.4741334, 17.329821 50.4740122, 17.3297922 50.4739405, 17.3297639 50.4737584, 17.329755 50.4737053, 17.3297098 50.4734479, 17.329697 50.473354, 17.3296912 50.4733118, 17.3296721 50.4731718, 17.329653 50.4729824, 17.329637 50.4728881)",,,,,
240543136,True,1,,rondo Legii Polsko-Włoskiej,tertiary,50,False,22.093,"LINESTRING (17.3302979 50.4745217, 17.3303175 50.4744885, 17.330355 50.4744623, 17.330405 50.4744468, 17.3304385 50.4744437, 17.3304722 50.4744455, 17.330523 50.4744587, 17.3305423 50.4744662)",roundabout,,,,
240543136,True,1,,rondo Legii Polsko-Włoskiej,tertiary,50,False,12.469,"LINESTRING (17.3305858 50.4745146, 17.3305891 50.4745495, 17.3305721 50.4745828, 17.3305286 50.4746146)",roundabout,,,,
793259039,True,1,,Piastowska,tertiary,50,False,47.209999999999994,"LINESTRING (17.3305858 50.4745146, 17.3306533 50.4745687, 17.3307152 50.4746436, 17.3308767 50.4748942)",,,,,
201790802,True,1,,Bolesława Krzywoustego,tertiary,50,False,96.23100000000001,"LINESTRING (17.3304111 50.4746293, 17.3302638 50.4746963, 17.3294589 50.4750149, 17.3292639 50.4750936)",,,,,
240543136,True,1,,rondo Legii Polsko-Włoskiej,tertiary,50,False,11.668,"LINESTRING (17.3304111 50.4746293, 17.3303726 50.4746201, 17.3303395 50.4746044, 17.3303146 50.4745835, 17.3302997 50.474559)",roundabout,,,,
232823878,True,,,,tertiary,50,False,7.256,"LINESTRING (17.3291071 50.4750193, 17.329141 50.4750164, 17.3291748 50.4750194, 17.329206 50.4750283)",roundabout,,,,
"[172089904, 232274262]",True,1,,Bolesława Krzywoustego,tertiary,50,False,94.158,"LINESTRING (17.329206 50.4750283, 17.3293773 50.4749754, 17.3294086 50.4749633, 17.3294937 50.4749303, 17.3295558 50.4749063, 17.3301324 50.4746768, 17.3301988 50.4746429, 17.3302997 50.474559)",,,,,
232823878,True,,,,tertiary,50,False,8.655,"LINESTRING (17.329206 50.4750283, 17.3292366 50.4750455, 17.3292566 50.4750681, 17.3292639 50.4750936)",roundabout,,,,
219554686,True,,,Bohaterów Warszawy,residential,,False,16.718,"LINESTRING (17.3290249 50.4750682, 17.3289726 50.4749765, 17.3289442 50.4749269)",,,,,
232823878,True,,,,tertiary,50,False,8.234,"LINESTRING (17.3290249 50.4750682, 17.3290436 50.4750466, 17.3290719 50.4750297, 17.3291071 50.4750193)",roundabout,,,,
232823878,True,,,,tertiary,50,False,2.891,"LINESTRING (17.3292639 50.4750936, 17.3292577 50.4751193)",roundabout,,,,
232823878,True,,,,tertiary,50,False,2.365,"LINESTRING (17.3290179 50.475089, 17.3290249 50.4750682)",roundabout,,,,
219554683,True,,,Armii Krajowej,residential,,False,31.872,"LINESTRING (17.3292577 50.4751193, 17.3293802 50.4752174, 17.3294184 50.475248, 17.3294727 50.4753006, 17.3295102 50.4753549)",,,,,
232823878,True,,,,tertiary,50,False,7.877,"LINESTRING (17.3292577 50.4751193, 17.3292409 50.4751404, 17.329215 50.4751573, 17.3291824 50.4751685)",roundabout,,,,
"[201790801, 867854043]",True,,,Bolesława Krzywoustego,tertiary,50,False,65.244,"LINESTRING (17.3290962 50.4751678, 17.3288405 50.4752194, 17.3288365 50.4752201, 17.3285546 50.4752719, 17.3284362 50.4752936, 17.3282097 50.4753282)",,,,,
232823878,True,,,,tertiary,50,False,11.053,"LINESTRING (17.3290962 50.4751678, 17.3290625 50.4751552, 17.3290367 50.4751366, 17.3290213 50.4751138, 17.3290179 50.475089)",roundabout,,,,
232823878,True,,,,tertiary,50,False,6.218,"LINESTRING (17.3291824 50.4751685, 17.3291539 50.4751727, 17.3291246 50.4751724, 17.3290962 50.4751678)",roundabout,,,,
"[201790803, 1023705127]",False,"['2', '3']",,Mostowa,tertiary,50,False,83.333,"LINESTRING (17.3282097 50.4753282, 17.3280195 50.4754086, 17.3279407 50.4754611, 17.3279172 50.4754768, 17.3277849 50.4755591, 17.327489 50.4757589, 17.3273631 50.4758449)",,,,,
228337772,True,,,Bolesława Krzywoustego,tertiary,50,False,63.489999999999995,"LINESTRING (17.3282097 50.4753282, 17.3283425 50.4752679, 17.3284546 50.4752394, 17.3288052 50.4751602, 17.3288293 50.4751548, 17.3289289 50.4751263, 17.3290179 50.475089)",,,,,
201790808,False,,,Piastowska,tertiary,,False,46.423,"LINESTRING (17.3315338 50.4755487, 17.3314207 50.4754637, 17.3313205 50.4753765, 17.3311618 50.4752061)",,,,,
201790808,False,,,Piastowska,tertiary,,True,44.697,"LINESTRING (17.3315338 50.4755487, 17.3316305 50.4756108, 17.3317319 50.475676, 17.3319781 50.4758344)",,,,,
219034534,False,,,Wincentego Pola,residential,,False,96.132,"LINESTRING (17.3315338 50.4755487, 17.3314206 50.475606, 17.3309651 50.4758058, 17.3304268 50.4760495)",,,,,
201790808,False,,,Piastowska,tertiary,,False,44.697,"LINESTRING (17.3319781 50.4758344, 17.3317319 50.475676, 17.3316305 50.4756108, 17.3315338 50.4755487)",,,,,
204587176,False,,,Kowalska,residential,,False,63.574999999999996,"LINESTRING (17.3319781 50.4758344, 17.3320545 50.4757894, 17.3320868 50.4757541, 17.3320887 50.4757215, 17.3320647 50.4756892, 17.3321236 50.4756594, 17.3323793 50.475558, 17.3325834 50.4754704)",,,,,
"[232823877, 641185135]",False,,,Piastowska,tertiary,,False,82.624,"LINESTRING (17.3319781 50.4758344, 17.3320576 50.4758956, 17.3321426 50.4759597, 17.3324013 50.4761548, 17.3325119 50.4762335, 17.3327431 50.4763956)",,,,,
219034534,False,,,Wincentego Pola,residential,,True,96.132,"LINESTRING (17.3304268 50.4760495, 17.3309651 50.4758058, 17.3314206 50.475606, 17.3315338 50.4755487)",,,,,
222151232,False,,,Armii Krajowej,residential,,False,100.86099999999999,"LINESTRING (17.3304268 50.4760495, 17.3301148 50.4758149, 17.329974 50.4757095, 17.3296342 50.4754498, 17.3295598 50.4753928, 17.3295102 50.4753549)",,,,,
222151232,False,,,Armii Krajowej,residential,,True,138.677,"LINESTRING (17.3304268 50.4760495, 17.3305432 50.4761273, 17.3306425 50.4761936, 17.3308822 50.4763804, 17.3310617 50.4765031, 17.3311711 50.4765773, 17.3312358 50.4766223, 17.3316218 50.4768885, 17.3317439 50.4769724)",,,,,
"[261471867, 292957341, 201790798]",False,2,,Mostowa,tertiary,50,True,129.169,"LINESTRING (17.3261181 50.4766942, 17.3268288 50.4762102, 17.3271996 50.475952, 17.3272208 50.4759353, 17.3273631 50.4758449)",,yes,,,
"[1025228713, 278042207]",True,1,,Mostowa,tertiary,50,False,15.331,"LINESTRING (17.3261181 50.4766942, 17.3260657 50.4767486, 17.3260239 50.476792, 17.3259985 50.4768086)",,yes,,,
216857461,True,1,,Józefa Bema,residential,50,False,44.397999999999996,"LINESTRING (17.338137 50.4781591, 17.3382562 50.4781899, 17.3383704 50.478201, 17.3384928 50.4781921, 17.3385682 50.4781684, 17.3386013 50.4781579, 17.3387157 50.4781077)",,,,,
278036764,True,1,,Kolejowa,residential,,False,23.613999999999997,"LINESTRING (17.338137 50.4781591, 17.3382169 50.4782163, 17.3383047 50.4782552, 17.3383997 50.4782858)",,,,,
37662574,True,1,411;489,rondo imienia Władysława Sikorskiego,secondary,50,False,7.109,"LINESTRING (17.3383997 50.4782858, 17.3384485 50.4782782, 17.3384987 50.4782793)",roundabout,,6,,
"[220783586, 302174278]",False,,,Bohaterów Warszawy,residential,,False,219.986,"LINESTRING (17.3276357 50.4720695, 17.327557 50.4720329, 17.3272355 50.4718625, 17.3270276 50.4717992, 17.3268579 50.4718006, 17.3267195 50.4718457, 17.326603 50.471899, 17.3265209 50.4719529, 17.326437 50.4720479, 17.3263445 50.4721814, 17.3260865 50.4725665, 17.3260602 50.4726217, 17.3260618 50.4727918, 17.3260639 50.4730205)",,,,destination,
235753987,False,,,Bohaterów Warszawy,residential,,False,72.413,"LINESTRING (17.3276357 50.4720695, 17.3277473 50.4719791, 17.3281359 50.4716715, 17.3282751 50.4715611)",,,,,
235753987,False,,,Bohaterów Warszawy,residential,,True,82.55600000000001,"LINESTRING (17.3276357 50.4720695, 17.3275452 50.472148, 17.327351 50.4723165, 17.3271971 50.4725036, 17.3271894 50.4726157, 17.3271982 50.4726901, 17.3272027 50.4727281)",,,,,
173598989,False,,,Stanisława Moniuszki,tertiary,,False,53.925,"LINESTRING (17.3356163 50.4705357, 17.3361476 50.470666, 17.3363235 50.4707159)",,,,,
173598989,False,,,Stanisława Moniuszki,tertiary,,True,34.211,"LINESTRING (17.3356163 50.4705357, 17.3354663 50.4704976, 17.3352614 50.4704563, 17.3351545 50.4704541)",,,,,
