osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,maxspeed
369305734,Bohaterów Monte Cassino,tertiary,False,False,381.08099999999996,"LINESTRING (21.4291858 49.8062237, 21.4292577 49.805877, 21.4294039 49.8053883, 21.4294683 49.805236, 21.4295169 49.8051723, 21.4300864 49.804833, 21.4306009 49.804561, 21.4306887 49.8045502, 21.4308234 49.8045478, 21.4309636 49.8045417, 21.4310646 49.8045502, 21.4314279 49.8046421, 21.431734 49.8047226, 21.4323858 49.8048941, 21.4324969 49.8049134, 21.4326929 49.8049111)",,,,
"[49943064, 447296697, 447296698, 687781145]",Liwoczna,residential,False,True,462.30300000000005,"LINESTRING (21.4291858 49.8062237, 21.4293112 49.8061584, 21.429548 49.8059962, 21.4301264 49.8057059, 21.430327 49.805619, 21.4304893 49.8056779, 21.4306137 49.8057262, 21.430688 49.8057408, 21.4307812 49.8057442, 21.431032 49.8057212, 21.4311689 49.80573, 21.4313765 49.8057655, 21.4316036 49.8058355, 21.4319542 49.8059988, 21.4321491 49.8060645, 21.4322858 49.806117, 21.4323684 49.8061778, 21.4324181 49.8062416, 21.4325044 49.8064145, 21.43261 49.80677, 21.432556 49.8069325, 21.4325386 49.8071909, 21.4325375 49.8073852, 21.4325408 49.8075371, 21.4325705 49.8076745, 21.43262 49.80782, 21.4326606 49.807858)",yes,,,
366363005,Burmistrza Wiejowskiego,primary,False,True,117.108,"LINESTRING (21.4325513 49.8038619, 21.4326929 49.8049111)",,2,73,50
"[366363196, 49943062]",Konopnickiej,residential,False,True,227.667,"LINESTRING (21.4325513 49.8038619, 21.4326798 49.8038547, 21.4327956 49.8038482, 21.4330797 49.8038671, 21.4333881 49.8038924, 21.4337783 49.8038965, 21.434442 49.8038735, 21.4348514 49.8038759, 21.4351069 49.8038774, 21.4352914 49.8038605, 21.4353907 49.8038378, 21.4356277 49.8036999)",,,,
366363005,Burmistrza Wiejowskiego,primary,False,False,117.108,"LINESTRING (21.4326929 49.8049111, 21.4325513 49.8038619)",,2,73,50
"[366363005, 447296694, 447296693]",Burmistrza Wiejowskiego,primary,False,True,166.85500000000002,"LINESTRING (21.4326929 49.8049111, 21.4327187 49.8051018, 21.4327504 49.8053321, 21.4328023 49.8055824, 21.4329236 49.8060131, 21.4330415 49.8063932)",yes,2,73,50
369305734,Bohaterów Monte Cassino,tertiary,False,True,381.0809999999999,"LINESTRING (21.4326929 49.8049111, 21.4324969 49.8049134, 21.4323858 49.8048941, 21.431734 49.8047226, 21.4314279 49.8046421, 21.4310646 49.8045502, 21.4309636 49.8045417, 21.4308234 49.8045478, 21.4306887 49.8045502, 21.4306009 49.804561, 21.4300864 49.804833, 21.4295169 49.8051723, 21.4294683 49.805236, 21.4294039 49.8053883, 21.4292577 49.805877, 21.4291858 49.8062237)",,,,
"[687781146, 337950045]",Burmistrza Wiejowskiego,primary,False,True,48.361,"LINESTRING (21.4330415 49.8063932, 21.4331319 49.8066995, 21.433146 49.8067577, 21.4331618 49.8068211)",,,73,50
"[366363005, 447296693, 447296694]",Burmistrza Wiejowskiego,primary,False,False,166.855,"LINESTRING (21.4330415 49.8063932, 21.4329236 49.8060131, 21.4328023 49.8055824, 21.4327504 49.8053321, 21.4327187 49.8051018, 21.4326929 49.8049111)",yes,2,73,50
49943065,Księdza Tekstorysa,residential,False,True,46.373,"LINESTRING (21.4339766 49.8062779, 21.4340519 49.8066921)",,,,
