osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,junction
249516982,Szpitalna,residential,False,False,161.348,"LINESTRING (18.7955573 51.2917684, 18.7952508 51.2904384, 18.7952263 51.2903322)",,,,
249516992,Wschodnia,residential,False,True,146.142,"LINESTRING (18.7955573 51.2917684, 18.7954429 51.2918018, 18.7934842 51.2919622)",,,,
248453714,Ścieżkowa,residential,False,False,305.63399999999996,"LINESTRING (18.7941515 51.2862732, 18.7948048 51.2862036, 18.7957399 51.2861375, 18.7967928 51.2860637, 18.7974799 51.2860292, 18.7974154 51.2855653, 18.797221 51.2854243)",,,,
248453714,Ścieżkowa,residential,False,True,78.65799999999999,"LINESTRING (18.7941515 51.2862732, 18.7937908 51.2862935, 18.7936017 51.2862995, 18.7933496 51.2862835, 18.7931893 51.2862438, 18.793048 51.2862059)",,,,
249516981,Szpitalna,residential,False,True,78.924,"LINESTRING (18.7941515 51.2862732, 18.7942356 51.2867146, 18.7942715 51.2869789)",,,,
702124605,Częstochowska,residential,False,True,9.801,"LINESTRING (18.7904691 51.2876834, 18.7904355 51.287769)",,,,
101949868,Wieluńska,residential,False,False,117.79399999999998,"LINESTRING (18.7904691 51.2876834, 18.7903152 51.2876517, 18.7902766 51.2876457, 18.7900662 51.2876133, 18.7890282 51.2875943, 18.7887914 51.2875898)",,,,
248452478,Częstochowska,residential,False,False,223.926,"LINESTRING (18.7904691 51.2876834, 18.7905006 51.287615, 18.7905828 51.2874391, 18.7906158 51.2873054, 18.7906272 51.2871743, 18.790616 51.2865956, 18.7906081 51.2858756, 18.7906014 51.2856816)",,,,
248452832,Nad Wartą,residential,False,False,10.831,"LINESTRING (18.7887914 51.2875898, 18.7887902 51.2876872)",,,,
101949868,Wieluńska,residential,False,True,117.79400000000001,"LINESTRING (18.7887914 51.2875898, 18.7890282 51.2875943, 18.7900662 51.2876133, 18.7902766 51.2876457, 18.7903152 51.2876517, 18.7904691 51.2876834)",,,,
172007774,Południowa,residential,False,False,100.41,"LINESTRING (18.79196 51.2850152, 18.7919184 51.2854028, 18.7918914 51.2857552, 18.7919081 51.2859166)",,,,
248454183,Krótka,residential,False,True,92.41,"LINESTRING (18.79196 51.2850152, 18.7917966 51.2850098, 18.791395 51.2849947, 18.7907885 51.2849815, 18.7906327 51.2849776)",,,,
