osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access,tunnel
1016840011,1,,Plac Zamkowy,tertiary,50,True,False,45.531,,"LINESTRING (17.292938 50.9437713, 17.2926877 50.9438456, 17.2926231 50.9438615, 17.2924401 50.9439062, 17.2923326 50.9439085)",,
"[1254370946, 1016840010]","['2', '3']",,Plac Zamkowy,tertiary,50,False,False,93.851,,"LINESTRING (17.292938 50.9437713, 17.2930286 50.9437733, 17.2932535 50.9437811, 17.2937714 50.9438242, 17.2940197 50.9438488, 17.2942663 50.9438743)",,
44062133,,,Wrocławska,residential,,True,False,114.65899999999999,,"LINESTRING (17.2942663 50.9438743, 17.2943023 50.943739, 17.2943343 50.9436396, 17.2944391 50.9432137, 17.2945294 50.9430615, 17.2946381 50.9428746)",,
423013420,3,,Plac Zamkowy,tertiary,50,False,False,74.599,,"LINESTRING (17.2942663 50.9438743, 17.2951132 50.9439606, 17.2953164 50.943985)",,
"[1016840010, 1254370946]","['2', '3']",,Plac Zamkowy,tertiary,50,False,True,93.851,,"LINESTRING (17.2942663 50.9438743, 17.2940197 50.9438488, 17.2937714 50.9438242, 17.2932535 50.9437811, 17.2930286 50.9437733, 17.292938 50.9437713)",,
212454814,2,,Plac Zamkowy,tertiary,,False,False,12.043,,"LINESTRING (17.2977923 50.9445567, 17.2979442 50.9446074)",,
"[170566534, 1165357564, 170713566, 212454815]","['2', '3']",,Plac Zamkowy,tertiary,50,False,True,186.10899999999998,,"LINESTRING (17.2977923 50.9445567, 17.297554 50.9444748, 17.2975145 50.9444612, 17.2972991 50.9443871, 17.2969682 50.9442734, 17.2966242 50.9441841, 17.2962553 50.9441249, 17.2961298 50.9441047, 17.2959818 50.9440815, 17.2953164 50.943985)",,
"[970806229, 53051383]","['2', '3']",396,3 Maja,secondary,50,False,True,110.41700000000002,,"LINESTRING (17.2977923 50.9445567, 17.2977304 50.9446736, 17.2977002 50.9447302, 17.2975418 50.9450272, 17.2974263 50.9452482, 17.2973406 50.9454053, 17.29729 50.9454979)",,
970806230,3,396,3 Maja,secondary,50,False,False,59.662,,"LINESTRING (17.2977923 50.9445567, 17.2978837 50.9443841, 17.2979118 50.944331, 17.2979766 50.9442085, 17.2980617 50.9440477)",,
44062139,2,,Żołnierza Polskiego,tertiary,,False,False,134.878,,"LINESTRING (17.3002744 50.9402245, 17.3002052 50.9402025, 17.3000702 50.9401596, 17.2994653 50.9399748, 17.298917 50.9398054, 17.2987885 50.9397639, 17.2987294 50.9397448, 17.2986217 50.9397056, 17.298554 50.939681)",,
"[74921168, 1017657415]","['2', '3']",,3 Maja,tertiary,50,False,False,110.726,,"LINESTRING (17.3002744 50.9402245, 17.3004935 50.9399378, 17.300617 50.939784, 17.3006775 50.9397085, 17.3008449 50.9395318, 17.3008953 50.9394794, 17.3010217 50.9393481)",,
1017657416,2,,3 Maja,tertiary,50,False,True,42.314,,"LINESTRING (17.3002744 50.9402245, 17.3001161 50.9404368, 17.3000172 50.9405688)",,
44062139,2,,Żołnierza Polskiego,tertiary,,False,True,134.87800000000001,,"LINESTRING (17.298554 50.939681, 17.2986217 50.9397056, 17.2987294 50.9397448, 17.2987885 50.9397639, 17.298917 50.9398054, 17.2994653 50.9399748, 17.3000702 50.9401596, 17.3002052 50.9402025, 17.3002744 50.9402245)",,
53051446,2,,1 Maja,tertiary,50,False,True,168.6,,"LINESTRING (17.298554 50.939681, 17.2983984 50.939761, 17.2972115 50.940409, 17.2969359 50.9405767, 17.2967685 50.9406953)",,
52705592,1,,,secondary,50,True,False,28.131,,"LINESTRING (17.2994287 50.9422184, 17.2993603 50.9421774, 17.2993094 50.9421497, 17.2992523 50.9421187, 17.2991232 50.9420545)",,
170711919,1,396,Bolesława Chrobrego,secondary,50,True,False,35.302,,"LINESTRING (17.2994287 50.9422184, 17.2993034 50.9422138, 17.2992318 50.942219, 17.2991254 50.9422397, 17.2990439 50.9422764, 17.2989806 50.9423208)",,
52705594,,,Bolesława Chrobrego,residential,,False,True,19.81,,"LINESTRING (17.299686 50.9435195, 17.2997407 50.943399, 17.2997704 50.9433496)",,
53141509,,,Pałacowa,residential,,True,False,31.55,,"LINESTRING (17.2974308 50.9428436, 17.297482 50.9427919, 17.2976769 50.942606)",,
53141510,,,Mikołaja Kopernika,residential,,False,True,61.302,,"LINESTRING (17.2974308 50.9428436, 17.297355 50.9428161, 17.2972278 50.9427686, 17.2967741 50.9425792, 17.2966948 50.9425458)",,
1017657381,,,Mikołaja Kopernika,residential,,False,False,86.947,,"LINESTRING (17.2974308 50.9428436, 17.2978444 50.943022, 17.2983385 50.9432213, 17.2984821 50.9432547)",,
"[27691785, 53050316]",2,94,Księdza Franciszka Kutrowskiego,primary,50,False,False,82.423,yes,"LINESTRING (17.2917869 50.9470918, 17.2923194 50.9468914, 17.2923662 50.9468699, 17.2924616 50.9467926, 17.2925531 50.9466794, 17.2926007 50.9465956)",,
53051187,2,94,Generała Władysława Andersa,primary,50,False,False,26.709000000000003,,"LINESTRING (17.2920712 50.9440831, 17.2921919 50.9439958, 17.2923326 50.9439085)",,
211792880,2,396,Strzelna,secondary,50,False,True,34.561,,"LINESTRING (17.2920712 50.9440831, 17.2919967 50.9440852, 17.2917794 50.9441174, 17.2917182 50.9441263, 17.2915891 50.9441456)",,
212000005,2,94;396,Generała Władysława Andersa,primary,50,False,True,45.485,,"LINESTRING (17.2920712 50.9440831, 17.2920353 50.9441396, 17.2919925 50.9441924, 17.2919667 50.9442315, 17.2919478 50.9442683, 17.291914 50.9443692, 17.2919096 50.9444152, 17.2919142 50.9444738)",,
"[53051204, 53051205, 175491421]",2,396,Strzelna,secondary,50,False,True,151.834,yes,"LINESTRING (17.2915891 50.9441456, 17.2915533 50.944151, 17.2909522 50.9442407, 17.2902691 50.9443441, 17.2900692 50.9443749, 17.289561 50.9444507, 17.2894812 50.9444627)",,
211792880,2,396,Strzelna,secondary,50,False,False,34.561,,"LINESTRING (17.2915891 50.9441456, 17.2917182 50.9441263, 17.2917794 50.9441174, 17.2919967 50.9440852, 17.2920712 50.9440831)",,
52705595,,396,3 Maja,secondary,50,False,False,92.972,,"LINESTRING (17.2980617 50.9440477, 17.2984055 50.943389, 17.2984821 50.9432547)",,
53051381,1,,3 Maja,tertiary,50,True,False,64.49799999999999,,"LINESTRING (17.2980617 50.9440477, 17.2981081 50.9441874, 17.2981136 50.9442355, 17.2981064 50.9443036, 17.2980754 50.9443811, 17.2980498 50.9444244, 17.2979442 50.9446074)",,
970806230,3,396,3 Maja,secondary,50,False,True,59.662000000000006,,"LINESTRING (17.2980617 50.9440477, 17.2979766 50.9442085, 17.2979118 50.944331, 17.2978837 50.9443841, 17.2977923 50.9445567)",,
212454814,2,,Plac Zamkowy,tertiary,,False,True,12.043,,"LINESTRING (17.2979442 50.9446074, 17.2977923 50.9445567)",,
"[970806228, 1137691604, 1137691605]",1,,3 Maja,tertiary,50,True,False,109.363,,"LINESTRING (17.2979442 50.9446074, 17.2978852 50.9447103, 17.2978381 50.9447909, 17.2977467 50.9449474, 17.2976214 50.945202, 17.2975738 50.9452964, 17.297501 50.945438, 17.2974487 50.9455398)",,
360560946,,,Sportowa,residential,30,False,False,12.055,,"LINESTRING (17.2974487 50.9455398, 17.29729 50.9454979)",,
71464256,,,Sportowa,residential,30,False,True,143.647,,"LINESTRING (17.2974487 50.9455398, 17.2975826 50.9456209, 17.2982376 50.9459402, 17.2990488 50.9463467)",,
360560985,1,,3 Maja,tertiary,50,True,False,68.495,,"LINESTRING (17.2974487 50.9455398, 17.297349 50.9457363, 17.2973296 50.9457745, 17.2971821 50.9459815, 17.2971148 50.946021, 17.2969922 50.9460558)",,
"[52706660, 62194655]",,,Brzeska,residential,,False,"[False, True]",18.442,,"LINESTRING (17.2963057 50.9414467, 17.2963187 50.9413491, 17.2963318 50.9412817)",,
"[1126443852, 423012949]",,,"['Browarniana', 'Brzeska']",residential,,True,False,32.884,,"LINESTRING (17.2963057 50.9414467, 17.2964774 50.9414787, 17.2965507 50.9415092, 17.2967156 50.9415832)",,
52705583,2,,Młyńska,tertiary,,False,True,237.006,,"LINESTRING (17.302428 50.9412285, 17.3023974 50.9412734, 17.3023527 50.9413178, 17.3023046 50.9413473, 17.3014572 50.9417398, 17.3011227 50.9418951, 17.3002752 50.9422885, 17.2999187 50.9424457, 17.2997645 50.9425255)",,
53051734,2,,Księdza Prałata Jana Janowskiego,tertiary,40,False,True,184.93800000000002,,"LINESTRING (17.302428 50.9412285, 17.3021905 50.9411684, 17.3012565 50.9409364, 17.3008567 50.9408392, 17.300529 50.94075, 17.300223 50.9406159, 17.3001604 50.9405913, 17.3001048 50.9405826, 17.3000172 50.9405688)",,
423012953,,,Rynek,residential,,True,False,54.51,,"LINESTRING (17.2946381 50.9428746, 17.2948442 50.9424343, 17.2948582 50.9424044)",,
53141510,,,Mikołaja Kopernika,residential,,False,False,61.302,,"LINESTRING (17.2966948 50.9425458, 17.2967741 50.9425792, 17.2972278 50.9427686, 17.297355 50.9428161, 17.2974308 50.9428436)",,
53141511,,,Mikołaja Kopernika,residential,,False,False,29.225,,"LINESTRING (17.2966948 50.9425458, 17.2965192 50.9425017, 17.2963056 50.9424513)",,
170450784,,,Plac Starozamkowy,residential,,False,True,34.312,,"LINESTRING (17.2966948 50.9425458, 17.2967476 50.9425187, 17.2967764 50.9425096, 17.2968047 50.9425007, 17.2969972 50.9423951, 17.2970743 50.9423525)",,
"[170721008, 170721006]",,,Żołnierzy Armii Krajowej,residential,,False,True,61.059,,"LINESTRING (17.2926528 50.9427163, 17.2925122 50.9427005, 17.2924734 50.9426863, 17.2924425 50.9426612, 17.2924208 50.9426361, 17.2923773 50.9425699, 17.2922414 50.9423168, 17.2922372 50.9423007, 17.2922406 50.9422855)",,
1194323412,2,94,11 Listopada,primary,50,False,False,50.080999999999996,,"LINESTRING (17.2926528 50.9427163, 17.2926762 50.9425838, 17.2927841 50.9422741)",,
"[1254370945, 970587901]","['2', '3']",94,11 Listopada,primary,50,False,True,113.356,,"LINESTRING (17.2926528 50.9427163, 17.2926321 50.942865, 17.2926022 50.9431871, 17.2925977 50.9432247, 17.292586 50.9435485, 17.2925807 50.9435923, 17.2925668 50.9436603, 17.2925402 50.9437318)",,
62364658,,,Elizy Orzeszkowej,residential,,False,False,36.107,,"LINESTRING (17.2935703 50.9473966, 17.2932254 50.9476379)",,
84689576,,,Elizy Orzeszkowej,residential,,False,True,71.225,,"LINESTRING (17.2935703 50.9473966, 17.2936176 50.9473277, 17.2936916 50.9471693, 17.2937464 50.9469996, 17.29384 50.9467802)",,
84689576,,,Elizy Orzeszkowej,residential,,False,False,71.225,,"LINESTRING (17.29384 50.9467802, 17.2937464 50.9469996, 17.2936916 50.9471693, 17.2936176 50.9473277, 17.2935703 50.9473966)",,
84689585,,,,residential,,False,False,78.064,,"LINESTRING (17.29384 50.9467802, 17.2940802 50.9464009, 17.2941706 50.9461128)",,
53050149,2,396,3 Maja,secondary,50,False,True,6.406,,"LINESTRING (17.2942228 50.9459263, 17.2941335 50.9459139)",,
84689585,,,,residential,,False,True,21.058,,"LINESTRING (17.2942228 50.9459263, 17.2942032 50.9460003, 17.2941706 50.9461128)",,
"[173441080, 1254806036]",2,396,3 Maja,secondary,50,False,False,178.59200000000004,,"LINESTRING (17.2942228 50.9459263, 17.2946628 50.945982, 17.2948897 50.9460046, 17.2952599 50.9460469, 17.2956059 50.9460908, 17.2959521 50.9461375, 17.296185 50.9461694, 17.2964539 50.9461985, 17.2965954 50.9461912, 17.2967248 50.9461686)",,
"[53050464, 62364663]",,,,residential,,False,True,134.40800000000002,,"LINESTRING (17.2961613 50.9472536, 17.2964089 50.9471471, 17.2965633 50.9468451, 17.2966292 50.9467192, 17.2966996 50.9465739, 17.2967463 50.9464518, 17.2967881 50.9462727, 17.2967248 50.9461686)",,
"[700619624, 173429547]",,,Stefana Żeromskiego,residential,,False,True,200.51600000000002,,"LINESTRING (17.2961613 50.9472536, 17.2956576 50.9467196, 17.2951521 50.9463269, 17.2950791 50.9462528, 17.2941706 50.9461128)",,
74864571,,,Bolesława Chrobrego,living_street,,False,False,59.352000000000004,,"LINESTRING (17.2998156 50.9449874, 17.2993154 50.944904, 17.2990018 50.9448398)",,
74864571,,,Bolesława Chrobrego,living_street,,False,True,60.564,,"LINESTRING (17.2998156 50.9449874, 17.2998848 50.9449324, 17.3003772 50.9445734)",,
632504842,,,,living_street,,False,True,174.12199999999999,,"LINESTRING (17.2998156 50.9449874, 17.299955 50.945129, 17.2999964 50.9451765, 17.3000046 50.9452048, 17.299995 50.9452352, 17.2999662 50.945304, 17.2999231 50.9454207, 17.2998276 50.9455919, 17.2996521 50.9458928, 17.2995363 50.9459909, 17.299392 50.9460946, 17.2991187 50.9462936, 17.2990935 50.9463132, 17.2990488 50.9463467)",,
74864571,,,Bolesława Chrobrego,living_street,,False,True,59.352000000000004,,"LINESTRING (17.2990018 50.9448398, 17.2993154 50.944904, 17.2998156 50.9449874)",,
75049855,,,Karola Miarki,residential,,True,False,99.554,,"LINESTRING (17.2949521 50.9411898, 17.2951141 50.9411537, 17.2952735 50.9411326, 17.2953593 50.941142, 17.2958617 50.9411968, 17.2961728 50.9412491, 17.2963318 50.9412817)",,
170565801,,,Karola Miarki,residential,,False,True,59.988,,"LINESTRING (17.2949521 50.9411898, 17.2948956 50.9412139, 17.2948254 50.9412438, 17.2945616 50.9413563, 17.2942871 50.9415261)",,
1178324892,,,Karola Miarki,residential,,False,False,58.073,,"LINESTRING (17.2949521 50.9411898, 17.2948967 50.9411366, 17.2945624 50.9408619, 17.2945251 50.940831, 17.2944543 50.9407724)",,
"[52706660, 62194655]",,,Brzeska,residential,,False,"[False, True]",18.442,,"LINESTRING (17.2963318 50.9412817, 17.2963187 50.9413491, 17.2963057 50.9414467)",,
"[1218837611, 52706660]",2,,Brzeska,residential,50,False,"[False, True]",72.428,,"LINESTRING (17.2963318 50.9412817, 17.2963543 50.9412185, 17.2964542 50.941063, 17.2966389 50.9408153, 17.2967685 50.9406953)",,
75049931,,,Plac Świętego Maksymiliana Marii Kolbego,residential,,False,False,43.259,,"LINESTRING (17.2941664 50.942013, 17.294174 50.9420545, 17.294204 50.9420975, 17.2943124 50.9421791, 17.2944218 50.9422765, 17.2944348 50.9422986, 17.2944321 50.9423216, 17.2944279 50.9423494)",,
75049931,,,Plac Świętego Maksymiliana Marii Kolbego,residential,,False,True,54.985,,"LINESTRING (17.2941664 50.942013, 17.2941873 50.9417976, 17.2942871 50.9415261)",,
170565802,,,Plac Świętego Maksymiliana Marii Kolbego,residential,,False,False,98.96999999999998,,"LINESTRING (17.2941664 50.942013, 17.2939639 50.9420124, 17.2938001 50.9419979, 17.2937498 50.9419775, 17.2937356 50.9419571, 17.2937503 50.9418366, 17.293833 50.941734, 17.2939209 50.9416536, 17.2941082 50.941575, 17.2942046 50.9415471, 17.2942871 50.9415261)",,
75049931,,,Plac Świętego Maksymiliana Marii Kolbego,residential,,False,False,54.985,,"LINESTRING (17.2942871 50.9415261, 17.2941873 50.9417976, 17.2941664 50.942013)",,
170565802,,,Plac Świętego Maksymiliana Marii Kolbego,residential,,False,True,98.97000000000001,,"LINESTRING (17.2942871 50.9415261, 17.2942046 50.9415471, 17.2941082 50.941575, 17.2939209 50.9416536, 17.293833 50.941734, 17.2937503 50.9418366, 17.2937356 50.9419571, 17.2937498 50.9419775, 17.2938001 50.9419979, 17.2939639 50.9420124, 17.2941664 50.942013)",,
170565801,,,Karola Miarki,residential,,False,False,59.988,,"LINESTRING (17.2942871 50.9415261, 17.2945616 50.9413563, 17.2948254 50.9412438, 17.2948956 50.9412139, 17.2949521 50.9411898)",,
170711844,2,396,Bolesława Chrobrego,secondary,50,False,False,12.663,,"LINESTRING (17.3016216 50.9437138, 17.3017615 50.9437859)",,
74864571,,,Bolesława Chrobrego,living_street,,False,False,44.192,,"LINESTRING (17.3016216 50.9437138, 17.3015252 50.9437839, 17.3012836 50.9439728, 17.3012187 50.9440195)",,
"[52705584, 170711844]",2,396,Bolesława Chrobrego,secondary,50,False,True,135.089,,"LINESTRING (17.3016216 50.9437138, 17.3014272 50.9436161, 17.3001727 50.9430183, 17.3000923 50.9429742)",,
74864571,,,Bolesława Chrobrego,living_street,,False,False,85.273,,"LINESTRING (17.3012187 50.9440195, 17.3011832 50.9440415, 17.3006732 50.9443696, 17.3003772 50.9445734)",,
74864571,,,Bolesława Chrobrego,living_street,,False,True,44.192,,"LINESTRING (17.3012187 50.9440195, 17.3012836 50.9439728, 17.3015252 50.9437839, 17.3016216 50.9437138)",,
74864571,,,Bolesława Chrobrego,living_street,,False,False,60.564,,"LINESTRING (17.3003772 50.9445734, 17.2998848 50.9449324, 17.2998156 50.9449874)",,
74864571,,,Bolesława Chrobrego,living_street,,False,True,85.27300000000001,,"LINESTRING (17.3003772 50.9445734, 17.3006732 50.9443696, 17.3011832 50.9440415, 17.3012187 50.9440195)",,
"[62364660, 74728991]",,,Plac Zamkowy,residential,,False,False,96.294,,"LINESTRING (17.2950871 50.9444773, 17.2952869 50.944516, 17.2956881 50.944585, 17.2957469 50.9445646, 17.2957697 50.9445274, 17.2958094 50.9444688, 17.2958279 50.9444403, 17.2959376 50.9442716, 17.29597 50.9442217, 17.2960046 50.9441665)",,
62364660,,,Plac Zamkowy,residential,,False,True,177.579,,"LINESTRING (17.2950871 50.9444773, 17.2949133 50.9444477, 17.2945485 50.9443824, 17.2940904 50.9443075, 17.2937844 50.9442581, 17.2934111 50.9441979, 17.2932837 50.9441747, 17.2929384 50.944112, 17.292756 50.9440789, 17.2926416 50.9440581)",,
"[175444824, 359783644]",,,Plac Piastów,residential,,False,False,75.664,,"LINESTRING (17.2950871 50.9444773, 17.2950575 50.9445426, 17.2950081 50.944628, 17.2949701 50.9446702, 17.2948128 50.9448374, 17.294761 50.9448792, 17.294614 50.9449681, 17.2945759 50.9449857, 17.294497 50.9450315)",,
175444824,,,,residential,,False,True,57.071,,"LINESTRING (17.2950871 50.9444773, 17.2951423 50.9443408, 17.2952321 50.9441688, 17.2953164 50.943985)",,
"[1165357564, 170713566, 170566534, 212454815]","['2', '3']",,Plac Zamkowy,tertiary,50,False,False,186.109,,"LINESTRING (17.2953164 50.943985, 17.2959818 50.9440815, 17.2961298 50.9441047, 17.2962553 50.9441249, 17.2966242 50.9441841, 17.2969682 50.9442734, 17.2972991 50.9443871, 17.2975145 50.9444612, 17.297554 50.9444748, 17.2977923 50.9445567)",,
175444824,,,,residential,,False,False,57.071,,"LINESTRING (17.2953164 50.943985, 17.2952321 50.9441688, 17.2951423 50.9443408, 17.2950871 50.9444773)",,
423013420,3,,Plac Zamkowy,tertiary,50,False,True,74.599,,"LINESTRING (17.2953164 50.943985, 17.2951132 50.9439606, 17.2942663 50.9438743)",,
350506055,,,Henryka Sienkiewicza,residential,,False,True,128.05,,"LINESTRING (17.2932011 50.939948, 17.2935362 50.9401736, 17.2940946 50.9404758, 17.2942518 50.9405609, 17.2943643 50.940668, 17.2944245 50.9407224, 17.2944543 50.9407724)",,
175491421,2,396,Strzelna,secondary,50,False,True,20.938,,"LINESTRING (17.2894812 50.9444627, 17.2891918 50.9445097)",,
84788487,,,,residential,,False,True,46.855000000000004,,"LINESTRING (17.2894812 50.9444627, 17.2894179 50.9444067, 17.2893948 50.9443887, 17.2891618 50.9442064, 17.2890711 50.94413)",,
"[53051204, 175491421, 53051205]",2,396,Strzelna,secondary,50,False,False,151.834,yes,"LINESTRING (17.2894812 50.9444627, 17.289561 50.9444507, 17.2900692 50.9443749, 17.2902691 50.9443441, 17.2909522 50.9442407, 17.2915533 50.944151, 17.2915891 50.9441456)",,
170450784,,,Plac Starozamkowy,residential,,False,False,55.848,,"LINESTRING (17.2975473 50.9419498, 17.2974456 50.9420444, 17.2972471 50.9422067, 17.297122 50.9423262, 17.2970743 50.9423525)",,
"[1222493834, 1137553395]",,,"['Browarniana', 'Pałacowa']",residential,,False,False,25.894,,"LINESTRING (17.2975473 50.9419498, 17.2976998 50.9420144, 17.2978553 50.9420785)",,
52705594,,,Bolesława Chrobrego,residential,,False,False,19.81,,"LINESTRING (17.2997704 50.9433496, 17.2997407 50.943399, 17.299686 50.9435195)",,
52705594,,,Bolesława Chrobrego,residential,,False,True,36.634,,"LINESTRING (17.2997704 50.9433496, 17.2998154 50.9432802, 17.2999601 50.9430426)",,
175442525,,,,living_street,,False,True,181.82600000000002,,"LINESTRING (17.2997704 50.9433496, 17.2998041 50.9433583, 17.3001002 50.9434349, 17.3000521 50.9435277, 17.2999921 50.9436435, 17.2998564 50.9439052, 17.2994158 50.9447284, 17.2993873 50.9447719)",permit,
"[170721008, 170721006]",,,Żołnierzy Armii Krajowej,residential,,False,False,61.05899999999999,,"LINESTRING (17.2922406 50.9422855, 17.2922372 50.9423007, 17.2922414 50.9423168, 17.2923773 50.9425699, 17.2924208 50.9426361, 17.2924425 50.9426612, 17.2924734 50.9426863, 17.2925122 50.9427005, 17.2926528 50.9427163)",,
