osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,ref,bridge
"[968750523, 401016645]",4,Plac Księdza Kardynała Stefana Wyszyńskiego,tertiary,50,False,False,45.109,"LINESTRING (15.7320771 50.9025796, 15.7320975 50.9025445, 15.7322979 50.9022421, 15.7323227 50.9022047)",,,
"[1076524638, 27598855]",4,Plac Księdza Kardynała Stefana Wyszyńskiego,tertiary,50,False,True,101.48400000000002,"LINESTRING (15.7320771 50.9025796, 15.7319822 50.9027346, 15.7317486 50.903224, 15.7317106 50.9033169, 15.7316492 50.9034509)",,,
401072507,2,Wolności,tertiary,50,True,False,48.663,"LINESTRING (15.7324531 50.8991731, 15.7325193 50.89929, 15.732571 50.8994125, 15.7326167 50.899597)",,,
"[1076524638, 27598855]",4,Plac Księdza Kardynała Stefana Wyszyńskiego,tertiary,50,False,False,101.48400000000001,"LINESTRING (15.7316492 50.9034509, 15.7317106 50.9033169, 15.7317486 50.903224, 15.7319822 50.9027346, 15.7320771 50.9025796)",,,
353867438,1,Jana Sobieskiego,tertiary,50,True,False,37.971000000000004,"LINESTRING (15.7316492 50.9034509, 15.7315925 50.9034934, 15.7315186 50.9035237, 15.7314097 50.9035362, 15.7313249 50.90352, 15.7311743 50.903476)",,,
353867440,4,Jana Sobieskiego,tertiary,50,False,True,61.552,"LINESTRING (15.7316492 50.9034509, 15.7316065 50.9035586, 15.7315797 50.9036681, 15.7315704 50.9037786, 15.7315785 50.9038891, 15.731604 50.9039984)",,,
365310327,,Grodzka,living_street,20,True,False,47.547,"LINESTRING (15.7316492 50.9034509, 15.7318211 50.9034583, 15.7318658 50.9034665, 15.7320521 50.9035008, 15.7321265 50.9035295, 15.7321455 50.9035517, 15.7322114 50.9036281)",,,
27598854,3,Jana Sobieskiego,tertiary,50,True,False,45.303000000000004,"LINESTRING (15.7310444 50.9033268, 15.731379 50.9034308, 15.7314443 50.9034419, 15.7316492 50.9034509)",,,
"[353867432, 968744170]",2,Jana Sobieskiego,tertiary,50,False,False,101.422,"LINESTRING (15.7310444 50.9033268, 15.7306688 50.9032071, 15.7305589 50.9031811, 15.7304498 50.9031587, 15.7303418 50.9031415, 15.7302518 50.9031308, 15.7301663 50.9031241, 15.7300146 50.903112, 15.7298776 50.9031059, 15.7297757 50.9031067, 15.7296636 50.9031068)",,,
43586230,,Krótka,living_street,,False,True,249.66899999999998,"LINESTRING (15.7355718 50.9015618, 15.7353036 50.9016579, 15.7350289 50.9017859, 15.7347113 50.9019127, 15.7336219 50.9023462, 15.733327 50.9024513, 15.7325085 50.9026986)",,,
"[401072497, 271241266]",3,Bankowa,tertiary,50,False,True,158.90300000000002,"LINESTRING (15.7355718 50.9015618, 15.7354447 50.9015223, 15.7352859 50.9014786, 15.7351062 50.9014335, 15.734954 50.9014044, 15.7348396 50.9013938, 15.7347224 50.901387, 15.7346058 50.9013907, 15.7344381 50.9014055, 15.7342778 50.9014226, 15.7341057 50.9014502, 15.7339423 50.9014821, 15.7337512 50.9015194, 15.7336923 50.9015314, 15.7336619 50.9015379, 15.7334023 50.901593)",,,
"[650701408, 979980357, 979980358]",2,Jana Matejki,tertiary,50,True,False,169.421,"LINESTRING (15.7355718 50.9015618, 15.7356717 50.9014676, 15.7361153 50.900619, 15.7363212 50.900192, 15.7363554 50.9001249)",,,
855154151,2,Aleja Wojska Polskiego,tertiary,50,False,True,128.523,"LINESTRING (15.737543 50.8986163, 15.7378258 50.8987346, 15.7379948 50.8988053, 15.7382846 50.8989266, 15.7383734 50.8989637, 15.7385594 50.8990401, 15.7386959 50.8990961, 15.7390724 50.8992531)",,,
855154150,4,Aleja Wojska Polskiego,tertiary,50,False,True,65.67099999999999,"LINESTRING (15.7398911 50.8995395, 15.7396437 50.8994598, 15.7395676 50.8994323, 15.7390724 50.8992531)",,,
"[979980360, 1016725659, 1016725635]",3,Sudecka,tertiary,50,False,True,49.596000000000004,"LINESTRING (15.7398911 50.8995395, 15.7399981 50.8994478, 15.7400515 50.8994018, 15.7401033 50.8993573, 15.7403093 50.8991798)",,,
"[988589112, 842624695]",2,Aleja Wojska Polskiego,tertiary,50,False,False,101.82000000000001,"LINESTRING (15.7398911 50.8995395, 15.7401282 50.8996228, 15.7402037 50.8996544, 15.7403969 50.8997406, 15.7407492 50.8999059, 15.7410804 50.9000627)",,,
"[852038035, 1016725660, 979980359]","['1', '2']",Sudecka,tertiary,40,True,False,203.254,"LINESTRING (15.7398911 50.8995395, 15.7397643 50.8996374, 15.7394098 50.8999274, 15.7390387 50.9002212, 15.7387569 50.9003894, 15.7380073 50.9007678, 15.7378803 50.9008424)",,,
43586248,,Pionierów Jeleniej Góry,living_street,,False,True,66.569,"LINESTRING (15.7350782 50.9037629, 15.7358779 50.9034403)",,,
