osmid,oneway,name,highway,width,reversed,length,lanes,maxspeed,geometry,access,ref
78208616,True,Szkolna,residential,3,False,40.317,,,"LINESTRING (14.399735 52.8578209, 14.399679 52.8581819)",,
"[78208624, 560208617]",False,Szeroka,residential,,False,126.814,2,30,"LINESTRING (14.399735 52.8578209, 14.3995641 52.8578185, 14.3991302 52.8578562, 14.398933 52.8578733, 14.3984466 52.8579204, 14.3983238 52.857931, 14.3980614 52.8579535, 14.3978648 52.8579704)",,
247885431,False,Jeziorna,residential,,False,21.734,,,"LINESTRING (14.4005383 52.85968, 14.4005989 52.859872)",,
"[286357352, 543048620]",False,Żeglarska,residential,,False,396.84299999999996,,,"LINESTRING (14.4005383 52.85968, 14.4008205 52.8597083, 14.401153 52.8597271, 14.4013039 52.8595666, 14.4017793 52.8590273, 14.402103 52.8586113, 14.4022306 52.8583695, 14.4023647 52.8580793, 14.4024032 52.8578968, 14.4024042 52.8577088, 14.4023216 52.85741, 14.4027196 52.8573713, 14.403028 52.8572465, 14.4031585 52.8570178)",no,
247885431,False,Jeziorna,residential,,True,21.734,,,"LINESTRING (14.4005989 52.859872, 14.4005383 52.85968)",,
247885429,False,Akacjowa,residential,,False,405.013,,,"LINESTRING (14.4005989 52.859872, 14.40044 52.8598831, 14.4002382 52.8598878, 14.3998525 52.8598906, 14.3995839 52.8598822, 14.3992587 52.8598538, 14.3988799 52.8597976, 14.398495 52.8597521, 14.398065 52.8597077, 14.3975091 52.8596667, 14.397261 52.8596553, 14.3966819 52.8595763, 14.3961473 52.8594886, 14.3956542 52.8594072, 14.3952303 52.859308, 14.3947046 52.8592175)",,
78208600,True,Jeziorna,residential,3,False,84.691,,,"LINESTRING (14.3996691 52.8589005, 14.4001474 52.8591439, 14.4003673 52.8592972, 14.4004996 52.8594598)",,
159742192,True,Ogrodowa,residential,,False,148.232,,,"LINESTRING (14.3996691 52.8589005, 14.399633 52.8589451, 14.3995726 52.8590197, 14.3993697 52.8591605, 14.3993384 52.8591685, 14.3992945 52.8591685, 14.3984529 52.859032, 14.398253 52.8589967, 14.3980806 52.8589438, 14.3978992 52.8588736, 14.3978198 52.8588254)",,
543048621,True,Jeziorna,residential,2.5,False,24.623,,,"LINESTRING (14.4004996 52.8594598, 14.4005383 52.85968)",,
78208621,False,Fryderyka Chopina,residential,3.5,False,290.177,,,"LINESTRING (14.4004996 52.8594598, 14.40054 52.8593446, 14.400612 52.859234, 14.4006583 52.8591629, 14.40078 52.8589759, 14.4008674 52.8587879, 14.4009075 52.8585996, 14.4009385 52.8584739, 14.4009456 52.8584281, 14.4009733 52.8582494, 14.401114 52.8576898, 14.4010579 52.8576347, 14.4009826 52.8576165, 14.4001376 52.8576133, 14.3999937 52.8576077, 14.39986 52.8576001)",,
78208631,False,Lipowa,residential,8.0,False,277.344,,,"LINESTRING (14.3961217 52.8518029, 14.3961678 52.8518188, 14.3962692 52.8518558, 14.3963906 52.8519061, 14.3964899 52.8519718, 14.39655 52.8520343, 14.396755 52.8524997, 14.3968312 52.8526726, 14.3975689 52.8538934, 14.3976672 52.8540638)",,
257142279,False,Odrzańska,secondary,,True,98.308,,50,"LINESTRING (14.3961217 52.8518029, 14.3960404 52.8519077, 14.3959326 52.8520368, 14.3955612 52.8524333, 14.395423 52.8525794)",,125
78208598,True,Szkolna,residential,3.0,False,25.997,,,"LINESTRING (14.39986 52.8576001, 14.3998456 52.8576375, 14.3997977 52.8577302, 14.399735 52.8578209)",,
78208621,False,Fryderyka Chopina,residential,3.5,True,290.17699999999996,,,"LINESTRING (14.39986 52.8576001, 14.3999937 52.8576077, 14.4001376 52.8576133, 14.4009826 52.8576165, 14.4010579 52.8576347, 14.401114 52.8576898, 14.4009733 52.8582494, 14.4009456 52.8584281, 14.4009385 52.8584739, 14.4009075 52.8585996, 14.4008674 52.8587879, 14.40078 52.8589759, 14.4006583 52.8591629, 14.400612 52.859234, 14.40054 52.8593446, 14.4004996 52.8594598)",,
159740809,False,Tadeusza Kościuszki,residential,,True,178.80200000000002,,,"LINESTRING (14.3978648 52.8579704, 14.3978371 52.8578633, 14.3975939 52.8567679, 14.3975374 52.8565044, 14.3975396 52.8563757)",,
361375104,False,Plac Wolności,residential,,False,31.169999999999998,2,30,"LINESTRING (14.3978648 52.8579704, 14.3978906 52.8581157, 14.397913 52.8582492)",,
"[78208624, 560208617]",False,Szeroka,residential,,True,126.81400000000001,2,30,"LINESTRING (14.3978648 52.8579704, 14.3980614 52.8579535, 14.3983238 52.857931, 14.3984466 52.8579204, 14.398933 52.8578733, 14.3991302 52.8578562, 14.3995641 52.8578185, 14.399735 52.8578209)",,
78208631,False,Lipowa,residential,8.0,False,131.862,,,"LINESTRING (14.3976672 52.8540638, 14.3979638 52.8545031, 14.3981928 52.8548421, 14.3984012 52.8551637)",,
78208631,False,Lipowa,residential,8.0,True,277.344,,,"LINESTRING (14.3976672 52.8540638, 14.3975689 52.8538934, 14.3968312 52.8526726, 14.396755 52.8524997, 14.39655 52.8520343, 14.3964899 52.8519718, 14.3963906 52.8519061, 14.3962692 52.8518558, 14.3961678 52.8518188, 14.3961217 52.8518029)",,
464813078,False,Pszczelarska,residential,,True,6.877,2,30,"LINESTRING (14.397913 52.8582492, 14.3979091 52.858311)",,
166281139,False,Stefana Żeromskiego,residential,,False,132.113,,,"LINESTRING (14.397913 52.8582492, 14.3977025 52.858243, 14.3959475 52.8581921)",,
361375104,False,Plac Wolności,residential,,True,31.169999999999998,2,30,"LINESTRING (14.397913 52.8582492, 14.3978906 52.8581157, 14.3978648 52.8579704)",,
78208598,True,Szkolna,residential,3.0,False,188.798,,,"LINESTRING (14.3989661 52.8560662, 14.3992222 52.8561697, 14.3993108 52.856216, 14.3994056 52.8562916, 14.3994945 52.8564188, 14.3996313 52.8567, 14.3997176 52.8569328, 14.3998641 52.8573825, 14.3998734 52.8575372, 14.39986 52.8576001)",,
78208631,False,Lipowa,residential,8.0,True,58.211999999999996,,,"LINESTRING (14.3989661 52.8560662, 14.3989384 52.856003, 14.3989286 52.8559806, 14.3986843 52.8555714)",,
