osmid,name,highway,oneway,reversed,length,ref,geometry,bridge,maxspeed,lanes
497939531,Adama Mickiewicza,residential,False,False,19.537,,"LINESTRING (15.7323831 51.6893121, 15.7322596 51.6892791, 15.7321116 51.6892687)",,,
497939531,Adama Mickiewicza,residential,False,True,89.281,,"LINESTRING (15.7323831 51.6893121, 15.73339 51.6897258, 15.7334629 51.6897555)",,,
497939531,Adama Mickiewicza,residential,False,False,11.126,,"LINESTRING (15.733596 51.6898121, 15.7334629 51.6897555)",,,
145555491,Osiedle Fabryczne,residential,False,False,106.076,,"LINESTRING (15.733596 51.6898121, 15.7336255 51.6897774, 15.7337658 51.6895776, 15.7338417 51.68893, 15.7338438 51.6889125, 15.7338473 51.6888826)",,,
497939531,Adama Mickiewicza,residential,False,True,83.01,,"LINESTRING (15.733596 51.6898121, 15.734273 51.6901307, 15.734504 51.6902972)",,,
"[160936235, 145555508]",Głogowska,residential,False,False,154.011,,"LINESTRING (15.734504 51.6902972, 15.7345953 51.6902644, 15.7352829 51.6900093, 15.7346287 51.6892933)",,,
145555508,Głogowska,residential,False,True,71.39699999999999,,"LINESTRING (15.734504 51.6902972, 15.7338011 51.6905528, 15.7337239 51.6906165, 15.7337055 51.6906726)",,,
497939531,Adama Mickiewicza,residential,False,False,83.01,,"LINESTRING (15.734504 51.6902972, 15.734273 51.6901307, 15.733596 51.6898121)",,,
145555493,Piaskowa,residential,False,False,24.451,,"LINESTRING (15.7338473 51.6888826, 15.7340861 51.68872)",,,
146235592,3 Maja,residential,False,False,33.3,,"LINESTRING (15.7338473 51.6888826, 15.7338582 51.6885832)",,,
145555491,Osiedle Fabryczne,residential,False,True,106.07600000000001,,"LINESTRING (15.7338473 51.6888826, 15.7338438 51.6889125, 15.7338417 51.68893, 15.7337658 51.6895776, 15.7336255 51.6897774, 15.733596 51.6898121)",,,
145555492,Piaskowa,residential,False,True,112.062,,"LINESTRING (15.7338473 51.6888826, 15.7334158 51.6890408, 15.7328953 51.6891819, 15.7325529 51.6892515, 15.7323831 51.6893121)",,,
145555493,Piaskowa,residential,False,False,23.314999999999998,,"LINESTRING (15.7352443 51.6879118, 15.7353115 51.6878643, 15.7354683 51.6877547)",,,
145555493,Piaskowa,residential,False,True,120.211,,"LINESTRING (15.7352443 51.6879118, 15.7351658 51.6879667, 15.7351046 51.6880094, 15.7340861 51.68872)",,,
145555507,Lipowa,residential,False,False,137.933,,"LINESTRING (15.7352443 51.6879118, 15.7336208 51.6873016, 15.7335333 51.6872687)",,,
145555493,Piaskowa,residential,False,True,71.792,,"LINESTRING (15.7361592 51.6872716, 15.7354683 51.6877547)",,,
337613003,Mikołaja Kopernika,residential,False,False,8.738,,"LINESTRING (15.7361592 51.6872716, 15.7362798 51.6872958)",,,
145555496,Mikołaja Kopernika,residential,False,True,153.136,,"LINESTRING (15.7361592 51.6872716, 15.7361236 51.6872574, 15.7351445 51.6868665, 15.7349214 51.6867786, 15.7346637 51.6866771, 15.734417 51.6865879, 15.7342811 51.6865364)",,,
145555496,Mikołaja Kopernika,residential,False,False,153.13600000000002,,"LINESTRING (15.7342811 51.6865364, 15.734417 51.6865879, 15.7346637 51.6866771, 15.7349214 51.6867786, 15.7351445 51.6868665, 15.7361236 51.6872574, 15.7361592 51.6872716)",,,
146235606,22 Lipca,tertiary,False,True,21.323999999999998,,"LINESTRING (15.7342811 51.6865364, 15.7342025 51.6866262, 15.7341286 51.6867032)",,,
337613003,Mikołaja Kopernika,residential,False,True,8.738,,"LINESTRING (15.7362798 51.6872958, 15.7361592 51.6872716)",,,
145555501,Bolesława Prusa,residential,False,False,87.49799999999999,,"LINESTRING (15.7362798 51.6872958, 15.7363106 51.6872642, 15.7367404 51.6868222, 15.7369362 51.6866223)",,,
237719529,Mikołaja Kopernika,residential,False,False,70.678,,"LINESTRING (15.7362798 51.6872958, 15.7369884 51.6875839, 15.7371396 51.687642)",,20,
337617351,Mikołaja Kopernika,residential,False,False,72.524,,"LINESTRING (15.7375859 51.6879413, 15.7381564 51.6884893)",,,
237719529,Mikołaja Kopernika,residential,False,True,46.372,,"LINESTRING (15.7375859 51.6879413, 15.7374349 51.687782, 15.7373371 51.687718, 15.7371396 51.687642)",,20,
337617351,Mikołaja Kopernika,residential,False,True,72.524,,"LINESTRING (15.7381564 51.6884893, 15.7375859 51.6879413)",,,
237719526,Marii Konopnickiej,residential,False,True,38.845,,"LINESTRING (15.7374147 51.6868068, 15.7369362 51.6866223)",,,
237719526,Marii Konopnickiej,residential,False,False,38.845,,"LINESTRING (15.7369362 51.6866223, 15.7374147 51.6868068)",,,
145555501,Bolesława Prusa,residential,False,True,87.498,,"LINESTRING (15.7369362 51.6866223, 15.7367404 51.6868222, 15.7363106 51.6872642, 15.7362798 51.6872958)",,,
146235606,22 Lipca,tertiary,False,True,102.222,,"LINESTRING (15.7335333 51.6872687, 15.7326861 51.6880232)",,,
145555507,Lipowa,residential,False,True,137.933,,"LINESTRING (15.7335333 51.6872687, 15.7336208 51.6873016, 15.7352443 51.6879118)",,,
146235606,22 Lipca,tertiary,False,False,75.087,,"LINESTRING (15.7335333 51.6872687, 15.7335902 51.6872147, 15.7341286 51.6867032)",,,
"[160936235, 145555508]",Głogowska,residential,False,True,154.011,,"LINESTRING (15.7346287 51.6892933, 15.7352829 51.6900093, 15.7345953 51.6902644, 15.734504 51.6902972)",,,
1102651506,Głogowska,secondary,False,False,92.614,333,"LINESTRING (15.7356995 51.6901931, 15.7354193 51.6904735, 15.7350216 51.690912)",,50,2
160936230,Kolejowa,secondary,False,False,14.992,328,"LINESTRING (15.7275433 51.6883453, 15.7274785 51.688474)",,,
145555533,Szkolna,residential,False,True,215.09699999999998,,"LINESTRING (15.7312182 51.6865747, 15.7314765 51.6865509, 15.7321844 51.686508, 15.7328899 51.6864697, 15.7336413 51.686429, 15.7337058 51.686438, 15.7337588 51.6864607, 15.7337889 51.6865012, 15.7338118 51.6865437, 15.7339025 51.6866063, 15.7339916 51.6866445, 15.7341286 51.6867032)",,,
146235601,Cmentarna,residential,False,False,173.921,,"LINESTRING (15.7312182 51.6865747, 15.7314587 51.6871386, 15.731394 51.687451, 15.7314193 51.6876122, 15.7315161 51.6877756, 15.7317244 51.6880791)",,,
145555533,Szkolna,residential,False,False,215.09700000000004,,"LINESTRING (15.7341286 51.6867032, 15.7339916 51.6866445, 15.7339025 51.6866063, 15.7338118 51.6865437, 15.7337889 51.6865012, 15.7337588 51.6864607, 15.7337058 51.686438, 15.7336413 51.686429, 15.7328899 51.6864697, 15.7321844 51.686508, 15.7314765 51.6865509, 15.7312182 51.6865747)",,,
146235606,22 Lipca,tertiary,False,False,21.323999999999998,,"LINESTRING (15.7341286 51.6867032, 15.7342025 51.6866262, 15.7342811 51.6865364)",,,
146235606,22 Lipca,tertiary,False,True,75.087,,"LINESTRING (15.7341286 51.6867032, 15.7335902 51.6872147, 15.7335333 51.6872687)",,,
317715693,Kolejowa,secondary,False,True,10.621,328,"LINESTRING (15.7292581 51.6899296, 15.7291334 51.6898735)",,,
317715693,Kolejowa,secondary,False,False,111.377,328,"LINESTRING (15.7292581 51.6899296, 15.7293857 51.6899428, 15.7294838 51.6899443, 15.7296832 51.6899467, 15.7297775 51.6899512, 15.7298665 51.6899624, 15.730803 51.6901858)",,,
1102651512,Wojska Polskiego,residential,False,False,35.297000000000004,,"LINESTRING (15.7292581 51.6899296, 15.729242 51.6899613, 15.7291785 51.6901659, 15.7291633 51.6901922, 15.7291372 51.6902373)",,,
145555535,Wojska Polskiego,residential,True,False,146.68099999999998,,"LINESTRING (15.7290021 51.6915275, 15.7288828 51.6909673, 15.7288837 51.6907922, 15.7289121 51.6906493, 15.7291372 51.6902373)",,,
1102651511,Wojska Polskiego,residential,False,False,60.90899999999999,,"LINESTRING (15.7290021 51.6915275, 15.7289668 51.6917082, 15.7288548 51.6918913, 15.7287465 51.6920474)",,,
211269082,Stanisława Moniuszki,residential,False,False,17.736,,"LINESTRING (15.7287465 51.6920474, 15.7285099 51.6921101)",,,
1102651511,Wojska Polskiego,residential,False,True,60.90899999999999,,"LINESTRING (15.7287465 51.6920474, 15.7288548 51.6918913, 15.7289668 51.6917082, 15.7290021 51.6915275)",,,
145555574,,tertiary,False,False,11.457,,"LINESTRING (15.7255652 51.6927108, 15.7254652 51.6927931)",,,
145555537,Gołaszyn,tertiary,False,True,22.206,,"LINESTRING (15.7255652 51.6927108, 15.7256477 51.6925847, 15.7256795 51.6925242)",,,
860329200,Stanisława Moniuszki,residential,False,True,25.421,,"LINESTRING (15.7255652 51.6927108, 15.7256811 51.6926716, 15.7258605 51.6925758)",,,
145555541,Juliusza Słowackiego,residential,False,False,36.586999999999996,,"LINESTRING (15.7310239 51.6919256, 15.7311009 51.6918783, 15.7312482 51.6916329)",,,
145555543,Długa,residential,False,False,64.10499999999999,,"LINESTRING (15.7310239 51.6919256, 15.7311623 51.6919475, 15.7313722 51.6919528, 15.7315242 51.6919157, 15.7316994 51.6918472, 15.7318585 51.6917655)",,,
1102651509,Długa,residential,False,True,32.734,,"LINESTRING (15.7310239 51.6919256, 15.7309018 51.6919462, 15.7306966 51.6919308, 15.7305555 51.6919387)",,,
145555543,Długa,residential,False,True,26.685,,"LINESTRING (15.7320502 51.691557, 15.7318585 51.6917655)",,,
145555543,Długa,residential,False,False,53.205,,"LINESTRING (15.7320502 51.691557, 15.7322162 51.691316, 15.7323087 51.6911073)",,,
145555545,Ogrodowa,residential,False,False,59.934,,"LINESTRING (15.7320502 51.691557, 15.7323167 51.6914444, 15.7325024 51.691321, 15.7326665 51.6911844)",,,
160936239,Zielona,residential,True,False,26.111,,"LINESTRING (15.7326665 51.6911844, 15.7323087 51.6911073)",,,
145555545,Ogrodowa,residential,False,False,70.966,,"LINESTRING (15.7326665 51.6911844, 15.732918 51.6909255, 15.7330879 51.6906349, 15.7331007 51.6906092)",,,
145555545,Ogrodowa,residential,False,True,59.934000000000005,,"LINESTRING (15.7326665 51.6911844, 15.7325024 51.691321, 15.7323167 51.6914444, 15.7320502 51.691557)",,,
179102795,Głogowska,secondary,False,True,5.853,333,"LINESTRING (15.7329954 51.6931545, 15.733042 51.6931105)",,70,2
145555548,Szosa Bytomska,residential,False,False,192.90400000000002,,"LINESTRING (15.7329954 51.6931545, 15.732874 51.693147, 15.7325285 51.6931257, 15.7321676 51.6931026, 15.7318472 51.693082, 15.7315442 51.6930626, 15.7313114 51.6930507, 15.7306417 51.6930005, 15.7302957 51.6929442, 15.7302241 51.6929326)",,,
1102651508,Tadeusza Kościuszki,tertiary,False,False,45.583,,"LINESTRING (15.7302241 51.6929326, 15.7300605 51.6933298)",,,
1102651508,Tadeusza Kościuszki,tertiary,False,True,77.894,,"LINESTRING (15.7302241 51.6929326, 15.7305114 51.6922551)",,,
145555548,Szosa Bytomska,residential,False,True,192.90399999999997,,"LINESTRING (15.7302241 51.6929326, 15.7302957 51.6929442, 15.7306417 51.6930005, 15.7313114 51.6930507, 15.7315442 51.6930626, 15.7318472 51.693082, 15.7321676 51.6931026, 15.7325285 51.6931257, 15.732874 51.693147, 15.7329954 51.6931545)",,,
104903031,Szosa Bytomska,tertiary,False,False,37.482,,"LINESTRING (15.73506 51.6939202, 15.7355168 51.6941031)",,,
104903031,Szosa Bytomska,tertiary,False,True,165.69,,"LINESTRING (15.73506 51.6939202, 15.7340769 51.6935257, 15.7333621 51.6932389, 15.7332925 51.693211, 15.7332672 51.6932011, 15.733042 51.6931105)",,,
145555493,Piaskowa,residential,False,True,24.451,,"LINESTRING (15.7340861 51.68872, 15.7338473 51.6888826)",,,
146235591,3 Maja,residential,False,False,21.868,,"LINESTRING (15.7340861 51.68872, 15.7338582 51.6885832)",,,
145555493,Piaskowa,residential,False,False,120.211,,"LINESTRING (15.7340861 51.68872, 15.7351046 51.6880094, 15.7351658 51.6879667, 15.7352443 51.6879118)",,,
146235591,3 Maja,residential,False,True,21.868,,"LINESTRING (15.7338582 51.6885832, 15.7340861 51.68872)",,,
146235592,3 Maja,residential,False,True,33.3,,"LINESTRING (15.7338582 51.6885832, 15.7338473 51.6888826)",,,
146235591,3 Maja,residential,False,False,102.017,,"LINESTRING (15.7338582 51.6885832, 15.7327566 51.6880534, 15.7326861 51.6880232)",,,
160934915,Rynek,tertiary,False,False,66.261,,"LINESTRING (15.7305261 51.690774, 15.7309298 51.6902332)",,90,
1102651510,Kościelna,living_street,False,False,42.362,,"LINESTRING (15.7305261 51.690774, 15.7299392 51.690661)",,,
160934913,Tadeusza Kościuszki,tertiary,False,False,80.166,,"LINESTRING (15.7305261 51.690774, 15.7304801 51.6908335, 15.7303594 51.6910876, 15.7302376 51.6914703)",,90,
145555543,Długa,residential,False,True,65.167,,"LINESTRING (15.7325875 51.6905473, 15.7323087 51.6911073)",,,
160934911,Głogowska,secondary,False,False,36.039,328,"LINESTRING (15.7325875 51.6905473, 15.7331007 51.6906092)",,30,
160934911,Głogowska,secondary,False,True,51.714,328,"LINESTRING (15.7325875 51.6905473, 15.7318638 51.6904247)",,30,
1102651508,Tadeusza Kościuszki,tertiary,False,False,77.894,,"LINESTRING (15.7305114 51.6922551, 15.7302241 51.6929326)",,,
146235617,Stanisława Moniuszki,residential,True,False,124.019,,"LINESTRING (15.7305114 51.6922551, 15.7303736 51.6922351, 15.7293927 51.6920929, 15.7287465 51.6920474)",,,
1102651508,Tadeusza Kościuszki,tertiary,False,True,35.534000000000006,,"LINESTRING (15.7305114 51.6922551, 15.7305658 51.6920546, 15.7305654 51.6919931, 15.7305555 51.6919387)",,,
146235601,Cmentarna,residential,False,True,173.921,,"LINESTRING (15.7317244 51.6880791, 15.7315161 51.6877756, 15.7314193 51.6876122, 15.731394 51.687451, 15.7314587 51.6871386, 15.7312182 51.6865747)",,,
145555537,Gołaszyn,tertiary,False,True,39.241,,"LINESTRING (15.7273111 51.6888113, 15.7274785 51.688474)",,,
145555537,Gołaszyn,tertiary,False,False,427.956,,"LINESTRING (15.7273111 51.6888113, 15.7270643 51.6893085, 15.7269302 51.6895962, 15.726769 51.6899423, 15.7267149 51.6900676, 15.7256795 51.6925242)",,,
211269089,,tertiary,False,True,28.166,,"LINESTRING (15.7273111 51.6888113, 15.7274157 51.6887835, 15.7275659 51.6887779, 15.7277011 51.6888092)",,,
146235599,Podgórna,living_street,False,True,91.88999999999999,,"LINESTRING (15.7302192 51.6895251, 15.7302483 51.6895996, 15.730293 51.6896214, 15.7312167 51.6895434, 15.731435 51.689525)",,,
211269076,Adama Mickiewicza,residential,False,False,84.412,,"LINESTRING (15.7302192 51.6895251, 15.7301647 51.6895365, 15.7298491 51.6896257, 15.7292068 51.6898538, 15.7291334 51.6898735)",,,
211269076,Adama Mickiewicza,residential,False,True,133.924,,"LINESTRING (15.7302192 51.6895251, 15.7306876 51.6894276, 15.73164 51.689314, 15.7319832 51.6892701, 15.7321116 51.6892687)",,,
317715693,Kolejowa,secondary,False,False,10.207,328,"LINESTRING (15.730803 51.6901858, 15.7309298 51.6902332)",,,
317715693,Kolejowa,secondary,False,True,111.37700000000001,328,"LINESTRING (15.730803 51.6901858, 15.7298665 51.6899624, 15.7297775 51.6899512, 15.7296832 51.6899467, 15.7294838 51.6899443, 15.7293857 51.6899428, 15.7292581 51.6899296)",,,
145555543,Długa,residential,False,False,65.167,,"LINESTRING (15.7323087 51.6911073, 15.7325875 51.6905473)",,,
160936239,Zielona,residential,True,False,49.68,,"LINESTRING (15.7323087 51.6911073, 15.7316211 51.6909734)",,,
145555543,Długa,residential,False,True,53.205,,"LINESTRING (15.7323087 51.6911073, 15.7322162 51.691316, 15.7320502 51.691557)",,,
160934913,Tadeusza Kościuszki,tertiary,False,False,59.804,,"LINESTRING (15.7302376 51.6914703, 15.7302236 51.6915348, 15.7302174 51.6916055, 15.7302374 51.691676, 15.7305132 51.6918807, 15.7305555 51.6919387)",,90,
160934913,Tadeusza Kościuszki,tertiary,False,True,80.16600000000001,,"LINESTRING (15.7302376 51.6914703, 15.7303594 51.6910876, 15.7304801 51.6908335, 15.7305261 51.690774)",,90,
211269087,Wąska,living_street,False,True,72.00999999999999,,"LINESTRING (15.7302376 51.6914703, 15.7302888 51.6914781, 15.7309323 51.6915715, 15.7312482 51.6916329)",,,
237740435,Zamkowa,residential,True,False,87.578,,"LINESTRING (15.7302376 51.6914703, 15.7297984 51.6914109, 15.7297828 51.6914099, 15.7297641 51.6914088, 15.7297355 51.6914105, 15.7296803 51.691417, 15.7295501 51.6914324, 15.7290021 51.6915275)",,,
145555543,Długa,residential,False,False,26.685,,"LINESTRING (15.7318585 51.6917655, 15.7320502 51.691557)",,,
211269087,Wąska,living_street,False,False,44.576,,"LINESTRING (15.7318585 51.6917655, 15.7312482 51.6916329)",,,
145555543,Długa,residential,False,True,64.105,,"LINESTRING (15.7318585 51.6917655, 15.7316994 51.6918472, 15.7315242 51.6919157, 15.7313722 51.6919528, 15.7311623 51.6919475, 15.7310239 51.6919256)",,,
145555537,Gołaszyn,tertiary,False,False,22.206,,"LINESTRING (15.7256795 51.6925242, 15.7256477 51.6925847, 15.7255652 51.6927108)",,,
145555537,Gołaszyn,tertiary,False,True,427.956,,"LINESTRING (15.7256795 51.6925242, 15.7267149 51.6900676, 15.726769 51.6899423, 15.7269302 51.6895962, 15.7270643 51.6893085, 15.7273111 51.6888113)",,,
211269082,Stanisława Moniuszki,residential,False,True,14.451,,"LINESTRING (15.7256795 51.6925242, 15.7257393 51.6925626, 15.7257951 51.6925721, 15.7258605 51.6925758)",,,
145555574,,tertiary,False,True,11.457,,"LINESTRING (15.7254652 51.6927931, 15.7255652 51.6927108)",,,
1102651512,Wojska Polskiego,residential,False,True,35.297,,"LINESTRING (15.7291372 51.6902373, 15.7291633 51.6901922, 15.7291785 51.6901659, 15.729242 51.6899613, 15.7292581 51.6899296)",,,
211269082,Stanisława Moniuszki,residential,False,True,17.736,,"LINESTRING (15.7285099 51.6921101, 15.7287465 51.6920474)",,,
211269082,Stanisława Moniuszki,residential,False,False,192.316,,"LINESTRING (15.7285099 51.6921101, 15.7278824 51.692176, 15.7277088 51.6921942, 15.7267854 51.6922937, 15.7262162 51.6924194, 15.7258605 51.6925758)",,,
1020567428,Łąkowa,residential,False,False,101.365,,"LINESTRING (15.7285099 51.6921101, 15.7285081 51.6921626, 15.7285058 51.6922268, 15.7283988 51.6930189)",,,
211269087,Wąska,living_street,False,True,44.576,,"LINESTRING (15.7312482 51.6916329, 15.7318585 51.6917655)",,,
145555541,Juliusza Słowackiego,residential,False,False,77.778,,"LINESTRING (15.7312482 51.6916329, 15.7314157 51.6913806, 15.7316211 51.6909734)",,,
145555541,Juliusza Słowackiego,residential,False,True,36.586999999999996,,"LINESTRING (15.7312482 51.6916329, 15.7311009 51.6918783, 15.7310239 51.6919256)",,,
211269087,Wąska,living_street,False,False,72.01,,"LINESTRING (15.7312482 51.6916329, 15.7309323 51.6915715, 15.7302888 51.6914781, 15.7302376 51.6914703)",,,
104903031,Szosa Bytomska,tertiary,False,True,37.482,,"LINESTRING (15.7355168 51.6941031, 15.73506 51.6939202)",,,
104903031,Szosa Bytomska,tertiary,False,False,207.79399999999998,,"LINESTRING (15.7355168 51.6941031, 15.7372434 51.6947942, 15.7375004 51.6948971, 15.7380574 51.695109)",,,
104903031,Szosa Bytomska,tertiary,False,True,207.794,,"LINESTRING (15.7380574 51.695109, 15.7375004 51.6948971, 15.7372434 51.6947942, 15.7355168 51.6941031)",,,
497939531,Adama Mickiewicza,residential,False,True,11.126,,"LINESTRING (15.7334629 51.6897555, 15.733596 51.6898121)",,,
243973176,,residential,False,False,20.315,,"LINESTRING (15.7334629 51.6897555, 15.733435 51.6897832, 15.7333345 51.6899197)",,,
497939531,Adama Mickiewicza,residential,False,False,89.281,,"LINESTRING (15.7334629 51.6897555, 15.73339 51.6897258, 15.7323831 51.6893121)",,,
