osmid,oneway,name,highway,junction,reversed,length,geometry,maxspeed,lanes
164347611,True,XX Batalionu Szturmowego Armii Krajowej,tertiary,roundabout,False,11.594,"LINESTRING (19.2683767 50.1906719, 19.2682935 50.190668, 19.2682469 50.1906587, 19.2682177 50.1906528)",,
43799907,True,,tertiary,,False,30.341,"LINESTRING (19.2677506 50.1905349, 19.2678588 50.1905375, 19.2679267 50.1905344, 19.2680157 50.1905171, 19.2681466 50.1904618)",,
43654609,True,,tertiary,,False,38.15,"LINESTRING (19.2683172 50.1903617, 19.2684183 50.1903066, 19.2684675 50.1902534, 19.2685123 50.1901821, 19.2685619 50.190067)",,
144880143,True,XX Batalionu Szturmowego Armii Krajowej,tertiary,roundabout,False,24.262,"LINESTRING (19.2683172 50.1903617, 19.2683788 50.1903469, 19.2684224 50.1903437, 19.2684814 50.1903462, 19.2685417 50.1903693, 19.2685988 50.1904232)",,
43591584,True,XX Batalionu Szturmowego Armii Krajowej,tertiary,roundabout,False,15.260000000000002,"LINESTRING (19.2685988 50.1904232, 19.2686069 50.1904655, 19.2686208 50.1905597)",,
43671397,True,,residential,,False,14.497,"LINESTRING (19.2686208 50.1905597, 19.2686578 50.1906879)",,
144879519,True,XX Batalionu Szturmowego Armii Krajowej,tertiary,roundabout,False,23.087999999999997,"LINESTRING (19.2686208 50.1905597, 19.268598 50.1905966, 19.2685603 50.1906279, 19.2685098 50.1906506, 19.2684458 50.190668, 19.2683767 50.1906719)",,
43654610,True,,tertiary,,False,18.322,"LINESTRING (19.2685619 50.190067, 19.2685757 50.1901577, 19.2685718 50.1902313)",,
43654611,False,Mikołaja Reja,tertiary,,False,98.78999999999999,"LINESTRING (19.2685619 50.190067, 19.2685674 50.1900393, 19.2686054 50.1899631, 19.2686741 50.1898738, 19.2692055 50.1892839)",30,
43654611,False,Mikołaja Reja,tertiary,,False,181.704,"LINESTRING (19.2692055 50.1892839, 19.2702747 50.1878001)",30,
43654611,False,Mikołaja Reja,tertiary,,True,98.79,"LINESTRING (19.2692055 50.1892839, 19.2686741 50.1898738, 19.2686054 50.1899631, 19.2685674 50.1900393, 19.2685619 50.190067)",30,
43716465,False,Adama Asnyka,residential,,True,105.063,"LINESTRING (19.2692055 50.1892839, 19.269267 50.189287, 19.2699573 50.1893304, 19.2705366 50.1893664, 19.2706743 50.1893754)",,
311966630,False,Adama Asnyka,residential,,False,75.63799999999999,"LINESTRING (19.2692055 50.1892839, 19.2691473 50.1892828, 19.2681431 50.1892798)",,
43654605,True,Karola Olszewskiego,residential,,False,53.202,"LINESTRING (19.2688178 50.1910573, 19.2687537 50.1909997, 19.2685782 50.1908418, 19.2684981 50.1907664, 19.2684448 50.1907172, 19.2683767 50.1906719)",,
43654693,False,Karola Olszewskiego,residential,,False,192.589,"LINESTRING (19.2688178 50.1910573, 19.2689049 50.1911344, 19.2690499 50.1912647, 19.2696108 50.191698, 19.270485 50.1924207)",,2
