osmid,bridge,ref,name,highway,width,oneway,reversed,length,geometry,maxspeed
"[191452673, 374390689]",,917,Opawska,secondary,,False,False,253.913,"LINESTRING (18.1278186 50.0198022, 18.127719 50.0197103, 18.1276195 50.019647, 18.1273572 50.0195381, 18.1269416 50.0194168, 18.1268416 50.0193819, 18.1267681 50.0193458, 18.1266573 50.0192803, 18.1264506 50.0191366, 18.1260655 50.0187695, 18.1257671 50.0184755, 18.1257119 50.0184259, 18.1256464 50.0183682, 18.1254163 50.0181836)",
44293362,,,Władysława Sikorskiego,residential,,False,False,97.059,"LINESTRING (18.1228435 50.0194339, 18.1236493 50.019296, 18.1241322 50.0191643)",
44293362,,,Władysława Sikorskiego,residential,,False,True,63.021,"LINESTRING (18.1228435 50.0194339, 18.1226811 50.019427, 18.1219769 50.0193327)",
46985583,,,Stanisława Staszica,residential,,False,False,138.753,"LINESTRING (18.1228435 50.0194339, 18.1228552 50.0198741, 18.122806 50.0203026, 18.1227145 50.0206759)",
"[46985584, 46985585, 46985583]",yes,,Stanisława Staszica,residential,,False,False,149.67999999999998,"LINESTRING (18.1227145 50.0206759, 18.1226403 50.0207805, 18.1223911 50.0211855, 18.1222661 50.0213886, 18.1222161 50.0216068, 18.1221618 50.0217677, 18.1220904 50.0219542)",
46985583,,,Stanisława Staszica,residential,,False,True,138.753,"LINESTRING (18.1227145 50.0206759, 18.122806 50.0203026, 18.1228552 50.0198741, 18.1228435 50.0194339)",
209860149,,,Stanisława Staszica,residential,,False,False,169.786,"LINESTRING (18.1227145 50.0206759, 18.1229291 50.0207112, 18.1233029 50.020805, 18.1234578 50.020815, 18.1237011 50.0207965, 18.1240063 50.0208192, 18.1250384 50.0207109)",
62233370,,,Graniczna,residential,,False,False,141.014,"LINESTRING (18.1207207 50.0147893, 18.119795 50.0136693)",
62233383,,,Księdza Kwitka,residential,,False,False,180.014,"LINESTRING (18.1207207 50.0147893, 18.1198473 50.0150765, 18.1184718 50.015519)",
62233383,,,Księdza Kwitka,residential,,False,True,38.303,"LINESTRING (18.1207207 50.0147893, 18.1211071 50.0146613, 18.1211972 50.0146315)",
62233370,,,Graniczna,residential,,False,True,141.014,"LINESTRING (18.119795 50.0136693, 18.1207207 50.0147893)",
209860156,,,Tadeusza Zawadzkiego,residential,,False,False,11.844,"LINESTRING (18.1204123 50.0189282, 18.1203408 50.0190243)",
209860156,,,Tadeusza Zawadzkiego,residential,,False,True,30.138,"LINESTRING (18.1204123 50.0189282, 18.1206095 50.0186886)",
62233376,,,Magdaleny,residential,,False,True,45.227999999999994,"LINESTRING (18.1204123 50.0189282, 18.1203654 50.0189086, 18.1199695 50.0187435, 18.1198825 50.0187056)",
"[527478890, 44527291]",,,Kościelna,residential,,False,False,77.768,"LINESTRING (18.1195271 50.0171097, 18.1197083 50.0171852, 18.1202036 50.0174478, 18.1203127 50.0174888, 18.1204116 50.0175094)",
44527291,,,Kościelna,residential,,False,True,107.494,"LINESTRING (18.1195271 50.0171097, 18.1188627 50.0168594, 18.1182193 50.016632)",
62233379,,,Szpitalna,residential,,False,False,46.67400000000001,"LINESTRING (18.1195271 50.0171097, 18.1195341 50.0170708, 18.1195524 50.01697, 18.1195692 50.0166911)",
209860161,,,Zamkowa,residential,,False,True,142.129,"LINESTRING (18.1195271 50.0171097, 18.1191127 50.0175246, 18.1189213 50.0179338, 18.1186922 50.0181539, 18.1186116 50.0182313)",
62233379,,,Szpitalna,residential,,False,True,46.674,"LINESTRING (18.1195692 50.0166911, 18.1195524 50.01697, 18.1195341 50.0170708, 18.1195271 50.0171097)",
62233380,,,Polna,residential,,False,False,207.31900000000002,"LINESTRING (18.1195692 50.0166911, 18.1199088 50.016561, 18.1202677 50.0164912, 18.1209838 50.0163793, 18.1213775 50.0163693, 18.1223512 50.0165164)",
296943532,,,Szpitalna,residential,,False,False,152.135,"LINESTRING (18.1195692 50.0166911, 18.11948 50.0165994, 18.1188761 50.015978, 18.1184927 50.0155428, 18.1184718 50.015519)",
62233380,,,Polna,residential,,False,True,207.319,"LINESTRING (18.1223512 50.0165164, 18.1213775 50.0163693, 18.1209838 50.0163793, 18.1202677 50.0164912, 18.1199088 50.016561, 18.1195692 50.0166911)",
62233381,,,Polna,residential,,False,False,231.27200000000002,"LINESTRING (18.1223512 50.0165164, 18.1224275 50.0163857, 18.1224314 50.0162983, 18.1224004 50.0162306, 18.1223274 50.0160876, 18.1221611 50.0158467, 18.1219928 50.0156303, 18.1216362 50.0152515, 18.1212929 50.0148309, 18.1211972 50.0146315)",
142342840,,,Polna,residential,,False,False,268.546,"LINESTRING (18.1223512 50.0165164, 18.1227597 50.0166145, 18.1237411 50.0167681, 18.1238984 50.016826, 18.124263 50.0171582, 18.1244088 50.0172728, 18.1245427 50.0174577, 18.1246426 50.017654, 18.1247451 50.0179454, 18.1247454 50.018019, 18.1247456 50.018051)",
62233381,,,Polna,residential,,False,False,50.516,"LINESTRING (18.1211972 50.0146315, 18.1212797 50.0141803)",
62233381,,,Polna,residential,,False,True,231.272,"LINESTRING (18.1211972 50.0146315, 18.1212929 50.0148309, 18.1216362 50.0152515, 18.1219928 50.0156303, 18.1221611 50.0158467, 18.1223274 50.0160876, 18.1224004 50.0162306, 18.1224314 50.0162983, 18.1224275 50.0163857, 18.1223512 50.0165164)",
62233383,,,Księdza Kwitka,residential,,False,False,38.303,"LINESTRING (18.1211972 50.0146315, 18.1211071 50.0146613, 18.1207207 50.0147893)",
191452666,,,,unclassified,,False,True,17.749,"LINESTRING (18.1174394 50.0164384, 18.1175162 50.0162866)",
70262900,,,Sudzicka,residential,,False,False,59.743,"LINESTRING (18.1174394 50.0164384, 18.117817 50.0165285, 18.1182193 50.016632)",
85309995,,,Cegielniana,residential,,False,False,63.236,"LINESTRING (18.1175162 50.0162866, 18.1182193 50.016632)",
191452666,,,,unclassified,,False,False,17.749,"LINESTRING (18.1175162 50.0162866, 18.1174394 50.0164384)",
81543622,,,Tylna,residential,,False,True,316.29800000000006,"LINESTRING (18.121006 50.0176021, 18.1210159 50.017574, 18.1211625 50.017156, 18.1213934 50.0171525, 18.1222705 50.0172851, 18.1224319 50.0173133, 18.1231544 50.0174397, 18.124007 50.0175788, 18.124147 50.0176175, 18.1241779 50.01769, 18.124166 50.0179841, 18.1241644 50.0180228)",
527478890,,,Kościelna,residential,,False,False,32.914,"LINESTRING (18.121006 50.0176021, 18.1211963 50.0176302, 18.121455 50.0176683)",
527478890,,,Kościelna,residential,,False,True,43.702,"LINESTRING (18.121006 50.0176021, 18.1207856 50.0175677, 18.1204116 50.0175094)",
1007677695,,,Rynek,residential,,False,True,43.848,"LINESTRING (18.1211018 50.0181419, 18.1216597 50.0183062)",
44293357,,,Rynek,residential,,False,True,59.258,"LINESTRING (18.1211018 50.0181419, 18.1213009 50.0179742, 18.1214326 50.0177357, 18.121455 50.0176683)",
209860156,,,Tadeusza Zawadzkiego,residential,,False,False,70.578,"LINESTRING (18.1211018 50.0181419, 18.1209635 50.0182443, 18.1206095 50.0186886)",
44293355,,,Morawska,residential,,False,True,41.644,"LINESTRING (18.1241644 50.0180228, 18.1247456 50.018051)",
44293355,,,Morawska,residential,,False,False,150.505,"LINESTRING (18.1241644 50.0180228, 18.1237231 50.0179887, 18.1232827 50.0179285, 18.1222528 50.0177876, 18.1220975 50.0177664)",
81543622,,,Tylna,residential,,False,False,316.298,"LINESTRING (18.1241644 50.0180228, 18.124166 50.0179841, 18.1241779 50.01769, 18.124147 50.0176175, 18.124007 50.0175788, 18.1231544 50.0174397, 18.1224319 50.0173133, 18.1222705 50.0172851, 18.1213934 50.0171525, 18.1211625 50.017156, 18.1210159 50.017574, 18.121006 50.0176021)",
85309995,,,Cegielniana,residential,,False,True,63.236,"LINESTRING (18.1182193 50.016632, 18.1175162 50.0162866)",
44527291,,,Kościelna,residential,,False,False,107.494,"LINESTRING (18.1182193 50.016632, 18.1188627 50.0168594, 18.1195271 50.0171097)",
62233376,,,Magdaleny,residential,,False,False,187.012,"LINESTRING (18.1182193 50.016632, 18.1182161 50.0166788, 18.1181902 50.0170525, 18.118154 50.0175053, 18.118182 50.0175879, 18.1183334 50.0180347, 18.1186116 50.0182313)",
70262900,,,Sudzicka,residential,,False,True,59.743,"LINESTRING (18.1182193 50.016632, 18.117817 50.0165285, 18.1174394 50.0164384)",
62233376,,,Magdaleny,residential,,False,False,93.175,"LINESTRING (18.1186116 50.0182313, 18.1190837 50.0184027, 18.1195656 50.0185674, 18.1197517 50.0186379)",
62233376,,,Magdaleny,residential,,False,True,187.012,"LINESTRING (18.1186116 50.0182313, 18.1183334 50.0180347, 18.118182 50.0175879, 18.118154 50.0175053, 18.1181902 50.0170525, 18.1182161 50.0166788, 18.1182193 50.016632)",
209860161,,,Zamkowa,residential,,False,False,142.12900000000002,"LINESTRING (18.1186116 50.0182313, 18.1186922 50.0181539, 18.1189213 50.0179338, 18.1191127 50.0175246, 18.1195271 50.0171097)",
142319556,,,Akacjowa,residential,,False,False,266.321,"LINESTRING (18.1247837 50.0143823, 18.1256429 50.0144984, 18.1260371 50.0145502, 18.1264481 50.0146043, 18.1271307 50.014694, 18.1284343 50.0148654)",
44293353,,917,Kolejowa,secondary,,False,True,93.248,"LINESTRING (18.1284343 50.0148654, 18.1281759 50.0156874)",
142319556,,,Akacjowa,residential,,False,True,266.32099999999997,"LINESTRING (18.1284343 50.0148654, 18.1271307 50.014694, 18.1264481 50.0146043, 18.1260371 50.0145502, 18.1256429 50.0144984, 18.1247837 50.0143823)",
62233383,,,Księdza Kwitka,residential,,False,True,180.014,"LINESTRING (18.1184718 50.015519, 18.1198473 50.0150765, 18.1207207 50.0147893)",
296943532,,,Szpitalna,residential,,False,True,152.135,"LINESTRING (18.1184718 50.015519, 18.1184927 50.0155428, 18.1188761 50.015978, 18.11948 50.0165994, 18.1195692 50.0166911)",
142319557,,,Rybna,residential,,False,False,162.598,"LINESTRING (18.1168173 50.0195153, 18.1156433 50.020768)",
209860159,,,Tadeusza Zawadzkiego,residential,,False,False,208.039,"LINESTRING (18.1168173 50.0195153, 18.1196236 50.0200145)",
209860159,,,Tadeusza Zawadzkiego,residential,,False,True,208.039,"LINESTRING (18.1196236 50.0200145, 18.1168173 50.0195153)",
"[44293347, 209860156, 44293348]",yes,,Tadeusza Zawadzkiego,residential,,False,False,231.682,"LINESTRING (18.1196236 50.0200145, 18.1195286 50.0201383, 18.1188028 50.0210465, 18.1186704 50.0212145, 18.1185443 50.0214904, 18.1186253 50.021579, 18.118808 50.0216675, 18.1189865 50.0217143, 18.1190976 50.0217377)",
209860156,,,Tadeusza Zawadzkiego,residential,,False,True,67.374,"LINESTRING (18.1196236 50.0200145, 18.1197876 50.0198299, 18.1200238 50.019467)",
142319557,,,Rybna,residential,,False,True,162.598,"LINESTRING (18.1156433 50.020768, 18.1168173 50.0195153)",
142342839,,,Krótka,residential,,False,False,44.643,"LINESTRING (18.1221242 50.0184949, 18.1219987 50.0188882)",
81543623,,,Winna,residential,,False,True,171.925,"LINESTRING (18.1221242 50.0184949, 18.1224207 50.0185708, 18.122793 50.0186393, 18.1229652 50.0186635, 18.123534 50.0187383, 18.1236452 50.0187589, 18.1237531 50.0187861, 18.123814 50.0188099, 18.1238653 50.0188423, 18.1239537 50.0189353, 18.1241322 50.0191643)",
209860144,,,Rynek,residential,,False,False,20.945,"LINESTRING (18.1221242 50.0184949, 18.1220085 50.0184587, 18.1219367 50.0184263, 18.1218941 50.0183853)",
209860156,,,Tadeusza Zawadzkiego,residential,,False,False,30.138,"LINESTRING (18.1206095 50.0186886, 18.1204123 50.0189282)",
142342836,,,Krótka,residential,,False,False,101.774,"LINESTRING (18.1206095 50.0186886, 18.1211289 50.01878, 18.1219987 50.0188882)",
209860156,,,Tadeusza Zawadzkiego,residential,,False,True,70.578,"LINESTRING (18.1206095 50.0186886, 18.1209635 50.0182443, 18.1211018 50.0181419)",
142342836,,,Krótka,residential,,False,False,49.451,"LINESTRING (18.1219987 50.0188882, 18.1219769 50.0193327)",
142342839,,,Krótka,residential,,False,True,44.643,"LINESTRING (18.1219987 50.0188882, 18.1221242 50.0184949)",
142342836,,,Krótka,residential,,False,True,101.774,"LINESTRING (18.1219987 50.0188882, 18.1211289 50.01878, 18.1206095 50.0186886)",
142342836,,,Krótka,residential,,False,True,49.451,"LINESTRING (18.1219769 50.0193327, 18.1219987 50.0188882)",
44293362,,,Władysława Sikorskiego,residential,,False,False,63.021,"LINESTRING (18.1219769 50.0193327, 18.1226811 50.019427, 18.1228435 50.0194339)",
44293362,,,Władysława Sikorskiego,residential,,False,True,121.963,"LINESTRING (18.1219769 50.0193327, 18.1216976 50.0192922, 18.1209674 50.0191685, 18.1203408 50.0190243)",
209860156,,,Tadeusza Zawadzkiego,residential,,False,True,54.186,"LINESTRING (18.1200238 50.019467, 18.1203408 50.0190243)",
209860139,,,Cicha,residential,,False,True,90.875,"LINESTRING (18.1200238 50.019467, 18.1198202 50.0192418, 18.1197783 50.0190983, 18.1197804 50.0189955, 18.1197805 50.0188152, 18.1198825 50.0187056)",
209860156,,,Tadeusza Zawadzkiego,residential,,False,False,67.374,"LINESTRING (18.1200238 50.019467, 18.1197876 50.0198299, 18.1196236 50.0200145)",
209860143,,,Rynek,residential,,False,False,35.649,"LINESTRING (18.1219309 50.0180371, 18.1216597 50.0183062)",
209860142,,,Rynek,residential,,False,False,40.5,"LINESTRING (18.1219309 50.0180371, 18.1219896 50.0182419, 18.1218941 50.0183853)",
"[1007677696, 209860143]",,,Rynek,residential,,False,True,32.369,"LINESTRING (18.1219309 50.0180371, 18.122041 50.0178582, 18.1220975 50.0177664)",
209860143,,,Rynek,residential,,False,True,35.649,"LINESTRING (18.1216597 50.0183062, 18.1219309 50.0180371)",
374802718,,,Rynek,residential,,False,True,18.916,"LINESTRING (18.1216597 50.0183062, 18.1218941 50.0183853)",
1007677695,,,Rynek,residential,,False,False,43.848,"LINESTRING (18.1216597 50.0183062, 18.1211018 50.0181419)",
374802718,,,Rynek,residential,,False,False,18.916,"LINESTRING (18.1218941 50.0183853, 18.1216597 50.0183062)",
209860142,,,Rynek,residential,,False,True,40.5,"LINESTRING (18.1218941 50.0183853, 18.1219896 50.0182419, 18.1219309 50.0180371)",
209860144,,,Rynek,residential,,False,True,20.945,"LINESTRING (18.1218941 50.0183853, 18.1219367 50.0184263, 18.1220085 50.0184587, 18.1221242 50.0184949)",
62233376,,,Magdaleny,residential,,False,False,12.0,"LINESTRING (18.1197517 50.0186379, 18.1198825 50.0187056)",
62233375,,,Cicha,residential,,False,True,134.85500000000002,"LINESTRING (18.1197517 50.0186379, 18.1201829 50.0180088, 18.1203553 50.0177573, 18.1203918 50.0176082, 18.1204116 50.0175094)",
62233376,,,Magdaleny,residential,,False,True,93.175,"LINESTRING (18.1197517 50.0186379, 18.1195656 50.0185674, 18.1190837 50.0184027, 18.1186116 50.0182313)",
62233376,,,Magdaleny,residential,,False,True,12.0,"LINESTRING (18.1198825 50.0187056, 18.1197517 50.0186379)",
62233376,,,Magdaleny,residential,,False,False,45.227999999999994,"LINESTRING (18.1198825 50.0187056, 18.1199695 50.0187435, 18.1203654 50.0189086, 18.1204123 50.0189282)",
209860139,,,Cicha,residential,,False,False,90.875,"LINESTRING (18.1198825 50.0187056, 18.1197805 50.0188152, 18.1197804 50.0189955, 18.1197783 50.0190983, 18.1198202 50.0192418, 18.1200238 50.019467)",
44293360,,,Ogrodowa,residential,,False,False,221.54,"LINESTRING (18.1250384 50.0207109, 18.1250145 50.0205528, 18.1249925 50.0204587, 18.1249949 50.0203278, 18.1250449 50.0197646, 18.1250721 50.0193973, 18.1250721 50.0191751, 18.1250397 50.0189964, 18.1249698 50.0188318, 18.1248954 50.0187407)",
"[44293360, 44293361, 204041126]",yes,,Ogrodowa,residential,,False,True,164.53,"LINESTRING (18.1250384 50.0207109, 18.1250965 50.0210753, 18.1251044 50.0211251, 18.1251157 50.0212755, 18.1253501 50.0221757)",
209860149,,,Stanisława Staszica,residential,,False,True,169.786,"LINESTRING (18.1250384 50.0207109, 18.1240063 50.0208192, 18.1237011 50.0207965, 18.1234578 50.020815, 18.1233029 50.020805, 18.1229291 50.0207112, 18.1227145 50.0206759)",
62233381,,,Polna,residential,,False,True,50.516,"LINESTRING (18.1212797 50.0141803, 18.1211972 50.0146315)",
1076138167,,,,residential,,False,False,120.514,"LINESTRING (18.1212797 50.0141803, 18.1219836 50.0142016, 18.1225233 50.0141326, 18.1229379 50.0140554)",
1076138167,,,,residential,,False,True,120.51400000000001,"LINESTRING (18.1229379 50.0140554, 18.1225233 50.0141326, 18.1219836 50.0142016, 18.1212797 50.0141803)",
