osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,width,ref
33033304,Cmentarna,residential,False,True,136.38,"LINESTRING (22.9752265 50.6947013, 22.9749591 50.6945307, 22.9748811 50.6944727, 22.9748068 50.6944139, 22.9747311 50.6943462, 22.9746496 50.6942607, 22.9745704 50.6941755, 22.9745069 50.6940835, 22.9744464 50.6939877, 22.9744069 50.6939181, 22.9742608 50.6936588)",,,,
147216448,Cmentarna,residential,False,False,30.784,"LINESTRING (22.9752265 50.6947013, 22.9754766 50.6948248, 22.9755399 50.6948584, 22.9755699 50.6948725)",,,,
183522108,Sądowa,residential,False,True,76.257,"LINESTRING (22.9752265 50.6947013, 22.975522 50.6945831, 22.9756168 50.6945499, 22.975725 50.6945134, 22.9760783 50.6944172, 22.9761045 50.6944101, 22.9761876 50.6943896)",50,,,
98560859,Cicha,residential,False,False,161.20999999999998,"LINESTRING (22.9757774 50.6948814, 22.9759134 50.6949881, 22.9759497 50.6950147, 22.975994 50.6950433, 22.9766104 50.6954533, 22.9768808 50.6956225, 22.9770557 50.6957473, 22.9772588 50.6959065, 22.9773205 50.6959506)",,,,
147216448,Cmentarna,residential,False,True,15.267999999999999,"LINESTRING (22.9757774 50.6948814, 22.975732 50.6948895, 22.975695 50.6948925, 22.9756497 50.6948935, 22.9756083 50.694886, 22.9755699 50.6948725)",,,,
687998411,Cmentarna,residential,False,True,36.504999999999995,"LINESTRING (22.9757774 50.6948814, 22.975977 50.694822, 22.9760516 50.6948002, 22.9761297 50.6947825, 22.9761895 50.6947722, 22.9762573 50.6947596)",,,,
33033304,Cmentarna,residential,False,False,136.38,"LINESTRING (22.9742608 50.6936588, 22.9744069 50.6939181, 22.9744464 50.6939877, 22.9745069 50.6940835, 22.9745704 50.6941755, 22.9746496 50.6942607, 22.9747311 50.6943462, 22.9748068 50.6944139, 22.9748811 50.6944727, 22.9749591 50.6945307, 22.9752265 50.6947013)",,,,
98560855,Zamkowa,residential,False,False,211.40400000000005,"LINESTRING (22.9742608 50.6936588, 22.9745841 50.6935882, 22.9748143 50.6935286, 22.9751071 50.6934641, 22.9753715 50.6934153, 22.9757719 50.6933364, 22.9759692 50.6932942, 22.9761606 50.6932483, 22.9764155 50.6931792, 22.9765274 50.6931445, 22.9766121 50.6931141, 22.9766889 50.6930819, 22.9768384 50.6930134, 22.9768995 50.6929803, 22.9769526 50.6929505, 22.976995 50.6929186)",,,,
33012901,Doktora Zygmunta Klukowskiego,tertiary,False,True,328.67299999999994,"LINESTRING (22.9744965 50.6906145, 22.974699 50.6906902, 22.9748616 50.6907509, 22.9750156 50.690809, 22.9751435 50.6908589, 22.9752439 50.690901, 22.9753077 50.6909305, 22.9753701 50.69096, 22.9754427 50.6909973, 22.9760009 50.6912964, 22.9760566 50.6913279, 22.9761052 50.6913603, 22.9761419 50.6913873, 22.9761779 50.6914165, 22.976212 50.6914452, 22.9762446 50.6914765, 22.9762813 50.6915147, 22.9763123 50.691552, 22.9763382 50.6915874, 22.9763591 50.6916198, 22.9763786 50.691654, 22.976397 50.691693, 22.9764113 50.691732, 22.9764227 50.6917697, 22.976435 50.6918148, 22.9764733 50.691973, 22.9765732 50.6923808, 22.9765862 50.6924242, 22.9766009 50.6924645, 22.9766113 50.6924883, 22.9766196 50.6925072, 22.9766416 50.6925479, 22.9766714 50.6925938, 22.9766805 50.6926067, 22.9766963 50.6926292, 22.9767146 50.6926533, 22.9767411 50.6926844, 22.9767659 50.6927113, 22.9768214 50.6927654, 22.9768848 50.692823, 22.9769394 50.6928698, 22.976995 50.6929186)",50,2,5.5,
33018502,Zamojska,primary,False,False,78.113,"LINESTRING (22.9795303 50.6948556, 22.9795637 50.6948724, 22.9796097 50.6948958, 22.9796562 50.6949173, 22.97973 50.6949546, 22.9804427 50.6952542)",50,2,,74
98560862,Plac Tadeusza Kościuszki,secondary,False,True,108.748,"LINESTRING (22.9795303 50.6948556, 22.9794761 50.6948823, 22.9793899 50.69492, 22.9792129 50.6949972, 22.9786193 50.6952541, 22.9783472 50.6953722, 22.978261 50.6954122)",50,2,,74
98560867,Plac Tadeusza Kościuszki,primary,False,True,89.33399999999999,"LINESTRING (22.9795303 50.6948556, 22.9793734 50.6947595, 22.978952 50.6944598, 22.9787488 50.6943097, 22.9786799 50.6942601)",50,2,,858
687998415,Partyzantów,secondary,False,False,42.142,"LINESTRING (22.9773205 50.6959506, 22.9777567 50.6956912)",50,2,,74
917058032,Partyzantów,secondary,False,True,58.823,"LINESTRING (22.9773205 50.6959506, 22.9767275 50.6963231)",50,2,,74
98560859,Cicha,residential,False,True,161.21,"LINESTRING (22.9773205 50.6959506, 22.9772588 50.6959065, 22.9770557 50.6957473, 22.9768808 50.6956225, 22.9766104 50.6954533, 22.975994 50.6950433, 22.9759497 50.6950147, 22.9759134 50.6949881, 22.9757774 50.6948814)",,,,
33012901,Doktora Zygmunta Klukowskiego,tertiary,False,False,328.673,"LINESTRING (22.976995 50.6929186, 22.9769394 50.6928698, 22.9768848 50.692823, 22.9768214 50.6927654, 22.9767659 50.6927113, 22.9767411 50.6926844, 22.9767146 50.6926533, 22.9766963 50.6926292, 22.9766805 50.6926067, 22.9766714 50.6925938, 22.9766416 50.6925479, 22.9766196 50.6925072, 22.9766113 50.6924883, 22.9766009 50.6924645, 22.9765862 50.6924242, 22.9765732 50.6923808, 22.9764733 50.691973, 22.976435 50.6918148, 22.9764227 50.6917697, 22.9764113 50.691732, 22.976397 50.691693, 22.9763786 50.691654, 22.9763591 50.6916198, 22.9763382 50.6915874, 22.9763123 50.691552, 22.9762813 50.6915147, 22.9762446 50.6914765, 22.976212 50.6914452, 22.9761779 50.6914165, 22.9761419 50.6913873, 22.9761052 50.6913603, 22.9760566 50.6913279, 22.9760009 50.6912964, 22.9754427 50.6909973, 22.9753701 50.69096, 22.9753077 50.6909305, 22.9752439 50.690901, 22.9751435 50.6908589, 22.9750156 50.690809, 22.9748616 50.6907509, 22.974699 50.6906902, 22.9744965 50.6906145)",50,2,5.5,
33012901,Doktora Zygmunta Klukowskiego,tertiary,False,True,98.899,"LINESTRING (22.976995 50.6929186, 22.9775147 50.693356, 22.9778398 50.693629)",50,2,5.5,
98560855,Zamkowa,residential,False,True,211.40399999999997,"LINESTRING (22.976995 50.6929186, 22.9769526 50.6929505, 22.9768995 50.6929803, 22.9768384 50.6930134, 22.9766889 50.6930819, 22.9766121 50.6931141, 22.9765274 50.6931445, 22.9764155 50.6931792, 22.9761606 50.6932483, 22.9759692 50.6932942, 22.9757719 50.6933364, 22.9753715 50.6934153, 22.9751071 50.6934641, 22.9748143 50.6935286, 22.9745841 50.6935882, 22.9742608 50.6936588)",,,,
98560834,Partyzantów,secondary,False,False,188.069,"LINESTRING (22.9730573 50.6976895, 22.9754017 50.6968799)",50,2,,74
98560860,Marii Konopnickiej,residential,False,True,89.006,"LINESTRING (22.9730573 50.6976895, 22.9731407 50.6977421, 22.9736731 50.6980872, 22.9739596 50.6982494)",,,,
688040207,Partyzantów,secondary,False,True,13.146,"LINESTRING (22.9778922 50.6956099, 22.9777567 50.6956912)",50,2,,74
98560862,Plac Tadeusza Kościuszki,secondary,False,False,34.047,"LINESTRING (22.9778922 50.6956099, 22.9781621 50.6954596, 22.978261 50.6954122)",50,2,,74
"[1012947600, 296702736]",Plac Tadeusza Kościuszki,residential,False,True,95.75399999999999,"LINESTRING (22.9778922 50.6956099, 22.9778512 50.6955739, 22.9778422 50.695566, 22.9777464 50.695483, 22.9774742 50.6952472, 22.977093 50.6949133)",,,,
33018502,Zamojska,primary,False,False,185.94,"LINESTRING (22.9813161 50.695611, 22.9814582 50.6956679, 22.9815528 50.6957059, 22.9816693 50.6957548, 22.9817893 50.6958094, 22.9818879 50.6958564, 22.9819745 50.6959029, 22.9820753 50.695957, 22.9821509 50.6959999, 22.9822176 50.6960399, 22.9823222 50.6961064, 22.9824664 50.6962039, 22.9830432 50.6965937, 22.9832549 50.6967348)",50,2,,74
33018502,Zamojska,primary,False,True,45.938,"LINESTRING (22.9813161 50.695611, 22.9810219 50.6954932, 22.9807672 50.6953879)",50,2,,74
