osmid,lanes,ref,highway,oneway,reversed,length,bridge,geometry,junction,name,access
"[87158946, 96007733, 96007735]",2,246,secondary,False,True,308.336,yes,"LINESTRING (17.9223132 52.9570214, 17.9223088 52.9570179, 17.9212311 52.9569435, 17.9203916 52.9568893, 17.9199463 52.9568589, 17.9190925 52.9568051, 17.9185695 52.9567744, 17.9181832 52.9567695, 17.9177368 52.9567937)",,,
1223197010,2,246,secondary,True,False,25.875,,"LINESTRING (17.9223132 52.9570214, 17.922334 52.9569766, 17.9223778 52.9569382, 17.92244 52.9569106, 17.9225137 52.9568967, 17.9225909 52.9568979)",roundabout,,
87158934,2,246,secondary,False,False,26.179,,"LINESTRING (17.9247506 52.9510796, 17.9251062 52.950982)",,Cmentarna,
305994272,2,254,secondary,False,True,21.38,,"LINESTRING (17.9247506 52.9510796, 17.9247731 52.9508878)",,Barcińska,
28278514,2,246;254,secondary,False,False,130.072,,"LINESTRING (17.9247506 52.9510796, 17.92449 52.9517532, 17.9244003 52.951985, 17.9243118 52.9522191)",,Barcińska,
1114862935,2,246;254,secondary,False,True,58.623,,"LINESTRING (17.9241186 52.9527333, 17.9243118 52.9522191)",,Barcińska,
49988498,,,unclassified,False,False,56.682,,"LINESTRING (17.9241186 52.9527333, 17.9240576 52.9526992, 17.9239759 52.9526192, 17.9239033 52.9525433, 17.9237665 52.9524413, 17.9235789 52.9523474)",,Adama Mickiewicza,no
208708263,2,246;254,secondary,False,False,474.265,,"LINESTRING (17.9241186 52.9527333, 17.9240424 52.9529449, 17.9239077 52.9533303, 17.9238309 52.9535501, 17.9235726 52.9542629, 17.9233246 52.9549373, 17.9231307 52.9554652, 17.9230028 52.955794, 17.9229664 52.9558875, 17.922856 52.9561736, 17.9226882 52.956633, 17.9225909 52.9568979)",,Bydgoska,
305994303,,,unclassified,True,False,38.975,,"LINESTRING (17.9197304 52.9520997, 17.9191738 52.9522017)",,Plac 1000-lecia,
87158951,,,unclassified,True,False,56.838,,"LINESTRING (17.9197304 52.9520997, 17.9197885 52.9522009, 17.9197956 52.9522178, 17.9199043 52.9524783, 17.9199141 52.9525018, 17.9199602 52.9525914)",,Plac 1000-lecia,
87158971,,,unclassified,True,False,121.55699999999999,,"LINESTRING (17.9181706 52.9506511, 17.9185832 52.9504911, 17.918645 52.9504653, 17.9187281 52.9504517, 17.9188101 52.9504581, 17.9189123 52.9504846, 17.9195 52.9506498, 17.9196099 52.9506923, 17.9196753 52.9507309, 17.9197354 52.9507774)",,Parkowa,
166332037,,,unclassified,False,False,52.859,,"LINESTRING (17.9181706 52.9506511, 17.9179253 52.9504853, 17.9177016 52.9503342, 17.9176455 52.9502963)",,11 Stycznia,
305994277,,,unclassified,True,False,7.766,,"LINESTRING (17.919351 52.952742, 17.9193301 52.9526733)",,Jana Pawła II,
87158944,,,residential,False,False,72.286,,"LINESTRING (17.919351 52.952742, 17.9192983 52.9527493, 17.9185395 52.9528415, 17.9182948 52.9528748)",,Farna,
"[96007730, 96007726, 87158935]",,,unclassified,False,False,285.86799999999994,yes,"LINESTRING (17.9180365 52.9561957, 17.9182845 52.9558055, 17.9183692 52.9556747, 17.9186522 52.9552415, 17.9187001 52.9551751, 17.9187347 52.9551292, 17.9189054 52.9549021, 17.9190392 52.9547438, 17.9194103 52.9543495, 17.9196084 52.9541145, 17.9196628 52.9539976, 17.9197147 52.9538416)",,Szubińska,
87158935,,,unclassified,False,True,35.201,,"LINESTRING (17.9180365 52.9561957, 17.9179186 52.9563419, 17.9177852 52.9564733)",,Szubińska,
87158947,,,residential,False,True,127.125,,"LINESTRING (17.9180365 52.9561957, 17.9179513 52.9561836, 17.9176631 52.9561663, 17.9172486 52.9561618, 17.9169301 52.956159, 17.9165819 52.9561559, 17.9163705 52.9561584, 17.9161465 52.9561834)",,Wspólna,
87158982,,,residential,False,False,20.91,,"LINESTRING (17.9132759 52.9536007, 17.91358 52.9535583)",,Odrodzenia,
87158945,,,residential,False,True,42.395,,"LINESTRING (17.9132759 52.9536007, 17.9134683 52.9537689, 17.9135794 52.9538625, 17.9136389 52.953913)",,Powstańców Wielkopolskich,
520900478,,,unclassified,True,False,62.558,,"LINESTRING (17.9186658 52.9511277, 17.9184939 52.9509452, 17.9181706 52.9506511)",,11 Stycznia,
521313084,,,residential,False,True,26.159,,"LINESTRING (17.9186658 52.9511277, 17.9187545 52.9511006, 17.9190125 52.9510195)",,Rynkowa,
87158931,,,residential,False,False,84.299,,"LINESTRING (17.918118 52.9523633, 17.9180943 52.9523034, 17.9180513 52.9521939, 17.9179521 52.951941, 17.9178245 52.9516261)",,Henryka Sienkiewicza,
87158931,,,residential,False,True,58.099000000000004,,"LINESTRING (17.918118 52.9523633, 17.918135 52.9524064, 17.9182948 52.9528748)",,Henryka Sienkiewicza,
87158968,,,residential,False,False,43.192,,"LINESTRING (17.9199602 52.9525914, 17.9198272 52.9526062, 17.9198075 52.9526079, 17.9195746 52.9526399, 17.9195555 52.9526424, 17.9193301 52.9526733)",,Plac 1000-lecia,
166332017,,,unclassified,True,False,146.334,,"LINESTRING (17.9199602 52.9525914, 17.9200105 52.9526505, 17.9201521 52.9530778, 17.9201228 52.9532346, 17.9200423 52.9534003, 17.9197147 52.9538416)",,Szubińska,
87158934,2,246,secondary,False,True,26.179,,"LINESTRING (17.9251062 52.950982, 17.9247506 52.9510796)",,Cmentarna,
121300911,,,secondary_link,False,True,24.652,,"LINESTRING (17.9251062 52.950982, 17.9247731 52.9508878)",,,
87158934,2,246,secondary,False,False,130.917,,"LINESTRING (17.9251062 52.950982, 17.9252525 52.950955, 17.9254263 52.9509292, 17.9255415 52.9509166, 17.9256644 52.9509134, 17.9259126 52.9509202, 17.9261878 52.950935, 17.92665 52.9509838, 17.9270242 52.9510457)",,Cmentarna,
520900479,,,unclassified,True,False,97.48899999999999,,"LINESTRING (17.921157 52.9519392, 17.9203255 52.9520125, 17.9201088 52.952033, 17.9199628 52.9520492, 17.9197304 52.9520997)",,Adama Mickiewicza,
"[764588192, 764588193, 764588194, 764588191]",2,,unclassified,False,True,175.235,yes,"LINESTRING (17.921157 52.9519392, 17.9219988 52.9519223, 17.9221968 52.9519247, 17.9223332 52.9519337, 17.9224615 52.9519557, 17.9226672 52.9520042, 17.9229468 52.9520658, 17.9232943 52.9522168, 17.9235789 52.9523474)",,Adama Mickiewicza,
87158945,,,residential,False,False,198.214,,"LINESTRING (17.914537 52.9563728, 17.9140081 52.9548841, 17.9139177 52.9546297)",,Powstańców Wielkopolskich,
87158947,,,residential,False,False,109.853,,"LINESTRING (17.914537 52.9563728, 17.9146132 52.9563638, 17.9161465 52.9561834)",,Wspólna,
87158931,,,residential,False,False,70.914,,"LINESTRING (17.9178245 52.9516261, 17.9175997 52.9510029)",,Henryka Sienkiewicza,
87158931,,,residential,False,True,84.29899999999999,,"LINESTRING (17.9178245 52.9516261, 17.9179521 52.951941, 17.9180513 52.9521939, 17.9180943 52.9523034, 17.918118 52.9523633)",,Henryka Sienkiewicza,
87158961,,,residential,True,False,73.503,,"LINESTRING (17.9188953 52.9514821, 17.9188456 52.9514883, 17.9178245 52.9516261)",,Krótka,
87158969,,,unclassified,True,False,42.300000000000004,,"LINESTRING (17.9188953 52.9514821, 17.9188652 52.9514352, 17.9186658 52.9511277)",,11 Stycznia,
87158945,,,residential,False,False,82.07300000000001,,"LINESTRING (17.9139177 52.9546297, 17.9138816 52.9545155, 17.9137457 52.9540853, 17.9136389 52.953913)",,Powstańców Wielkopolskich,
87158945,,,residential,False,True,198.214,,"LINESTRING (17.9139177 52.9546297, 17.9140081 52.9548841, 17.914537 52.9563728)",,Powstańców Wielkopolskich,
"[87158937, 87158982]",,,residential,False,"[False, True]",430.77400000000006,,"LINESTRING (17.9161465 52.9561834, 17.9160964 52.9560222, 17.9156914 52.9546497, 17.9153401 52.9535243, 17.9153133 52.9534524, 17.915286 52.9534162, 17.9152476 52.953396, 17.9152013 52.9533801, 17.9151493 52.9533762, 17.9149467 52.9533932, 17.9146889 52.9534236, 17.9138415 52.9535234, 17.9137324 52.953538, 17.91358 52.9535583)",,"['Nadnotecka', 'Odrodzenia']",
87158947,,,residential,False,False,127.125,,"LINESTRING (17.9161465 52.9561834, 17.9163705 52.9561584, 17.9165819 52.9561559, 17.9169301 52.956159, 17.9172486 52.9561618, 17.9176631 52.9561663, 17.9179513 52.9561836, 17.9180365 52.9561957)",,Wspólna,
