osmid,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,name,access
62334791,tertiary,False,False,38.492000000000004,"LINESTRING (22.3481768 50.3233415, 22.3482549 50.3233699, 22.348336 50.3233962, 22.348421 50.3234214, 22.3485459 50.323455, 22.3486075 50.3234679, 22.3486727 50.3234785)",,,,,
190513514,primary,False,False,104.396,"LINESTRING (22.3481768 50.3233415, 22.3482856 50.3232467, 22.3484339 50.3230511, 22.3486701 50.3227419, 22.3488286 50.3225024)",2,77,50,,
382406096,tertiary,False,True,256.054,"LINESTRING (22.3481768 50.3233415, 22.3481181 50.3233083, 22.3480915 50.3232932, 22.3478827 50.3231732, 22.3476258 50.3230256, 22.3475331 50.3229751, 22.3474426 50.3229335, 22.3473711 50.3229101, 22.3473507 50.3229053, 22.3473066 50.3228949, 22.3472362 50.3228843, 22.3471623 50.3228752, 22.347092 50.3228701, 22.3468235 50.3228505, 22.3463533 50.3228149, 22.3462871 50.3228092, 22.3459041 50.322773, 22.3458497 50.322766, 22.3458089 50.3227608, 22.3457574 50.3227522, 22.3457017 50.3227421, 22.3456321 50.322728, 22.3454538 50.3226886, 22.3453795 50.3226692, 22.3453062 50.3226475, 22.3452254 50.322623, 22.3451613 50.3226007, 22.3449292 50.3225075)",2,,,Jana Pawła II,
62334791,tertiary,False,True,38.492,"LINESTRING (22.3486727 50.3234785, 22.3486075 50.3234679, 22.3485459 50.323455, 22.348421 50.3234214, 22.348336 50.3233962, 22.3482549 50.3233699, 22.3481768 50.3233415)",,,,,
123273794,residential,False,False,84.387,"LINESTRING (22.3486727 50.3234785, 22.3487239 50.3232441, 22.3488072 50.3228632, 22.3488338 50.3227266)",,,,,
40784310,tertiary,False,False,81.115,"LINESTRING (22.3432995 50.3164712, 22.3431972 50.3163696, 22.3431474 50.3163107, 22.3430952 50.316236, 22.3430433 50.3161461, 22.3429905 50.3160202, 22.3429028 50.3157932)",2,,,Azalii Pontyjskiej,
40784310,tertiary,False,True,31.77,"LINESTRING (22.3432995 50.3164712, 22.3433785 50.3165426, 22.3435457 50.3167097)",2,,,Azalii Pontyjskiej,
40830093,residential,False,True,109.869,"LINESTRING (22.3432995 50.3164712, 22.3432113 50.3164981, 22.3431302 50.3165303, 22.3428999 50.3166218, 22.3426758 50.3167108, 22.3423698 50.316916, 22.3421298 50.3171002)",2,,,Bolesława Prusa,
62334768,residential,False,True,87.075,"LINESTRING (22.3397489 50.3156231, 22.3396629 50.315875, 22.3396525 50.3159098, 22.3395259 50.3162864, 22.3394993 50.3163495, 22.3394808 50.316387)",,,,Jana III Sobieskiego,
40830117,residential,False,True,211.32999999999998,"LINESTRING (22.3394808 50.316387, 22.339459 50.3165277, 22.3394747 50.3166698, 22.339516 50.3167748, 22.3395784 50.3168755, 22.3396625 50.3169575, 22.3397002 50.3169943, 22.3398062 50.3170686, 22.3398531 50.3170955, 22.3399315 50.3171394, 22.3400783 50.3172216, 22.3402576 50.3173197, 22.3403762 50.3173837, 22.3405083 50.317455, 22.3407069 50.3175621, 22.3408375 50.3176351, 22.3411839 50.317821)",2,,,Marii Konopnickiej,
62334768,residential,False,False,87.07499999999999,"LINESTRING (22.3394808 50.316387, 22.3394993 50.3163495, 22.3395259 50.3162864, 22.3396525 50.3159098, 22.3396629 50.315875, 22.3397489 50.3156231)",,,,Jana III Sobieskiego,
190513514,primary,False,False,14.034,"LINESTRING (22.349169 50.3218908, 22.3492312 50.321771)",2,77,50,,
"[306354521, 40830097, 40967422, 239021625]",residential,False,"[False, True]",270.84000000000003,"LINESTRING (22.349169 50.3218908, 22.3490598 50.3218447, 22.3489782 50.3218146, 22.3488445 50.3217412, 22.3479779 50.3212657, 22.3479465 50.3212393, 22.3479514 50.3212069, 22.3479838 50.3211738, 22.3483574 50.3208233, 22.3487325 50.3204339, 22.349194 50.3200755)",,,,Kolejowa,
190513514,primary,False,True,72.175,"LINESTRING (22.349169 50.3218908, 22.349065 50.3220729, 22.3490476 50.3221033, 22.3489137 50.3223473, 22.3488861 50.3223976, 22.3488286 50.3225024)",2,77,50,,
40830105,residential,False,False,76.119,"LINESTRING (22.3469576 50.319824, 22.3475455 50.3201555, 22.3477526 50.3202831)",,,,Janusza Korczaka,
40830105,residential,False,True,157.609,"LINESTRING (22.3469576 50.319824, 22.3465763 50.3196061, 22.346287 50.3194408, 22.3460967 50.319332, 22.345951 50.3192508, 22.3457042 50.3191148, 22.3453624 50.3189264, 22.3452929 50.3188864)",,,,Janusza Korczaka,
58187304,residential,False,True,73.542,"LINESTRING (22.3469576 50.319824, 22.3467194 50.3200103, 22.3466716 50.3200474, 22.3464866 50.3201896, 22.3462985 50.3203342)",,,,Parkowa,
40830093,residential,False,False,109.869,"LINESTRING (22.3421298 50.3171002, 22.3423698 50.316916, 22.3426758 50.3167108, 22.3428999 50.3166218, 22.3431302 50.3165303, 22.3432113 50.3164981, 22.3432995 50.3164712)",2,,,Bolesława Prusa,
40830093,residential,False,True,72.978,"LINESTRING (22.3421298 50.3171002, 22.3421101 50.3171148, 22.3419665 50.3172211, 22.3418996 50.3172711, 22.3417727 50.3173651, 22.3416555 50.3174565, 22.341532 50.3175527, 22.3414686 50.3176026)",2,,,Bolesława Prusa,
40830109,residential,False,False,41.857,"LINESTRING (22.3421298 50.3171002, 22.3421923 50.3171364, 22.3422336 50.3171564, 22.3423429 50.3172131, 22.3425651 50.3173293, 22.3425847 50.3173395)",,,,,
40830105,residential,False,True,76.119,"LINESTRING (22.3477526 50.3202831, 22.3475455 50.3201555, 22.3469576 50.319824)",,,,Janusza Korczaka,
"[996698142, 996698143]",residential,False,True,223.671,"LINESTRING (22.3477526 50.3202831, 22.3475526 50.3204419, 22.34749 50.3204928, 22.3473711 50.3205893, 22.3469096 50.3209637, 22.3468075 50.3210461, 22.3457625 50.3218422)",2,,,Towarowa,
40830090,residential,False,True,32.0,"LINESTRING (22.3420676 50.3183037, 22.3421408 50.3182476, 22.3423561 50.3180826)",2,,,Profesora Stanisława Tołpy,
40830449,residential,False,False,82.59100000000001,"LINESTRING (22.3420676 50.3183037, 22.3419638 50.3182503, 22.3418802 50.318205, 22.3417579 50.3181364, 22.3414754 50.3179732, 22.3411839 50.317821)",2,,30,Komisji Edukacji Narodowej,
"[40830449, 40946972]",residential,False,"[False, True]",420.74999999999994,"LINESTRING (22.3420676 50.3183037, 22.3425697 50.3185824, 22.342679 50.3186431, 22.3428203 50.3187285, 22.3428308 50.3187377, 22.3428391 50.318752, 22.3428435 50.3187656, 22.3428441 50.3187797, 22.3428415 50.318792, 22.3428364 50.318802, 22.3428298 50.3188133, 22.3428199 50.3188241, 22.342802 50.3188403, 22.3427325 50.3188992, 22.3425336 50.3190541, 22.342201 50.3193115, 22.3420661 50.3194118, 22.3418892 50.3195449, 22.3417703 50.3196326, 22.3417119 50.3196769, 22.3416349 50.3197379, 22.341506 50.3198368, 22.3413626 50.319947, 22.3413004 50.3199971, 22.3412469 50.3200398, 22.3411948 50.3200897, 22.3411559 50.3201499, 22.3411429 50.320181, 22.3411286 50.3202542, 22.3411228 50.3203038, 22.3411223 50.3203655, 22.3411277 50.3204232, 22.3411441 50.3204751, 22.3411752 50.320544, 22.3412108 50.3205899, 22.3412745 50.3206426, 22.3415924 50.3208138, 22.3418582 50.3209552, 22.3419898 50.3210226, 22.3421148 50.321094, 22.3422566 50.3211714)",2,,30,Komisji Edukacji Narodowej,
40830093,residential,False,False,31.598,"LINESTRING (22.3411839 50.317821, 22.3412697 50.3177562, 22.3412936 50.3177371, 22.341415 50.317644, 22.3414686 50.3176026)",2,,,Bolesława Prusa,
