osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,junction,bridge,tunnel
"[232709560, 631257660]",,"['residential', 'living_street']",False,False,301.8109999999999,"LINESTRING (21.0568832 49.8946792, 21.0568818 49.8946306, 21.0568884 49.8946079, 21.0568965 49.8945799, 21.0569689 49.8944385, 21.0569864 49.8943763, 21.056974 49.8943201, 21.0569446 49.894257, 21.0568926 49.8941554, 21.0568056 49.8940695, 21.0567355 49.8940194, 21.0566602 49.8939814, 21.05647 49.8939016, 21.0562192 49.8938186, 21.0561793 49.8938053, 21.0561346 49.893805, 21.0560844 49.8938141, 21.0559548 49.8938338, 21.0559104 49.8938416, 21.0558965 49.8938404, 21.0558879 49.8938363, 21.0557863 49.8937684, 21.0557737 49.8937564, 21.0557202 49.8937054, 21.0556874 49.8936742, 21.0556536 49.8936424, 21.0555409 49.8935361, 21.0555301 49.8935259, 21.0555194 49.8935188, 21.0554725 49.8934876, 21.0554166 49.8934886, 21.0552007 49.8935418, 21.0551347 49.8935581, 21.0550154 49.8935914, 21.0548458 49.8936388, 21.0548341 49.8936421, 21.0546635 49.8936971, 21.054576 49.8937304, 21.0546017 49.8937894, 21.0547208 49.8940357)",,,,,,
434927688,Jana Pawła II,residential,False,True,133.10399999999998,"LINESTRING (21.0568832 49.8946792, 21.0568264 49.8946713, 21.0567627 49.8946629, 21.0566762 49.8946613, 21.0565405 49.8946748, 21.0563397 49.8946957, 21.0561705 49.8947132, 21.0560459 49.894726, 21.0557577 49.8947465, 21.0556638 49.8947532, 21.0554703 49.8947684, 21.0551129 49.8948131, 21.0550473 49.8948213)",,,,,,
45791334,Rynek,tertiary,False,False,18.033,"LINESTRING (21.0541457 49.8947733, 21.0541953 49.8949323)",,,,,,
283207150,Adama Mickiewicza,tertiary,False,True,119.022,"LINESTRING (21.0541457 49.8947733, 21.0541112 49.8946738, 21.0540219 49.8944161, 21.0540029 49.8943688, 21.053926 49.8942071, 21.0538622 49.8941033, 21.0538034 49.8940139, 21.0537363 49.8939237, 21.053609 49.8937661)",,,,,,
45791311,,residential,False,True,55.272,"LINESTRING (21.0550473 49.8948213, 21.0550374 49.8947862, 21.0549868 49.8946603, 21.0549544 49.8945833, 21.054892 49.8944349, 21.0548522 49.8943405)",,,,,,
434927688,Jana Pawła II,residential,False,False,133.10399999999998,"LINESTRING (21.0550473 49.8948213, 21.0551129 49.8948131, 21.0554703 49.8947684, 21.0556638 49.8947532, 21.0557577 49.8947465, 21.0560459 49.894726, 21.0561705 49.8947132, 21.0563397 49.8946957, 21.0565405 49.8946748, 21.0566762 49.8946613, 21.0567627 49.8946629, 21.0568264 49.8946713, 21.0568832 49.8946792)",,,,,,
450574910,Jana III Sobieskiego,tertiary,False,False,12.528,"LINESTRING (21.0515726 49.8948645, 21.0514778 49.8948693, 21.0513994 49.8948789)",50,,,,,
"[775555288, 450574910]",Jana III Sobieskiego,"['living_street', 'tertiary']",False,True,74.782,"LINESTRING (21.0515726 49.8948645, 21.0518045 49.8948634, 21.0519213 49.8948629, 21.0522054 49.8948621, 21.0524719 49.8948685, 21.0526163 49.8948715)","['20', '50']",,,,,
627838792,Rynek,living_street,True,False,18.931,"LINESTRING (21.0526163 49.8948715, 21.0527169 49.8948731, 21.052839 49.8948751, 21.0528805 49.8948758)",20,,,,,
"[775555288, 450574910]",Jana III Sobieskiego,"['living_street', 'tertiary']",False,False,74.782,"LINESTRING (21.0526163 49.8948715, 21.0524719 49.8948685, 21.0522054 49.8948621, 21.0519213 49.8948629, 21.0518045 49.8948634, 21.0515726 49.8948645)","['20', '50']",,,,,
"[766352966, 45791335, 980046059, 986907539, 978176028]",Rynek,"['living_street', 'residential']",True,False,91.343,"LINESTRING (21.0528805 49.8948758, 21.0530533 49.8948616, 21.053567 49.8948175, 21.0539216 49.8947901, 21.0540116 49.8947835, 21.0540939 49.8947772, 21.0541457 49.8947733)",20,2,,,,
283207155,Walerego Wróblewskiego,residential,False,True,56.225,"LINESTRING (21.0513994 49.8948789, 21.0513512 49.8948027, 21.0512368 49.8946831, 21.0510551 49.8945052, 21.0509947 49.8944471)",,,,,,
450574910,Jana III Sobieskiego,tertiary,False,True,12.528,"LINESTRING (21.0513994 49.8948789, 21.0514778 49.8948693, 21.0515726 49.8948645)",50,,,,,
1105564168,Jana III Sobieskiego,tertiary,False,False,188.861,"LINESTRING (21.0513994 49.8948789, 21.0512699 49.8948978, 21.0512359 49.8949028, 21.0509873 49.8949627, 21.0508949 49.894985, 21.0508399 49.8949981, 21.0503933 49.8951044, 21.0499852 49.895203, 21.049554 49.8953073, 21.0495127 49.8953179, 21.0491974 49.8953989, 21.0491299 49.8954163, 21.0490644 49.8954331, 21.0489283 49.8954681)",50,,,,,
45791334,Rynek,tertiary,False,True,18.033,"LINESTRING (21.0541953 49.8949323, 21.0541457 49.8947733)",,,,,,
45791329,Jana Pawła II,residential,True,False,62.268,"LINESTRING (21.0541953 49.8949323, 21.0542473 49.8949259, 21.0543791 49.8949072, 21.0546731 49.8948698, 21.0548293 49.8948505, 21.0550473 49.8948213)",,,,,,
45791334,Rynek,tertiary,False,False,53.507000000000005,"LINESTRING (21.0541953 49.8949323, 21.0542489 49.895096, 21.0543372 49.8954047)",,,,,,
240811445,Rynek,living_street,True,False,14.928,"LINESTRING (21.0527375 49.8949769, 21.0526983 49.8949188, 21.0526163 49.8948715)",20,,,,,
450574911,Rynek,living_street,True,False,15.471,"LINESTRING (21.0527375 49.8949769, 21.0527599 49.8949551, 21.0527907 49.8949223, 21.0528272 49.8948983, 21.0528805 49.8948758)",20,,,,,
240811423,Ignacego Daszyńskiego,tertiary,False,False,6.958,"LINESTRING (21.0543372 49.8954047, 21.0543567 49.895466)",30,2,,,,
45791334,Rynek,tertiary,False,True,53.507000000000005,"LINESTRING (21.0543372 49.8954047, 21.0542489 49.895096, 21.0541953 49.8949323)",,,,,,
"[980046057, 283202954]",Rynek,"['residential', 'living_street']",True,False,77.80499999999999,"LINESTRING (21.0543372 49.8954047, 21.0542088 49.8954192, 21.0538319 49.895456, 21.0533816 49.895502, 21.0532642 49.8955133)",20,,,,,
240811423,Ignacego Daszyńskiego,tertiary,False,True,6.958,"LINESTRING (21.0543567 49.895466, 21.0543372 49.8954047)",30,2,,,,
"[331317756, 240811423]",Ignacego Daszyńskiego,tertiary,False,False,120.24600000000001,"LINESTRING (21.0543567 49.895466, 21.0543719 49.8955526, 21.054402 49.8957657, 21.0544312 49.8959726, 21.0544661 49.8963454, 21.0544823 49.8964368, 21.0545097 49.896502, 21.0545349 49.896538)",30,2,,,,
240811422,Głęboka,residential,False,False,79.423,"LINESTRING (21.0489283 49.8954681, 21.0489532 49.8954964, 21.0490537 49.8956107, 21.0493193 49.8959021, 21.049485 49.8960858)",,,,,,
1105564168,Jana III Sobieskiego,tertiary,False,True,188.861,"LINESTRING (21.0489283 49.8954681, 21.0490644 49.8954331, 21.0491299 49.8954163, 21.0491974 49.8953989, 21.0495127 49.8953179, 21.049554 49.8953073, 21.0499852 49.895203, 21.0503933 49.8951044, 21.0508399 49.8949981, 21.0508949 49.894985, 21.0509873 49.8949627, 21.0512359 49.8949028, 21.0512699 49.8948978, 21.0513994 49.8948789)",50,,,,,
45791330,Zielona,residential,True,False,77.29599999999999,"LINESTRING (21.05542 49.8955303, 21.05523 49.8954828, 21.0551077 49.8954699, 21.0549456 49.8954641, 21.0547752 49.8954625, 21.054527 49.8954669, 21.0544894 49.8954667, 21.0543567 49.895466)",,,,,,
45791331,Stroma,residential,False,False,94.62299999999999,"LINESTRING (21.05542 49.8955303, 21.0554151 49.8955588, 21.0554064 49.8955806, 21.0553908 49.8958254, 21.0553776 49.895855, 21.0553402 49.8958745, 21.055127 49.8958982, 21.0548152 49.8959496, 21.0545946 49.8959844)",,,,,,
283202954,Rynek,living_street,True,False,65.809,"LINESTRING (21.0528734 49.8955622, 21.0528464 49.8954475, 21.0528356 49.8954025, 21.0527998 49.895239, 21.0527764 49.8951479, 21.052768 49.8951151, 21.0527375 49.8949769)",20,,,,,
"[45791337, 980944515]",Ogrodowa,"['living_street', 'residential']",True,False,53.748999999999995,"LINESTRING (21.0528734 49.8955622, 21.0528404 49.895567, 21.0527431 49.8955812, 21.0526621 49.8955934, 21.0524705 49.8956208, 21.0522216 49.8956565, 21.0521415 49.8956688)",,,,,,
45791275,Głęboka,residential,False,False,134.644,"LINESTRING (21.0521415 49.8956688, 21.0521349 49.8957132, 21.0521186 49.8957647, 21.0520843 49.8958149, 21.0520375 49.8958605, 21.0519746 49.8958979, 21.0519195 49.8959193, 21.0517397 49.8959603, 21.0514687 49.8960296, 21.0513575 49.8960593, 21.051317 49.8960701, 21.0511682 49.8961087, 21.0510582 49.8961248, 21.050971 49.8961342, 21.0508617 49.8961417, 21.0507784 49.89614, 21.0507309 49.8961293, 21.0506778 49.8961093, 21.0506566 49.8960896, 21.0506563 49.8960519)",,,,,,
45791337,Ogrodowa,residential,True,False,105.989,"LINESTRING (21.0521415 49.8956688, 21.0520321 49.8956738, 21.0519755 49.8956599, 21.0519331 49.8956355, 21.0519035 49.895603, 21.0518796 49.8955646, 21.0518696 49.8955485, 21.0518373 49.89548, 21.0517354 49.8952728, 21.0516246 49.8949989, 21.0515857 49.8948984, 21.0515726 49.8948645)",,,,,,
45791330,Zielona,residential,True,False,102.113,"LINESTRING (21.05673 49.8958907, 21.0566703 49.8958734, 21.0565275 49.895822, 21.0562845 49.8957561, 21.056184 49.8957289, 21.0560256 49.8956885, 21.0558792 49.8956505, 21.055563 49.8955672, 21.05542 49.8955303)",,,,,,
45791332,Zielona,residential,False,False,319.254,"LINESTRING (21.05673 49.8958907, 21.0568466 49.8959544, 21.0569703 49.896032, 21.0571901 49.8961626, 21.0572848 49.8962275, 21.0573757 49.896303, 21.0574784 49.8963995, 21.0576204 49.8965373, 21.0576642 49.8965917, 21.0576852 49.8966538, 21.0576627 49.8967337, 21.0576045 49.8967977, 21.0575914 49.8968065, 21.0575338 49.8968452, 21.0574579 49.8968962, 21.0573999 49.8969366, 21.0571138 49.8971357, 21.0570889 49.897153, 21.0569295 49.8972781, 21.0568923 49.8973073, 21.0567799 49.8974156, 21.0567636 49.8974361, 21.0567406 49.8974652, 21.0567225 49.8975269, 21.0567182 49.8975702, 21.0567417 49.897636, 21.0567765 49.897687, 21.0568453 49.8977464, 21.0568978 49.8977918, 21.0569487 49.8978264, 21.0572087 49.8980035, 21.0573096 49.8980897, 21.0573461 49.8981417, 21.0573403 49.8981745)",30,,,,,
45791338,Jana Florkowskiego,residential,False,True,135.211,"LINESTRING (21.05673 49.8958907, 21.0567464 49.8958256, 21.0567468 49.8957807, 21.056754 49.8957264, 21.0567579 49.8956965, 21.056767 49.8956266, 21.0567995 49.8953782, 21.0568203 49.8952217, 21.0568554 49.8949839, 21.0568706 49.8948522, 21.0568762 49.8947756, 21.0568832 49.8946792)",,,,,,
"[45791336, 980944517]",Tadeusza Kościuszki,"['residential', 'living_street']",False,True,57.65299999999999,"LINESTRING (21.0534062 49.896022, 21.053378 49.8959781, 21.0533649 49.8959524, 21.0533532 49.8959072, 21.0533081 49.8957287, 21.0532763 49.8955725, 21.0532642 49.8955133)",,,,,,
627845831,Tadeusza Kościuszki,residential,False,False,46.583,"LINESTRING (21.0534062 49.896022, 21.0537261 49.895992, 21.0537452 49.8959903, 21.0538848 49.8959781, 21.0540502 49.8959637)",,,,,,
627845848,Tadeusza Kościuszki,residential,False,False,23.085,"LINESTRING (21.0534062 49.896022, 21.0534161 49.8960373, 21.0534611 49.8961668, 21.0534581 49.8962251)",,,,,,
45791275,Głęboka,residential,False,True,134.64400000000003,"LINESTRING (21.0506563 49.8960519, 21.0506566 49.8960896, 21.0506778 49.8961093, 21.0507309 49.8961293, 21.0507784 49.89614, 21.0508617 49.8961417, 21.050971 49.8961342, 21.0510582 49.8961248, 21.0511682 49.8961087, 21.051317 49.8960701, 21.0513575 49.8960593, 21.0514687 49.8960296, 21.0517397 49.8959603, 21.0519195 49.8959193, 21.0519746 49.8958979, 21.0520375 49.8958605, 21.0520843 49.8958149, 21.0521186 49.8957647, 21.0521349 49.8957132, 21.0521415 49.8956688)",,,,,,
240811422,Głęboka,residential,False,True,79.423,"LINESTRING (21.049485 49.8960858, 21.0493193 49.8959021, 21.0490537 49.8956107, 21.0489532 49.8954964, 21.0489283 49.8954681)",,,,,,
240811488,Podwale,residential,False,True,112.15399999999998,"LINESTRING (21.0537503 49.8971101, 21.0538104 49.8972523, 21.0538392 49.8973234, 21.0538548 49.8973859, 21.0538718 49.8974856, 21.0538807 49.897632, 21.0538679 49.8978155, 21.0538604 49.8979435, 21.0538511 49.898027, 21.0538391 49.8981088)",,,,,,
"[45791328, 45791343]","['Krótka', 'Podwale']",residential,False,"[False, True]",185.68200000000002,"LINESTRING (21.0555021 49.8976111, 21.0554647 49.8976451, 21.0554641 49.8976914, 21.0554686 49.8977248, 21.0554948 49.8978235, 21.0555857 49.8980707, 21.0556311 49.8982227, 21.0556492 49.8983727, 21.0556538 49.8984112, 21.0556651 49.8985071, 21.0556539 49.898522, 21.0556173 49.8985373, 21.0555875 49.8985368, 21.0549169 49.8983487, 21.0545966 49.8982748)",,,,,,
762549447,Ignacego Daszyńskiego,tertiary,False,False,146.34,"LINESTRING (21.0555021 49.8976111, 21.0555416 49.8976387, 21.055598 49.8976666, 21.0556943 49.8977056, 21.0558821 49.8977641, 21.0561723 49.8978474, 21.0562351 49.8978654, 21.0564235 49.8979188, 21.056648 49.8979824, 21.0567152 49.8980014, 21.0568607 49.8980417, 21.0571043 49.8981091, 21.0572186 49.8981407, 21.0573403 49.8981745)",,2,,,,
986867147,Ignacego Daszyńskiego,tertiary,False,True,141.562,"LINESTRING (21.0555021 49.8976111, 21.0554565 49.8975749, 21.0554167 49.8975226, 21.0553845 49.8974676, 21.0553235 49.8973105, 21.0552478 49.8971352, 21.0552219 49.8970867, 21.0551909 49.8970309, 21.0551538 49.8969851, 21.0551299 49.896963, 21.0551047 49.8969396, 21.0550252 49.8968761, 21.0549257 49.8968129, 21.0548897 49.8967923, 21.0547283 49.8966997, 21.0546166 49.8966281, 21.0545543 49.8965657, 21.0545349 49.896538)",30,,,,,
45791328,Podwale,residential,False,True,57.536,"LINESTRING (21.0538391 49.8981088, 21.0540082 49.8981632, 21.0541581 49.898193, 21.0543399 49.8982278, 21.0544828 49.8982467, 21.0545966 49.8982748)",,,,,,
240811434,Podwale,residential,False,False,168.04099999999997,"LINESTRING (21.0538391 49.8981088, 21.0536004 49.8980531, 21.0535929 49.8980513, 21.0534392 49.8980118, 21.0532534 49.8979649, 21.0531497 49.8979387, 21.0529993 49.8978965, 21.0529865 49.8978898, 21.0529408 49.897866, 21.0528861 49.8978126, 21.0528595 49.8977596, 21.052859 49.8976919, 21.0528771 49.8975428, 21.0529124 49.8973292, 21.0529432 49.8971906, 21.0529646 49.8971163, 21.0529968 49.8970575, 21.0530388 49.8970133)",,,,,,
240811488,Podwale,residential,False,False,112.154,"LINESTRING (21.0538391 49.8981088, 21.0538511 49.898027, 21.0538604 49.8979435, 21.0538679 49.8978155, 21.0538807 49.897632, 21.0538718 49.8974856, 21.0538548 49.8973859, 21.0538392 49.8973234, 21.0538104 49.8972523, 21.0537503 49.8971101)",,,,,,
45791332,Zielona,residential,False,True,319.25399999999996,"LINESTRING (21.0573403 49.8981745, 21.0573461 49.8981417, 21.0573096 49.8980897, 21.0572087 49.8980035, 21.0569487 49.8978264, 21.0568978 49.8977918, 21.0568453 49.8977464, 21.0567765 49.897687, 21.0567417 49.897636, 21.0567182 49.8975702, 21.0567225 49.8975269, 21.0567406 49.8974652, 21.0567636 49.8974361, 21.0567799 49.8974156, 21.0568923 49.8973073, 21.0569295 49.8972781, 21.0570889 49.897153, 21.0571138 49.8971357, 21.0573999 49.8969366, 21.0574579 49.8968962, 21.0575338 49.8968452, 21.0575914 49.8968065, 21.0576045 49.8967977, 21.0576627 49.8967337, 21.0576852 49.8966538, 21.0576642 49.8965917, 21.0576204 49.8965373, 21.0574784 49.8963995, 21.0573757 49.896303, 21.0572848 49.8962275, 21.0571901 49.8961626, 21.0569703 49.896032, 21.0568466 49.8959544, 21.05673 49.8958907)",30,,,,,
331317752,Ignacego Daszyńskiego,tertiary,False,False,51.826,"LINESTRING (21.0573403 49.8981745, 21.0575085 49.8982238, 21.0575921 49.8982552, 21.0576566 49.8982869, 21.0577123 49.8983198, 21.0577317 49.8983352, 21.0577667 49.8983631, 21.0578146 49.8984119, 21.0578602 49.8984758)",50,,,,,
762549447,Ignacego Daszyńskiego,tertiary,False,True,146.34,"LINESTRING (21.0573403 49.8981745, 21.0572186 49.8981407, 21.0571043 49.8981091, 21.0568607 49.8980417, 21.0567152 49.8980014, 21.056648 49.8979824, 21.0564235 49.8979188, 21.0562351 49.8978654, 21.0561723 49.8978474, 21.0558821 49.8977641, 21.0556943 49.8977056, 21.055598 49.8976666, 21.0555416 49.8976387, 21.0555021 49.8976111)",,2,,,,
45791328,Podwale,residential,False,False,57.536,"LINESTRING (21.0545966 49.8982748, 21.0544828 49.8982467, 21.0543399 49.8982278, 21.0541581 49.898193, 21.0540082 49.8981632, 21.0538391 49.8981088)",,,,,,
"[45791328, 45791343]","['Krótka', 'Podwale']",residential,False,"[False, True]",185.68200000000002,"LINESTRING (21.0545966 49.8982748, 21.0549169 49.8983487, 21.0555875 49.8985368, 21.0556173 49.8985373, 21.0556539 49.898522, 21.0556651 49.8985071, 21.0556538 49.8984112, 21.0556492 49.8983727, 21.0556311 49.8982227, 21.0555857 49.8980707, 21.0554948 49.8978235, 21.0554686 49.8977248, 21.0554641 49.8976914, 21.0554647 49.8976451, 21.0555021 49.8976111)",,,,,,
"[450579764, 331317759]",Kąpielowa,residential,False,True,197.299,"LINESTRING (21.0545966 49.8982748, 21.0546018 49.8981737, 21.0545868 49.8981104, 21.0545813 49.8980874, 21.0545481 49.8979277, 21.0544767 49.897454, 21.0544335 49.8972407, 21.0544039 49.897131, 21.0543897 49.8970682, 21.0543815 49.896953, 21.0543775 49.8968969, 21.0543843 49.8967676, 21.054408 49.8966659, 21.0544152 49.8966347, 21.054469 49.8965913, 21.0544794 49.8965829, 21.0545349 49.896538)",,,,,,
45791333,Stefana Piotrowskiego,residential,False,True,216.80599999999998,"LINESTRING (21.0578602 49.8984758, 21.057926 49.8984678, 21.0580129 49.8984574, 21.0584348 49.8983973, 21.0584642 49.8983844, 21.058474 49.8983618, 21.0584733 49.8983283, 21.058472 49.8982588, 21.0584663 49.8980041, 21.0584668 49.8977925, 21.0584671 49.8976874, 21.0584747 49.8975563, 21.058477 49.8975171, 21.0584895 49.897441, 21.0585021 49.897364, 21.058505 49.8973464, 21.0585186 49.8972637, 21.0585234 49.8972342, 21.0585351 49.8971633, 21.0585595 49.8970059, 21.0585657 49.8969659, 21.0585655 49.8969228, 21.0585652 49.8968399)",50,,,,,
331317752,Ignacego Daszyńskiego,tertiary,False,True,51.82599999999999,"LINESTRING (21.0578602 49.8984758, 21.0578146 49.8984119, 21.0577667 49.8983631, 21.0577317 49.8983352, 21.0577123 49.8983198, 21.0576566 49.8982869, 21.0575921 49.8982552, 21.0575085 49.8982238, 21.0573403 49.8981745)",50,,,,,
"[762549448, 202243504]","['Most Mariana Stylińskiego', 'Ignacego Daszyńskiego']",tertiary,False,False,110.073,"LINESTRING (21.0578602 49.8984758, 21.0578923 49.8985378, 21.0579487 49.8986838, 21.058228 49.8994367)",,2,,,yes,
201944523,Ryglicka,secondary,True,False,34.703,"LINESTRING (21.0588214 49.8994786, 21.0587105 49.899532, 21.0586527 49.8995626, 21.0585855 49.8995967, 21.0585201 49.8996431, 21.0584967 49.899698)",,,977,,,
778714487,Tarnowska,tertiary,True,False,15.179,"LINESTRING (21.0582195 49.8995731, 21.058228 49.8994367)",,1,,,,
689343564,"Rondo ""Lipowego Wzgórza""",secondary,True,False,6.957,"LINESTRING (21.0582195 49.8995731, 21.0582668 49.8995661, 21.0583154 49.8995664)",,1,977,roundabout,,
283202954,Rynek,living_street,True,False,28.516,"LINESTRING (21.0532642 49.8955133, 21.0529761 49.8955494, 21.0528734 49.8955622)",20,,,,,
"[45791336, 980944517]",Tadeusza Kościuszki,"['living_street', 'residential']",False,False,57.653,"LINESTRING (21.0532642 49.8955133, 21.0532763 49.8955725, 21.0533081 49.8957287, 21.0533532 49.8959072, 21.0533649 49.8959524, 21.053378 49.8959781, 21.0534062 49.896022)",,,,,,
627845831,Tadeusza Kościuszki,residential,False,True,46.583,"LINESTRING (21.0540502 49.8959637, 21.0538848 49.8959781, 21.0537452 49.8959903, 21.0537261 49.895992, 21.0534062 49.896022)",,,,,,
240811434,Podwale,residential,False,True,168.04100000000003,"LINESTRING (21.0530388 49.8970133, 21.0529968 49.8970575, 21.0529646 49.8971163, 21.0529432 49.8971906, 21.0529124 49.8973292, 21.0528771 49.8975428, 21.052859 49.8976919, 21.0528595 49.8977596, 21.0528861 49.8978126, 21.0529408 49.897866, 21.0529865 49.8978898, 21.0529993 49.8978965, 21.0531497 49.8979387, 21.0532534 49.8979649, 21.0534392 49.8980118, 21.0535929 49.8980513, 21.0536004 49.8980531, 21.0538391 49.8981088)",,,,,,
689343564,"Rondo ""Lipowego Wzgórza""",secondary,True,False,6.67,"LINESTRING (21.0583154 49.8995664, 21.0583607 49.8995735, 21.0584023 49.8995869)",,1,977,roundabout,,
