osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,access
184733489,Marszałka Józefa Piłsudskiego,unclassified,False,True,47.441,"LINESTRING (20.8108104 52.5867286, 20.810991 52.5863163)",,,,
34348820,,residential,False,False,80.45299999999999,"LINESTRING (20.8108104 52.5867286, 20.8109918 52.5867082, 20.8118384 52.5867622, 20.8119927 52.586772)",,,,
184733483,Polna,residential,False,True,48.786,"LINESTRING (20.8108104 52.5867286, 20.8102725 52.5867249, 20.8100883 52.5867252)",,,,
184733490,Marszałka Józefa Piłsudskiego,unclassified,False,False,228.8,"LINESTRING (20.8108104 52.5867286, 20.8107805 52.5868055, 20.8101287 52.5887441)",,,,
39715213,Czereśniowa,residential,False,False,77.306,"LINESTRING (20.8119927 52.586772, 20.8123381 52.5861092)",,,,
34348820,,residential,False,True,80.45299999999999,"LINESTRING (20.8119927 52.586772, 20.8118384 52.5867622, 20.8109918 52.5867082, 20.8108104 52.5867286)",,,,
39715124,Elektronowa,residential,False,False,72.871,"LINESTRING (20.8119927 52.586772, 20.8128308 52.5868229, 20.8128552 52.5868244, 20.813066 52.5868372)",,,,
184734190,Stefana Batorego,residential,False,False,98.68,"LINESTRING (20.8095812 52.5824605, 20.8093288 52.5833346)",,,,
38378157,Armii Krajowej,residential,False,False,99.755,"LINESTRING (20.8091331 52.5839563, 20.8106076 52.584003)",,,,
39715672,Stefana Batorego,residential,False,False,84.033,"LINESTRING (20.8091331 52.5839563, 20.8091055 52.5840275, 20.8090593 52.5847095)",,,,
"[39717547, 39718541]","['Księcia Józefa Poniatowskiego', 'Armii Krajowej']",residential,False,True,210.24700000000004,"LINESTRING (20.8091331 52.5839563, 20.8089106 52.583938, 20.808677 52.5839637, 20.807253 52.5844762, 20.8066996 52.5846455, 20.8066372 52.5846781, 20.8066025 52.5847081, 20.8065981 52.5847407, 20.8066125 52.5847779, 20.8066565 52.5848431)",,,,
184734190,Stefana Batorego,residential,False,True,70.383,"LINESTRING (20.8091331 52.5839563, 20.8092961 52.5834386, 20.8093288 52.5833346)",,,,
38378157,Armii Krajowej,residential,False,True,99.755,"LINESTRING (20.8106076 52.584003, 20.8091331 52.5839563)",,,,
39714365,Henryka Dąbrowskiego,residential,False,False,61.631,"LINESTRING (20.8106076 52.584003, 20.8104424 52.5845481)",,,,
184733485,,residential,False,True,8.015,"LINESTRING (20.8106076 52.584003, 20.8107046 52.5839615)",,,,
38378159,Malinowa,residential,False,False,46.784,"LINESTRING (20.8121564 52.584058, 20.8128482 52.5840764)",,,,
184733484,Marszałka Józefa Piłsudskiego,unclassified,False,True,142.14,"LINESTRING (20.8121564 52.584058, 20.81254 52.5835859, 20.8130483 52.5831035, 20.8132031 52.5829512)",,,,
184733489,Marszałka Józefa Piłsudskiego,unclassified,False,False,263.225,"LINESTRING (20.8121564 52.584058, 20.8116066 52.5850399, 20.810991 52.5863163)",,,,
38378159,Malinowa,residential,False,True,68.249,"LINESTRING (20.8150085 52.5841461, 20.8140007 52.5841041)",,,,
38378161,Jadwigi Rostkowskiej,residential,False,False,306.67999999999995,"LINESTRING (20.8150085 52.5841461, 20.8150213 52.5858407, 20.815031 52.5863079, 20.8150524 52.5868164, 20.8150492 52.5869039)",,,,
38378161,Jadwigi Rostkowskiej,residential,False,True,65.798,"LINESTRING (20.8150085 52.5841461, 20.8150545 52.5839551, 20.8151115 52.5835579)",,,,
39715124,Elektronowa,residential,False,False,93.882,"LINESTRING (20.8150492 52.5869039, 20.8164362 52.5869562)",,,,
38378161,Jadwigi Rostkowskiej,residential,False,True,306.68,"LINESTRING (20.8150492 52.5869039, 20.8150524 52.5868164, 20.815031 52.5863079, 20.8150213 52.5858407, 20.8150085 52.5841461)",,,,
39715124,Elektronowa,residential,False,True,134.185,"LINESTRING (20.8150492 52.5869039, 20.8145985 52.5868891, 20.8143649 52.5868815, 20.8140086 52.5868699, 20.8134657 52.5868511, 20.8133357 52.5868466, 20.8132598 52.5868439, 20.813066 52.5868372)",,,,
1065744546,Młynarska,tertiary,False,True,9.984,"LINESTRING (20.8059865 52.5904845, 20.8060217 52.5905717)",50,,,
982831980,Młynarska,tertiary,False,False,34.156,"LINESTRING (20.8059865 52.5904845, 20.805959 52.5904347, 20.8058256 52.5901933)",50,,,
982831980,Młynarska,tertiary,False,False,31.838,"LINESTRING (20.8058256 52.5901933, 20.8057664 52.5900683, 20.805718 52.5899639, 20.8056966 52.5899179)",50,,,
982831980,Młynarska,tertiary,False,True,34.156,"LINESTRING (20.8058256 52.5901933, 20.805959 52.5904347, 20.8059865 52.5904845)",50,,,
39717809,Romualda Traugutta,residential,False,True,79.795,"LINESTRING (20.8088095 52.5854853, 20.8098106 52.5858661)",,,,
39715672,Stefana Batorego,residential,False,True,66.685,"LINESTRING (20.8088095 52.5854853, 20.8089736 52.5852861, 20.8090298 52.5851828, 20.8090553 52.5849151)",,,,
39717809,Romualda Traugutta,residential,False,False,69.174,"LINESTRING (20.8088095 52.5854853, 20.8086003 52.5854045, 20.8082493 52.584984)",,,,
184749296,Młynarska,tertiary,False,False,61.216,"LINESTRING (20.8062715 52.5911009, 20.8060217 52.5905717)",50,,,
39717418,Rynek,residential,True,False,136.755,"LINESTRING (20.8062715 52.5911009, 20.8064135 52.5910676, 20.8064756 52.5910612, 20.8065762 52.5910509, 20.8073534 52.5909713, 20.8081357 52.5908912, 20.8082596 52.5908782)",,,,
38378159,Malinowa,residential,False,False,77.926,"LINESTRING (20.8128482 52.5840764, 20.8140007 52.5841041)",,,,
38378159,Malinowa,residential,False,True,46.784,"LINESTRING (20.8128482 52.5840764, 20.8121564 52.584058)",,,,
39715213,Czereśniowa,residential,False,True,230.905,"LINESTRING (20.8128482 52.5840764, 20.8128603 52.5848988, 20.8128085 52.585153, 20.8123381 52.5861092)",,,,
39713238,Jagodowa,residential,False,False,112.906,"LINESTRING (20.8140093 52.5861026, 20.8123381 52.5861092)",,,,
184732637,Wiśniowa,residential,False,False,222.224,"LINESTRING (20.8140093 52.5861026, 20.8140007 52.5841041)",,,,
184732637,Wiśniowa,residential,False,True,22.276,"LINESTRING (20.8140093 52.5861026, 20.8140155 52.5863029)",,,,
184733490,Marszałka Józefa Piłsudskiego,unclassified,False,False,79.674,"LINESTRING (20.8101287 52.5887441, 20.8098908 52.5894459)",,,,
39716963,Garbarska,residential,False,True,147.14200000000002,"LINESTRING (20.8101287 52.5887441, 20.8091937 52.5885291, 20.8090716 52.588488, 20.8085131 52.5882991, 20.808174 52.5881707)",,,,
184733490,Marszałka Józefa Piłsudskiego,unclassified,False,True,228.8,"LINESTRING (20.8101287 52.5887441, 20.8107805 52.5868055, 20.8108104 52.5867286)",,,,
