osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width
228718647,False,2,87,Rynek,primary,50,True,11.382,"LINESTRING (20.7148624 49.4405765, 20.7147329 49.4405183)",
99728350,True,,,Rynek,residential,,False,47.961,"LINESTRING (20.7148624 49.4405765, 20.714809 49.4406306, 20.7147701 49.4406705, 20.7144894 49.4409331)",
228718649,False,2,87,Krakowska,primary,50,False,56.329,"LINESTRING (20.7148624 49.4405765, 20.7151313 49.4406918, 20.7152002 49.440724, 20.7155025 49.4408651)",
131941022,False,2,87,Jana Daszyńskiego,primary,50,False,79.338,"LINESTRING (20.7134211 49.4396179, 20.7134237 49.4396488, 20.713459 49.4396981, 20.7135763 49.4398138, 20.713879 49.4400773, 20.7140322 49.4402034)",
658008948,False,2,87,Jana Daszyńskiego,primary,50,True,47.924,"LINESTRING (20.7134211 49.4396179, 20.713439 49.439514, 20.713504 49.4391903)",
691008160,False,,,Partyzantów,residential,,False,41.885,"LINESTRING (20.7134211 49.4396179, 20.7131206 49.4396021, 20.7128576 49.4395439)",2
658008948,False,2,87,Jana Daszyńskiego,primary,50,False,47.924,"LINESTRING (20.713504 49.4391903, 20.713439 49.439514, 20.7134211 49.4396179)",
658008948,False,2,87,Jana Daszyńskiego,primary,50,True,274.04,"LINESTRING (20.713504 49.4391903, 20.7135269 49.439018, 20.7135366 49.4388022, 20.7135045 49.438636, 20.7134526 49.4384447, 20.7133893 49.4383111, 20.7132741 49.4381032, 20.7131057 49.4378232, 20.7129604 49.4375612, 20.7128728 49.437409, 20.7127088 49.437124, 20.7126333 49.4370069, 20.7125328 49.436839)",
658008949,False,2,87,Jana Daszyńskiego,primary,50,True,33.438,"LINESTRING (20.7125328 49.436839, 20.712453 49.4365428)",
101446068,False,2,,Kazimierza Wielkiego,residential,50,True,138.991,"LINESTRING (20.7125328 49.436839, 20.7127786 49.4369596, 20.7129481 49.4370391, 20.7130576 49.4370775, 20.713203 49.4371152, 20.7136397 49.4372111, 20.7138444 49.4372855, 20.7141971 49.4374442)",
658008948,False,2,87,Jana Daszyńskiego,primary,50,False,274.04,"LINESTRING (20.7125328 49.436839, 20.7126333 49.4370069, 20.7127088 49.437124, 20.7128728 49.437409, 20.7129604 49.4375612, 20.7131057 49.4378232, 20.7132741 49.4381032, 20.7133893 49.4383111, 20.7134526 49.4384447, 20.7135045 49.438636, 20.7135366 49.4388022, 20.7135269 49.439018, 20.713504 49.4391903)",
691008160,False,,,Partyzantów,residential,,True,41.885,"LINESTRING (20.7128576 49.4395439, 20.7131206 49.4396021, 20.7134211 49.4396179)",2
"[691008161, 101445519]",False,,,Halna,residential,,True,99.023,"LINESTRING (20.7128576 49.4395439, 20.712797 49.4395956, 20.7126109 49.4397034, 20.71248 49.4399654, 20.7123676 49.4401895, 20.712379 49.4402711, 20.7124214 49.4403358)",
131941022,False,2,87,Jana Daszyńskiego,primary,50,True,79.33800000000001,"LINESTRING (20.7140322 49.4402034, 20.713879 49.4400773, 20.7135763 49.4398138, 20.713459 49.4396981, 20.7134237 49.4396488, 20.7134211 49.4396179)",
228718647,False,2,87,Rynek,primary,50,False,61.586,"LINESTRING (20.7140322 49.4402034, 20.7143435 49.4403433, 20.7145838 49.4404513, 20.7147329 49.4405183)",
99728350,True,,,Rynek,residential,,False,50.714,"LINESTRING (20.7137 49.4406047, 20.7139223 49.440321, 20.7139627 49.4402738, 20.7140322 49.4402034)",
101445359,False,,,Jana III Sobieskiego,residential,,True,100.931,"LINESTRING (20.7137 49.4406047, 20.7134812 49.440537, 20.71295 49.44038, 20.7129037 49.4403656, 20.71266 49.44029, 20.7124214 49.4403358)",
99728350,True,,,Rynek,residential,,False,67.758,"LINESTRING (20.7144894 49.4409331, 20.7137 49.4406047)",
101446216,False,,,Ogrodowa,residential,,True,28.003999999999998,"LINESTRING (20.7144894 49.4409331, 20.7144919 49.4409791, 20.7144077 49.4411775)",
101446216,False,,,Ogrodowa,residential,,False,28.003999999999998,"LINESTRING (20.7144077 49.4411775, 20.7144919 49.4409791, 20.7144894 49.4409331)",
228716022,False,,,,residential,,False,188.446,"LINESTRING (20.7144077 49.4411775, 20.7142587 49.4414176, 20.7140587 49.4416796, 20.7139966 49.4417995, 20.71401 49.441995, 20.7143512 49.4423433, 20.7144945 49.442551, 20.7146964 49.4426749)",
101445821,False,,,,residential,,True,156.363,"LINESTRING (20.71023 49.44166, 20.71058 49.44183, 20.7108269 49.4419343, 20.7111447 49.4420684, 20.7115529 49.4424017, 20.7117118 49.4424798, 20.7119098 49.4424774)",
101445999,True,,,Ludwika Rzeszutka,residential,40,False,73.323,"LINESTRING (20.7155025 49.4408651, 20.7149249 49.4414071)",
