osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,width,bridge,junction,tunnel,ref
"[399498349, 468368767]",1,Aleja św. Jana Pawła II,tertiary,30,True,False,50.898,"LINESTRING (15.57363 54.1795215, 15.5731291 54.1796678, 15.5730608 54.1796882, 15.5729736 54.1797195, 15.572936 54.1797321)",,,,,,
1013694457,2,Podporucznika Edmunda Łopuskiego,tertiary,30,False,True,12.903,"LINESTRING (15.57533 54.1790152, 15.5751832 54.1789372)",,,,,,
"[399498345, 23755594]",2,Podporucznika Edmunda Łopuskiego,tertiary,30,False,False,57.009,"LINESTRING (15.57533 54.1790152, 15.5753897 54.1790643, 15.5754476 54.1791125, 15.5754828 54.1791416, 15.5758051 54.1794457)",,,,,,
"[1013694458, 399498349, 399498346]",1,Aleja św. Jana Pawła II,tertiary,30,True,False,124.13400000000001,"LINESTRING (15.57533 54.1790152, 15.5750157 54.1791088, 15.5749578 54.179126, 15.574739 54.1791908, 15.5740763 54.1793893, 15.5737652 54.1794824, 15.5737058 54.1794996, 15.57363 54.1795215)",,,,,,
172839800,2,Giełdowa,tertiary,30,False,False,12.15,"LINESTRING (15.5793222 54.1775542, 15.5792066 54.1774684)",,,,,,
172839799,,Giełdowa,residential,30,False,True,105.35900000000001,"LINESTRING (15.5793222 54.1775542, 15.5793417 54.1775685, 15.5793801 54.1775972, 15.5794124 54.1776211, 15.5794511 54.1776499, 15.5795794 54.1777536, 15.5798312 54.1779406, 15.5801955 54.1782234, 15.5802322 54.1782528, 15.580272 54.1782848, 15.5803014 54.1783086)",,,,,,
175324823,,Aleja św. Jana Pawła II,tertiary,30,True,False,90.901,"LINESTRING (15.5793222 54.1775542, 15.5791657 54.1776215, 15.5791434 54.177631, 15.5784663 54.177919, 15.5784075 54.1779451, 15.578197 54.1780385)",,,,,,
172421807,1,Kupiecka,secondary,50,True,False,9.967,"LINESTRING (15.5836419 54.1765167, 15.5836299 54.1765302, 15.5836067 54.1765476, 15.5835809 54.176564, 15.5835381 54.1765806)",,,,,,
"[138614569, 955455691]",2,Plac 18 Marca,tertiary,30,False,False,79.257,"LINESTRING (15.5711233 54.1798026, 15.5713366 54.1797903, 15.571412 54.1797864, 15.571952 54.1797575, 15.5721109 54.1797504, 15.5721732 54.1797473, 15.5722883 54.1797403, 15.5723362 54.1797384)",,,,,,
"[138614569, 955455690]",2,Plac 18 Marca,tertiary,30,False,True,93.944,"LINESTRING (15.5711233 54.1798026, 15.5709122 54.1798137, 15.5708645 54.1798162, 15.5701247 54.1798591, 15.5700358 54.1798642, 15.5699602 54.1798682, 15.569908 54.1798713, 15.5698529 54.179877, 15.569796 54.1798848, 15.569691 54.1799002)",,,,,,
172839799,,Giełdowa,residential,30,False,False,105.35900000000001,"LINESTRING (15.5803014 54.1783086, 15.580272 54.1782848, 15.5802322 54.1782528, 15.5801955 54.1782234, 15.5798312 54.1779406, 15.5795794 54.1777536, 15.5794511 54.1776499, 15.5794124 54.1776211, 15.5793801 54.1775972, 15.5793417 54.1775685, 15.5793222 54.1775542)",,,,,,
282246079,2,Unii Lubelskiej,secondary,50,False,False,100.45,"LINESTRING (15.5803014 54.1783086, 15.5801756 54.1783762, 15.580129 54.1784012, 15.5797812 54.178588, 15.5793856 54.1788001, 15.5793347 54.178827, 15.5792108 54.178892, 15.5791602 54.1789168)",,,,,,
282246079,2,Unii Lubelskiej,secondary,50,False,True,33.331,"LINESTRING (15.5803014 54.1783086, 15.5803681 54.1782731, 15.5804396 54.1782353, 15.5804862 54.178208, 15.5805227 54.1781873, 15.5805693 54.1781577, 15.5806102 54.1781306, 15.5806604 54.1780954)",,,,,,
23755594,2,Podporucznika Edmunda Łopuskiego,tertiary,30,False,True,73.918,"LINESTRING (15.5764209 54.1800035, 15.5763703 54.1799675, 15.5763282 54.1799376, 15.5762964 54.1799091, 15.5762626 54.1798772, 15.5758917 54.1795274, 15.5758051 54.1794457)",,,,,,
282246079,2,Unii Lubelskiej,secondary,50,False,True,119.453,"LINESTRING (15.5764209 54.1800035, 15.5764829 54.1799718, 15.5765282 54.17995, 15.576605 54.1799154, 15.57666 54.179894, 15.5767248 54.1798689, 15.5779376 54.1793996)",,,,,,
172840148,2,Michała Drzymały,residential,30,False,True,31.822,"LINESTRING (15.5736032 54.1800028, 15.5740444 54.1801262)",,,,,,
"[827559449, 172840148]",2,Michała Drzymały,residential,30,False,False,48.959,"LINESTRING (15.5736032 54.1800028, 15.5731728 54.1798831, 15.5731123 54.1798662, 15.5730669 54.1798535, 15.5729655 54.1798246, 15.5729236 54.179814)",,,,,,
172840150,2,Jana Kilińskiego,residential,,False,False,53.992000000000004,"LINESTRING (15.5736032 54.1800028, 15.5736223 54.17998, 15.5736367 54.1799561, 15.5736303 54.1797596, 15.5736256 54.1795768, 15.5736249 54.1795498, 15.5736264 54.1795413, 15.57363 54.1795215)",,,,,,
"[23755353, 219733093]",2,Wąska,living_street,,False,False,92.478,"LINESTRING (15.5707553 54.1769443, 15.5708017 54.1769124, 15.5708261 54.1768979, 15.5708667 54.1768775, 15.5710347 54.1767931, 15.571283 54.1766766, 15.5715845 54.1765401, 15.57185 54.1764155)",,,,,,
"[286417074, 286417077, 286417078, 338486550]","['2', '3']",Podporucznika Edmunda Łopuskiego,tertiary,30,False,False,150.149,"LINESTRING (15.5707553 54.1769443, 15.5711393 54.1771305, 15.5714262 54.1772696, 15.571506 54.1773084, 15.5715674 54.177338, 15.5716412 54.1773739, 15.571826 54.1774635, 15.5720182 54.1775567, 15.5723307 54.1777083, 15.5723708 54.1777241, 15.5725462 54.1777947)",yes,,,,,
"[286417075, 286417076]","['2', '3']",Podporucznika Edmunda Łopuskiego,tertiary,30,False,True,43.181,"LINESTRING (15.5707553 54.1769443, 15.5704297 54.1767856, 15.5702867 54.1767173, 15.5702443 54.1766966)",yes,,,,,
665436623,2,Podporucznika Edmunda Łopuskiego,tertiary,30,False,True,4.428,"LINESTRING (15.5699249 54.1765439, 15.5698718 54.176519)",yes,,,,,
138959684,3,Podporucznika Edmunda Łopuskiego,tertiary,30,False,False,26.841,"LINESTRING (15.5699249 54.1765439, 15.5700398 54.1765975, 15.5702443 54.1766966)",yes,,,,,
"[539206289, 407633263]",,Rzeczna,residential,30,True,False,114.076,"LINESTRING (15.5699249 54.1765439, 15.5700134 54.1764933, 15.5700632 54.1764647, 15.5704667 54.1762494, 15.5704813 54.1762404, 15.5705066 54.1762197, 15.5705224 54.1762027, 15.5705383 54.1761819, 15.570564 54.1761392, 15.5706714 54.1759543, 15.5706881 54.1759287, 15.5707075 54.1759082, 15.5707388 54.1758864, 15.5709724 54.1757499)",,,,,,
"[23755578, 180711746, 474837599]",1,Zapleczna,"['residential', 'living_street']",,False,True,159.648,"LINESTRING (15.5837196 54.1784171, 15.5836976 54.178396, 15.5836767 54.1783799, 15.5836249 54.1783438, 15.5828242 54.1777526, 15.5828155 54.1777049, 15.582814 54.1776776, 15.5828735 54.1776526, 15.5829328 54.1776276, 15.5830892 54.177559, 15.5831705 54.1775419, 15.583225 54.1775497, 15.5834637 54.1777331)",,,,,,
"[172224004, 23755598]",,"['Kupiecka', 'Okopowa']",residential,,False,True,301.3039999999999,"LINESTRING (15.5837196 54.1784171, 15.5842495 54.1782342, 15.5843567 54.1781972, 15.584426 54.1781735, 15.5848245 54.1780371, 15.5850713 54.1779553, 15.585137 54.1779319, 15.5851642 54.1779206, 15.5852145 54.1779002, 15.5852416 54.1778863, 15.5852543 54.177866, 15.5852554 54.1778419, 15.5852421 54.1778241, 15.5851575 54.1777752, 15.5851108 54.1777482, 15.5845954 54.1774579, 15.5843839 54.1773415, 15.5843315 54.1773108, 15.5842865 54.1772708, 15.5842162 54.1771976, 15.5840459 54.177029, 15.5840268 54.1770101, 15.5840104 54.1769942, 15.5839939 54.1769783, 15.5839761 54.1769612, 15.5838316 54.1768217, 15.5837173 54.1767113, 15.5837009 54.1766956, 15.5836846 54.1766798, 15.5835381 54.1765806)",,5,,,,
23755594,2,Podporucznika Edmunda Łopuskiego,tertiary,30,False,False,73.918,"LINESTRING (15.5758051 54.1794457, 15.5758917 54.1795274, 15.5762626 54.1798772, 15.5762964 54.1799091, 15.5763282 54.1799376, 15.5763703 54.1799675, 15.5764209 54.1800035)",,,,,,
"[399498345, 23755594]",2,Podporucznika Edmunda Łopuskiego,tertiary,30,False,True,57.009,"LINESTRING (15.5758051 54.1794457, 15.5754828 54.1791416, 15.5754476 54.1791125, 15.5753897 54.1790643, 15.57533 54.1790152)",,,,,,
172840157,2,Strzelecka,residential,30,True,False,137.70700000000002,"LINESTRING (15.5758051 54.1794457, 15.5757323 54.1794731, 15.5756779 54.1794936, 15.5755183 54.1795537, 15.5753815 54.1796051, 15.5753449 54.179619, 15.5741698 54.1800615, 15.5740704 54.180099, 15.5740444 54.1801262)",,,,,,
172840148,2,Michała Drzymały,residential,30,False,False,31.822,"LINESTRING (15.5740444 54.1801262, 15.5736032 54.1800028)",,,,,,
539206289,,Rzeczna,residential,30,True,False,90.15,"LINESTRING (15.5723979 54.1748626, 15.5724969 54.1748093, 15.5725314 54.1747907, 15.5731181 54.1744764, 15.5732772 54.1743901, 15.5734158 54.1743128)",,,,,,
172840154,1,Katedralna,residential,30,True,False,106.34199999999998,"LINESTRING (15.5738722 54.1759875, 15.5738119 54.1759413, 15.5737863 54.1759216, 15.5729751 54.1753003, 15.5729561 54.1752853, 15.5728817 54.1752269)",,,,,,
172840283,2,Mariacka,residential,30,False,False,89.667,"LINESTRING (15.5738722 54.1759875, 15.5737604 54.1760386, 15.5737099 54.1760616, 15.5728839 54.1764614, 15.5728047 54.1764972)",,,,,,
172840283,2,Mariacka,residential,30,False,True,89.667,"LINESTRING (15.5728047 54.1764972, 15.5728839 54.1764614, 15.5737099 54.1760616, 15.5737604 54.1760386, 15.5738722 54.1759875)",,,,,,
"[400383677, 249170774]",1,Wąska,residential,30,True,False,89.72200000000001,"LINESTRING (15.5728047 54.1764972, 15.5728211 54.1765468, 15.5728355 54.1765641, 15.5729174 54.1766245, 15.573147 54.1767961, 15.5735406 54.177085, 15.5735588 54.1770985, 15.5735851 54.1771179, 15.5736175 54.1771419)",,3.5,,,,
249170775,2,Wąska,residential,30,False,True,100.42500000000001,"LINESTRING (15.5728047 54.1764972, 15.5727317 54.1764439, 15.5724271 54.1762254, 15.5723755 54.1761881, 15.572334 54.1761577, 15.5722945 54.1761288, 15.5721188 54.1759955, 15.5718406 54.1757921)",,,,,,
172840154,1,Katedralna,residential,30,True,False,49.10699999999999,"LINESTRING (15.5728614 54.175211, 15.5728002 54.1751629, 15.5725264 54.1749543, 15.5724846 54.1749244, 15.5724206 54.1748787, 15.5723979 54.1748626)",,,,,,
"[308184229, 172840358]",1,Brzozowa,residential,30,True,False,90.26,"LINESTRING (15.5728614 54.175211, 15.5729037 54.1751914, 15.5729268 54.1751807, 15.573365 54.1749727, 15.5733831 54.1749645, 15.5738686 54.1747453, 15.5738859 54.1747375, 15.5739522 54.1747099)",,,,,,
"[540759526, 172840279]",1,Gabriela Narutowicza,residential,30,True,False,107.947,"LINESTRING (15.5739522 54.1747099, 15.5740149 54.1747573, 15.5745461 54.175174, 15.5748823 54.1754333, 15.5749239 54.1754666, 15.5749492 54.1754857)",,5,,,,
249170775,2,Wąska,residential,30,False,False,43.242,"LINESTRING (15.5714263 54.1754881, 15.5714799 54.1755263, 15.5715167 54.1755544, 15.5715484 54.1755774, 15.5718406 54.1757921)",,,,,,
539206289,,Rzeczna,residential,30,True,False,94.11,"LINESTRING (15.5714263 54.1754881, 15.5715485 54.1754168, 15.5715673 54.1754058, 15.5717329 54.1753091, 15.5718218 54.1752544, 15.5719088 54.1751966, 15.5722373 54.174962, 15.5722832 54.1749307, 15.5723088 54.1749124, 15.5723518 54.1748873, 15.5723979 54.1748626)",,,,,,
249170775,2,Wąska,residential,30,False,False,100.425,"LINESTRING (15.5718406 54.1757921, 15.5721188 54.1759955, 15.5722945 54.1761288, 15.572334 54.1761577, 15.5723755 54.1761881, 15.5724271 54.1762254, 15.5727317 54.1764439, 15.5728047 54.1764972)",,,,,,
249170775,2,Wąska,residential,30,False,True,43.242,"LINESTRING (15.5718406 54.1757921, 15.5715484 54.1755774, 15.5715167 54.1755544, 15.5714799 54.1755263, 15.5714263 54.1754881)",,,,,,
"[242444553, 478008089]",2,Budowlana,residential,"['50', '30']",False,True,50.193,"LINESTRING (15.5768605 54.1734282, 15.5768271 54.1734536, 15.5767975 54.1734762, 15.5767339 54.1735246, 15.5766215 54.1736062, 15.5764916 54.1736996, 15.5763848 54.1737834)",,,,,,
"[250481924, 250481925, 160533324, 542275982, 233715288, 233715290]",2,Kamienna,tertiary,50,False,True,282.062,"LINESTRING (15.5768605 54.1734282, 15.5771295 54.1735493, 15.5773007 54.1736324, 15.577404 54.1736849, 15.5775081 54.1737417, 15.5776292 54.1738166, 15.5777025 54.1738668, 15.5778204 54.1739539, 15.5779954 54.1740963, 15.5782257 54.1742988, 15.5786466 54.1746792, 15.5786631 54.1746947, 15.5786796 54.1747103, 15.5787827 54.1748051, 15.5793902 54.1753697, 15.5794567 54.175435)",,,yes,,,
542275981,2,Kamienna,tertiary,50,False,False,121.515,"LINESTRING (15.5768605 54.1734282, 15.5762956 54.1731713, 15.5761808 54.1731222, 15.5759498 54.1730439, 15.5757937 54.1729957, 15.57571 54.1729728, 15.5756798 54.1729646, 15.5756493 54.1729562, 15.5752808 54.1728556)",,,,,,
"[404899764, 161412439]",2,Stanisława Dubois,residential,30,True,False,90.743,"LINESTRING (15.5771147 54.1771915, 15.5772074 54.1771396, 15.5772295 54.1771274, 15.5775139 54.1769864, 15.5777787 54.1768551, 15.5780434 54.1767237, 15.5780677 54.1767117, 15.5781717 54.1766595)",,,,,,
"[399659131, 403616327, 172840151]",2,Ratuszowa,residential,30,True,False,105.437,"LINESTRING (15.5771147 54.1771915, 15.5771763 54.1772368, 15.5771953 54.1772509, 15.5772144 54.1772649, 15.5779144 54.1778143, 15.5779532 54.1778451, 15.5780233 54.1779007, 15.5780859 54.1779504)",,,,,,
160081442,,Wodna,residential,,False,True,193.60899999999998,"LINESTRING (15.5839933 54.1738886, 15.5836784 54.1738169, 15.5831198 54.1737529, 15.5826508 54.1736992, 15.5821222 54.1736387, 15.5817092 54.1735875, 15.5812413 54.17353, 15.5811293 54.1734709)",,,,,,
172223112,2,Bogusława X,residential,30,False,True,53.098,"LINESTRING (15.5839933 54.1738886, 15.5839037 54.1739069, 15.5836072 54.17395, 15.5832127 54.1740262)",,,,,,
"[179015337, 117688019, 117688012]",2,"['Młyńska', 'Kamienna']",tertiary,50,False,"[False, True]",35.91,"LINESTRING (15.5752808 54.1728556, 15.5752726 54.1728533, 15.5751393 54.1728184, 15.5750486 54.1727969, 15.5749645 54.1727778, 15.5748414 54.1727525, 15.5747677 54.1727374)",,,yes,,,
542275981,2,Kamienna,tertiary,50,False,True,121.51500000000001,"LINESTRING (15.5752808 54.1728556, 15.5756493 54.1729562, 15.5756798 54.1729646, 15.57571 54.1729728, 15.5757937 54.1729957, 15.5759498 54.1730439, 15.5761808 54.1731222, 15.5762956 54.1731713, 15.5768605 54.1734282)",,,,,,
"[179015337, 117688019, 117688012]",2,"['Młyńska', 'Kamienna']",tertiary,50,False,"[False, True]",35.91,"LINESTRING (15.5747677 54.1727374, 15.5748414 54.1727525, 15.5749645 54.1727778, 15.5750486 54.1727969, 15.5751393 54.1728184, 15.5752726 54.1728533, 15.5752808 54.1728556)",,,yes,,,
"[117688024, 117688019, 174609940]",2,Młyńska,tertiary,50,False,True,51.239,"LINESTRING (15.5747677 54.1727374, 15.5745307 54.1726899, 15.5743059 54.1726413, 15.5740247 54.1725852)",,,yes,,,
181643966,2,Rondo Rotmistrza Witolda Pileckiego,tertiary,50,True,False,17.730999999999998,"LINESTRING (15.5708303 54.1718612, 15.5708052 54.1718511, 15.5707824 54.1718392, 15.5707622 54.1718258, 15.570745 54.1718111, 15.5707309 54.1717953, 15.5707203 54.1717786, 15.5707132 54.1717612, 15.5707097 54.1717464, 15.5707064 54.1717269)",,,,roundabout,,
"[168848834, 1004502823]",1,Wolności,tertiary,50,True,False,67.223,"LINESTRING (15.5708303 54.1718612, 15.5707208 54.1718825, 15.5706773 54.1718909, 15.5705799 54.1719052, 15.5705632 54.1719076, 15.5705466 54.17191, 15.5705163 54.1719144, 15.5704848 54.171919, 15.5704022 54.17193, 15.5703009 54.1719387, 15.5702426 54.1719408, 15.5701745 54.1719381, 15.5701118 54.1719327, 15.570057 54.1719262, 15.5699888 54.1719162, 15.569829 54.1718825)",,,,,,
174609944,1,Rondo Kardynała Ignacego Jeża,tertiary,50,True,False,25.698,"LINESTRING (15.5726744 54.1726299, 15.5726463 54.1725912, 15.5726285 54.1725616, 15.572618 54.1725373, 15.5726126 54.1725108, 15.5726125 54.172483, 15.5726191 54.1724449, 15.5726247 54.1724052)",,,,roundabout,,
"[286322787, 1004460807, 338637559, 338637561, 168848830]",2,Młyńska,tertiary,50,True,False,142.286,"LINESTRING (15.5726744 54.1726299, 15.5726157 54.1726025, 15.5725782 54.1725869, 15.5725412 54.1725729, 15.5724944 54.1725566, 15.5723583 54.1725165, 15.5723417 54.1725113, 15.5723259 54.1725063, 15.5722984 54.1724976, 15.572271 54.1724889, 15.572218 54.1724698, 15.5721638 54.1724485, 15.5721157 54.172424, 15.5720245 54.1723739, 15.5719154 54.1723093, 15.5717976 54.172235, 15.5715534 54.1720696, 15.5713836 54.17197, 15.5713439 54.1719493, 15.5713263 54.1719402, 15.5713083 54.1719337, 15.5712785 54.1719241, 15.5712521 54.1719165, 15.5712356 54.1719124, 15.5712202 54.1719085, 15.5711686 54.1718993, 15.5711262 54.171894, 15.5710784 54.171891, 15.5710279 54.1718879, 15.5709641 54.1718837)",,,yes,,,
"[242444550, 310204650, 310204653, 667703280, 217925490]","['1', '2']","['Plac Ratuszowy', 'Armii Krajowej']",residential,30,True,False,151.59199999999998,"LINESTRING (15.5772296 54.1759517, 15.5770001 54.1757798, 15.5769716 54.1757584, 15.5767525 54.175595, 15.576726 54.1755683, 15.576712 54.1755468, 15.5767626 54.175523, 15.5767832 54.1755128, 15.5768608 54.1754752, 15.5769688 54.1754248, 15.577012 54.1754045, 15.5776481 54.1750802, 15.5776739 54.1750674, 15.5778315 54.1749957)",,,,,yes,
"[379153376, 404899763]",2,Plac Ratuszowy,residential,30,True,False,89.12100000000001,"LINESTRING (15.5772296 54.1759517, 15.577191 54.1759692, 15.5770892 54.1760154, 15.5770699 54.1760242, 15.5763261 54.176378, 15.5763022 54.1763894, 15.5761641 54.1764551)",,,,,,
"[478008090, 669077355]",2,Aleja św. Jana Pawła II,tertiary,"['50', '30']",True,False,69.929,"LINESTRING (15.5812142 54.1765496, 15.5811246 54.1767003, 15.5810995 54.1767344, 15.5810721 54.1767662, 15.5810369 54.1768007, 15.5810017 54.1768314, 15.5809132 54.1768815, 15.5807556 54.1769497, 15.580732 54.1769599, 15.5807095 54.1769696, 15.5805728 54.1770281)",,,,,,
"[160533331, 282246079]",2,Unii Lubelskiej,secondary,50,False,False,170.97899999999998,"LINESTRING (15.5833806 54.1766231, 15.5832734 54.1766681, 15.5832239 54.1766888, 15.5826585 54.1769425, 15.581617 54.1774092, 15.5815667 54.1774321, 15.5815137 54.1774562, 15.5814832 54.1774711, 15.5814587 54.1774843, 15.5814365 54.177497, 15.5814138 54.177512, 15.5813934 54.1775271, 15.5813278 54.1775775)",,,,,,
383785776,1,Kupiecka,secondary,50,True,False,11.161999999999999,"LINESTRING (15.5833806 54.1766231, 15.5834003 54.1765911, 15.5834108 54.1765718, 15.5834169 54.1765519, 15.5834208 54.1765261)",,,,,,
138959681,2,Wolności,tertiary,50,True,False,62.39399999999999,"LINESTRING (15.569829 54.1718825, 15.5700007 54.1718891, 15.5700945 54.1718885, 15.570189 54.1718821, 15.5702594 54.1718752, 15.5703231 54.1718656, 15.5703791 54.1718562, 15.5704406 54.1718432, 15.5704712 54.1718369, 15.5705017 54.1718296, 15.5705155 54.171825, 15.5705298 54.1718202, 15.570569 54.1718044, 15.5706116 54.1717854, 15.570645 54.1717672, 15.5707064 54.1717269)",,,,,,
144447949,1,Budowlana,residential,30,False,True,88.43299999999999,"LINESTRING (15.5756208 54.1731265, 15.5757412 54.1732242, 15.5761114 54.1735251, 15.5762559 54.1736551, 15.5763041 54.1736983, 15.5763848 54.1737834)",,,,,,
172223112,2,Bogusława X,residential,30,False,False,53.098,"LINESTRING (15.5832127 54.1740262, 15.5836072 54.17395, 15.5839037 54.1739069, 15.5839933 54.1738886)",,,,,,
172223112,2,Bogusława X,residential,30,False,True,291.186,"LINESTRING (15.5832127 54.1740262, 15.5830266 54.1740685, 15.5828399 54.1741107, 15.582722 54.1741445, 15.5824554 54.1742228, 15.5822923 54.1742837, 15.5822265 54.1743101, 15.5821418 54.1743436, 15.5820123 54.1743944, 15.5816509 54.1745404, 15.5814664 54.1746149, 15.5810642 54.17478, 15.580981 54.1748151, 15.5802835 54.1750989, 15.5799359 54.1752406, 15.5797398 54.1753189, 15.5796647 54.1753522, 15.579531 54.1754059, 15.5794567 54.175435)",,,,,,
185457112,2,Grochowska,living_street,,False,False,172.804,"LINESTRING (15.5832127 54.1740262, 15.5832722 54.1741382, 15.5833205 54.1742289, 15.5834504 54.174473, 15.5835651 54.1746886, 15.5836503 54.1748488, 15.5837852 54.1751025, 15.5838796 54.17528, 15.5840031 54.1755098)",,4,,,,
171860516,4,Koszalińska,secondary,50,False,True,14.479,"LINESTRING (15.5831537 54.1759452, 15.5833538 54.1758883)",,,,,,
171860517,4,Koszalińska,tertiary,50,False,False,23.091,"LINESTRING (15.5831537 54.1759452, 15.5828757 54.176025, 15.5828352 54.1760367)",,,,,,
180711739,1,Lipowa,residential,50,True,False,38.031,"LINESTRING (15.5831537 54.1759452, 15.5831411 54.1758831, 15.5831362 54.1758582, 15.5831287 54.1758278, 15.5831211 54.1758034, 15.5831146 54.1757844, 15.5831066 54.1757657, 15.5830977 54.1757454, 15.5830398 54.1756103)",,,,,,
171860517,4,Koszalińska,tertiary,50,False,True,23.091,"LINESTRING (15.5828352 54.1760367, 15.5828757 54.176025, 15.5831537 54.1759452)",,,,,,
