osmid,name,highway,oneway,reversed,length,geometry,junction,ref,maxspeed,bridge
267656696,Mostowa,tertiary,False,False,37.468,"LINESTRING (17.947857 52.6605405, 17.947926 52.6607822, 17.947971 52.6608697)",,,,
1079574693,rondo Engelskirchen,tertiary,True,False,11.489999999999998,"LINESTRING (17.947857 52.6605405, 17.9478248 52.6605338, 17.9477977 52.6605213, 17.9477784 52.6605042, 17.947769 52.6604844, 17.9477703 52.6604637)",roundabout,,,
1079574716,900-lecia,tertiary,True,False,24.906,"LINESTRING (17.9560176 52.6580323, 17.9562342 52.6582137)",,254,,
106364925,Plac Wolności,tertiary,True,False,14.423,"LINESTRING (17.9557567 52.6580009, 17.9556821 52.6579462, 17.9556303 52.6578966)",,254,50,
1079574717,Józefa Hallera,tertiary,True,False,18.138,"LINESTRING (17.9557567 52.6580009, 17.9558453 52.6580012, 17.9559299 52.658012, 17.9560176 52.6580323)",,,,
1079574718,Józefa Hallera,tertiary,True,False,23.565999999999995,"LINESTRING (17.9557567 52.6580009, 17.9557216 52.6580461, 17.9556802 52.6580825, 17.9556149 52.658124, 17.9555322 52.6581576)",,,,
106364922,Rynek,residential,False,False,50.642,"LINESTRING (17.9539932 52.6543074, 17.954736 52.6542412)",,,,
"[1079574727, 254626391]",Rynek,tertiary,True,False,131.64499999999998,"LINESTRING (17.9539932 52.6543074, 17.9539777 52.6539072, 17.9540313 52.653286, 17.954051 52.6531249)",,254,50,
106366371,900-lecia,tertiary,True,False,13.934,"LINESTRING (17.9562342 52.6582137, 17.9560503 52.6581566)",,254,,
1079574721,900-lecia,tertiary,False,True,5.967,"LINESTRING (17.9562342 52.6582137, 17.9563063 52.6582448)",,254,,
275556560,Księdza Piotra Wawrzyniaka,residential,False,True,8.538,"LINESTRING (17.954051 52.6531249, 17.9541748 52.6531409)",,,,
353674647,Rynek,tertiary,True,False,27.218,"LINESTRING (17.954051 52.6531249, 17.9541197 52.6528837)",,254,50,
1079574714,Józefa Hallera,tertiary,True,False,10.364,"LINESTRING (17.9555322 52.6581576, 17.9553823 52.6581781)",,,,
106364922,Rynek,residential,False,True,50.642,"LINESTRING (17.954736 52.6542412, 17.9539932 52.6543074)",,,,
1079574723,Rynek,tertiary,True,False,17.103,"LINESTRING (17.954736 52.6542412, 17.9548506 52.6543784)",,254,50,
"[1079574720, 275556568]","['Plac Wolności', 'Władysława Jagiełły']",tertiary,True,False,272.99499999999995,"LINESTRING (17.9556303 52.6578966, 17.9555901 52.6578425, 17.9554927 52.6576797, 17.9553641 52.6574352, 17.9550243 52.6567188, 17.954987 52.656632, 17.954814 52.6562636, 17.9547682 52.656166, 17.9547275 52.6560816, 17.954717 52.6560599, 17.9544281 52.6555537)",,254,50,
106364926,Rynek,tertiary,True,False,28.84,"LINESTRING (17.9541197 52.6528837, 17.9541748 52.6531409)",,254,50,
106364921,Józefa Hallera,tertiary_link,True,False,35.06,"LINESTRING (17.9560503 52.6581566, 17.9558558 52.6581458, 17.9557543 52.6581454, 17.9556525 52.6581509, 17.9555322 52.6581576)",,,,
1079574722,900-lecia,tertiary,True,False,26.384999999999998,"LINESTRING (17.9560503 52.6581566, 17.9558834 52.6580803, 17.9558128 52.6580374, 17.9557567 52.6580009)",,254,,
106364913,Sądowa,tertiary,True,False,122.14399999999999,"LINESTRING (17.9548506 52.6543784, 17.9548971 52.6544493, 17.9550467 52.654677, 17.9551213 52.654795, 17.9552011 52.6549934, 17.9552207 52.6550665, 17.9552319 52.6551297, 17.9552372 52.6551854, 17.9552204 52.6553251, 17.9552004 52.6554374)",,254,40,
183921254,Władysława Jagiełły,tertiary,True,False,96.078,"LINESTRING (17.9543714 52.6554549, 17.95419 52.65513, 17.95409 52.65492, 17.9540219 52.6546204)",,254,50,
