osmid,oneway,name,highway,reversed,length,lanes,geometry,maxspeed,bridge,tunnel
"[937355368, 126196367]",True,1 Maja,tertiary,False,115.00600000000001,2,"LINESTRING (20.4801461 53.7784268, 20.4802247 53.7785091, 20.4802296 53.7786224, 20.4802248 53.778742, 20.4802464 53.7790806, 20.4802725 53.7792623, 20.4802998 53.7794472)",,,
"[379816729, 1251561030]",False,plac Jana Pawła II,tertiary,False,12.481000000000002,2,"LINESTRING (20.4801461 53.7784268, 20.4801372 53.7783752, 20.4801258 53.7783152)",,,
"[146717381, 1231055308, 201749082, 379844125, 454583102]",True,"['plac Jana Pawła II', 'Wyzwolenia']",residential,False,146.058,1,"LINESTRING (20.4801461 53.7784268, 20.4799901 53.7784151, 20.4796986 53.778369, 20.4792207 53.7782837, 20.479218 53.778317, 20.4792125 53.778378, 20.4792051 53.7784724, 20.4791592 53.7785585, 20.4791346 53.7786025, 20.4791028 53.7786342, 20.4790519 53.7786656, 20.4790039 53.778686, 20.4788715 53.7787175, 20.4785025 53.77876)",,,
42036927,True,Plac Franklina Delano Roosevelta,tertiary,False,13.03,,"LINESTRING (20.4763968 53.7731516, 20.4762295 53.7732145)",,,
13959791,True,Feliksa Szrajbera,tertiary,False,46.605000000000004,2,"LINESTRING (20.4763968 53.7731516, 20.4765989 53.7732551, 20.4769425 53.7734192)",50,,
42977943,False,Prosta,residential,True,21.314999999999998,,"LINESTRING (20.4748281 53.7749932, 20.4747701 53.7749704, 20.4745643 53.7748817)",30,,
126788365,True,Adama Asnyka,residential,False,44.18,,"LINESTRING (20.4748281 53.7749932, 20.4749052 53.7749417, 20.4752876 53.7747032)",,,
13888287,False,Natalii Żarskiej,residential,False,133.267,,"LINESTRING (20.4720204 53.7786233, 20.4720815 53.7786642, 20.4724381 53.7789633, 20.4728621 53.7793212, 20.4731123 53.7795694, 20.4731544 53.7796154)",,,
932266315,True,Feliksa Nowowiejskiego,residential,False,67.426,,"LINESTRING (20.4720204 53.7786233, 20.4721537 53.7785844, 20.4726112 53.7784454, 20.472688 53.7784245, 20.472756 53.7784086, 20.4728358 53.7783931, 20.472953 53.7783744)",30,,
13888287,False,Natalii Żarskiej,residential,True,133.267,,"LINESTRING (20.4731544 53.7796154, 20.4731123 53.7795694, 20.4728621 53.7793212, 20.4724381 53.7789633, 20.4720815 53.7786642, 20.4720204 53.7786233)",,,
36782687,False,Franciszka Sarnowskiego,residential,False,121.91900000000001,,"LINESTRING (20.4786252 53.780855, 20.4785414 53.7808669, 20.4773577 53.7810403, 20.4772984 53.7810408, 20.4772667 53.7810196, 20.477193 53.7808649, 20.4771325 53.7808194, 20.4770768 53.7807917)",,,
126095492,False,Marii Curie-Skłodowskiej,residential,False,65.414,,"LINESTRING (20.4786252 53.780855, 20.4785571 53.7806591, 20.4785391 53.7806083, 20.4784484 53.7803532, 20.478422 53.7802791)",50,,
