osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,name,bridge
97645057,living_street,20,False,False,132.41500000000002,"LINESTRING (22.507215 52.91537, 22.5072493 52.9153125, 22.5073135 52.9152046, 22.5073588 52.9151217, 22.5073906 52.9150281, 22.5074416 52.9147091, 22.5077091 52.9142796, 22.5077228 52.9142576, 22.50774 52.91423)",,,,,
97647366,living_street,20,False,False,92.37,"LINESTRING (22.507215 52.91537, 22.5070607 52.9153286, 22.5062035 52.9150984, 22.5059565 52.9150321)",,,,,
97647366,living_street,20,False,True,149.42800000000003,"LINESTRING (22.507215 52.91537, 22.5074058 52.9154247, 22.5077994 52.9155377, 22.5078842 52.915562, 22.5083545 52.915697, 22.5084392 52.9157213, 22.5089994 52.915882, 22.509094 52.9159078, 22.5091596 52.9159273, 22.5092274 52.9159474)",,,,,
97644449,primary,50,True,False,9.786999999999999,"LINESTRING (22.5098329 52.9145986, 22.5098814 52.9145963, 22.5099295 52.9146009, 22.5099745 52.914612)",1,66,roundabout,,
97647831,primary,50,True,False,45.06,"LINESTRING (22.5098329 52.9145986, 22.5098586 52.9145067, 22.5099913 52.9142051)",1,66,,1 Maja,
97645301,living_street,20,False,True,82.893,"LINESTRING (22.5079847 52.916324, 22.5070757 52.9160838, 22.50691 52.91604, 22.5068585 52.9160618)",,,,,
187788541,tertiary,,False,False,48.763,"LINESTRING (22.5137247 52.9196448, 22.5135284 52.9197225, 22.5133691 52.9197873, 22.5131568 52.9199154)",,,,1000-lecia,
187788541,tertiary,,False,True,63.001,"LINESTRING (22.5137247 52.9196448, 22.51428 52.91943, 22.5145048 52.9193294)",,,,1000-lecia,
"[295578733, 97642759]",residential,30,False,False,77.28800000000001,"LINESTRING (22.5135766 52.915674, 22.5136019 52.9156344, 22.5136263 52.9155962, 22.5136596 52.9155441, 22.5136764 52.9155179, 22.513691 52.9154951, 22.5136979 52.9154842, 22.5138478 52.9152494, 22.5138692 52.915216, 22.513991 52.9150254)",,,,Adama Mickiewicza,
97649902,tertiary,,False,False,82.713,"LINESTRING (22.5135766 52.915674, 22.5139922 52.915786, 22.5141357 52.9158225, 22.5144028 52.9158906, 22.5147092 52.9159687)",,,,Ludowa,
97649902,tertiary,,False,True,72.517,"LINESTRING (22.5135766 52.915674, 22.513398 52.9156298, 22.513288 52.9156026, 22.5127665 52.9154737, 22.5125759 52.9154266)",,,,Ludowa,
295578734,residential,30,False,False,124.19,"LINESTRING (22.5149446 52.912734, 22.5166893 52.9131088)",,,,Stanisława Jankowskiego,
295578733,residential,30,False,False,104.32,"LINESTRING (22.5149446 52.912734, 22.5149561 52.912711, 22.5149726 52.9126782, 22.5153543 52.9119154, 22.5153788 52.9118658, 22.5153915 52.9118354)",,,,Adama Mickiewicza,
295578733,residential,30,False,True,263.543,"LINESTRING (22.5149446 52.912734, 22.5149339 52.9127598, 22.5147552 52.9131347, 22.5143938 52.9139704, 22.5142615 52.9145587, 22.5142454 52.9146237, 22.5142178 52.9146846, 22.514121 52.914826, 22.5140683 52.9149045, 22.513991 52.9150254)",,,,Adama Mickiewicza,
"[97648292, 295578734]",residential,30,False,True,266.241,"LINESTRING (22.5149446 52.912734, 22.5148176 52.9127113, 22.5129979 52.9123713, 22.5120775 52.9122066, 22.5111776 52.9120617, 22.5111378 52.9120546)",,,,Stanisława Jankowskiego,
97649902,tertiary,,False,False,66.166,"LINESTRING (22.510656 52.9149499, 22.5112969 52.9151087, 22.5115679 52.9151773)",,,,Ludowa,
