osmid,name,highway,oneway,reversed,length,lanes,geometry,bridge,maxspeed
872693321,Plac Wolności,residential,False,False,25.645,,"LINESTRING (15.0108897 51.7513476, 15.0106268 51.7511842)",,
25252503,Plac Wolności,tertiary,False,True,75.402,2,"LINESTRING (15.0108897 51.7513476, 15.010619 51.7513783, 15.0105241 51.7513853, 15.0103223 51.7513933, 15.010064 51.7514206, 15.0099431 51.7514233, 15.0098147 51.7513898)",,
"[328040688, 1020224865]","['Henryka Piątkowskiego', 'Plac Wolności']",tertiary,False,False,135.55900000000003,2,"LINESTRING (15.0108897 51.7513476, 15.0109792 51.7514005, 15.0110406 51.7514427, 15.0111094 51.7514973, 15.0111728 51.7515732, 15.0112168 51.7516266, 15.0112501 51.751677, 15.0112929 51.7517709, 15.0113804 51.7519883, 15.0113976 51.7520306, 15.0114379 51.7521116, 15.0114767 51.7521772, 15.0115397 51.7522669, 15.011569 51.7523011, 15.0115932 51.752332, 15.0116462 51.7523856, 15.0117083 51.7524356)",,
"[1020224859, 28341222]",Jana Pawła II,tertiary,False,False,110.81200000000001,,"LINESTRING (15.0117083 51.7524356, 15.0117802 51.7523525, 15.0121909 51.7519247, 15.0122174 51.7518971, 15.0122883 51.7518348, 15.012348 51.7517901, 15.0124104 51.7517492, 15.0124999 51.751699, 15.0126057 51.7516495, 15.0126447 51.7516423)",,
61290581,XX-lecia,tertiary,False,False,150.12499999999997,2,"LINESTRING (15.0117083 51.7524356, 15.0116763 51.7525004, 15.0116356 51.7525971, 15.0116176 51.7526462, 15.0113611 51.7533446, 15.0112971 51.7535158, 15.0112551 51.753602, 15.0112203 51.7536647, 15.0111718 51.7537429)",,
"[328040688, 1020224865]","['Henryka Piątkowskiego', 'Plac Wolności']",tertiary,False,True,135.55900000000003,2,"LINESTRING (15.0117083 51.7524356, 15.0116462 51.7523856, 15.0115932 51.752332, 15.011569 51.7523011, 15.0115397 51.7522669, 15.0114767 51.7521772, 15.0114379 51.7521116, 15.0113976 51.7520306, 15.0113804 51.7519883, 15.0112929 51.7517709, 15.0112501 51.751677, 15.0112168 51.7516266, 15.0111728 51.7515732, 15.0111094 51.7514973, 15.0110406 51.7514427, 15.0109792 51.7514005, 15.0108897 51.7513476)",,
61290581,XX-lecia,tertiary,False,True,150.125,2,"LINESTRING (15.0111718 51.7537429, 15.0112203 51.7536647, 15.0112551 51.753602, 15.0112971 51.7535158, 15.0113611 51.7533446, 15.0116176 51.7526462, 15.0116356 51.7525971, 15.0116763 51.7525004, 15.0117083 51.7524356)",,
175175253,Marii Konopnickiej,residential,False,True,114.625,,"LINESTRING (15.0111718 51.7537429, 15.0110234 51.7536965, 15.0110089 51.753693, 15.0108082 51.7536444, 15.0106043 51.7535973, 15.0104152 51.7535739, 15.0095643 51.7535085)",,
204262258,Obrońców,residential,False,False,14.759,,"LINESTRING (15.0111718 51.7537429, 15.0111977 51.7537809, 15.0112141 51.7538182, 15.011206 51.7538708)",,
"[328040704, 377269751, 328040703]",Przemysłowa,residential,False,True,143.784,,"LINESTRING (15.0111718 51.7537429, 15.0112629 51.753757, 15.0113396 51.7537661, 15.01137 51.7537688, 15.0114017 51.7537716, 15.0118087 51.7538016, 15.011954 51.7538121, 15.0119945 51.7538154, 15.0125857 51.7538631, 15.0129849 51.7538979, 15.0132351 51.7539362)",yes,10
327866652,I Armii,tertiary,False,False,12.376,,"LINESTRING (15.0155114 51.7480388, 15.0156897 51.748053)",,
327866652,I Armii,tertiary,False,True,110.517,,"LINESTRING (15.0155114 51.7480388, 15.014063 51.7479075, 15.013923 51.7478948)",,
328040689,Henryka Sienkiewicza,tertiary,False,True,47.79600000000001,2,"LINESTRING (15.0155114 51.7480388, 15.0155254 51.7480809, 15.0156704 51.7484572)",,50
25252503,Plac Wolności,tertiary,False,False,75.402,2,"LINESTRING (15.0098147 51.7513898, 15.0099431 51.7514233, 15.010064 51.7514206, 15.0103223 51.7513933, 15.0105241 51.7513853, 15.010619 51.7513783, 15.0108897 51.7513476)",,
61291130,Graniczna,tertiary,False,False,21.645,2,"LINESTRING (15.0098147 51.7513898, 15.0097761 51.7514333, 15.0097376 51.7514768, 15.0096269 51.7515432)",,
320241914,Plac Armii Krajowej,tertiary,False,False,26.275,2,"LINESTRING (15.0098147 51.7513898, 15.0097598 51.7513338, 15.0097297 51.751276, 15.009744 51.7511663)",,
61291130,Graniczna,tertiary,False,True,19.686,2,"LINESTRING (15.0057596 51.7528415, 15.0058857 51.7528364, 15.0059892 51.7528294, 15.0060439 51.7528236)",,
