osmid,name,highway,width,oneway,reversed,length,geometry,lanes,maxspeed
107080155,Tadeusza Kościuszki,living_street,6,False,False,93.642,"LINESTRING (16.7539253 50.6818349, 16.7539369 50.6817935, 16.7540746 50.6813008, 16.7540968 50.6810014)",,
107080184,Piastowska,tertiary,,False,False,196.763,"LINESTRING (16.7539253 50.6818349, 16.7543559 50.6819, 16.7554745 50.6820671, 16.7564932 50.6821111, 16.7566725 50.6821186)",2,50
107080184,Piastowska,tertiary,,False,True,119.97200000000001,"LINESTRING (16.7539253 50.6818349, 16.7532605 50.6818032, 16.7526528 50.6818127, 16.7522258 50.6818332)",2,50
107080184,Piastowska,tertiary,,False,False,40.046,"LINESTRING (16.7566725 50.6821186, 16.757233 50.6820588)",2,50
107080184,Piastowska,tertiary,,False,True,196.76299999999998,"LINESTRING (16.7566725 50.6821186, 16.7564932 50.6821111, 16.7554745 50.6820671, 16.7543559 50.6819, 16.7539253 50.6818349)",2,50
109841955,Jana Kilińskiego,residential,,False,False,203.12400000000002,"LINESTRING (16.7566725 50.6821186, 16.7566768 50.6820668, 16.7566975 50.6818175, 16.7565406 50.6816493, 16.7565263 50.6803195)",,
109841955,Jana Kilińskiego,residential,,False,True,172.181,"LINESTRING (16.7566725 50.6821186, 16.7566677 50.6821607, 16.7565759 50.6829634, 16.7565532 50.6832981, 16.7565283 50.6836642)",,
107080165,Osiedlowa,living_street,,False,False,75.092,"LINESTRING (16.7522258 50.6818332, 16.7522251 50.6817931, 16.7522197 50.6814725, 16.752232 50.681158)",,
107080184,Piastowska,tertiary,,False,False,119.97200000000001,"LINESTRING (16.7522258 50.6818332, 16.7526528 50.6818127, 16.7532605 50.6818032, 16.7539253 50.6818349)",2,50
107080184,Piastowska,tertiary,,False,True,111.479,"LINESTRING (16.7522258 50.6818332, 16.7520431 50.6818511, 16.7511504 50.6819385, 16.7509088 50.6819621, 16.7507571 50.681977, 16.7506621 50.6819863)",2,50
107203787,Stanisława Staszica,living_street,,False,False,93.696,"LINESTRING (16.7522324 50.6807986, 16.7509299 50.6806287)",,
107080165,Osiedlowa,living_street,,False,False,54.887,"LINESTRING (16.7522324 50.6807986, 16.752234 50.6806387, 16.7522344 50.6805965, 16.7522373 50.680305)",,
107080165,Osiedlowa,living_street,,False,True,39.963,"LINESTRING (16.7522324 50.6807986, 16.7522323 50.6809318, 16.752232 50.681158)",,
107080184,Piastowska,tertiary,,False,True,45.059,"LINESTRING (16.7457949 50.6824959, 16.7451702 50.6825827)",2,50
107080184,Piastowska,tertiary,,False,False,34.263,"LINESTRING (16.7457949 50.6824959, 16.7460451 50.6824596, 16.7462697 50.6824293)",2,50
107203785,Plac Piastów Śląskich,living_street,,True,False,180.142,"LINESTRING (16.7457949 50.6824959, 16.7457765 50.6824378, 16.7453195 50.6809948, 16.7452919 50.6809075)",,
107203787,Stanisława Staszica,living_street,,False,True,86.252,"LINESTRING (16.7440921 50.6810615, 16.7452919 50.6809075)",,
107203783,Krótka,living_street,,False,True,192.395,"LINESTRING (16.746274 50.6790019, 16.7468398 50.6806946)",,
107203784,Fabryczna,residential,,False,False,139.964,"LINESTRING (16.7485474 50.6833978, 16.7484388 50.6832809, 16.7483947 50.6832241, 16.7483759 50.6831585, 16.7483456 50.6827418, 16.748299 50.6822657, 16.7482907 50.6821669)",,
107203784,Fabryczna,residential,,False,True,62.45,"LINESTRING (16.7485474 50.6833978, 16.7489059 50.6837311, 16.7490228 50.6838398, 16.7490378 50.6838648)",,
391391868,Stawowa,living_street,,False,True,129.501,"LINESTRING (16.7485474 50.6833978, 16.7469329 50.6836582, 16.7467661 50.6836851)",,
107203787,Stanisława Staszica,living_street,,False,False,86.252,"LINESTRING (16.7452919 50.6809075, 16.7440921 50.6810615)",,
107203787,Stanisława Staszica,living_street,,False,True,21.003999999999998,"LINESTRING (16.7452919 50.6809075, 16.7454541 50.6808799, 16.7455798 50.6808585)",,
107203787,Stanisława Staszica,living_street,,False,False,46.33,"LINESTRING (16.7483947 50.6805238, 16.7477472 50.6805964)",,
107203778,Osiedle Nowe,living_street,,False,False,227.625,"LINESTRING (16.7483947 50.6805238, 16.7484312 50.6800718, 16.7484212 50.6795631, 16.7484196 50.6795305, 16.7483971 50.6788426, 16.7483852 50.6784776)",,
107203784,Fabryczna,residential,,False,True,182.943,"LINESTRING (16.7483947 50.6805238, 16.7482979 50.6814079, 16.7482912 50.6821142, 16.7482907 50.6821669)",,
107203787,Stanisława Staszica,living_street,,False,True,181.464,"LINESTRING (16.7483947 50.6805238, 16.7489624 50.6804543, 16.7492773 50.6804399, 16.7495801 50.6804526, 16.7496082 50.6804563, 16.750663 50.6805939, 16.7509299 50.6806287)",,
107203783,Krótka,living_street,,False,False,192.395,"LINESTRING (16.7468398 50.6806946, 16.746274 50.6790019)",,
107203787,Stanisława Staszica,living_street,,False,False,65.803,"LINESTRING (16.7468398 50.6806946, 16.7460591 50.6808014, 16.7459269 50.6808195)",,
