osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,width
45412588,982,Wolności,secondary,False,False,93.451,"LINESTRING (21.0745244 50.3094653, 21.0746878 50.3094612, 21.0748902 50.3094449, 21.0754509 50.3094084, 21.075633 50.3093994, 21.0758296 50.3094295)",,,
45414088,73,1 Maja,primary,False,False,68.93900000000001,"LINESTRING (21.0745244 50.3094653, 21.0744442 50.3089951, 21.0744103 50.3088497)",2,50,
677482288,73,Tadeusza Kościuszki,primary,False,True,152.302,"LINESTRING (21.0745244 50.3094653, 21.0745532 50.3096759, 21.0747108 50.3108298)",2,50,
103199234,,Józefa Piłsudskiego,secondary,False,False,76.46000000000001,"LINESTRING (21.0733359 50.3088943, 21.0741097 50.3088636, 21.0744103 50.3088497)",2,50,
103199234,,Józefa Piłsudskiego,secondary,False,True,20.593,"LINESTRING (21.0733359 50.3088943, 21.0731535 50.3088932, 21.073046 50.3088907)",2,50,
544411167,,Spokojna,residential,False,True,86.819,"LINESTRING (21.0733359 50.3088943, 21.0733464 50.3090015, 21.0737005 50.3095839, 21.0737357 50.309627)",,,
45414088,73,1 Maja,primary,False,False,18.546999999999997,"LINESTRING (21.0744103 50.3088497, 21.0743787 50.3087653, 21.0743463 50.308688)",2,50,
45414088,73,1 Maja,primary,False,True,68.93900000000001,"LINESTRING (21.0744103 50.3088497, 21.0744442 50.3089951, 21.0745244 50.3094653)",2,50,
103199234,,Józefa Piłsudskiego,secondary,False,True,76.46000000000001,"LINESTRING (21.0744103 50.3088497, 21.0741097 50.3088636, 21.0733359 50.3088943)",2,50,
677482288,73,Tadeusza Kościuszki,primary,False,False,55.54,"LINESTRING (21.0747838 50.3113271, 21.0747108 50.3108298)",2,50,
45414134,,Zajezierze,residential,False,False,168.849,"LINESTRING (21.0747838 50.3113271, 21.0749209 50.3113089, 21.07538 50.31112, 21.0759498 50.3107793, 21.0766492 50.3105767, 21.0767795 50.310539)",,,
677482288,73,Tadeusza Kościuszki,primary,False,True,102.305,"LINESTRING (21.0747838 50.3113271, 21.0748017 50.3114363, 21.0748302 50.3115567, 21.0749423 50.3118948, 21.0750596 50.3122294)",2,50,
"[426142987, 45414075]",,Piaski,residential,False,True,442.077,"LINESTRING (21.0701283 50.3127246, 21.0698906 50.3128954, 21.0698664 50.3129607, 21.0698928 50.3130228, 21.0700096 50.3130984, 21.0702492 50.3131733, 21.0704593 50.3132092, 21.0706499 50.3132184, 21.0714725 50.3131053, 21.0717154 50.3130984, 21.0722922 50.3131545, 21.072456 50.3131478, 21.0727768 50.3130644, 21.0732502 50.312917, 21.0733058 50.3128876, 21.07355 50.31276, 21.0740533 50.3125412, 21.0750596 50.3122294)",,,
209181369,,Radomyślska,tertiary,False,False,40.485,"LINESTRING (21.078112 50.3054601, 21.0783588 50.3051319)",,,
209181369,,Radomyślska,tertiary,False,True,15.328,"LINESTRING (21.078112 50.3054601, 21.0779767 50.3055675)",,,
45414079,,Klonowa,residential,False,False,249.313,"LINESTRING (21.078112 50.3054601, 21.0781847 50.3054967, 21.0785541 50.3058091, 21.0787701 50.3061857, 21.078948 50.3065928, 21.0790674 50.3070122, 21.0790617 50.3075537)",,,
45414111,,Jarzębinowa,residential,False,True,126.891,"LINESTRING (21.0783588 50.3051319, 21.0798952 50.3057144)",,,
209181369,,Radomyślska,tertiary,False,True,40.485,"LINESTRING (21.0783588 50.3051319, 21.078112 50.3054601)",,,
45414111,,Jarzębinowa,residential,False,False,126.891,"LINESTRING (21.0798952 50.3057144, 21.0783588 50.3051319)",,,
45414081,,Kasztanowa,residential,False,False,128.89,"LINESTRING (21.0798952 50.3057144, 21.0797144 50.3059627, 21.0796779 50.3060905, 21.0798938 50.3068332)",,,
