osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,tunnel
24757032,2,Dworcowa,tertiary,50,False,True,95.71,"LINESTRING (19.400471 53.2610054, 19.4000193 53.2606654, 19.3996203 53.260312)",,,
24757033,2,Dworcowa,tertiary,50,True,False,85.674,"LINESTRING (19.400471 53.2610054, 19.4010114 53.2613675, 19.4013096 53.2615899)",,,
24983709,,Dworcowa,residential,,True,False,102.85900000000001,"LINESTRING (19.4013096 53.2615899, 19.4015892 53.2617647, 19.4019131 53.2620015, 19.4021405 53.262154, 19.4023424 53.2622776)",,,
229041032,1,Kolejowa,tertiary,50,True,False,55.465,"LINESTRING (19.4013096 53.2615899, 19.4013654 53.2616691, 19.4013863 53.2617123, 19.4013947 53.2617639, 19.4013844 53.261843, 19.4012843 53.262072)",,,
24757028,2,Dworcowa,tertiary,50,True,False,42.847,"LINESTRING (19.4012843 53.262072, 19.4011438 53.2618222, 19.4010709 53.2617085)",,,
1071354335,,Henryka Sienkiewicza,secondary,50,False,True,12.737,"LINESTRING (19.3986751 53.2541763, 19.3986072 53.2542834)",560,,
39717992,,Kościelna,residential,,True,False,52.14,"LINESTRING (19.3986751 53.2541763, 19.3986932 53.2541791, 19.3989634 53.2542102, 19.3991149 53.2542596, 19.3993567 53.2543826)",,,
37606817,,Wiejska,tertiary,50,False,False,11.573,"LINESTRING (19.3981396 53.2599752, 19.3981011 53.2600767)",,,
302890541,2,Sądowa,tertiary,50,True,False,59.367000000000004,"LINESTRING (19.3981396 53.2599752, 19.3983971 53.2599811, 19.3986692 53.2599803, 19.398857 53.2599727, 19.3990307 53.2599626)",,,
1018215995,,Zamkowa,residential,,False,False,101.55699999999999,"LINESTRING (19.3981396 53.2599752, 19.3981753 53.2598891, 19.3981935 53.2598507, 19.3983185 53.2595739, 19.3983763 53.2594667, 19.3985848 53.2591021)",,,
39718154,,Franciszka Żwirki i Stanisława Wigury,residential,,False,True,47.438,"LINESTRING (19.4060235 53.2574444, 19.4057325 53.2574988, 19.4053451 53.2575759)",,,
24983714,2,Dworcowa,residential,,True,False,74.07600000000001,"LINESTRING (19.4023424 53.2622776, 19.4016431 53.2621338, 19.401461 53.2620944, 19.4013821 53.2620844, 19.4012843 53.262072)",,,
24983715,,,residential,,True,False,23.378,"LINESTRING (19.4010709 53.2617085, 19.4010823 53.2616656, 19.4011185 53.2616318, 19.4011543 53.2616096, 19.4012361 53.2615927, 19.4013096 53.2615899)",,,
523179200,1,Dworcowa,tertiary,50,True,False,87.874,"LINESTRING (19.4010709 53.2617085, 19.400947 53.2615277, 19.400471 53.2610054)",,,
24983716,,Łazienna,residential,,False,False,297.13800000000003,"LINESTRING (19.3979249 53.2555012, 19.397857 53.2554903, 19.3977795 53.2554778, 19.3958483 53.2551793, 19.3936105 53.2548097)",,,
"[982064058, 174406676, 174406677]",2,Henryka Sienkiewicza,secondary,40,False,True,300.61400000000003,"LINESTRING (19.3979249 53.2555012, 19.3975478 53.2561906, 19.3969238 53.2573311, 19.3967206 53.2577184, 19.3966684 53.2578178, 19.3966298 53.2578915, 19.3965423 53.2580749)",560,yes,
344715515,2,Henryka Sienkiewicza,secondary,40,False,False,89.546,"LINESTRING (19.3979249 53.2555012, 19.3979898 53.2553823, 19.3983372 53.2547346)",560,,
24983716,,Łazienna,residential,,False,True,297.138,"LINESTRING (19.3936105 53.2548097, 19.3958483 53.2551793, 19.3977795 53.2554778, 19.397857 53.2554903, 19.3979249 53.2555012)",,,
39721921,,Księdza Stanisława Kujota,residential,,False,True,410.95000000000005,"LINESTRING (19.3983372 53.2547346, 19.3981807 53.2547046, 19.3934563 53.2539622, 19.3923728 53.2537735)",,,
344715515,2,Henryka Sienkiewicza,secondary,40,False,True,89.546,"LINESTRING (19.3983372 53.2547346, 19.3979898 53.2553823, 19.3979249 53.2555012)",560,,
"[982064049, 982064050]",3,Henryka Sienkiewicza,secondary,40,False,False,53.305,"LINESTRING (19.3983372 53.2547346, 19.3984183 53.2546032, 19.3985155 53.2544289, 19.3985354 53.2543914, 19.3986072 53.2542834)",560,,
