osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,ref,junction
1100828843,Lidzbarska,tertiary,False,True,57.111,"LINESTRING (19.9097658 53.0658028, 19.9090095 53.0660421)",,,,,
39721084,Plac Wolności,residential,False,False,165.70100000000002,"LINESTRING (19.9097658 53.0658028, 19.90964 53.0657037, 19.9081524 53.0646714)",,,,,
39721850,Plac marszałka Józefa Piłsudskiego,residential,False,False,169.52499999999998,"LINESTRING (19.9097658 53.0658028, 19.909933 53.0659198, 19.9108549 53.0665632, 19.9113047 53.0668752, 19.9114183 53.0669596)",2,50,yes,,
"[635049928, 1100828843]","['Lidzbarska', 'Warszawska']",tertiary,False,False,110.42499999999998,"LINESTRING (19.9097658 53.0658028, 19.9099828 53.0657304, 19.9102062 53.0656382, 19.9105711 53.0654522, 19.9110577 53.0651888)",,,,,
635049917,Warszawska,tertiary,True,False,58.547,"LINESTRING (19.9110577 53.0651888, 19.911162 53.0650931, 19.9112267 53.0650357, 19.9113099 53.0649644, 19.9114054 53.064883, 19.911447 53.0648422, 19.9114639 53.0648172, 19.9114701 53.0647969, 19.9114732 53.0647746, 19.9114691 53.0647364)",1,50,,,
"[635049928, 1100828843]","['Lidzbarska', 'Warszawska']",tertiary,False,True,110.42500000000001,"LINESTRING (19.9110577 53.0651888, 19.9105711 53.0654522, 19.9102062 53.0656382, 19.9099828 53.0657304, 19.9097658 53.0658028)",,,,,
39722867,Wyzwolenia,secondary,False,False,87.607,"LINESTRING (19.9066418 53.0667923, 19.9065172 53.0666739, 19.9059413 53.0661263)",,50,,563,
274919900,Lidzbarska,tertiary,False,True,222.076,"LINESTRING (19.9066418 53.0667923, 19.9064137 53.066865, 19.905091 53.0672863, 19.9048978 53.0673442, 19.9043465 53.0675095, 19.9039868 53.0676174, 19.9039659 53.0676237, 19.9038934 53.0676454, 19.9036875 53.0677071)",,,,,
1100828844,Lidzbarska,tertiary,False,False,178.85199999999998,"LINESTRING (19.9066418 53.0667923, 19.9068825 53.0667169, 19.9081264 53.066327, 19.9088239 53.0660992, 19.9090095 53.0660421)",,,,,
1100828845,Wyzwolenia,secondary,False,True,165.028,"LINESTRING (19.9066418 53.0667923, 19.9067008 53.0668474, 19.9067783 53.0669171, 19.9069327 53.0670581, 19.9069919 53.0671123, 19.9072886 53.0673843, 19.9077536 53.0678104, 19.9079967 53.0680332)",,50,,563,
1100828843,Lidzbarska,tertiary,False,False,57.111,"LINESTRING (19.9090095 53.0660421, 19.9097658 53.0658028)",,,,,
39718308,Plac marszałka Józefa Piłsudskiego,residential,False,False,185.47899999999998,"LINESTRING (19.9090095 53.0660421, 19.9091414 53.066164, 19.9098996 53.0668624, 19.9099654 53.0669225, 19.9101766 53.0671121, 19.9104273 53.0673452, 19.9105294 53.0674379)",,,,,
39721084,Plac Wolności,residential,False,True,155.093,"LINESTRING (19.9090095 53.0660421, 19.9088879 53.0659358, 19.9076215 53.0649243)",,,,,
1100828844,Lidzbarska,tertiary,False,True,178.85199999999998,"LINESTRING (19.9090095 53.0660421, 19.9088239 53.0660992, 19.9081264 53.066327, 19.9068825 53.0667169, 19.9066418 53.0667923)",,,,,
26013748,Rondo Ofiar Katynia,tertiary,True,False,14.68,"LINESTRING (19.9116315 53.0648162, 19.9115787 53.0648071, 19.9115319 53.0647898, 19.9114944 53.0647657, 19.9114691 53.0647364)",,,,,roundabout
39718778,Warszawska,tertiary,True,False,18.349,"LINESTRING (19.9116315 53.0648162, 19.9115937 53.0648294, 19.9115689 53.0648395, 19.9115318 53.0648622, 19.9114485 53.0649357)",,,,,
1206108239,Warszawska,tertiary,True,False,37.128,"LINESTRING (19.9121219 53.0643583, 19.9121109 53.0643748, 19.9120487 53.0644438, 19.911994 53.0644933, 19.9119786 53.0645072, 19.9119161 53.0645586, 19.9118929 53.0645836, 19.9118485 53.0646475)",,,,,
26013754,Warszawska,tertiary,True,False,32.90800000000001,"LINESTRING (19.9121949 53.0639951, 19.9122041 53.0640734, 19.912201 53.0641499, 19.9121973 53.0641716, 19.912192 53.0641942, 19.9121799 53.0642292, 19.9121546 53.0642878)",,,,,
238918696,Mławska,secondary,False,True,85.117,"LINESTRING (19.9114031 53.0711307, 19.9125529 53.070801)",,50,,563,
1100828845,Wyzwolenia,secondary,False,False,173.10500000000002,"LINESTRING (19.9114031 53.0711307, 19.9112271 53.0709673, 19.9107429 53.0705178, 19.9100758 53.0699227, 19.9099743 53.0698321)",,50,,563,
39716235,Tadeusza Kościuszki,residential,False,True,65.915,"LINESTRING (19.9143222 53.0691912, 19.9149002 53.0696716)",,,,,
39716235,Tadeusza Kościuszki,residential,False,False,93.4,"LINESTRING (19.9143222 53.0691912, 19.9135749 53.0685826, 19.9134938 53.0685146)",,,,,
39718679,Plac Zielony Rynek,residential,True,False,92.527,"LINESTRING (19.9143222 53.0691912, 19.9142127 53.0692383, 19.9133242 53.0696211, 19.9131966 53.069676)",,,,,
39715094,Ojców Reformatów,residential,False,True,115.735,"LINESTRING (19.9114183 53.0669596, 19.9127132 53.0662683)",,,,,
39716235,Tadeusza Kościuszki,residential,False,True,140.482,"LINESTRING (19.9114183 53.0669596, 19.9115583 53.0670537, 19.912312 53.0675606, 19.9126514 53.0678109, 19.9127834 53.0679196)",,,,,
39721850,Plac marszałka Józefa Piłsudskiego,residential,False,True,169.525,"LINESTRING (19.9114183 53.0669596, 19.9113047 53.0668752, 19.9108549 53.0665632, 19.909933 53.0659198, 19.9097658 53.0658028)",2,50,yes,,
39722466,Plac marszałka Józefa Piłsudskiego,residential,True,False,79.72399999999999,"LINESTRING (19.9114183 53.0669596, 19.9106723 53.067361, 19.9105294 53.0674379)",,,,,
39715094,Ojców Reformatów,residential,False,False,115.735,"LINESTRING (19.9127132 53.0662683, 19.9114183 53.0669596)",,,,,
39715094,Ojców Reformatów,residential,False,True,51.33,"LINESTRING (19.9127132 53.0662683, 19.9132433 53.0660815, 19.9133711 53.0660302)",,,,,
635049929,Siostry Stanisławy,residential,False,False,71.31,"LINESTRING (19.9127132 53.0662683, 19.9126397 53.0662161, 19.9120235 53.0657789)",,,,,
635049925,Targowa,residential,False,True,23.994,"LINESTRING (19.9098847 53.0637286, 19.9101394 53.0638807)",,,,,
39716922,Jasna,residential,False,True,78.012,"LINESTRING (19.9098847 53.0637286, 19.9098098 53.0637699, 19.90902 53.0642)",,,,,
39721752,Generała Władysława Sikorskiego,residential,False,False,122.61099999999999,"LINESTRING (19.9098847 53.0637286, 19.91039 53.06339, 19.91101 53.06286)",,,,,
39717515,Licealna,residential,False,True,147.76999999999998,"LINESTRING (19.9039331 53.0641167, 19.9040407 53.0640783, 19.9040836 53.064063, 19.9059042 53.0635147)",,,,,
238918695,Licealna,residential,False,False,24.863999999999997,"LINESTRING (19.9039331 53.0641167, 19.9038063 53.0641968, 19.9037105 53.0642941)",,,,,
39717794,Adama Mickiewicza,residential,False,True,178.931,"LINESTRING (19.9110817 53.0694564, 19.9111327 53.0695057, 19.9124855 53.0707395, 19.9125529 53.070801)",,,,,
39718829,Szkolna,residential,False,False,101.558,"LINESTRING (19.9110817 53.0694564, 19.9122275 53.0690609, 19.9123997 53.0690014)",,,,,
39718829,Szkolna,residential,False,True,84.979,"LINESTRING (19.9110817 53.0694564, 19.9105325 53.0696351, 19.9099743 53.0698321)",,,,,
225934142,Spacerowa,residential,False,True,185.36200000000002,"LINESTRING (19.9079967 53.0680332, 19.9079117 53.068058, 19.9077015 53.0681194, 19.9074379 53.0681965, 19.9071346 53.0682861, 19.906127 53.0685836, 19.9058048 53.0687434, 19.9055766 53.0688351)",,,,,
1100828845,Wyzwolenia,secondary,False,False,165.028,"LINESTRING (19.9079967 53.0680332, 19.9077536 53.0678104, 19.9072886 53.0673843, 19.9069919 53.0671123, 19.9069327 53.0670581, 19.9067783 53.0669171, 19.9067008 53.0668474, 19.9066418 53.0667923)",,50,,563,
1100828845,Wyzwolenia,secondary,False,True,239.728,"LINESTRING (19.9079967 53.0680332, 19.9083341 53.0683351, 19.9084072 53.0684018, 19.9099743 53.0698321)",,50,,563,
238918696,Mławska,secondary,False,False,85.117,"LINESTRING (19.9125529 53.070801, 19.9114031 53.0711307)",,50,,563,
238918696,Mławska,secondary,False,True,52.461,"LINESTRING (19.9125529 53.070801, 19.9132651 53.0706023)",,50,,563,
39717794,Adama Mickiewicza,residential,False,False,178.931,"LINESTRING (19.9125529 53.070801, 19.9124855 53.0707395, 19.9111327 53.0695057, 19.9110817 53.0694564)",,,,,
39716235,Tadeusza Kościuszki,residential,False,False,81.428,"LINESTRING (19.9134938 53.0685146, 19.9133863 53.0684276, 19.9127834 53.0679196)",,,,,
39716235,Tadeusza Kościuszki,residential,False,True,93.4,"LINESTRING (19.9134938 53.0685146, 19.9135749 53.0685826, 19.9143222 53.0691912)",,,,,
39716922,Jasna,residential,False,False,78.156,"LINESTRING (19.9081524 53.0646714, 19.90902 53.0642)",,,,,
39721084,Plac Wolności,residential,False,False,45.268,"LINESTRING (19.9081524 53.0646714, 19.9076215 53.0649243)",,,,,
39721084,Plac Wolności,residential,False,True,165.70100000000002,"LINESTRING (19.9081524 53.0646714, 19.90964 53.0657037, 19.9097658 53.0658028)",,,,,
39718067,Biskupa Leona Wetmańskiego,residential,False,True,79.511,"LINESTRING (19.9138755 53.0702633, 19.9131966 53.069676)",,,,,
39718067,Biskupa Leona Wetmańskiego,residential,False,False,20.828,"LINESTRING (19.9138755 53.0702633, 19.9139126 53.0703019, 19.9140282 53.0704266)",,,,,
39718293,Kosynierów,residential,False,False,94.808,"LINESTRING (19.9138755 53.0702633, 19.9140072 53.0702053, 19.9143854 53.0700348, 19.9144206 53.0700096, 19.9144644 53.0699691, 19.914503 53.0699318, 19.9145466 53.0699057, 19.9148941 53.0697597, 19.9149643 53.0697267)",,,,,
274919900,Lidzbarska,tertiary,False,False,222.07600000000002,"LINESTRING (19.9036875 53.0677071, 19.9038934 53.0676454, 19.9039659 53.0676237, 19.9039868 53.0676174, 19.9043465 53.0675095, 19.9048978 53.0673442, 19.905091 53.0672863, 19.9064137 53.066865, 19.9066418 53.0667923)",,,,,
971772597,Zwycięstwa,residential,False,False,167.163,"LINESTRING (19.9036875 53.0677071, 19.9037451 53.0677865, 19.9038961 53.0679943, 19.9040043 53.0681434, 19.9041421 53.0683332, 19.9041563 53.0683527, 19.9041924 53.0684024, 19.9043537 53.0686245, 19.9045168 53.0688492, 19.904688 53.069085)",,,,,
39714620,Plac Zielony Rynek,residential,True,False,90.96900000000001,"LINESTRING (19.9123997 53.0690014, 19.9125539 53.0689345, 19.9130776 53.068698, 19.9133955 53.0685544, 19.9134938 53.0685146)",,,,,
39718067,Biskupa Leona Wetmańskiego,residential,False,False,91.987,"LINESTRING (19.9123997 53.0690014, 19.9125119 53.0690947, 19.9130684 53.0695688, 19.9131966 53.069676)",,,,,
39718067,Biskupa Leona Wetmańskiego,residential,False,True,83.71499999999999,"LINESTRING (19.9123997 53.0690014, 19.9122829 53.0688952, 19.9117343 53.0684402, 19.9116705 53.0683893)",,,,,
39718829,Szkolna,residential,False,True,101.558,"LINESTRING (19.9123997 53.0690014, 19.9122275 53.0690609, 19.9110817 53.0694564)",,,,,
39718067,Biskupa Leona Wetmańskiego,residential,False,True,130.401,"LINESTRING (19.9116705 53.0683893, 19.9105294 53.0674379)",,,,,
39716886,Stanisława Małachowskiego,residential,True,False,90.87400000000001,"LINESTRING (19.9116705 53.0683893, 19.9117704 53.0683437, 19.9126945 53.0679552, 19.9127834 53.0679196)",,,,,
39718067,Biskupa Leona Wetmańskiego,residential,False,False,83.71499999999999,"LINESTRING (19.9116705 53.0683893, 19.9117343 53.0684402, 19.9122829 53.0688952, 19.9123997 53.0690014)",,,,,
39718829,Szkolna,residential,False,False,84.979,"LINESTRING (19.9099743 53.0698321, 19.9105325 53.0696351, 19.9110817 53.0694564)",,,,,
1100828845,Wyzwolenia,secondary,False,False,239.728,"LINESTRING (19.9099743 53.0698321, 19.9084072 53.0684018, 19.9083341 53.0683351, 19.9079967 53.0680332)",,50,,563,
1100828845,Wyzwolenia,secondary,False,True,173.105,"LINESTRING (19.9099743 53.0698321, 19.9100758 53.0699227, 19.9107429 53.0705178, 19.9112271 53.0709673, 19.9114031 53.0711307)",,50,,563,
39718067,Biskupa Leona Wetmańskiego,residential,False,False,130.401,"LINESTRING (19.9105294 53.0674379, 19.9116705 53.0683893)",,,,,
39718308,Plac marszałka Józefa Piłsudskiego,residential,False,True,185.479,"LINESTRING (19.9105294 53.0674379, 19.9104273 53.0673452, 19.9101766 53.0671121, 19.9099654 53.0669225, 19.9098996 53.0668624, 19.9091414 53.066164, 19.9090095 53.0660421)",,,,,
39718067,Biskupa Leona Wetmańskiego,residential,False,False,79.511,"LINESTRING (19.9131966 53.069676, 19.9138755 53.0702633)",,,,,
39718067,Biskupa Leona Wetmańskiego,residential,False,True,91.987,"LINESTRING (19.9131966 53.069676, 19.9130684 53.0695688, 19.9125119 53.0690947, 19.9123997 53.0690014)",,,,,
1100826990,Wiatraczna,residential,False,True,9.238,"LINESTRING (19.91517 53.0650508, 19.9150645 53.0649971)",,,,,
1100827046,Ojców Reformatów,residential,False,True,69.91,"LINESTRING (19.91517 53.0650508, 19.9150431 53.0651204, 19.914397 53.0654745)",,,,,
39715277,Wiatraczna,residential,False,True,55.821,"LINESTRING (19.9144641 53.0646997, 19.91382 53.06438)",,,,,
1100826989,Wiatraczna,residential,False,False,51.991,"LINESTRING (19.9144641 53.0646997, 19.9150645 53.0649971)",,,,,
39715277,Wiatraczna,residential,False,False,55.821,"LINESTRING (19.91382 53.06438, 19.9144641 53.0646997)",,,,,
225934095,,residential,False,False,80.416,"LINESTRING (19.91382 53.06438, 19.913359 53.0641436, 19.912927 53.0638956)",,,,,
39716235,Tadeusza Kościuszki,residential,False,False,140.482,"LINESTRING (19.9127834 53.0679196, 19.9126514 53.0678109, 19.912312 53.0675606, 19.9115583 53.0670537, 19.9114183 53.0669596)",,,,,
39716235,Tadeusza Kościuszki,residential,False,True,81.428,"LINESTRING (19.9127834 53.0679196, 19.9133863 53.0684276, 19.9134938 53.0685146)",,,,,
39716235,Tadeusza Kościuszki,residential,False,False,65.915,"LINESTRING (19.9149002 53.0696716, 19.9143222 53.0691912)",,,,,
39716235,Tadeusza Kościuszki,residential,False,True,7.475,"LINESTRING (19.9149002 53.0696716, 19.9149643 53.0697267)",,,,,
39718067,Biskupa Leona Wetmańskiego,residential,False,True,20.828,"LINESTRING (19.9140282 53.0704266, 19.9139126 53.0703019, 19.9138755 53.0702633)",,,,,
238918696,Mławska,secondary,False,False,54.673,"LINESTRING (19.9140282 53.0704266, 19.9137238 53.0704832, 19.9132651 53.0706023)",,50,,563,
1100826989,Wiatraczna,residential,False,True,51.991,"LINESTRING (19.9150645 53.0649971, 19.9144641 53.0646997)",,,,,
1100826990,Wiatraczna,residential,False,False,9.238,"LINESTRING (19.9150645 53.0649971, 19.91517 53.0650508)",,,,,
39717515,Licealna,residential,False,False,147.76999999999998,"LINESTRING (19.9059042 53.0635147, 19.9040836 53.064063, 19.9040407 53.0640783, 19.9039331 53.0641167)",,,,,
39722949,Jana III Sobieskiego,residential,False,False,66.874,"LINESTRING (19.9059042 53.0635147, 19.9060765 53.063448, 19.9063 53.06333, 19.9066491 53.0631163)",,,,,
