osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,junction,lanes,bridge
665589888,True,Grudzińskich,secondary,False,17.334999999999997,"LINESTRING (16.9192867 52.9885695, 16.919279 52.988534, 16.9192763 52.9884906, 16.9192818 52.9884603, 16.9192998 52.9884154)",193,,,,
224448808,True,Stanisława Staszica,secondary,False,28.017000000000003,"LINESTRING (16.9194557 52.988627, 16.9195797 52.988713, 16.9197157 52.9888242)",193,,,,
189023029,True,Stanisława Staszica,secondary,False,31.414,"LINESTRING (16.9197157 52.9888242, 16.9195346 52.9887409, 16.9193518 52.988646)",193,,,,
"[1223584547, 229527574]",False,Stanisława Staszica,secondary,True,155.69699999999997,"LINESTRING (16.9197157 52.9888242, 16.9198434 52.9889256, 16.9199727 52.9890446, 16.9200449 52.9891168, 16.9201426 52.9892146, 16.9202741 52.989361, 16.9203255 52.9894268, 16.9203768 52.9894966, 16.9204298 52.9895853, 16.9205122 52.9897362, 16.9205608 52.9898472, 16.9205904 52.9899609, 16.9206216 52.9900935)",193,,,2,
397689234,False,Zygmunta Krasińskiego,secondary,True,23.745,"LINESTRING (16.920878 52.9924408, 16.9208612 52.9926541)",193,,,2,
1223904492,True,Wojska Polskiego,tertiary,False,35.15,"LINESTRING (16.920878 52.9924408, 16.9203564 52.992404)",,,,,
662682737,True,Stanisława Staszica,secondary,False,141.765,"LINESTRING (16.920878 52.9924408, 16.9208566 52.9923355, 16.9208574 52.9922965, 16.9208655 52.9919124, 16.9208476 52.9917234, 16.920795 52.9911679)",193,,,,
195446801,True,,tertiary,False,42.56,"LINESTRING (16.9154226 52.9922976, 16.9154795 52.992084, 16.9155265 52.99192)",,,,,
195446812,False,Prymasa Stefana Wyszyńskiego,tertiary,False,184.95899999999997,"LINESTRING (16.9154226 52.9922976, 16.9152709 52.9923336, 16.9148219 52.99244, 16.914486 52.9925197, 16.9138579 52.9926686, 16.9135595 52.9927394, 16.9129889 52.9928747, 16.9128515 52.9929073)",,,,,
196110581,False,Karola Marcinkowskiego,tertiary,False,112.25399999999999,"LINESTRING (16.9120343 52.9905512, 16.9120869 52.9904779, 16.9123165 52.9901892, 16.9125631 52.9898717, 16.9127106 52.989706, 16.9127813 52.989649)",,,,,
1224734269,True,Rondo Klary Budnowskiej,tertiary,False,15.424,"LINESTRING (16.9120343 52.9905512, 16.9120749 52.9905643, 16.9121078 52.9905838, 16.9121303 52.990608, 16.9121407 52.990635, 16.9121382 52.9906627)",,,roundabout,,
195446819,True,,tertiary,False,7.269,"LINESTRING (16.9193518 52.988646, 16.9194557 52.988627)",,,,,
224448804,True,Grudzińskich,secondary,False,9.636,"LINESTRING (16.9193518 52.988646, 16.9193077 52.9886062, 16.9192867 52.9885695)",193,,,,
196001916,True,Stefana Żeromskiego,tertiary,False,39.941,"LINESTRING (16.9145008 52.987713, 16.9146883 52.988054)",,,,,
196110581,False,Karola Marcinkowskiego,tertiary,True,39.32,"LINESTRING (16.9145008 52.987713, 16.9144668 52.9878538, 16.9144246 52.9879634, 16.9143719 52.988057)",,,,,
"[224452009, 196110586, 195446804, 195908642]",False,"['Jana Kochanowskiego', 'Stefana Żeromskiego']",tertiary,False,250.395,"LINESTRING (16.9145008 52.987713, 16.9144916 52.9875878, 16.9144885 52.9875457, 16.9144698 52.9874808, 16.9142857 52.9868702, 16.9142604 52.9867759, 16.9141613 52.9864394, 16.9141361 52.9863489, 16.9140757 52.9861294, 16.9140532 52.9860402, 16.91394 52.9854882)",,,,,yes
556204625,False,Tadeusza Kościuszki,tertiary,False,18.827,"LINESTRING (16.9145871 52.9913181, 16.9144843 52.9914757)",,,,,
196110584,True,Tadeusza Kościuszki,tertiary,False,45.233,"LINESTRING (16.9145871 52.9913181, 16.9146313 52.9913147, 16.9147238 52.9913017, 16.9150749 52.9912409, 16.9151617 52.9912312, 16.915243 52.9912223)",,,,,
196001903,False,Jagiellońska,residential,False,42.858000000000004,"LINESTRING (16.9127813 52.989649, 16.9126195 52.9895852, 16.9122327 52.9894505)",,,,,
196110581,False,Karola Marcinkowskiego,tertiary,False,112.386,"LINESTRING (16.9127813 52.989649, 16.9129214 52.9895556, 16.9130554 52.9894663, 16.9131249 52.9894259, 16.9133268 52.9892764, 16.9134885 52.9891415, 16.9136684 52.9889744, 16.9137867 52.9888444)",,,,,
196110581,False,Karola Marcinkowskiego,tertiary,True,112.254,"LINESTRING (16.9127813 52.989649, 16.9127106 52.989706, 16.9125631 52.9898717, 16.9123165 52.9901892, 16.9120869 52.9904779, 16.9120343 52.9905512)",,,,,
196110583,True,Kościelna,tertiary,False,86.131,"LINESTRING (16.9155265 52.99192, 16.9154593 52.9918782, 16.9153412 52.9918058, 16.9152553 52.9917532, 16.9146407 52.9915428, 16.9144843 52.9914757)",,,,,
195446816,True,Zamkowa,tertiary,False,24.315,"LINESTRING (16.9191741 52.9888318, 16.9192128 52.9887732, 16.9192634 52.9886977, 16.9193518 52.988646)",,,,1,
665589891,True,Zamkowa,tertiary,False,31.473,"LINESTRING (16.9191741 52.9888318, 16.9191589 52.988768, 16.9191665 52.9887039, 16.9192005 52.9886422, 16.9192867 52.9885695)",,,,1,
794378605,False,Bosa,residential,False,120.584,"LINESTRING (16.9191741 52.9888318, 16.91908 52.9888259, 16.9178834 52.9889575, 16.9176291 52.9890089, 16.9174962 52.9891161)",,,,,
196001899,True,Bosa,residential,False,80.598,"LINESTRING (16.9137867 52.9888444, 16.9146601 52.9889049, 16.9149849 52.9889106)",,,,,
196110581,False,Karola Marcinkowskiego,tertiary,False,95.932,"LINESTRING (16.9137867 52.9888444, 16.9142431 52.9882415, 16.914275 52.9881995, 16.9143115 52.9881496, 16.9143719 52.988057)",,,,,
196110581,False,Karola Marcinkowskiego,tertiary,True,112.38599999999998,"LINESTRING (16.9137867 52.9888444, 16.9136684 52.9889744, 16.9134885 52.9891415, 16.9133268 52.9892764, 16.9131249 52.9894259, 16.9130554 52.9894663, 16.9129214 52.9895556, 16.9127813 52.989649)",,,,,
195446806,True,Zamkowa,tertiary,False,26.954,"LINESTRING (16.9190865 52.9890684, 16.9191308 52.9889486, 16.9191741 52.9888318)",,,,,
195446802,True,Wojska Polskiego,tertiary,False,89.386,"LINESTRING (16.9190296 52.992354, 16.9189102 52.99235, 16.917917 52.992317, 16.917696 52.9923113)",,,,,
196200619,False,Ujska,tertiary,False,10.338,"LINESTRING (16.9095295 52.9899279, 16.9093923 52.9898852)",,,,,
229527580,False,Tadeusza Kościuszki,tertiary,True,65.795,"LINESTRING (16.9095295 52.9899279, 16.9098167 52.990015, 16.9098833 52.9900345, 16.9102691 52.9901522, 16.9104074 52.9901941)",,,,,
195446810,False,Dworcowa,tertiary,True,105.364,"LINESTRING (16.9104074 52.9901941, 16.9103367 52.9902527, 16.9103213 52.9902845, 16.910316 52.9903196, 16.910303 52.9907198, 16.910303 52.9909134, 16.910303 52.9911263)",,,,,
195446815,False,Tadeusza Kościuszki,tertiary,True,46.157,"LINESTRING (16.9104074 52.9901941, 16.9107096 52.9902858, 16.9110233 52.9903808)",,,,,
229527580,False,Tadeusza Kościuszki,tertiary,False,65.795,"LINESTRING (16.9104074 52.9901941, 16.9102691 52.9901522, 16.9098833 52.9900345, 16.9098167 52.990015, 16.9095295 52.9899279)",,,,,
195446818,True,Boczna,unclassified,False,18.555,"LINESTRING (16.9177505 52.9905966, 16.9177712 52.9904302)",,,,,
195446806,True,Zamkowa,tertiary,False,205.17999999999995,"LINESTRING (16.9177505 52.9905966, 16.9178341 52.9905324, 16.9179562 52.990467, 16.9180848 52.9904137, 16.9181813 52.9903778, 16.9182409 52.9903547, 16.9183877 52.9902967, 16.9184854 52.9902471, 16.9185746 52.9902, 16.9186889 52.9901263, 16.9187325 52.9900919, 16.9188131 52.99002, 16.9188824 52.9899502, 16.918936 52.9898683, 16.9189757 52.9897744, 16.9189928 52.9896909, 16.9190188 52.9895285, 16.9190357 52.989396, 16.9190865 52.9890684)",,,,,
195446821,True,,tertiary,False,10.84,"LINESTRING (16.9176527 52.9906743, 16.9177505 52.9905966)",,,,,
196110579,True,Józefa Raczkowskiego,unclassified,False,94.95299999999999,"LINESTRING (16.9176527 52.9906743, 16.9176562 52.9907622, 16.9176963 52.9914889, 16.917697 52.9915278)",,,,,
196110580,True,Jagiellońska,residential,False,175.071,"LINESTRING (16.9150904 52.9903768, 16.9150325 52.9903749, 16.914982 52.9903685, 16.9149231 52.9903576, 16.9148706 52.9903429, 16.9141235 52.9900989, 16.9137742 52.9899745, 16.9135681 52.9899069, 16.9129063 52.98969, 16.9127813 52.989649)",,,,,
"[196110587, 196110582]",True,Stefana Żeromskiego,tertiary,False,105.67699999999999,"LINESTRING (16.9150904 52.9903768, 16.9151012 52.9904427, 16.9151149 52.9904795, 16.9152229 52.9907342, 16.915302 52.9909316, 16.9153422 52.9910111, 16.9153775 52.9910558, 16.9154025 52.9910767, 16.9154269 52.9910936, 16.9154625 52.9911133, 16.9155313 52.9911409, 16.9156062 52.9911613, 16.9157214 52.9911784)",,,,,
233606453,True,Garncarska,residential,False,82.836,"LINESTRING (16.9150904 52.9903768, 16.9151681 52.9903849, 16.9153907 52.990403, 16.915566 52.9904341, 16.915933 52.9904926, 16.9160941 52.9904927, 16.9163041 52.9904831)",,,,,
196110589,True,Plac Mikołaja Kopernika,residential,False,56.474000000000004,"LINESTRING (16.915243 52.9912223, 16.9154789 52.9912943, 16.9158755 52.991413, 16.9159976 52.9914495)",,,,,
594324083,True,Plac Mikołaja Kopernika,tertiary,False,32.394000000000005,"LINESTRING (16.915243 52.9912223, 16.915421 52.9912081, 16.9157214 52.9911784)",,,,,
556204625,False,Tadeusza Kościuszki,tertiary,True,18.827,"LINESTRING (16.9144843 52.9914757, 16.9145871 52.9913181)",,,,,
"[1072346389, 195446799]",True,Tadeusza Kościuszki,tertiary,False,185.984,"LINESTRING (16.9144843 52.9914757, 16.9142376 52.9914164, 16.9136916 52.9912864, 16.9136701 52.9912807, 16.91253 52.9909834, 16.9124623 52.9909642, 16.9121679 52.9908258, 16.9121097 52.9907958, 16.9120125 52.9907395)",,,,,
196598908,True,Kościelna,tertiary,False,54.278000000000006,"LINESTRING (16.9162221 52.9922697, 16.9157147 52.9922561, 16.9156637 52.9922554, 16.9156197 52.9922583, 16.915559 52.9922681, 16.9154226 52.9922976)",,,,,
1224469992,True,Kościelna,tertiary,False,61.525999999999996,"LINESTRING (16.9162221 52.9922697, 16.9160242 52.9922185, 16.9159642 52.9921934, 16.9155265 52.99192)",,,,,
239261349,False,Ślusarska,residential,False,71.638,"LINESTRING (16.9178802 52.9901668, 16.9168124 52.9902106)",,,,,
195446818,True,Boczna,unclassified,False,147.487,"LINESTRING (16.9178802 52.9901668, 16.9180145 52.9899484, 16.9181027 52.9898396, 16.9182163 52.9897464, 16.9185159 52.9895099, 16.9189374 52.9891789, 16.9190865 52.9890684)",,,,,
"[195446811, 1072346414]",True,Tadeusza Kościuszki,tertiary,False,179.462,"LINESTRING (16.9121382 52.9906627, 16.9125915 52.9908009, 16.9128216 52.9908647, 16.9129441 52.9908987, 16.9138054 52.9911235, 16.9143444 52.9912627, 16.9145871 52.9913181)",,,,,
1223584540,True,Rondo Klary Budnowskiej,tertiary,False,12.642999999999999,"LINESTRING (16.9121382 52.9906627, 16.9121223 52.9906895, 16.9120944 52.9907124, 16.9120568 52.9907295, 16.9120125 52.9907395)",,,roundabout,,
196598907,True,Rynek,tertiary,False,53.596999999999994,"LINESTRING (16.917696 52.9923113, 16.9174486 52.992304, 16.9173046 52.9922997, 16.9168962 52.9922875)",,,,,
195446812,False,Prymasa Stefana Wyszyńskiego,tertiary,True,184.95899999999997,"LINESTRING (16.9128515 52.9929073, 16.9129889 52.9928747, 16.9135595 52.9927394, 16.9138579 52.9926686, 16.914486 52.9925197, 16.9148219 52.99244, 16.9152709 52.9923336, 16.9154226 52.9922976)",,,,,
195908653,False,Młyńska,residential,False,82.28699999999999,"LINESTRING (16.9170483 52.9852542, 16.9172119 52.9852459, 16.9174634 52.9853177, 16.9176118 52.9853419, 16.9176654 52.9853384, 16.91799 52.9852728, 16.9182224 52.9852459)",,,,,
195908653,False,Młyńska,residential,True,215.10299999999998,"LINESTRING (16.9170483 52.9852542, 16.9164618 52.9853207, 16.9163067 52.9853384, 16.9160717 52.9853512, 16.9158467 52.9853581, 16.9153566 52.9853731, 16.9152034 52.9853693, 16.9151196 52.9853556, 16.9151101 52.985354, 16.915059 52.9853457, 16.9149131 52.9853109, 16.9148151 52.9852988, 16.9147186 52.9853006, 16.9146521 52.9853155, 16.9145794 52.9853462, 16.9144604 52.9853993, 16.9143343 52.98543, 16.9140241 52.9854796, 16.91394 52.9854882)",,,,,
224452008,False,Jana Kochanowskiego,tertiary,True,17.556,"LINESTRING (16.9138927 52.9853329, 16.91394 52.9854882)",,,,,
195908633,False,Elizy Orzeszkowej,residential,False,69.74,"LINESTRING (16.9138927 52.9853329, 16.9137811 52.9853353, 16.9128515 52.9853544)",,,,,
195908640,False,,residential,True,103.599,"LINESTRING (16.912542 52.9862616, 16.9124647 52.9858984, 16.9124358 52.9858114, 16.9124415 52.985706, 16.9124656 52.9856306, 16.9126625 52.985406, 16.9126578 52.9853655)",,,,,
195908633,False,Elizy Orzeszkowej,residential,True,80.164,"LINESTRING (16.9114607 52.9853845, 16.9126578 52.9853655)",,,,,
195908659,False,Juliana Tuwima,residential,True,48.803,"LINESTRING (16.9114607 52.9853845, 16.911505 52.985673, 16.9114519 52.9858187)",,,,,
830641988,False,,residential,False,99.88499999999999,"LINESTRING (16.9114607 52.9853845, 16.9114495 52.9853946, 16.9114172 52.9854653, 16.9114091 52.9855121, 16.9113823 52.9857123, 16.9113421 52.9857333, 16.910457 52.9857268)",,,,,
224452008,False,Jana Kochanowskiego,tertiary,False,17.556,"LINESTRING (16.91394 52.9854882, 16.9138927 52.9853329)",,,,,
"[224452009, 195908642, 195446804, 196110586]",False,"['Jana Kochanowskiego', 'Stefana Żeromskiego']",tertiary,True,250.395,"LINESTRING (16.91394 52.9854882, 16.9140532 52.9860402, 16.9140757 52.9861294, 16.9141361 52.9863489, 16.9141613 52.9864394, 16.9142604 52.9867759, 16.9142857 52.9868702, 16.9144698 52.9874808, 16.9144885 52.9875457, 16.9144916 52.9875878, 16.9145008 52.987713)",,,,,yes
195908653,False,Młyńska,residential,False,215.10299999999998,"LINESTRING (16.91394 52.9854882, 16.9140241 52.9854796, 16.9143343 52.98543, 16.9144604 52.9853993, 16.9145794 52.9853462, 16.9146521 52.9853155, 16.9147186 52.9853006, 16.9148151 52.9852988, 16.9149131 52.9853109, 16.915059 52.9853457, 16.9151101 52.985354, 16.9151196 52.9853556, 16.9152034 52.9853693, 16.9153566 52.9853731, 16.9158467 52.9853581, 16.9160717 52.9853512, 16.9163067 52.9853384, 16.9164618 52.9853207, 16.9170483 52.9852542)",,,,,
195908653,False,Młyńska,residential,True,82.28699999999999,"LINESTRING (16.9182224 52.9852459, 16.91799 52.9852728, 16.9176654 52.9853384, 16.9176118 52.9853419, 16.9174634 52.9853177, 16.9172119 52.9852459, 16.9170483 52.9852542)",,,,,
195908645,False,Ogrodowa,residential,True,118.58500000000001,"LINESTRING (16.9136343 52.9862995, 16.9131611 52.9858192, 16.9128643 52.9854693, 16.9128515 52.9853544)",,,,,
195908633,False,Elizy Orzeszkowej,residential,False,80.164,"LINESTRING (16.9126578 52.9853655, 16.9114607 52.9853845)",,,,,
195908633,False,Elizy Orzeszkowej,residential,True,13.030999999999999,"LINESTRING (16.9126578 52.9853655, 16.9127712 52.9853608, 16.9128515 52.9853544)",,,,,
195908640,False,,residential,False,103.59899999999999,"LINESTRING (16.9126578 52.9853655, 16.9126625 52.985406, 16.9124656 52.9856306, 16.9124415 52.985706, 16.9124358 52.9858114, 16.9124647 52.9858984, 16.912542 52.9862616)",,,,,
195908633,False,Elizy Orzeszkowej,residential,False,13.030999999999999,"LINESTRING (16.9128515 52.9853544, 16.9127712 52.9853608, 16.9126578 52.9853655)",,,,,
195908633,False,Elizy Orzeszkowej,residential,True,69.74,"LINESTRING (16.9128515 52.9853544, 16.9137811 52.9853353, 16.9138927 52.9853329)",,,,,
195908645,False,Ogrodowa,residential,False,118.58500000000001,"LINESTRING (16.9128515 52.9853544, 16.9128643 52.9854693, 16.9131611 52.9858192, 16.9136343 52.9862995)",,,,,
195908659,False,Juliana Tuwima,residential,False,48.803,"LINESTRING (16.9114519 52.9858187, 16.911505 52.985673, 16.9114607 52.9853845)",,,,,
196001903,False,Jagiellońska,residential,True,38.303,"LINESTRING (16.9117368 52.9892786, 16.9122327 52.9894505)",,,,,
"[196001920, 196001903]",False,"['Jagiellońska', 'Ignacego Daszyńskiego']",residential,False,194.12300000000002,"LINESTRING (16.9117368 52.9892786, 16.9115831 52.9892268, 16.9111771 52.9890883, 16.9112326 52.9889628, 16.9116449 52.9881603, 16.9118061 52.9878464, 16.9118358 52.9877887)",,,,,
196001908,False,Jana Matejki,residential,True,131.54500000000002,"LINESTRING (16.9117368 52.9892786, 16.9116613 52.9893861, 16.91148 52.9896719, 16.9113353 52.9898912, 16.9111965 52.9901024, 16.911064 52.9903151, 16.9110233 52.9903808)",,,,,
394171269,False,,residential,True,21.182,"LINESTRING (16.9143719 52.988057, 16.9146883 52.988054)",,,,,
196001915,False,Juliusza Słowackiego,residential,False,88.559,"LINESTRING (16.9143719 52.988057, 16.9142336 52.9880536, 16.9135603 52.9880369, 16.91305 52.9880243)",,,,,
196110581,False,Karola Marcinkowskiego,tertiary,False,39.32,"LINESTRING (16.9143719 52.988057, 16.9144246 52.9879634, 16.9144668 52.9878538, 16.9145008 52.987713)",,,,,
196110581,False,Karola Marcinkowskiego,tertiary,True,95.93199999999999,"LINESTRING (16.9143719 52.988057, 16.9143115 52.9881496, 16.914275 52.9881995, 16.9142431 52.9882415, 16.9137867 52.9888444)",,,,,
196001915,False,Juliusza Słowackiego,residential,True,71.952,"LINESTRING (16.9107986 52.9876188, 16.9118358 52.9877887)",,,,,
196001916,True,Stefana Żeromskiego,tertiary,False,133.76600000000002,"LINESTRING (16.9149849 52.9889106, 16.9150056 52.9889523, 16.9150194 52.9889914, 16.9150329 52.9890339, 16.9150502 52.9891479, 16.9150678 52.9892719, 16.9150745 52.9893241, 16.9150815 52.9893935, 16.9150876 52.989934, 16.9150898 52.9901089)",,,,,
794729445,False,Bosa,residential,False,34.817,"LINESTRING (16.9149849 52.9889106, 16.9150802 52.9889319, 16.9154915 52.9889784)",,,,,
196001898,False,Jana Kilińskiego,residential,False,158.652,"LINESTRING (16.91305 52.9880243, 16.9131144 52.9871588, 16.9130232 52.9866744, 16.9129906 52.9866218, 16.9129808 52.9866061)",,,,,
196001898,False,Jana Kilińskiego,residential,True,168.3,"LINESTRING (16.91305 52.9880243, 16.9129805 52.9881967, 16.9128867 52.9884292, 16.912839 52.9885472, 16.9127693 52.9886846, 16.912431 52.9892027, 16.9122689 52.9894097, 16.9122327 52.9894505)",,,,,
196001915,False,Juliusza Słowackiego,residential,False,85.394,"LINESTRING (16.91305 52.9880243, 16.9129126 52.9879976, 16.9118358 52.9877887)",,,,,
196001915,False,Juliusza Słowackiego,residential,True,88.559,"LINESTRING (16.91305 52.9880243, 16.9135603 52.9880369, 16.9142336 52.9880536, 16.9143719 52.988057)",,,,,
196001920,False,Ignacego Daszyńskiego,residential,True,147.076,"LINESTRING (16.9124803 52.9865242, 16.9124738 52.9865371, 16.9118358 52.9877887)",,,,,
196001903,False,Jagiellońska,residential,False,38.303,"LINESTRING (16.9122327 52.9894505, 16.9117368 52.9892786)",,,,,
196001898,False,Jana Kilińskiego,residential,False,168.3,"LINESTRING (16.9122327 52.9894505, 16.9122689 52.9894097, 16.912431 52.9892027, 16.9127693 52.9886846, 16.912839 52.9885472, 16.9128867 52.9884292, 16.9129805 52.9881967, 16.91305 52.9880243)",,,,,
196001903,False,Jagiellońska,residential,True,42.858000000000004,"LINESTRING (16.9122327 52.9894505, 16.9126195 52.9895852, 16.9127813 52.989649)",,,,,
195446815,False,Tadeusza Kościuszki,tertiary,False,46.157,"LINESTRING (16.9110233 52.9903808, 16.9107096 52.9902858, 16.9104074 52.9901941)",,,,,
195446815,False,Tadeusza Kościuszki,tertiary,True,59.383,"LINESTRING (16.9110233 52.9903808, 16.9117115 52.9905795, 16.9118249 52.9906096)",,,,,
196001908,False,Jana Matejki,residential,False,131.545,"LINESTRING (16.9110233 52.9903808, 16.911064 52.9903151, 16.9111965 52.9901024, 16.9113353 52.9898912, 16.91148 52.9896719, 16.9116613 52.9893861, 16.9117368 52.9892786)",,,,,
196001915,False,Juliusza Słowackiego,residential,False,71.952,"LINESTRING (16.9118358 52.9877887, 16.9107986 52.9876188)",,,,,
196001915,False,Juliusza Słowackiego,residential,True,85.394,"LINESTRING (16.9118358 52.9877887, 16.9129126 52.9879976, 16.91305 52.9880243)",,,,,
196001920,False,Ignacego Daszyńskiego,residential,False,147.076,"LINESTRING (16.9118358 52.9877887, 16.9124738 52.9865371, 16.9124803 52.9865242)",,,,,
"[196001920, 196001903]",False,"['Jagiellońska', 'Ignacego Daszyńskiego']",residential,True,194.123,"LINESTRING (16.9118358 52.9877887, 16.9118061 52.9878464, 16.9116449 52.9881603, 16.9112326 52.9889628, 16.9111771 52.9890883, 16.9115831 52.9892268, 16.9117368 52.9892786)",,,,,
189023001,True,Topolowa,residential,False,19.075,"LINESTRING (16.9221432 52.9846144, 16.9221739 52.9846702, 16.9222241 52.9847226, 16.92228 52.9847626)",,,,,
196108737,False,Buczkowska,residential,True,160.33700000000002,"LINESTRING (16.9195944 52.9843905, 16.9198518 52.9844266, 16.9203033 52.9844899, 16.9216868 52.9847502, 16.9217152 52.9847495, 16.9217434 52.984745, 16.9217663 52.9847355, 16.9217912 52.9847218, 16.9218096 52.9847092, 16.9218504 52.9846744)",,20,,,
189023000,True,Topolowa,residential,False,11.968,"LINESTRING (16.9220608 52.9846048, 16.922083 52.984498)",,,,,
871376521,True,Buczkowska,residential,False,5.618,"LINESTRING (16.9220608 52.9846048, 16.9221432 52.9846144)",,,,,
"[1072338852, 594324083, 195446820]",True,"['Plac Mikołaja Kopernika', 'Piekary']",tertiary,False,141.87199999999999,"LINESTRING (16.9157214 52.9911784, 16.9158996 52.991167, 16.9161499 52.9910871, 16.9162542 52.9910538, 16.9164767 52.9909712, 16.9166361 52.9909193, 16.916835 52.9908605, 16.9170309 52.9908075, 16.9175314 52.990701, 16.9176527 52.9906743)",,,,,
196111336,True,Krótka,residential,False,61.535999999999994,"LINESTRING (16.9159976 52.9914495, 16.9159816 52.9914891, 16.9156462 52.9918412, 16.9155265 52.99192)",,,,,
196111337,False,Henryka Sienkiewicza,residential,True,65.038,"LINESTRING (16.9159976 52.9914495, 16.9161518 52.9915011, 16.9162087 52.9915154, 16.9162685 52.991522, 16.9169413 52.9915247)",,,,,
1072346390,True,Kościelna,tertiary,False,45.162,"LINESTRING (16.9168962 52.9922875, 16.9168085 52.9922848, 16.9162221 52.9922697)",,,,,
196111338,True,Rynek,unclassified,False,87.137,"LINESTRING (16.917697 52.9915278, 16.9177055 52.9921806, 16.917696 52.9923113)",,,,,
196111339,False,Rynek,residential,False,32.63,"LINESTRING (16.917697 52.9915278, 16.9175352 52.9915281, 16.9172095 52.9915265)",,,,,
196111339,False,Rynek,residential,True,17.952,"LINESTRING (16.9169413 52.9915247, 16.9172095 52.9915265)",,,,,
196111337,False,Henryka Sienkiewicza,residential,False,65.03800000000001,"LINESTRING (16.9169413 52.9915247, 16.9162685 52.991522, 16.9162087 52.9915154, 16.9161518 52.9915011, 16.9159976 52.9914495)",,,,,
196111340,True,Rynek,residential,False,84.874,"LINESTRING (16.9169413 52.9915247, 16.9169014 52.9922029, 16.9168962 52.9922875)",,,,,
196111339,False,Rynek,residential,False,17.952,"LINESTRING (16.9172095 52.9915265, 16.9169413 52.9915247)",,,,,
