osmid,oneway,name,highway,reversed,length,geometry,maxspeed,bridge,lanes,ref
173217210,True,1 Maja,residential,False,27.012,"LINESTRING (20.9541344 53.8646591, 20.9542625 53.8645709, 20.9544148 53.8644814)",,,,
154380458,False,Jana Kilińskiego,residential,False,124.686,"LINESTRING (20.9552015 53.8719429, 20.9557664 53.8724188, 20.9559166 53.8724599, 20.9566676 53.8724663)",,,,
173181752,False,Jana Kilińskiego,residential,False,202.226,"LINESTRING (20.9552015 53.8719429, 20.9556859 53.8715494, 20.9558951 53.8714988, 20.9561312 53.8715016, 20.9563082 53.871568, 20.9564745 53.8718182, 20.9567052 53.8723398, 20.9566676 53.8724663)",,,,
154380458,False,Jana Kilińskiego,residential,True,127.178,"LINESTRING (20.9552015 53.8719429, 20.9546908 53.8717383, 20.9543963 53.8716847, 20.9541171 53.8717443, 20.9537252 53.8720985)",,,,
177203314,False,1 Maja,residential,True,36.132,"LINESTRING (20.9541108 53.8660497, 20.95425 53.8661304, 20.9544114 53.866209, 20.9544895 53.8662821)",,,,
337604542,False,1 Maja,residential,True,83.50999999999999,"LINESTRING (20.9541108 53.8660497, 20.9540846 53.8660345, 20.9539852 53.8659767, 20.9538481 53.86588, 20.9537834 53.8658007, 20.9537561 53.8657673, 20.9536808 53.865621, 20.953668 53.8654973, 20.9536763 53.8653783)",20,,,
177203313,False,Dworcowa,residential,True,38.522,"LINESTRING (20.9558457 53.8682908, 20.9556658 53.867961)",,,,
157927094,False,Kolejowa,residential,True,56.501,"LINESTRING (20.9558457 53.8682908, 20.9562157 53.8682502, 20.9566416 53.8681129)",,,,
173349195,False,Kolejowa,residential,False,94.935,"LINESTRING (20.9558457 53.8682908, 20.95577 53.8683343, 20.9554766 53.868503, 20.9547484 53.8688464)",,,,
"[173217209, 173217210, 337607765]",True,1 Maja,residential,False,85.509,"LINESTRING (20.9536763 53.8653783, 20.9538195 53.8651225, 20.9539061 53.86498, 20.9540059 53.8648283, 20.954047 53.8647729, 20.9540774 53.8647266, 20.9540972 53.8647022, 20.9541344 53.8646591)",20,yes,,
337604542,False,1 Maja,residential,False,83.51,"LINESTRING (20.9536763 53.8653783, 20.953668 53.8654973, 20.9536808 53.865621, 20.9537561 53.8657673, 20.9537834 53.8658007, 20.9538481 53.86588, 20.9539852 53.8659767, 20.9540846 53.8660345, 20.9541108 53.8660497)",20,,,
173349195,False,Kolejowa,residential,True,94.935,"LINESTRING (20.9547484 53.8688464, 20.9554766 53.868503, 20.95577 53.8683343, 20.9558457 53.8682908)",,,,
154380458,False,Jana Kilińskiego,residential,False,127.178,"LINESTRING (20.9537252 53.8720985, 20.9541171 53.8717443, 20.9543963 53.8716847, 20.9546908 53.8717383, 20.9552015 53.8719429)",,,,
266187618,False,Tadeusza Kościuszki,secondary,False,161.166,"LINESTRING (20.9537252 53.8720985, 20.9527211 53.8716949, 20.9520169 53.8714193, 20.9518316 53.8713025, 20.9517455 53.8712478)",50,,2,596
266187618,False,Tadeusza Kościuszki,secondary,True,131.485,"LINESTRING (20.9537252 53.8720985, 20.9543665 53.872327, 20.9551615 53.8726317, 20.955429 53.8727218)",50,,2,596
516685518,False,Bolesława Chrobrego,secondary,False,95.69599999999998,"LINESTRING (20.9627861 53.8653045, 20.9622514 53.8651729, 20.9617209 53.8650259, 20.9614478 53.8649619)",50,,2,590
266187618,False,Tadeusza Kościuszki,secondary,True,194.225,"LINESTRING (20.9515899 53.868851, 20.9515667 53.8689336, 20.9514658 53.8692232, 20.9513121 53.8696731, 20.9512615 53.8698801, 20.9512447 53.8700862, 20.9512565 53.8701957, 20.9512628 53.870248, 20.9512791 53.8703007, 20.9513048 53.8703791, 20.9513128 53.8704029, 20.9513256 53.8704409, 20.9513679 53.8705729)",50,,2,596
515648518,False,Tadeusza Kościuszki,secondary,False,30.128999999999998,"LINESTRING (20.9515899 53.868851, 20.9515042 53.8687941, 20.9514121 53.8687473, 20.9512366 53.8686805)",50,,,596
174674510,False,Aleja Niepodległości,primary,True,378.566,"LINESTRING (20.9512366 53.8686805, 20.9510937 53.8687938, 20.9509238 53.8689274, 20.9507625 53.8690542, 20.9501758 53.8695088, 20.9496684 53.8698963, 20.949408 53.8700886, 20.9491911 53.8702569, 20.9486633 53.8706629, 20.9479692 53.8711927, 20.9477192 53.8713803)",50,,2,57
515648518,False,Tadeusza Kościuszki,secondary,True,30.129,"LINESTRING (20.9512366 53.8686805, 20.9514121 53.8687473, 20.9515042 53.8687941, 20.9515899 53.868851)",50,,,596
515648519,False,Aleja Niepodległości,primary,False,49.359,"LINESTRING (20.9512366 53.8686805, 20.9515225 53.8684654, 20.9515911 53.8684179, 20.9517101 53.8683355)",50,,2,57
173217219,False,Bolesława Chrobrego,primary,False,145.39000000000001,"LINESTRING (20.9614478 53.8649619, 20.9611771 53.8648908, 20.9605818 53.8647404, 20.9602194 53.8646301, 20.9598744 53.8645032, 20.9597272 53.864443, 20.9594973 53.864349)",50,,2,57
"[515648529, 515648530, 177203311]",False,Armii Krajowej,primary,True,231.39799999999997,"LINESTRING (20.9614478 53.8649619, 20.9613436 53.8651122, 20.961231 53.8652535, 20.9608758 53.8657185, 20.9607284 53.8659149, 20.9606781 53.8659819, 20.9605877 53.8661106, 20.9604311 53.8662997, 20.9602618 53.8664936, 20.9601326 53.8665727, 20.9600316 53.8666119, 20.9599241 53.8666373, 20.9598046 53.8666553, 20.9596791 53.8666639)",50,yes,2,57
