osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed
33022423,Wesoła,residential,False,True,215.263,"LINESTRING (23.3257505 50.3507948, 23.3254105 50.3506549, 23.3252294 50.3505607, 23.3249972 50.3502506, 23.3249249 50.3498406, 23.324813 50.3496822, 23.3246914 50.3493095, 23.3246492 50.3490932)",,,
"[180177710, 180177693, 279416414]",Polna,residential,False,True,351.41799999999995,"LINESTRING (23.3257505 50.3507948, 23.3256696 50.350855, 23.3252407 50.3511737, 23.3249988 50.3513335, 23.3248298 50.3512274, 23.3247128 50.3511279, 23.3245004 50.350832, 23.3241841 50.3503868, 23.3237854 50.349842, 23.3237074 50.3495489, 23.3237217 50.3490987)",,,
279416416,Polna,residential,False,False,107.919,"LINESTRING (23.3257505 50.3507948, 23.3260058 50.3506488, 23.3261216 50.3505023, 23.3262585 50.3503683, 23.3263504 50.350336, 23.3268414 50.3502961, 23.3269112 50.3502899)",,,
33012827,Kazimierzowska,residential,False,True,125.286,"LINESTRING (23.330263 50.3480008, 23.328797 50.3480448, 23.3285001 50.3480615)",,,
141279886,,residential,False,False,20.36,"LINESTRING (23.3276799 50.3497443, 23.3276566 50.3495618)",,,
33018779,Podzamcze,residential,False,False,43.807,"LINESTRING (23.3276799 50.3497443, 23.3279896 50.3496945, 23.3282243 50.3495773)",,,
33018779,Podzamcze,residential,False,True,127.577,"LINESTRING (23.3276799 50.3497443, 23.3275885 50.3498263, 23.3274595 50.3500389, 23.3273317 50.3503597, 23.3271505 50.3506241, 23.3270757 50.3507442, 23.3270406 50.3507706, 23.3269861 50.3507766)",,,
33028816,,residential,False,True,145.643,"LINESTRING (23.3275663 50.3453139, 23.3269318 50.3459013, 23.326876 50.3459481, 23.3268261 50.3459708, 23.3267655 50.3459956, 23.3266479 50.3460391, 23.3265005 50.3460929, 23.3264101 50.3461338, 23.3263448 50.3461733, 23.3262997 50.3462105, 23.3262298 50.3462796)",,,
180147663,,residential,False,False,147.078,"LINESTRING (23.3275663 50.3453139, 23.3286962 50.3459643, 23.329055 50.3462312)",,,
518413190,Józefowska,residential,False,False,57.611,"LINESTRING (23.3238373 50.3490984, 23.3246492 50.3490932)",,,
518413190,Józefowska,residential,False,True,8.202,"LINESTRING (23.3238373 50.3490984, 23.3237217 50.3490987)",,,
33016835,Kościelna,residential,False,True,208.572,"LINESTRING (23.3238373 50.3490984, 23.3239176 50.3488092, 23.3239902 50.348742, 23.324697 50.3485308, 23.325122 50.3484381, 23.3262437 50.3484334)",,,
201087292,Graniczna,residential,False,False,197.303,"LINESTRING (23.3333333 50.3498305, 23.3318214 50.3487499, 23.3314838 50.3485055)",,,
141277713,,residential,False,False,41.943,"LINESTRING (23.3285001 50.3480615, 23.3285024 50.3484387)",,,
33012827,Kazimierzowska,residential,False,False,125.286,"LINESTRING (23.3285001 50.3480615, 23.328797 50.3480448, 23.330263 50.3480008)",,,
33012827,Kazimierzowska,residential,False,True,102.214,"LINESTRING (23.3285001 50.3480615, 23.3271297 50.3480744, 23.3270599 50.3480775)",,,
33018779,Podzamcze,residential,False,True,56.221000000000004,"LINESTRING (23.3285344 50.3491679, 23.3285636 50.3492318, 23.3285756 50.3493304, 23.3285332 50.3493984, 23.3283954 50.3494919, 23.3282243 50.3495773)",,,
141279844,Podzamcze,residential,False,False,158.36499999999998,"LINESTRING (23.3285344 50.3491679, 23.3291654 50.3491729, 23.329431 50.3492001, 23.3300846 50.3493778, 23.3304694 50.3494556, 23.330679 50.3494179)",,,
141279846,Rynek,residential,True,False,81.15500000000002,"LINESTRING (23.3285344 50.3491679, 23.3285171 50.3490627, 23.3285108 50.3487941, 23.3285052 50.3485558, 23.3285024 50.3484387)",,,
518413190,Józefowska,residential,False,True,57.611,"LINESTRING (23.3246492 50.3490932, 23.3238373 50.3490984)",,,
33022423,Wesoła,residential,False,False,215.26300000000003,"LINESTRING (23.3246492 50.3490932, 23.3246914 50.3493095, 23.324813 50.3496822, 23.3249249 50.3498406, 23.3249972 50.3502506, 23.3252294 50.3505607, 23.3254105 50.3506549, 23.3257505 50.3507948)",,,
279416412,Józefowska,residential,False,False,178.394,"LINESTRING (23.3246492 50.3490932, 23.3252178 50.3491094, 23.3256078 50.349129, 23.3258678 50.3491066, 23.326129 50.3490576, 23.32623 50.3489864, 23.3262606 50.3488258, 23.3262437 50.3484334)",,,
656028645,Warszawska,tertiary,False,True,43.061,"LINESTRING (23.3274387 50.351944, 23.3273371 50.3517576, 23.3272446 50.3515771)",2,,
