osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,tunnel
122023672,True,Aleja Wojska Polskiego,tertiary,50,False,25.596,"LINESTRING (17.3591239 53.6672547, 17.3591804 53.6673224, 17.3592173 53.6673499, 17.3593428 53.6674435)",,,,
308869026,True,Rondo Księdza Antoniego Wołka-Wacławskiego,primary,50,False,10.916,"LINESTRING (17.3591239 53.6672547, 17.3590941 53.6672812, 17.3590596 53.6672999, 17.3590015 53.6673174)",1,25,roundabout,
308869024,True,Rondo Księdza Antoniego Wołka-Wacławskiego,primary,50,False,12.847000000000001,"LINESTRING (17.3587396 53.667162, 17.3587691 53.6671277, 17.3588151 53.6671004, 17.358873 53.667083)",1,25,roundabout,
308869024,True,Rondo Księdza Antoniego Wołka-Wacławskiego,primary,50,False,12.872,"LINESTRING (17.3590015 53.6673174, 17.3589372 53.6673234, 17.3588728 53.6673173, 17.3588149 53.6672997)",1,25,roundabout,
122023629,True,Rondo Księdza Antoniego Wołka-Wacławskiego,primary,50,False,19.151999999999997,"LINESTRING (17.3590594 53.6671003, 17.3591055 53.6671275, 17.3591351 53.6671619, 17.3591454 53.6672, 17.3591353 53.6672381, 17.3591239 53.6672547)",1,25,roundabout,
173044430,False,Zamkowa,primary,50,False,46.446,"LINESTRING (17.3588958 53.6668651, 17.3587773 53.6665675, 17.3587398 53.6664578)",,25,,
174809644,True,Zamkowa,primary,50,False,28.306,"LINESTRING (17.3588958 53.6668651, 17.3589503 53.6669483, 17.3590137 53.667045, 17.3590594 53.6671003)",1,25,,
23005769,True,Zamkowa,primary,50,False,24.325000000000003,"LINESTRING (17.358873 53.667083, 17.3588881 53.6670327, 17.3588915 53.6669578, 17.3588958 53.6668651)",1,25,,
308869025,True,Rondo Księdza Antoniego Wołka-Wacławskiego,primary,50,False,12.849,"LINESTRING (17.358873 53.667083, 17.3589372 53.6670769, 17.3590014 53.6670829, 17.3590594 53.6671003)",,25,roundabout,
173044432,False,Stefana Batorego,primary,50,False,16.058,"LINESTRING (17.3582617 53.6673312, 17.3580473 53.6673999)",2,25,,
174809642,True,Stefana Batorego,primary,50,False,37.025999999999996,"LINESTRING (17.3582617 53.6673312, 17.3585313 53.6672521, 17.3586391 53.6672205, 17.3587396 53.667162)",,25,,
122023626,True,Stefana Batorego,primary,50,False,36.897999999999996,"LINESTRING (17.3588149 53.6672997, 17.3585999 53.6672918, 17.3585569 53.6672968, 17.3582617 53.6673312)",,25,,
308869024,True,Rondo Księdza Antoniego Wołka-Wacławskiego,primary,50,False,17.133,"LINESTRING (17.3588149 53.6672997, 17.3587689 53.6672724, 17.3587395 53.667238, 17.3587294 53.6672, 17.3587396 53.667162)",1,25,roundabout,
201545165,False,Zamkowa,tertiary,,True,66.686,"LINESTRING (17.3601434 53.6642665, 17.3599227 53.664075, 17.3599076 53.6640668, 17.3598788 53.6640511, 17.3598699 53.6640438, 17.3598607 53.6640356, 17.3594404 53.6638449)",,,,
206695775,False,Dworcowa,primary,50,False,175.909,"LINESTRING (17.3601434 53.6642665, 17.3603722 53.6641882, 17.3604045 53.6641811, 17.3607145 53.6640798, 17.360938 53.6640209, 17.361838 53.6638869, 17.3621862 53.6638153, 17.3623664 53.663761, 17.3625283 53.6636797, 17.3625706 53.6636531)",,25,,
"[1190344059, 173044430]",False,Zamkowa,primary,50,True,95.63,"LINESTRING (17.3601434 53.6642665, 17.3602378 53.6644735, 17.3602776 53.6645631, 17.3603811 53.6649626, 17.3603929 53.6651112)",,25,,
201579023,False,Tadeusza Kościuszki,residential,,True,6.85,"LINESTRING (17.3528874 53.6694011, 17.3528065 53.6693624)",2,,,
348723762,True,Stefana Batorego,primary,50,False,31.878999999999998,"LINESTRING (17.3528874 53.6694011, 17.352816 53.6694589, 17.352614 53.6696376)",3,25,,
173044430,False,Zamkowa,primary,50,False,37.643,"LINESTRING (17.3603123 53.6654441, 17.3603499 53.6653767, 17.3603936 53.6652137, 17.3603929 53.6651112)",,25,,
173044430,False,Zamkowa,primary,50,True,36.098,"LINESTRING (17.3603123 53.6654441, 17.3601616 53.6656206, 17.3601101 53.665659, 17.3600284 53.6657199)",,25,,
204251214,False,Ogrodowa,residential,,False,177.825,"LINESTRING (17.3603123 53.6654441, 17.3609411 53.6656162, 17.3611999 53.6656474, 17.362191 53.6657668, 17.3622713 53.6657857, 17.3625838 53.6658588, 17.362871 53.6659257)",,,,
355822148,False,Aleja Wojska Polskiego,tertiary,50,False,14.724,"LINESTRING (17.3615213 53.6685513, 17.3613543 53.6684633)",2,,,
355822148,False,Aleja Wojska Polskiego,tertiary,50,True,165.15,"LINESTRING (17.3615213 53.6685513, 17.3617836 53.6686301, 17.3618253 53.6686423, 17.3619235 53.6686709, 17.362128 53.6687117, 17.3625482 53.6687524, 17.3626424 53.6687615, 17.3629477 53.6688385, 17.3631524 53.6688902, 17.3634666 53.6690726, 17.3636733 53.6692217)",2,,,
177976106,True,Romualda Traugutta,residential,,False,283.247,"LINESTRING (17.3562302 53.6625509, 17.3560191 53.6626146, 17.3559573 53.6626332, 17.355719 53.6626888, 17.3547943 53.6629046, 17.3547165 53.662921, 17.3540232 53.6630671, 17.3535951 53.6631439, 17.3535337 53.6631526, 17.353411 53.663181, 17.3532599 53.6632227, 17.3523191 53.663385, 17.3521888 53.6634075)",,,,
380934872,False,Szczecińska,tertiary,,False,58.181000000000004,"LINESTRING (17.3562302 53.6625509, 17.3564968 53.6628116, 17.3566878 53.6629984)",,,,
380934872,False,Szczecińska,tertiary,,True,86.83,"LINESTRING (17.3562302 53.6625509, 17.3560252 53.6623568, 17.3557264 53.662074, 17.3555231 53.661892)",,,,
380934872,False,Szczecińska,tertiary,,True,64.328,"LINESTRING (17.3555231 53.661892, 17.354986 53.6614089)",,,,
"[201574604, 201575926]",False,"['Jacka i Agatki', 'Szczecińska']",residential,,"[False, True]",377.81300000000005,"LINESTRING (17.3555231 53.661892, 17.356603 53.6615198, 17.3567768 53.6614635, 17.3569111 53.6614162, 17.3570735 53.6613676, 17.3571888 53.6613454, 17.3572425 53.6613406, 17.357323 53.6613644, 17.3574383 53.6614026, 17.3576943 53.6614985, 17.3578126 53.6615968, 17.3578162 53.6616774, 17.3577948 53.6617617, 17.3577046 53.6618745, 17.3577178 53.6619982, 17.3578379 53.6621086, 17.3579253 53.6622427, 17.357957 53.6624018, 17.3579612 53.6624745, 17.3579748 53.6627137, 17.3579909 53.6627677, 17.3580418 53.6628313, 17.358583 53.6632364)",,,,
