osmid,oneway,highway,reversed,length,geometry,lanes,name,access,junction,maxspeed,ref,bridge,width
173178038,True,residential,False,70.054,"LINESTRING (19.0701938 50.3147169, 19.0702974 50.3147043, 19.0703912 50.3146925, 19.070547 50.3146704, 19.070788 50.3146357, 19.0709628 50.3146455, 19.0710107 50.3146603, 19.0710842 50.3146831, 19.0711479 50.3146992)",,,,,,,,
813645455,False,tertiary,False,46.077000000000005,"LINESTRING (19.0701938 50.3147169, 19.0702157 50.3147827, 19.0702598 50.3148693, 19.0703089 50.314969, 19.0703438 50.3150484, 19.0703636 50.3151163)",2,Katowicka,,,,,,
853246487,False,tertiary,False,23.232,"LINESTRING (19.0703636 50.3151163, 19.0704068 50.3153234)",2,1 Maja,,,,,,
813645455,False,tertiary,True,46.077,"LINESTRING (19.0703636 50.3151163, 19.0703438 50.3150484, 19.0703089 50.314969, 19.0702598 50.3148693, 19.0702157 50.3147827, 19.0701938 50.3147169)",2,Katowicka,,,,,,
"[173184418, 719130235, 741983812, 741983813]",False,tertiary,True,429.06,"LINESTRING (19.0711351 50.3209407, 19.0712007 50.3209296, 19.0713109 50.3209044, 19.0715573 50.3208415, 19.0719887 50.320722, 19.0721501 50.3206776, 19.0722985 50.3206364, 19.0723743 50.3206149, 19.0725401 50.3205655, 19.0727404 50.3204925, 19.0728977 50.3204399, 19.074659 50.3198955, 19.0751726 50.3197413, 19.0754167 50.3196873, 19.0756695 50.3196497, 19.0759444 50.3196253, 19.0762262 50.3196194, 19.076399 50.3196243, 19.0765615 50.3196363, 19.0767317 50.3196553)",2,Kombatantów,yes,,,,,
742011360,True,tertiary,False,28.902,"LINESTRING (19.0711351 50.3209407, 19.0711545 50.3209822, 19.0711555 50.3210255, 19.0711379 50.3210674, 19.0711032 50.3211046, 19.0710539 50.3211344, 19.0709938 50.3211544)",1,Rondo Czeladzkiego Samorządu,,roundabout,,,,
669143115,False,residential,False,9.459,"LINESTRING (19.07054 50.3189985, 19.0704154 50.3190286)",,Bytomska,,,,,,
142735442,True,tertiary,False,108.196,"LINESTRING (19.07054 50.3189985, 19.0704852 50.3191426, 19.0704376 50.3192445, 19.070401 50.3193249, 19.0703586 50.3194372, 19.0703351 50.3195629, 19.0703378 50.3196658, 19.0703606 50.3197688, 19.0704452 50.3199464)",2,Szpitalna,,,,,,
"[34569898, 149934086]",False,residential,True,146.097,"LINESTRING (19.07054 50.3189985, 19.0706069 50.3189823, 19.0708121 50.3189326, 19.0709956 50.3188879, 19.0711339 50.3188539, 19.0712889 50.3188297, 19.0714521 50.318814, 19.0716757 50.318803, 19.0717449 50.3188026, 19.0725281 50.3187982, 19.0725489 50.3187981)",2,Bytomska,,,40,,,
"[34569898, 149934086]",False,residential,False,146.097,"LINESTRING (19.0725489 50.3187981, 19.0725281 50.3187982, 19.0717449 50.3188026, 19.0716757 50.318803, 19.0714521 50.318814, 19.0712889 50.3188297, 19.0711339 50.3188539, 19.0709956 50.3188879, 19.0708121 50.3189326, 19.0706069 50.3189823, 19.07054 50.3189985)",2,Bytomska,,,40,,,
"[696735280, 34569898]",False,residential,True,48.806000000000004,"LINESTRING (19.0725489 50.3187981, 19.0728999 50.318746, 19.073142 50.31871, 19.0732182 50.318698)",2,Bytomska,,,40,,,
40231255,False,living_street,False,106.962,"LINESTRING (19.0725489 50.3187981, 19.0725316 50.3187562, 19.0723674 50.3183587, 19.0723583 50.3183367, 19.0723583 50.3183053, 19.0723667 50.3182935, 19.0723747 50.3182834, 19.0724172 50.3182653, 19.0727749 50.3182109, 19.0730183 50.3181664)",2,Kościelna,,,20,,,
39728833,True,primary,False,37.275999999999996,"LINESTRING (19.0781961 50.3188782, 19.0779447 50.3188445, 19.0776852 50.3188014)",2,Będzińska,,,50,94,,
"[143042852, 1041882086]",True,tertiary,False,59.827,"LINESTRING (19.0781961 50.3188782, 19.0781368 50.3189989, 19.0780892 50.3191145, 19.0779454 50.3193917)",3,Grodziecka,,,,,,
934457524,True,primary,False,27.525,"LINESTRING (19.0766046 50.3183891, 19.0762834 50.3182505)",2,Będzińska,,,50,94,,
"[1060347767, 39728855]",True,residential,False,74.759,"LINESTRING (19.0766046 50.3183891, 19.076427 50.3183715, 19.0763292 50.3183451, 19.0762556 50.3183299, 19.0760897 50.3183147, 19.0758138 50.3183345, 19.0755703 50.3183209)",1,Będzińska,,,,,,
39728856,False,residential,True,60.42,"LINESTRING (19.0741298 50.3185596, 19.0748292 50.3184491, 19.0748663 50.3184432, 19.0749558 50.3184289)",2,Będzińska,,,40,,,
182406265,False,residential,False,58.480999999999995,"LINESTRING (19.0741298 50.3185596, 19.0740205 50.3185763, 19.0738855 50.318597, 19.0737318 50.3186205, 19.0735817 50.3186436, 19.0733283 50.3186808)",,Rynek,,,,,,
182406267,False,living_street,True,60.83500000000001,"LINESTRING (19.0741298 50.3185596, 19.0741193 50.3185281, 19.0741116 50.3185103, 19.0740957 50.3184672, 19.0740598 50.3183699, 19.0739479 50.3180754, 19.0739337 50.3180271)",2,Rynek,,,20,,,
182406256,False,living_street,False,60.791000000000004,"LINESTRING (19.0733283 50.3186808, 19.0733095 50.3186377, 19.0732983 50.3186113, 19.0732906 50.3185945, 19.0732899 50.3185929, 19.0731172 50.3181963, 19.0730988 50.3181541)",2,Rynek,,,20,,,
182406265,False,residential,True,58.480999999999995,"LINESTRING (19.0733283 50.3186808, 19.0735817 50.3186436, 19.0737318 50.3186205, 19.0738855 50.318597, 19.0740205 50.3185763, 19.0741298 50.3185596)",,Rynek,,,,,,
696735280,False,residential,False,8.048,"LINESTRING (19.0733283 50.3186808, 19.0732459 50.3186937, 19.0732182 50.318698)",,Bytomska,,,,,,
362963908,False,tertiary,False,7.268,"LINESTRING (19.0667601 50.3181379, 19.0668067 50.3181961)",,Legionów,,,,,,
