osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,junction,bridge
"[191547650, 191547652, 1018648837]",2,Bolesława Chrobrego,residential,30,False,True,185.22299999999998,"LINESTRING (14.7220325 51.951825, 14.7220179 51.9518992, 14.7220203 51.951934, 14.7220306 51.9520852, 14.722034 51.9521354, 14.7220545 51.9524354, 14.7220763 51.9525954, 14.7221247 51.9527574, 14.7222171 51.9529356, 14.7222282 51.9530399, 14.7222483 51.9532315, 14.7222668 51.9533972, 14.7222747 51.9534764)",,,,
"[1231660507, 1231660508, 1018650782, 176937955]",2,Fryderyka Chopina,secondary,,True,False,135.773,"LINESTRING (14.7220325 51.951825, 14.7221255 51.9518042, 14.7222911 51.9517773, 14.7224153 51.951735, 14.7225278 51.9516773, 14.7226214 51.9516098, 14.7227018 51.9515098, 14.7227427 51.9514116, 14.7227551 51.951303, 14.7227968 51.9509373, 14.7228479 51.9508428)",138,8,,
561606220,2,Fryderyka Chopina,secondary,50,False,False,259.565,"LINESTRING (14.7233796 51.9495932, 14.7235576 51.9495109, 14.7236101 51.9494895, 14.7238888 51.9494196, 14.7242556 51.9493586, 14.7243069 51.9493527, 14.7249577 51.9492828, 14.7265275 51.9491401, 14.7270423 51.949089)",138,8,,
"[1018650787, 561606222]",3,Fryderyka Chopina,secondary,50,False,True,116.387,"LINESTRING (14.7233796 51.9495932, 14.7232152 51.9497229, 14.7231201 51.9498435, 14.7230562 51.9499247, 14.7229681 51.9501219, 14.7228953 51.9503758, 14.7228812 51.950571)",138,8,,
"[1231692396, 1231692397, 1231692398, 509877287]",2,Budziszyńska,residential,50,False,True,73.255,"LINESTRING (14.7233796 51.9495932, 14.7233142 51.9494862, 14.7232889 51.9494532, 14.7232644 51.9494347, 14.7232269 51.9493979, 14.7231905 51.9493505, 14.7231546 51.9492764, 14.7230544 51.9490624, 14.7230279 51.9489758)",,,,
105134687,,Jana Kochanowskiego,residential,,False,True,124.749,"LINESTRING (14.7271322 51.9529709, 14.7272026 51.9529735, 14.7280262 51.9528678, 14.7280972 51.9529753, 14.7282049 51.953045, 14.728711 51.9531985)",,,,
"[1231666478, 191547727]",2,3 Maja,tertiary,,False,False,65.062,"LINESTRING (14.7271322 51.9529709, 14.7272127 51.953116, 14.7272416 51.9531975, 14.7272484 51.9532748, 14.7272402 51.9533646, 14.7271861 51.9535425)",,,,
191547727,2,3 Maja,tertiary,,False,True,44.394,"LINESTRING (14.7271322 51.9529709, 14.7271073 51.9529066, 14.7270835 51.9528421, 14.7270427 51.9525763)",,,,
224160031,,,residential,,False,False,94.93,"LINESTRING (14.7271322 51.9529709, 14.7269565 51.952945, 14.7268792 51.9529296, 14.7264842 51.9528492, 14.7264079 51.9528328, 14.7263649 51.952813, 14.7263509 51.9527891, 14.7263555 51.952762, 14.7264936 51.9524739)",,,,
562323529,2,Kresowa,tertiary,50,False,False,207.461,"LINESTRING (14.7316576 51.9553664, 14.7310216 51.9552879, 14.7307088 51.9552427, 14.7296953 51.9550629, 14.7293587 51.9550365, 14.729149 51.9550158, 14.7289282 51.954982, 14.7288196 51.9549575, 14.7287185 51.9549341)",,,,
562323529,2,Kresowa,tertiary,50,False,True,199.792,"LINESTRING (14.7316576 51.9553664, 14.7321208 51.9553903, 14.7325132 51.9553912, 14.7328157 51.955388, 14.7332296 51.9553691, 14.734025 51.955301, 14.7345443 51.9552151)",,,,
160527388,1,3 Maja,tertiary,50,True,False,10.843,"LINESTRING (14.7269941 51.9544177, 14.7269553 51.9544128, 14.7269199 51.9544019, 14.7268904 51.9543857, 14.7268688 51.9543653)",,,roundabout,
"[562316070, 85146225, 85146179, 165716310]",2,3 Maja,tertiary,50,False,False,51.003,"LINESTRING (14.7269941 51.9544177, 14.7269906 51.9545214, 14.7269897 51.9545497, 14.7269858 51.9547366, 14.7269906 51.9547917, 14.7270033 51.9548759)",,,,yes
"[161461698, 165716311]",,"['Obrońców Pokoju', '3 Maja']",tertiary,,False,False,34.122,"LINESTRING (14.7274823 51.9499294, 14.7274153 51.950054, 14.7273925 51.9501468, 14.7273882 51.9502285)",,,,
161461698,,Obrońców Pokoju,tertiary,,False,True,59.144,"LINESTRING (14.7274823 51.9499294, 14.7275241 51.9498695, 14.7277135 51.9496951, 14.727886 51.9495349, 14.72794 51.9494796)",,,,
61820308,2,Śląska,secondary,50,False,True,57.50000000000001,"LINESTRING (14.7270999 51.946606, 14.7271456 51.9467016, 14.7271853 51.9467884, 14.7272098 51.9468695, 14.7272252 51.9469544, 14.7272309 51.9470307, 14.7272258 51.9471136)",286,,,
"[135776672, 61818209, 165716131, 1231687568]",2,"['Juliusza Słowackiego', 'Doktora Kunickiego']",residential,50,False,False,246.96999999999997,"LINESTRING (14.7305134 51.9496786, 14.7316818 51.9493831, 14.7321106 51.9492653, 14.7321805 51.9492463, 14.7319978 51.9486734, 14.7318628 51.9482807, 14.7318048 51.9481652)",,,,yes
"[1177911368, 61818209]",2,Juliusza Słowackiego,residential,50,False,True,148.34300000000002,"LINESTRING (14.7305134 51.9496786, 14.7300434 51.9497926, 14.729478 51.9499297, 14.7292833 51.9499769, 14.7290797 51.950027, 14.7287255 51.9501142, 14.7285008 51.9501695)",,,,
562488040,2,Zygmunta Krasińskiego,residential,50,False,True,75.855,"LINESTRING (14.7305134 51.9496786, 14.7304133 51.9495784, 14.7299323 51.949098)",,,,
61820308,2,Śląska,secondary,50,False,False,57.5,"LINESTRING (14.7272258 51.9471136, 14.7272309 51.9470307, 14.7272252 51.9469544, 14.7272098 51.9468695, 14.7271853 51.9467884, 14.7271456 51.9467016, 14.7270999 51.946606)",286,,,
159190119,2,Nowa,secondary,50,False,False,162.224,"LINESTRING (14.7272258 51.9471136, 14.7272149 51.9471818, 14.727164 51.9473831, 14.7270971 51.947558, 14.7270643 51.9476309, 14.7270205 51.9477326, 14.7269943 51.9478028, 14.726927 51.9480062, 14.7269027 51.9480979, 14.726889 51.9481814, 14.726887 51.9482748, 14.7268986 51.9483462, 14.7269182 51.9484077, 14.7269518 51.9484817, 14.726987 51.9485429)",286,,,
159190119,2,Nowa,secondary,50,False,True,162.22400000000002,"LINESTRING (14.726987 51.9485429, 14.7269518 51.9484817, 14.7269182 51.9484077, 14.7268986 51.9483462, 14.726887 51.9482748, 14.726889 51.9481814, 14.7269027 51.9480979, 14.726927 51.9480062, 14.7269943 51.9478028, 14.7270205 51.9477326, 14.7270643 51.9476309, 14.7270971 51.947558, 14.727164 51.9473831, 14.7272149 51.9471818, 14.7272258 51.9471136)",286,,,
"[165716122, 1231691902]",,Generała Władysława Andersa,residential,,False,False,275.586,"LINESTRING (14.726987 51.9485429, 14.7267511 51.9485677, 14.7260641 51.9486412, 14.7252998 51.9487303, 14.7248193 51.9487827, 14.7240273 51.9488698, 14.7232374 51.9489549, 14.7230279 51.9489758)",,,,
560328493,3,Nowa,secondary,50,False,False,29.597,"LINESTRING (14.726987 51.9485429, 14.7270658 51.9486494, 14.7271164 51.9487062, 14.7271884 51.9487779)",286,,,
1177911365,,Generała Dąbrowskiego,residential,,False,False,23.236,"LINESTRING (14.7285614 51.9495824, 14.7283739 51.9494083)",,5,,
61818181,,Zygmunta Krasińskiego,residential,,True,False,108.333,"LINESTRING (14.7285614 51.9495824, 14.7293523 51.9493168, 14.7299323 51.949098)",,,,
1177911365,,Generała Dąbrowskiego,residential,,False,True,65.983,"LINESTRING (14.7285614 51.9495824, 14.7285936 51.9496423, 14.7285008 51.9501695)",,5,,
165716311,,3 Maja,tertiary,,False,False,28.478,"LINESTRING (14.7274459 51.9504404, 14.7274984 51.9505221, 14.7275969 51.950679)",,,,
165716311,,3 Maja,tertiary,,False,True,24.133,"LINESTRING (14.7274459 51.9504404, 14.7273852 51.9503059, 14.7273882 51.9502285)",,,,
1177911368,2,Juliusza Słowackiego,residential,50,False,False,78.333,"LINESTRING (14.7274459 51.9504404, 14.7276381 51.950386, 14.7283469 51.9502081, 14.7285008 51.9501695)",,,,
61818182,,Basztowa,residential,,True,False,102.291,"LINESTRING (14.7278776 51.9510765, 14.7276771 51.9511058, 14.7274846 51.9511156, 14.7271166 51.9510972, 14.7264855 51.9510399, 14.7264004 51.9510313)",,,,
61818223,,3 Maja,tertiary,,False,False,115.31400000000001,"LINESTRING (14.7278776 51.9510765, 14.7279544 51.9511769, 14.7280143 51.9513167, 14.7280191 51.9514064, 14.7279765 51.9514759, 14.7278261 51.9515912, 14.7276974 51.9516572, 14.7275205 51.951748, 14.7272931 51.9518252, 14.7272123 51.951866)",,,,
165716312,,3 Maja,tertiary,,True,False,53.980000000000004,"LINESTRING (14.7278776 51.9510765, 14.7276873 51.9509989, 14.7275935 51.9509311, 14.7275605 51.9508075, 14.7275969 51.950679)",,,,
"[1231687642, 1231687643, 41902663]",,Piastowska,residential,,False,"[False, True]",84.49799999999999,"LINESTRING (14.7223725 51.9546167, 14.7223529 51.9544917, 14.7222826 51.9542535, 14.7222442 51.954042, 14.7222305 51.9538628)",,,,yes
61818227,2,Rycerska,tertiary,50,False,False,11.58,"LINESTRING (14.7270033 51.9548759, 14.727022 51.9549794)",,,,
"[165716310, 85146225, 85146179, 562316070]",2,3 Maja,tertiary,50,False,True,51.003,"LINESTRING (14.7270033 51.9548759, 14.7269906 51.9547917, 14.7269858 51.9547366, 14.7269897 51.9545497, 14.7269906 51.9545214, 14.7269941 51.9544177)",,,,yes
"[562323529, 562322714]","['2', '3']",Kresowa,tertiary,50,False,True,120.524,"LINESTRING (14.7270033 51.9548759, 14.7272533 51.9548403, 14.7274884 51.9548268, 14.7277952 51.9548106, 14.7280122 51.9548141, 14.7280524 51.9548142, 14.7280875 51.9548142, 14.7281574 51.954816, 14.7282241 51.9548204, 14.7282909 51.9548298, 14.7283478 51.9548415, 14.7285492 51.9548952, 14.7286365 51.9549171, 14.7287185 51.9549341)",,,,
"[1231666362, 165716119]",1,Grunwaldzka,residential,30,True,False,342.549,"LINESTRING (14.7270033 51.9548759, 14.7268603 51.9549065, 14.7267931 51.954917, 14.7262567 51.9550011, 14.7261381 51.9550161, 14.7254745 51.9550559, 14.7253978 51.9550575, 14.7253636 51.955044, 14.7253533 51.9550323, 14.7253416 51.955019, 14.7251768 51.9548228, 14.725147 51.9548009, 14.7250826 51.9547621, 14.7240651 51.9545773, 14.7239173 51.9545731, 14.723506 51.9546263, 14.7232017 51.9546693, 14.7229024 51.9546729, 14.7225478 51.9546332, 14.7223725 51.9546167)",,,,
"[509877288, 1231692466, 1231692461]",,Żołnierzy II Armii Wojska Polskiego,residential,,False,True,111.362,"LINESTRING (14.7214302 51.9491578, 14.721544 51.9491434, 14.7221228 51.9490782, 14.722912 51.9489915, 14.7230279 51.9489758)",,,,
"[1231692512, 892502418]",,Aleje Łużyckie,residential,,False,False,100.31,"LINESTRING (14.7214302 51.9491578, 14.7214201 51.9489664, 14.7214054 51.9486861, 14.7213828 51.948402, 14.7213283 51.9482602)",,,,
"[1231692512, 892502417]",,Aleje Łużyckie,residential,,False,True,174.951,"LINESTRING (14.7214302 51.9491578, 14.7213613 51.949979, 14.7213527 51.9500814, 14.7213367 51.9502641, 14.721352 51.950355, 14.7213647 51.9504299, 14.7215653 51.950702)",,,,
"[1231687642, 1231687643, 41902663]",,Piastowska,residential,,False,"[False, True]",84.49799999999999,"LINESTRING (14.7222305 51.9538628, 14.7222442 51.954042, 14.7222826 51.9542535, 14.7223529 51.9544917, 14.7223725 51.9546167)",,,,yes
496416327,,Piastowska,residential,50,True,False,17.2,"LINESTRING (14.7222305 51.9538628, 14.7222046 51.9537696, 14.7222109 51.9537096)",,,,
176937958,3,Fryderyka Chopina,secondary,,False,True,30.309,"LINESTRING (14.7228812 51.950571, 14.7228525 51.9508035, 14.7228479 51.9508428)",138,8,,
"[1018650787, 561606222]",3,Fryderyka Chopina,secondary,50,False,False,116.387,"LINESTRING (14.7228812 51.950571, 14.7228953 51.9503758, 14.7229681 51.9501219, 14.7230562 51.9499247, 14.7231201 51.9498435, 14.7232152 51.9497229, 14.7233796 51.9495932)",138,8,,
1041523328,,Obrońców Pokoju,residential,,False,False,58.211,"LINESTRING (14.7228812 51.950571, 14.722619 51.9506418, 14.7221033 51.9507812)",,,,
1177911357,,Obrońców Pokoju,residential,,False,True,59.114999999999995,"LINESTRING (14.7228812 51.950571, 14.7232389 51.9504763, 14.7234884 51.9504102, 14.7236788 51.9503692)",,,,
414210088,1,Obrońców Pokoju,residential,,True,False,40.751,"LINESTRING (14.7270034 51.9501258, 14.7272708 51.9500681, 14.7273617 51.9500254, 14.7274823 51.9499294)",,,,
"[61818176, 1041523325]",,Obrońców Pokoju,residential,,False,False,29.569000000000003,"LINESTRING (14.7270034 51.9501258, 14.7266513 51.9501858, 14.7265871 51.9501956)",,,,
"[61818176, 1041523327]",,Obrońców Pokoju,residential,,False,False,204.176,"LINESTRING (14.7265871 51.9501956, 14.726447 51.9502138, 14.7260517 51.9502216, 14.7257694 51.9502061, 14.7256191 51.9501979, 14.7255119 51.9501863, 14.7252499 51.9501578, 14.7251727 51.9501494, 14.7248833 51.9501383, 14.724591 51.9501774, 14.7244819 51.9502003, 14.7239444 51.9503134, 14.7236788 51.9503692)",,,,
"[61818176, 1041523325]",,Obrońców Pokoju,residential,,False,True,29.569000000000003,"LINESTRING (14.7265871 51.9501956, 14.7266513 51.9501858, 14.7270034 51.9501258)",,,,
46964956,,Kinowa,residential,,True,False,85.645,"LINESTRING (14.726143 51.9517829, 14.7261456 51.9516848, 14.7262364 51.951452, 14.7264004 51.9510313)",,,,
179506128,,Westerplatte,residential,,True,False,46.071000000000005,"LINESTRING (14.726143 51.9517829, 14.7259854 51.9518051, 14.7255742 51.9518632, 14.7254877 51.9518754)",,,,
179506135,,Zygmunta Starego,residential,,False,False,73.916,"LINESTRING (14.726143 51.9517829, 14.7263365 51.9517881, 14.7270918 51.9518553, 14.7272123 51.951866)",,,,
191547727,2,3 Maja,tertiary,,False,False,44.394,"LINESTRING (14.7270427 51.9525763, 14.7270835 51.9528421, 14.7271073 51.9529066, 14.7271322 51.9529709)",,,,
191547727,2,3 Maja,tertiary,,False,True,79.867,"LINESTRING (14.7270427 51.9525763, 14.72707 51.9524, 14.7272123 51.951866)",,,,
1018648587,,Prusa,residential,,False,True,39.32,"LINESTRING (14.7270427 51.9525763, 14.7269113 51.9525519, 14.7268684 51.9525439, 14.7268012 51.9525298, 14.7266616 51.9525053, 14.7264936 51.9524739)",,,,
42276036,,Prusa,residential,,False,True,38.931,"LINESTRING (14.7254197 51.952223, 14.7254877 51.9518754)",,,,
"[123688369, 1231691419, 224187797]",,Ratuszowa,residential,,False,False,192.352,"LINESTRING (14.7254197 51.952223, 14.7254525 51.952332, 14.7254315 51.9524302, 14.7253575 51.9525173, 14.7252437 51.9525587, 14.7250786 51.9525684, 14.7240574 51.9525227, 14.7239696 51.9524678, 14.7239555 51.9524135, 14.7238388 51.9519639, 14.7238338 51.9519446)",,,,
1018648587,,Prusa,residential,,False,False,80.232,"LINESTRING (14.7254197 51.952223, 14.7255216 51.9522967, 14.725557 51.9523031, 14.7256047 51.9523118, 14.7264936 51.9524739)",,,,
42276036,,Prusa,residential,,False,False,38.931,"LINESTRING (14.7254877 51.9518754, 14.7254197 51.952223)",,,,
179506128,,Westerplatte,residential,,True,False,113.804,"LINESTRING (14.7254877 51.9518754, 14.725095 51.9518865, 14.7248894 51.9518989, 14.7243195 51.9519397, 14.724029 51.9519538, 14.7238338 51.9519446)",,,,
61818197,,,residential,,False,True,99.605,"LINESTRING (14.723849 51.9530179, 14.7238758 51.9530552, 14.7240037 51.9534475, 14.7240103 51.9538143, 14.7240119 51.9539023)",,,,
224176161,,Plac Katedralny,residential,,False,False,142.415,"LINESTRING (14.723849 51.9530179, 14.7235269 51.9530658, 14.7230323 51.9520333)",,,,
1231666478,2,3 Maja,tertiary,,False,False,40.069,"LINESTRING (14.7271861 51.9535425, 14.7270935 51.9538983)",,,,
"[1231691427, 46964959]",,Marii Konopnickiej,residential,,True,False,245.894,"LINESTRING (14.7271861 51.9535425, 14.7270822 51.9535232, 14.7268204 51.9534254, 14.7267411 51.9534011, 14.7263553 51.9532164, 14.7261725 51.9531496, 14.7261163 51.953129, 14.7256782 51.9530295, 14.7253452 51.9529991, 14.7251171 51.9529764, 14.7249325 51.9529622, 14.7248132 51.9529492, 14.7243406 51.9529492, 14.723849 51.9530179)",,,,
"[1231666478, 191547727]",2,3 Maja,tertiary,,False,True,65.062,"LINESTRING (14.7271861 51.9535425, 14.7272402 51.9533646, 14.7272484 51.9532748, 14.7272416 51.9531975, 14.7272127 51.953116, 14.7271322 51.9529709)",,,,
"[1231691144, 1231691379, 383100775]",,Ułanów Karpackich,residential,,False,False,131.49599999999998,"LINESTRING (14.7242317 51.9515008, 14.724206 51.9514386, 14.7241913 51.9514095, 14.724127 51.9512822, 14.7241064 51.9512413, 14.7240873 51.9512035, 14.723988 51.9510069, 14.7239821 51.9509959, 14.7239782 51.9509885, 14.7239571 51.9509475, 14.7237579 51.9505603, 14.7236953 51.9504349, 14.7236788 51.9503692)",,,,
"[1231691416, 1177911360, 1177911359]",,Zygmunta Starego,residential,,True,False,149.241,"LINESTRING (14.7242317 51.9515008, 14.7243314 51.9514793, 14.724836 51.9513785, 14.7249205 51.9513616, 14.7251306 51.9513546, 14.7251913 51.9513812, 14.725391 51.9514533, 14.7258977 51.9516369, 14.7259969 51.9516671, 14.726143 51.9517829)",,,,
46964956,,Kinowa,residential,,True,False,94.30799999999999,"LINESTRING (14.7264004 51.9510313, 14.7265055 51.9507744, 14.7265143 51.950757, 14.7265272 51.9507175, 14.7265703 51.9505849, 14.7265871 51.9501956)",,,,
1177911363,,3 Maja,tertiary,,True,False,15.315,"LINESTRING (14.7278821 51.9509388, 14.7278776 51.9510765)",,,,
