osmid,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,lanes
225129834,Piekarska,residential,False,False,211.301,"LINESTRING (21.9577574 50.1503725, 21.9577795 50.1503452, 21.9577808 50.1503421, 21.9577915 50.1503169, 21.9578001 50.1502828, 21.9578111 50.1502475, 21.9578273 50.1502119, 21.9578463 50.1501819, 21.9578721 50.1501544, 21.9579042 50.1501253, 21.9579515 50.1501018, 21.9579949 50.1500853, 21.9580553 50.1500749, 21.9581198 50.150068, 21.9581518 50.1500658, 21.9583429 50.1500613, 21.9584039 50.1500637, 21.9584682 50.1500681, 21.9586182 50.1500864, 21.9588665 50.1501217, 21.9593495 50.1502055, 21.9598617 50.1502923, 21.9603679 50.1503764)",,,
253978053,3 Maja,tertiary,False,False,195.22600000000003,"LINESTRING (21.9577574 50.1503725, 21.9578186 50.1503996, 21.9580611 50.1504958, 21.95828 50.1505839, 21.9584852 50.1506688, 21.9586793 50.1507409, 21.9588096 50.1507831, 21.9589397 50.1508214, 21.9590652 50.1508556, 21.9592153 50.1508882, 21.9595549 50.1509512, 21.9598923 50.1510123, 21.9600665 50.1510501, 21.9601533 50.1510755, 21.9602241 50.1511065)",,,
"[478026131, 253978054]",3 Maja,tertiary,False,True,14.086,"LINESTRING (21.9577574 50.1503725, 21.9576524 50.1503239, 21.9576173 50.1503073, 21.9575975 50.150298)",yes,50,
225135785,Wincentego Witosa,residential,False,False,82.042,"LINESTRING (21.9602241 50.1511065, 21.9602646 50.1510258, 21.9602677 50.1510042, 21.9602881 50.1508612, 21.9603031 50.1507504, 21.9603222 50.1506064, 21.9603455 50.1504554, 21.9603679 50.1503764)",,,
253978053,3 Maja,tertiary,False,True,195.22600000000003,"LINESTRING (21.9602241 50.1511065, 21.9601533 50.1510755, 21.9600665 50.1510501, 21.9598923 50.1510123, 21.9595549 50.1509512, 21.9592153 50.1508882, 21.9590652 50.1508556, 21.9589397 50.1508214, 21.9588096 50.1507831, 21.9586793 50.1507409, 21.9584852 50.1506688, 21.95828 50.1505839, 21.9580611 50.1504958, 21.9578186 50.1503996, 21.9577574 50.1503725)",,,
379085886,Fabryczna,residential,False,True,122.699,"LINESTRING (21.9602241 50.1511065, 21.9601565 50.1512178, 21.9598604 50.1517411, 21.9598465 50.151776, 21.9597352 50.1519838, 21.9596964 50.1520512, 21.9596594 50.1520951, 21.9596111 50.1521343)",,30,
430425152,3 Maja,tertiary,False,False,35.048,"LINESTRING (21.9602241 50.1511065, 21.9602808 50.1511206, 21.9603324 50.1511306, 21.9603995 50.1511392, 21.9607067 50.151159)",,,
45282223,Rynek,tertiary,True,False,66.912,"LINESTRING (21.9615282 50.1512092, 21.9615557 50.1510913, 21.9616214 50.1507475, 21.961624 50.1507257, 21.9616317 50.150688, 21.9616397 50.1506649, 21.9616576 50.1506422, 21.9616875 50.1506229)",,,
225129815,Rynek,residential,False,True,67.345,"LINESTRING (21.9615282 50.1512092, 21.9615188 50.1512397, 21.9615097 50.1512698, 21.9614158 50.1517525, 21.9613986 50.1518089)",,,
430425152,3 Maja,tertiary,False,True,58.80500000000001,"LINESTRING (21.9615282 50.1512092, 21.9614517 50.151207, 21.9607292 50.1511605, 21.9607067 50.151159)",,,
225129826,Rynek,residential,False,True,71.425,"LINESTRING (21.9637319 50.1507419, 21.9637219 50.1508308, 21.9637203 50.1508456, 21.9636709 50.1512614, 21.9636668 50.1512921, 21.9636607 50.1513445, 21.9636563 50.1513824)",,,
225129833,Henryka Sienkiewicza,residential,False,False,47.615,"LINESTRING (21.9637319 50.1507419, 21.9637616 50.1505759, 21.9638017 50.1504452, 21.9638538 50.1503217)",,,
182624995,Rynek,residential,True,False,79.161,"LINESTRING (21.9626326 50.1506415, 21.9628756 50.1506727, 21.9629516 50.1506793, 21.9635826 50.1507326, 21.9636247 50.1507362, 21.9637319 50.1507419)",,,
225203575,Rzeszowska,tertiary,False,False,58.388000000000005,"LINESTRING (21.9626326 50.1506415, 21.9626322 50.1505595, 21.962644 50.1504202, 21.9626567 50.1502952, 21.9626632 50.1502211, 21.9626613 50.150117)",,50,2
430425156,Rynek,tertiary,False,True,63.073,"LINESTRING (21.9626326 50.1506415, 21.9626795 50.1507821, 21.9627495 50.1509345, 21.9628271 50.151096, 21.9628487 50.1511906)",,40,2
45282276,Rynek,tertiary,True,False,67.8,"LINESTRING (21.9616875 50.1506229, 21.9617244 50.1506112, 21.9617713 50.1506068, 21.9623714 50.1506312, 21.9623852 50.1506319, 21.9626326 50.1506415)",,,
